Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,,,,,,,,,,,,,,lpp_14
8,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
9,a,,,,,,,,,,,,,,,,,,,,,,,,
10,street,,,,,,,,,,,,,,,,,,,,,,,,
11,lamp,,,,,,,,,,,,,,,,,,,,,,,,
12,and,,,,,,,,,,,,,,,,,,,,,,,,
13,a,,,,,,,,,,,,,,,,,,,,,,,,
14,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.758,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,was,,,,,,,,,,,,,,,,,,,,,,,,
5,not,,,,,,,,,,,,,,,,,,,,,,,,
6,able,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
8,reach,,,,,,,,,,,,,,,,,,,,,,,,
9,any,,,,,,,,,,,,,,,,,,,,,,,,
10,explanation,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Topic,Topic,,Topic,Topic,,Explanation,Gestalt,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,use,,,,,,,,,,,,,,,,,,,,,,,,
14,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,assuming this means smth like point/purpose of,Gestalt,Gestalt,,,,,,,,,,,,,,,
15,a,,,,,,,,,,,,,,,,,,,,,,,,
16,street,,,,,,,,,,,,,,,,,,,,,,,,
17,lamp,,,,,,,,,,,,,,,,,,,,,,,,
18,and,,,,,,,,,,,,,,,,,,,,,,,,
19,a,,,,,,,,,,,,,,,,,,,,,,,,
20,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
21,",",,,,,,,,,,,,,,,,,,,,,,,,
22,somewhere,,,,,,,,,,,,,,,,,,,,,,,,
23,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
24,the,,,,,,,,,,,,,,,,,,,,,,,,
25,heavens,,,,,,,,,,,,,,,,,,,,,,,,
26,",",,,,,,,,,,,,,,,,,,,,,,,,
27,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
28,a,,,,,,,,,,,,,,,,,,,,,,,,
29,planet,,,,,,,,,,,,,,,,,,,,,,,,
30,which,,,,,,,,,,,,,,,,,,,,,,,,
31,had,,,,,,,,,,,,,,,,,,,,,,,,
32,no,,,,,,,,,,,,,,,,,,,,,,,,
33,people,,,,,,,,,,,,,,,,,,,,,,,,
34,",",,,,,,,,,,,,,,,,,,,,,,,,
35,and,,,,,,,,,,,,,,,,,,,,,,,,
36,not,,,,,,,,,,,,,,,,,,,,,,,,
37,one,,,,,,,,,,,,,,,,,,,,,,,,
38,house,,,,,,,,,,,,,,,,,,,,,,,,
39,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.759,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,said,,,,,,,,,,,,,,,,,,,,,,,,
4,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
5,himself,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,nevertheless,,,,,,,,,,,,,,,,,,,,,,,,
8,:,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,It,,,,,,,,,,,,,,,,,,,,,,,,
11,may,,,,,,,,,,,,,,,,,,,,,,,,
12,well,,,,,,,,,,,,,,,,,,,,,,,,
13,be,,,,,,,,,,,,,,,,,,,,,,,,
14,that,,,,,,,,,,,,,,,,,,,,,,,,
15,this,,,,,,,,,,,,,,,,,,,,,,,,
16,man,,,,,,,,,,,,,,,,,,,,,,,,
17,is,,,,,,,,,,,,,,,,,,,,,,,,
18,absurd,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.760,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,so,,,,,,,,,,,,,,,,,,,,,,,,
6,absurd,,,,,,,,,,,,,,,,,,,,,,,,
7,as,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,king,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,conceited,,,,,,,,,,,,,,,,,,,,,,,,
13,man,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,businessman,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,and,,,,,,,,,,,,,,,,,,,,,,,,
19,the,,,,,,,,,,,,,,,,,,,,,,,,
20,tippler,,,,,,,,,,,,,,,,,,,,,,,,
21,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.761,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,,,,,,,,,,,,,,,
2,at,1:1**,Extent,Extent,,Extent,Extent,,Extent,Extent,,,,,,,,,,,,,,,
3,least,1:2,,,,,,,,,,,,,,,,,,,,,,,
4,his,*,Agent,Gestalt,,Agent,Gestalt,,Agent,Gestalt,,,,,,,,,,,,,,,
5,work,,,,,,,,,,,,,,,,,,,,,,,,
6,has,,,,,,,,,,,,,,,,,,,,,,,,
7,some,,,,,,,,,,,,,,,,,,,,,,,,
8,meaning,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.762,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,lights,,,,,,,,,,,,,,,,,,,,,,,,
4,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
5,street,,,,,,,,,,,,,,,,,,,,,,,,
6,lamp,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,it,,,,,,,,,,,,,,,,,,,,,,,,
9,is,,,,,,,,,,,,,,,,,,,,,,,,
10,as,,ComparisonRef,ComparisonRef,MWE,ComparisonRef,ComparisonRef,MWE,,,,,,,,,,,,,,,,,
11,if,,_,_,MWE,_,_,MWE,,,,,,,,,,,,,,,,,
12,he,,,,,,,,,,,,,,,,,,,,,,,,
13,brought,,,,,,,,,,,,,,,,,,,,,,,,
14,one,,,,,,,,,,,,,,,,,,,,,,,,
15,more,,,,,,,,,,,,,,,,,,,,,,,,
16,star,,,,,,,,,,,,,,,,,,,,,,,,
17,to,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
18,life,,,,,,,,,,,,,,,,,,,,,,,,
19,",",,,,,,,,,,,,,,,,,,,,,,,,
20,or,,,,,,,,,,,,,,,,,,,,,,,,
21,one,,,,,,,,,,,,,,,,,,,,,,,,
22,flower,,,,,,,,,,,,,,,,,,,,,,,,
23,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.763,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,puts,,,,,,,,,,,,,,,,,,,,,,,,
4,out,,,,,,,,,,,,,,,,,,,,,,,,
5,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
6,lamp,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,he,,,,,,,,,,,,,,,,,,,,,,,,
9,sends,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,flower,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,or,,,,,,,,,,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,star,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,to,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
18,sleep,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.764,,,,,,,,,,,,,,,,,,,,,,,,,
1,That,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,beautiful,,,,,,,,,,,,,,,,,,,,,,,,
5,occupation,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.765,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,since,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,,,,,,,,,,,,,,,
3,it,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,beautiful,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,it,,,,,,,,,,,,,,,,,,,,,,,,
8,is,,,,,,,,,,,,,,,,,,,,,,,,
9,truly,,,,,,,,,,,,,,,,,,,,,,,,
10,useful,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.766,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,arrived,,,,,,,,,,,,,,,,,,,,,,,,
4,on,*,Goal,Locus,,Locus,Locus,"I don't *think* this is Goal~Locus, but almost? arrive is weird",Goal,Locus,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,planet,,,,,,,,,,,,,,,,,,,,,,,,
7,he,,,,,,,,,,,,,,,,,,,,,,,,
8,respectfully,,,,,,,,,,,,,,,,,,,,,,,,
9,saluted,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.767,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Good,,,,,,,,,,,,,,,,,,,,,,,,
3,morning,,,,,,,,,,,,,,,,,,,,,,,,
4,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.768,,,,,,,,,,,,,,,,,,,,,,,,,
1,Why,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,just,,,,,,,,,,,,,,,,,,,,,,,,
5,put,,,,,,,,,,,,,,,,,,,,,,,,
6,out,,,,,,,,,,,,,,,,,,,,,,,,
7,your,*,Possessor,Possessor,,Possessor,Possesssor,,Possessor,Possessor,,,,,,,,,,,,,,,
8,lamp,,,,,,,,,,,,,,,,,,,,,,,,
9,?,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.769,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Those,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,orders,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,replied,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.770,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Good,,,,,,,,,,,,,,,,,,,,,,,,
3,morning,,,,,,,,,,,,,,,,,,,,,,,,
4,.,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.771,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,What,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,orders,,,,,,,,,,,,,,,,,,,,,,,,
6,?,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.772,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,The,,,,,,,,,,,,,,,,,,,,,,,,
3,orders,,,,,,,,,,,,,,,,,,,,,,,,
4,are,,,,,,,,,,,,,,,,,,,,,,,,
5,that,,,,,,,,,,,,,,,,,,,,,,,,
6,I,,,,,,,,,,,,,,,,,,,,,,,,
7,put,,,,,,,,,,,,,,,,,,,,,,,,
8,out,,,,,,,,,,,,,,,,,,,,,,,,
9,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
10,lamp,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.773,,,,,,,,,,,,,,,,,,,,,,,,,
1,Good,,,,,,,,,,,,,,,,,,,,,,,,
2,evening,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.774,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,lighted,,,,,,,,,,,,,,,,,,,,,,,,
4,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
5,lamp,,,,,,,,,,,,,,,,,,,,,,,,
6,again,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.775,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,But,,,,,,,,,,,,,,,,,,,,,,,,
3,why,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,you,,,,,,,,,,,,,,,,,,,,,,,,
6,just,,,,,,,,,,,,,,,,,,,,,,,,
7,lighted,,,,,,,,,,,,,,,,,,,,,,,,
8,it,,,,,,,,,,,,,,,,,,,,,,,,
9,again,,,,,,,,,,,,,,,,,,,,,,,,
10,?,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.776,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Those,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,orders,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,replied,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.777,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,do,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,understand,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,said,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,little,,,,,,,,,,,,,,,,,,,,,,,,
11,prince,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.778,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,There,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,nothing,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,Purpose,Purpose,,`i,`i,[191],Purpose,Purpose,,,,,,,,,,,,,,,
6,understand,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.779,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Orders,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,orders,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.780,,,,,,,,,,,,,,,,,,,,,,,,,
1,Good,,,,,,,,,,,,,,,,,,,,,,,,
2,morning,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.781,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,put,,,,,,,,,,,,,,,,,,,,,,,,
4,out,,,,,,,,,,,,,,,,,,,,,,,,
5,his,*,Possessor,Possessor,,Possesssor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
6,lamp,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.782,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,mopped,,,,,,,,,,,,,,,,,,,,,,,,
4,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
5,forehead,,,,,,,,,,,,,,,,,,,,,,,,
6,with,*,Instrument,Instrument,,Instrument,Instrument,,Instrument,Instrument,,,,,,,,,,,,,,,
7,a,,,,,,,,,,,,,,,,,,,,,,,,
8,handkerchief,,,,,,,,,,,,,,,,,,,,,,,,
9,decorated,,,,,,,,,,,,,,,,,,,,,,,,
10,with,*,Characteristic,Characteristic,*Q*,Characteristic,Characteristic,,Instrument,Instrument,or Characteristic?? but there's a verb,,,,,,,,,,,,,,
11,red,,,,,,,,,,,,,,,,,,,,,,,,
12,squares,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.783,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,follow,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,terrible,,,,,,,,,,,,,,,,,,,,,,,,
6,profession,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.784,,,,,,,,,,,,,,,,,,,,,,,,,
1,In,*,Time,Time,,Time,Time,,Tiem,Time,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,old,,,,,,,,,,,,,,,,,,,,,,,,
4,days,,,,,,,,,,,,,,,,,,,,,,,,
5,it,,,,,,,,,,,,,,,,,,,,,,,,
6,was,,,,,,,,,,,,,,,,,,,,,,,,
7,reasonable,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.785,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,put,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,lamp,,,,,,,,,,,,,,,,,,,,,,,,
5,out,,,,,,,,,,,,,,,,,,,,,,,,
6,in,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,morning,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,and,,,,,,,,,,,,,,,,,,,,,,,,
11,in,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,evening,,,,,,,,,,,,,,,,,,,,,,,,
14,I,,,,,,,,,,,,,,,,,,,,,,,,
15,lighted,,,,,,,,,,,,,,,,,,,,,,,,
16,it,,,,,,,,,,,,,,,,,,,,,,,,
17,again,,,,,,,,,,,,,,,,,,,,,,,,
18,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.786,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,had,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,rest,,,,,,,,,,,,,,,,,,,,,,,,
5,of,*,Whole,Whole,,Whole,Whole,[361],Whole,Whole,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,day,,,,,,,,,,,,,,,,,,,,,,,,
8,for,*,Purpose,Purpose,,Purpose,Purpose,?,Purpose,Purpose,,,,,,,,,,,,,,,
9,relaxation,,,,,,,,,,,,,,,,,,,,,,,,
10,and,,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,rest,,,,,,,,,,,,,,,,,,,,,,,,
13,of,*,Whole,Whole,,Whole,Whole,[361],Whole,Whole,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,night,,,,,,,,,,,,,,,,,,,,,,,,
16,for,*,Purpose,Purpose,,Purpose,Purpose,?,Purpose,Purpose,,,,,,,,,,,,,,,
17,sleep,,,,,,,,,,,,,,,,,,,,,,,,
18,.,,,,,,,,,,,,,,,,,,,,,,,,
