Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,Sasha Scene,Sasha Function,Sasha Notes,,,,,,,,,,,,,,lpp_13
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Good,,,,,,,,,,,,,,,,,,,,,,,,
3,morning,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,little,,,,,,,,,,,,,,,,,,,,,,,,
8,prince,,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Gestalt,,,,,,,,,,,,,,,
11,him,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.652,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Your,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Gestalt,,,,,,,,,,,,,,,
3,cigarette,,,,,,,,,,,,,,,,,,,,,,,,
4,has,,,,,,,,,,,,,,,,,,,,,,,,
5,gone,,,,,,,,,,,,,,,,,,,,,,,,
6,out,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.653,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Three,,,,,,,,,,,,,,,,,,,,,,,,
3,and,,,,,,,,,,,,,,,,,,,,,,,,
4,two,,,,,,,,,,,,,,,,,,,,,,,,
5,make,,,,,,,,,,,,,,,,,,,,,,,,
6,five,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.654,,,,,,,,,,,,,,,,,,,,,,,,,
1,Five,,,,,,,,,,,,,,,,,,,,,,,,
2,and,,,,,,,,,,,,,,,,,,,,,,,,
3,seven,,,,,,,,,,,,,,,,,,,,,,,,
4,make,,,,,,,,,,,,,,,,,,,,,,,,
5,twelve,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.655,,,,,,,,,,,,,,,,,,,,,,,,,
1,Twelve,,,,,,,,,,,,,,,,,,,,,,,,
2,and,,,,,,,,,,,,,,,,,,,,,,,,
3,three,,,,,,,,,,,,,,,,,,,,,,,,
4,make,,,,,,,,,,,,,,,,,,,,,,,,
5,fifteen,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.656,,,,,,,,,,,,,,,,,,,,,,,,,
1,Good,,,,,,,,,,,,,,,,,,,,,,,,
2,morning,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.657,,,,,,,,,,,,,,,,,,,,,,,,,
1,FIfteen,,,,,,,,,,,,,,,,,,,,,,,,
2,and,,,,,,,,,,,,,,,,,,,,,,,,
3,seven,,,,,,,,,,,,,,,,,,,,,,,,
4,make,,,,,,,,,,,,,,,,,,,,,,,,
5,twenty,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,two,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.658,,,,,,,,,,,,,,,,,,,,,,,,,
1,Twenty,,,,,,,,,,,,,,,,,,,,,,,,
2,-,,,,,,,,,,,,,,,,,,,,,,,,
3,two,,,,,,,,,,,,,,,,,,,,,,,,
4,and,,,,,,,,,,,,,,,,,,,,,,,,
5,six,,,,,,,,,,,,,,,,,,,,,,,,
6,make,,,,,,,,,,,,,,,,,,,,,,,,
7,twenty,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,eight,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.659,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,n't,,,,,,,,,,,,,,,,,,,,,,,,
4,time,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,Purpose,Purpose,,Purpose,Purpose,,`i,`i,,,,,,,,,,,,,,,
6,light,,,,,,,,,,,,,,,,,,,,,,,,
7,it,,,,,,,,,,,,,,,,,,,,,,,,
8,again,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.660,,,,,,,,,,,,,,,,,,,,,,,,,
1,Twenty,,,,,,,,,,,,,,,,,,,,,,,,
2,-,,,,,,,,,,,,,,,,,,,,,,,,
3,six,,,,,,,,,,,,,,,,,,,,,,,,
4,and,,,,,,,,,,,,,,,,,,,,,,,,
5,five,,,,,,,,,,,,,,,,,,,,,,,,
6,make,,,,,,,,,,,,,,,,,,,,,,,,
7,thirty,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,one,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.661,,,,,,,,,,,,,,,,,,,,,,,,,
1,Phew,,,,,,,,,,,,,,,,,,,,,,,,
2,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.662,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,that,,,,,,,,,,,,,,,,,,,,,,,,
3,makes,,,,,,,,,,,,,,,,,,,,,,,,
4,five,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,hundred,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,and,,,,,,,,,,,,,,,,,,,,,,,,
9,-,,,,,,,,,,,,,,,,,,,,,,,,
10,one,,,,,,,,,,,,,,,,,,,,,,,,
11,-,,,,,,,,,,,,,,,,,,,,,,,,
12,million,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,six,,,,,,,,,,,,,,,,,,,,,,,,
15,-,,,,,,,,,,,,,,,,,,,,,,,,
16,hundred,,,,,,,,,,,,,,,,,,,,,,,,
17,-,,,,,,,,,,,,,,,,,,,,,,,,
18,twenty,,,,,,,,,,,,,,,,,,,,,,,,
19,-,,,,,,,,,,,,,,,,,,,,,,,,
20,two,,,,,,,,,,,,,,,,,,,,,,,,
21,-,,,,,,,,,,,,,,,,,,,,,,,,
22,thousand,,,,,,,,,,,,,,,,,,,,,,,,
23,",",,,,,,,,,,,,,,,,,,,,,,,,
24,seven,,,,,,,,,,,,,,,,,,,,,,,,
25,-,,,,,,,,,,,,,,,,,,,,,,,,
26,hundred,,,,,,,,,,,,,,,,,,,,,,,,
27,-,,,,,,,,,,,,,,,,,,,,,,,,
28,thirty,,,,,,,,,,,,,,,,,,,,,,,,
29,-,,,,,,,,,,,,,,,,,,,,,,,,
30,one,,,,,,,,,,,,,,,,,,,,,,,,
31,.,,,,,,,,,,,,,,,,,,,,,,,,
32,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.663,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Five,,,,,,,,,,,,,,,,,,,,,,,,
3,hundred,,,,,,,,,,,,,,,,,,,,,,,,
4,million,,,,,,,,,,,,,,,,,,,,,,,,
5,what,,,,,,,,,,,,,,,,,,,,,,,,
6,?,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,asked,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,little,,,,,,,,,,,,,,,,,,,,,,,,
11,prince,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.664,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Eh,,,,,,,,,,,,,,,,,,,,,,,,
3,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.665,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are,,,,,,,,,,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,still,,,,,,,,,,,,,,,,,,,,,,,,
4,there,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.666,,,,,,,,,,,,,,,,,,,,,,,,,
1,Five,,,,,,,,,,,,,,,,,,,,,,,,
2,-,,,,,,,,,,,,,,,,,,,,,,,,
3,hundred,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,and,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,one,,,,,,,,,,,,,,,,,,,,,,,,
8,million,,,,,,,,,,,,,,,,,,,,,,,,
9,-,,,,,,,,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
11,I,,,,,,,,,,,,,,,,,,,,,,,,
12,can,,,,,,,,,,,,,,,,,,,,,,,,
13,n't,,,,,,,,,,,,,,,,,,,,,,,,
14,stop,,,,,,,,,,,,,,,,,,,,,,,,
15,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.667,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,so,,,,,,,,,,,,,,,,,,,,,,,,
4,much,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,`i,`i,,Purpose,Purpose,[190],`i,`i,,,,,,,,,,,,,,,
6,do,,,,,,,,,,,,,,,,,,,,,,,,
7,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.668,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,am,,,,,,,,,,,,,,,,,,,,,,,,
3,concerned,,,,,,,,,,,,,,,,,,,,,,,,
4,with,*,Topic,Topic,,Topic,Topic,,Theme,Theme,,,,,,,,,,,,,,,
5,matters,,,,,,,,,,,,,,,,,,,,,,,,
6,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
7,consequence,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.669,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,do,,,,,,,,,,,,,,,,,,,,,,,,
3,n't,,,,,,,,,,,,,,,,,,,,,,,,
4,amuse,,,,,,,,,,,,,,,,,,,,,,,,
5,myself,,,,,,,,,,,,,,,,,,,,,,,,
6,with,*,Theme,Theme,*Q*,Instrument,Instrument,,Theme,Theme,,,,,,,,,,,,,,,
7,balderdash,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.670,,,,,,,,,,,,,,,,,,,,,,,,,
1,Two,,,,,,,,,,,,,,,,,,,,,,,,
2,and,,,,,,,,,,,,,,,,,,,,,,,,
3,five,,,,,,,,,,,,,,,,,,,,,,,,
4,make,,,,,,,,,,,,,,,,,,,,,,,,
5,seven,,,,,,,,,,,,,,,,,,,,,,,,
6,...,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.671,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Five,,,,,,,,,,,,,,,,,,,,,,,,
3,-,,,,,,,,,,,,,,,,,,,,,,,,
4,hundred,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,and,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,one,,,,,,,,,,,,,,,,,,,,,,,,
9,million,,,,,,,,,,,,,,,,,,,,,,,,
10,what,,,,,,,,,,,,,,,,,,,,,,,,
11,?,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
13,repeated,,,,,,,,,,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,little,,,,,,,,,,,,,,,,,,,,,,,,
16,prince,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,who,,,,,,,,,,,,,,,,,,,,,,,,
19,never,,,,,,,,,,,,,,,,,,,,,,,,
20,in,*,Time,Time,,Time,Time,,Time,Time,ig,,,,,,,,,,,,,,
21,his,*,Theme,Gestalt,,Theme,Gestalt,,Theme,Gestalt,,,,,,,,,,,,,,,
22,life,,,,,,,,,,,,,,,,,,,,,,,,
23,had,,,,,,,,,,,,,,,,,,,,,,,,
24,let,,,,,,,,,,,,,,,,,,,,,,,,
25,go,,,,,,,,,,,,,,,,,,,,,,,,
26,of,*,Theme,Theme,,Theme,Theme,,Theme,Theme,,,,,,,,,,,,,,,
27,a,,,,,,,,,,,,,,,,,,,,,,,,
28,question,,,,,,,,,,,,,,,,,,,,,,,,
29,once,,,,,,,,,,,,,,,,,,,,,,,,
30,he,,,,,,,,,,,,,,,,,,,,,,,,
31,had,,,,,,,,,,,,,,,,,,,,,,,,
32,asked,,,,,,,,,,,,,,,,,,,,,,,,
33,it,,,,,,,,,,,,,,,,,,,,,,,,
34,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.672,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,businessman,,,,,,,,,,,,,,,,,,,,,,,,
3,raised,,,,,,,,,,,,,,,,,,,,,,,,
4,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
5,head,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.673,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,During,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,fifty,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,four,,,,,,,,,,,,,,,,,,,,,,,,
7,years,,,,,,,,,,,,,,,,,,,,,,,,
8,that,,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,,,,,,,,,,,,,,,,,,,,,
10,have,,,,,,,,,,,,,,,,,,,,,,,,
11,inhabited,,,,,,,,,,,,,,,,,,,,,,,,
12,this,,,,,,,,,,,,,,,,,,,,,,,,
13,planet,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,I,,,,,,,,,,,,,,,,,,,,,,,,
16,have,,,,,,,,,,,,,,,,,,,,,,,,
17,been,,,,,,,,,,,,,,,,,,,,,,,,
18,disturbed,,,,,,,,,,,,,,,,,,,,,,,,
19,only,,,,,,,,,,,,,,,,,,,,,,,,
20,three,,,,,,,,,,,,,,,,,,,,,,,,
21,times,,,,,,,,,,,,,,,,,,,,,,,,
22,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.674,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,first,,,,,,,,,,,,,,,,,,,,,,,,
3,time,,,,,,,,,,,,,,,,,,,,,,,,
4,was,,,,,,,,,,,,,,,,,,,,,,,,
5,twenty,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,two,,,,,,,,,,,,,,,,,,,,,,,,
8,years,,,,,,,,,,,,,,,,,,,,,,,,
9,ago,*,Time,Interval,,Time,Interval,,Time,Interval,says guidelines idk,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,when,,,,,,,,,,,,,,,,,,,,,,,,
12,some,,,,,,,,,,,,,,,,,,,,,,,,
13,giddy,,,,,,,,,,,,,,,,,,,,,,,,
14,goose,,,,,,,,,,,,,,,,,,,,,,,,
15,fell,,,,,,,,,,,,,,,,,,,,,,,,
16,from,*,Source,Source,,Source,Source,,Source,Source,,,,,,,,,,,,,,,
17,goodness,,,,,,,,,,,,,,,,,,,,,,,,
18,knows,,,,,,,,,,,,,,,,,,,,,,,,
19,where,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.675,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,made,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,most,,,,,,,,,,,,,,,,,,,,,,,,
5,frightful,,,,,,,,,,,,,,,,,,,,,,,,
6,noise,,,,,,,,,,,,,,,,,,,,,,,,
7,that,,,,,,,,,,,,,,,,,,,,,,,,
8,resounded,,,,,,,,,,,,,,,,,,,,,,,,
9,all,1:1**,Locus,Path,[147],Direction,Direction,?,Locus,Locus,,,,,,,,,,,,,,,
10,over,1:2,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,place,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,and,,,,,,,,,,,,,,,,,,,,,,,,
15,I,,,,,,,,,,,,,,,,,,,,,,,,
16,made,,,,,,,,,,,,,,,,,,,,,,,,
17,four,,,,,,,,,,,,,,,,,,,,,,,,
18,mistakes,,,,,,,,,,,,,,,,,,,,,,,,
19,in,*,,,*Q*,Topic,Topic,,Locus,Locus,,,,,,,,,,,,,,,
20,my,*,Agent,Gestalt,,Agent,Gestalt,,Agent,Gestalt,,,,,,,,,,,,,,,
21,addition,,,,,,,,,,,,,,,,,,,,,,,,
22,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.676,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,second,,,,,,,,,,,,,,,,,,,,,,,,
3,time,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,eleven,,,,,,,,,,,,,,,,,,,,,,,,
6,years,,,,,,,,,,,,,,,,,,,,,,,,
7,ago,*,Time,Interval,,Time,Interval,,Time,Interval,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,,,,,,,,,,,,,,,,,,,,,
10,was,,,,,,,,,,,,,,,,,,,,,,,,
11,disturbed,,,,,,,,,,,,,,,,,,,,,,,,
12,by,*,Stimulus,Causer,,Causer,Causer,,Theme,Theme,,,,,,,,,,,,,,,
13,an,,,,,,,,,,,,,,,,,,,,,,,,
14,attack,,,,,,,,,,,,,,,,,,,,,,,,
15,of,*,Identity,Identity,,Identity,Identity,,Identity,Identity,,,,,,,,,,,,,,,
16,rheumatism,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.677,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,do,,,,,,,,,,,,,,,,,,,,,,,,
3,n't,,,,,,,,,,,,,,,,,,,,,,,,
4,get,,,,,,,,,,,,,,,,,,,,,,,,
5,enough,,,,,,,,,,,,,,,,,,,,,,,,
6,exercise,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.678,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,no,,,,,,,,,,,,,,,,,,,,,,,,
4,time,,,,,,,,,,,,,,,,,,,,,,,,
5,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
6,loafing,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.679,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,third,,,,,,,,,,,,,,,,,,,,,,,,
3,time,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,well,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,this,,,,,,,,,,,,,,,,,,,,,,,,
9,is,,,,,,,,,,,,,,,,,,,,,,,,
10,it,,,,,,,,,,,,,,,,,,,,,,,,
11,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.680,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,saying,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,then,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,five,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,hundred,,,,,,,,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
11,and,,,,,,,,,,,,,,,,,,,,,,,,
12,-,,,,,,,,,,,,,,,,,,,,,,,,
13,one,,,,,,,,,,,,,,,,,,,,,,,,
14,millions,,,,,,,,,,,,,,,,,,,,,,,,
15,-,,,,,,,,,,,,,,,,,,,,,,,,
16,-,,,,,,,,,,,,,,,,,,,,,,,,
17,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.681,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Millions,,,,,,,,,,,,,,,,,,,,,,,,
3,of,*,QuantityItem,QuantityItem,,QuantityItem,QuantityItem,,QuantityItem,QuantityItem,,,,,,,,,,,,,,,
4,what,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.682,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,businessman,,,,,,,,,,,,,,,,,,,,,,,,
