Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,Sasha Scene,Sasha Function,Sasha Notes,,,,,,,,,,,,,,lpp_24
2,Ah,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1221,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,said,,,,,,,,,,,,,,,,,,,,,,,,
3,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,little,,,,,,,,,,,,,,,,,,,,,,,,
6,prince,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,these,,,,,,,,,,,,,,,,,,,,,,,,
10,memories,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Experiencer,Gestalt,,Experiencer,Gestalt,,Experiencer,Gestalt,,,,,,,,,,,,,,,
12,yours,,,,,,,,,,,,,,,,,,,,,,,,
13,are,,,,,,,,,,,,,,,,,,,,,,,,
14,very,,,,,,,,,,,,,,,,,,,,,,,,
15,charming,,,,,,,,,,,,,,,,,,,,,,,,
16,;,,,,,,,,,,,,,,,,,,,,,,,,
17,but,,,,,,,,,,,,,,,,,,,,,,,,
18,I,,,,,,,,,,,,,,,,,,,,,,,,
19,have,,,,,,,,,,,,,,,,,,,,,,,,
20,not,,,,,,,,,,,,,,,,,,,,,,,,
21,yet,,,,,,,,,,,,,,,,,,,,,,,,
22,succeeded,,,,,,,,,,,,,,,,,,,,,,,,
23,in,*,Topic,Topic,,Topic,Topic,,Theme,Theme,,,,,,,,,,,,,,,
24,repairing,,,,,,,,,,,,,,,,,,,,,,,,
25,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
26,plane,,,,,,,,,,,,,,,,,,,,,,,,
27,;,,,,,,,,,,,,,,,,,,,,,,,,
28,I,,,,,,,,,,,,,,,,,,,,,,,,
29,have,,,,,,,,,,,,,,,,,,,,,,,,
30,nothing,,,,,,,,,,,,,,,,,,,,,,,,
31,more,,,,,,,,,,,,,,,,,,,,,,,,
32,to,,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
33,drink,,,,,,,,,,,,,,,,,,,,,,,,
34,;,,,,,,,,,,,,,,,,,,,,,,,,
35,and,,,,,,,,,,,,,,,,,,,,,,,,
36,I,,,,,,,,,,,,,,,,,,,,,,,,
37,",",,,,,,,,,,,,,,,,,,,,,,,,
38,too,,,,,,,,,,,,,,,,,,,,,,,,
39,",",,,,,,,,,,,,,,,,,,,,,,,,
40,should,,,,,,,,,,,,,,,,,,,,,,,,
41,be,,,,,,,,,,,,,,,,,,,,,,,,
42,very,,,,,,,,,,,,,,,,,,,,,,,,
43,happy,,,,,,,,,,,,,,,,,,,,,,,,
44,if,,,,,,,,,,,,,,,,,,,,,,,,
45,I,,,,,,,,,,,,,,,,,,,,,,,,
46,could,,,,,,,,,,,,,,,,,,,,,,,,
47,walk,,,,,,,,,,,,,,,,,,,,,,,,
48,at,*,Manner,Locus,,,,"https://i.imgur.com/vCG2n0X.png, maybe MWE",Manner,Manner,,,,,,,,,,,,,,,
49,my,*,Gestalt,Gestalt,,Experiencer,Gestalt,,Gestalt,Gestalt,IDK,,,,,,,,,,,,,,
50,leisure,,,,,,,,,,,,,,,,,,,,,,,,
51,toward,*,Direction,Direction,,Direction,Direction,,Direction,Direction,,,,,,,,,,,,,,,
52,a,,,,,,,,,,,,,,,,,,,,,,,,
53,spring,,,,,,,,,,,,,,,,,,,,,,,,
54,of,*,Characteristic,,*Q*,Characteristic,Stuff,"container, where both the material comprises it and yet is not equivalent to it",Stuff,Stuff,,,,,,,,,,,,,,,
55,fresh,,,,,,,,,,,,,,,,,,,,,,,,
56,water,,,,,,,,,,,,,,,,,,,,,,,,
57,!,,,,,,,,,,,,,,,,,,,,,,,,
58,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1222,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,My,*,SocialRel,Gestalt,,SocialRel,Gestalt,,SocialRel,Gestalt,,,,,,,,,,,,,,,
3,friend,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,fox,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,little,,,,,,,,,,,,,,,,,,,,,,,,
11,prince,,,,,,,,,,,,,,,,,,,,,,,,
12,said,,,,,,,,,,,,,,,,,,,,,,,,
13,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
14,me,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1223,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,My,*,`$,`$,,`$,`$,,Gestalt,Gestalt,,,,,,,,,,,,,,,
3,dear,,,,,,,,,,,,,,,,,,,,,,,,
4,little,,,,,,,,,,,,,,,,,,,,,,,,
5,man,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,this,,,,,,,,,,,,,,,,,,,,,,,,
8,is,,,,,,,,,,,,,,,,,,,,,,,,
9,no,,,,,,,,,,,,,,,,,,,,,,,,
10,longer,,,,,,,,,,,,,,,,,,,,,,,,
11,a,,,,,,,,,,,,,,,,,,,,,,,,
12,matter,,,,,,,,,,,,,,,,,,,,,,,,
13,that,,,,,,,,,,,,,,,,,,,,,,,,
14,has,,,,,,,,,,,,,,,,,,,,,,,,
15,anything,,,,,,,,,,,,,,,,,,,,,,,,
16,to,*,`i,`i,,`i,`i,??,,,**,,,,,,,,,,,,,,
17,do,,,,,,,,,,,,,,,,,,,,,,,,
18,with,*,Topic,Topic,,Topic,Topic,regarding,Topic,Topic,,,,,,,,,,,,,,,
19,the,,,,,,,,,,,,,,,,,,,,,,,,
20,fox,,,,,,,,,,,,,,,,,,,,,,,,
21,!,,,,,,,,,,,,,,,,,,,,,,,,
22,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1224,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Why,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1225,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Because,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,am,,,,,,,,,,,,,,,,,,,,,,,,
5,about,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
7,die,,,,,,,,,,,,,,,,,,,,,,,,
8,of,*,Causer,Causer,,Stimulus,,function is not Gestalt. Theme or Source sound acceptable,Causer,Causer,,,,,,,,,,,,,,,
9,thirst,,,,,,,,,,,,,,,,,,,,,,,,
10,...,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1226,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,did,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,follow,,,,,,,,,,,,,,,,,,,,,,,,
5,my,*,Originator,Gestalt,,Originator,Gestalt,"maybe Experiencer bc cognition, but I think the point is that he is conveying an argument",Originator,Gestalt,,,,,,,,,,,,,,,
6,reasoning,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,and,,,,,,,,,,,,,,,,,,,,,,,,
9,he,,,,,,,,,,,,,,,,,,,,,,,,
10,answered,,,,,,,,,,,,,,,,,,,,,,,,
11,me,,,,,,,,,,,,,,,,,,,,,,,,
12,:,,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
14,It,,,,,,,,,,,,,,,,,,,,,,,,
15,is,,,,,,,,,,,,,,,,,,,,,,,,
16,a,,,,,,,,,,,,,,,,,,,,,,,,
17,good,,,,,,,,,,,,,,,,,,,,,,,,
18,thing,,,,,,,,,,,,,,,,,,,,,,,,
19,to,*,`i,`i,,`i,`i,,,,**,,,,,,,,,,,,,,
20,have,,,,,,,,,,,,,,,,,,,,,,,,
21,had,,,,,,,,,,,,,,,,,,,,,,,,
22,a,,,,,,,,,,,,,,,,,,,,,,,,
23,friend,,,,,,,,,,,,,,,,,,,,,,,,
24,",",,,,,,,,,,,,,,,,,,,,,,,,
25,even,,,,,,,,,,,,,,,,,,,,,,,,
26,if,,,,,,,,,,,,,,,,,,,,,,,,
27,one,,,,,,,,,,,,,,,,,,,,,,,,
28,is,,,,,,,,,,,,,,,,,,,,,,,,
29,about,,,,,,,,,,,,,,,,,,,,,,,,
30,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
31,die,,,,,,,,,,,,,,,,,,,,,,,,
32,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1227,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,for,,`d,`d,MWE,,,,,,,,,,,,,,,,,,,,
4,instance,,_,_,MWE,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,am,,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,glad,,,,,,,,,,,,,,,,,,,,,,,,
9,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
10,have,,,,,,,,,,,,,,,,,,,,,,,,
11,had,,,,,,,,,,,,,,,,,,,,,,,,
12,a,,,,,,,,,,,,,,,,,,,,,,,,
13,fox,,,,,,,,,,,,,,,,,,,,,,,,
14,as,*,Identity,Identity,,Identity,Identity,,Identity,Identity,,,,,,,,,,,,,,,
15,a,,,,,,,,,,,,,,,,,,,,,,,,
16,friend,,,,,,,,,,,,,,,,,,,,,,,,
17,...,,,,,,,,,,,,,,,,,,,,,,,,
18,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1228,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,He,,,,,,,,,,,,,,,,,,,,,,,,
3,has,,,,,,,,,,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,way,,,,,,,,,,,,,,,,,,,,,,,,
6,of,*,,,*Q*,Purpose,Purpose,no way to guess the danger,,,**,,,,,,,,,,,,,,
7,guessing,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,danger,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1229,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,said,,,,,,,,,,,,,,,,,,,,,,,,
3,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
4,myself,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1230,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,He,,,,,,,,,,,,,,,,,,,,,,,,
3,has,,,,,,,,,,,,,,,,,,,,,,,,
4,never,,,,,,,,,,,,,,,,,,,,,,,,
5,been,,,,,,,,,,,,,,,,,,,,,,,,
6,either,,,,,,,,,,,,,,,,,,,,,,,,
7,hungry,,,,,,,,,,,,,,,,,,,,,,,,
8,or,,,,,,,,,,,,,,,,,,,,,,,,
9,thirsty,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1231,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,sunshine,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,all,,,,,,,,,,,,,,,,,,,,,,,,
6,he,,,,,,,,,,,,,,,,,,,,,,,,
7,needs,,,,,,,,,,,,,,,,,,,,,,,,
8,...,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1232,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,looked,,,,,,,,,,,,,,,,,,,,,,,,
4,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
5,me,,,,,,,,,,,,,,,,,,,,,,,,
6,steadily,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,and,,,,,,,,,,,,,,,,,,,,,,,,
9,replied,,,,,,,,,,,,,,,,,,,,,,,,
10,to,*,Topic,Goal,,Topic,Goal,[236] my response to your question,Recipient,Goal,,,,,,,,,,,,,,,
11,my,*,Originator,Gestalt,,Originator,Gestalt,"again, ambiguous between conveying of info or cognition, but if you respond I think it's the former",Originator,Gestalt,idk,,,,,,,,,,,,,,
12,thought,,,,,,,,,,,,,,,,,,,,,,,,
13,:,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
15,I,,,,,,,,,,,,,,,,,,,,,,,,
16,am,,,,,,,,,,,,,,,,,,,,,,,,
17,thirsty,,,,,,,,,,,,,,,,,,,,,,,,
18,",",,,,,,,,,,,,,,,,,,,,,,,,
19,too,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1233,,,,,,,,,,,,,,,,,,,,,,,,,
1,Let,,,,,,,,,,,,,,,,,,,,,,,,
2,us,,,,,,,,,,,,,,,,,,,,,,,,
3,look,,,,,,,,,,,,,,,,,,,,,,,,
4,for,*,Theme,Theme,,Theme,Theme,,Stimulus,Theme,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,well,,,,,,,,,,,,,,,,,,,,,,,,
7,...,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1234,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,made,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,gesture,,,,,,,,,,,,,,,,,,,,,,,,
5,of,*,Characteristic,Identity,,Identity,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
6,weariness,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1235,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,absurd,,,,,,,,,,,,,,,,,,,,,,,,
4,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
5,look,,,,,,,,,,,,,,,,,,,,,,,,
6,for,*,Theme,Theme,,Theme,Theme,,Stimulus,Theme,,,,,,,,,,,,,,,
7,a,,,,,,,,,,,,,,,,,,,,,,,,
8,well,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,at,*,Manner,Locus,,Manner,Locus,??,,,**,,,,,,,,,,,,,,
11,random,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,immensity,,,,,,,,,,,,,,,,,,,,,,,,
16,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
17,the,,,,,,,,,,,,,,,,,,,,,,,,
18,desert,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1236,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,nevertheless,,,,,,,,,,,,,,,,,,,,,,,,
3,we,,,,,,,,,,,,,,,,,,,,,,,,
4,started,,,,,,,,,,,,,,,,,,,,,,,,
5,walking,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1237,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,we,,,,,,,,,,,,,,,,,,,,,,,,
3,had,,,,,,,,,,,,,,,,,,,,,,,,
4,trudged,,,,,,,,,,,,,,,,,,,,,,,,
5,along,,Path,Path,,,,,,,,,,,,,,,,,,,,,
6,for,*,Duration,Duration,,Duration,Duration,,Duration,Duration,,,,,,,,,,,,,,,
7,several,,,,,,,,,,,,,,,,,,,,,,,,
8,hours,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,in,*,Manner,Manner,,Characteristic,Locus,,Manner,Manner,,,,,,,,,,,,,,,
11,silence,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,darkness,,,,,,,,,,,,,,,,,,,,,,,,
15,fell,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,and,,,,,,,,,,,,,,,,,,,,,,,,
18,the,,,,,,,,,,,,,,,,,,,,,,,,
19,stars,,,,,,,,,,,,,,,,,,,,,,,,
20,began,,,,,,,,,,,,,,,,,,,,,,,,
21,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
22,come,,,,,,,,,,,,,,,,,,,,,,,,
23,out,,,,*Q*,Direction,Direction,?,,,,,,,,,,,,,,,,,
24,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1238,,,,,,,,,,,,,,,,,,,,,,,,,
1,Thirst,,,,,,,,,,,,,,,,,,,,,,,,
2,had,,,,,,,,,,,,,,,,,,,,,,,,
3,made,,,,,,,,,,,,,,,,,,,,,,,,
4,me,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,little,,,,,,,,,,,,,,,,,,,,,,,,
7,feverish,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,and,,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,,,,,,,,,,,,,,,,,,,,,,
11,looked,,,,,,,,,,,,,,,,,,,,,,,,
12,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
13,them,,,,,,,,,,,,,,,,,,,,,,,,
14,as,,Manner,ComparisonRef,MWE,Manner,ComparisonRef,MWE,,,,,,,,,,,,,,,,,
15,if,,_,_,MWE,_,_,MWE,,,,,,,,,,,,,,,,,
16,I,,,,,,,,,,,,,,,,,,,,,,,,
17,were,,,,,,,,,,,,,,,,,,,,,,,,
18,in,,Circumstance,Locus,,Locus,Locus,or maybe toss a Circumstance in idk,Locus,Locus,,,,,,,,,,,,,,,
19,a,,,,,,,,,,,,,,,,,,,,,,,,
20,dream,,,,,,,,,,,,,,,,,,,,,,,,
21,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1239,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,'s,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Gestalt,,,,,,,,,,,,,,,
5,last,,,,,,,,,,,,,,,,,,,,,,,,
6,words,,,,,,,,,,,,,,,,,,,,,,,,
7,came,,,,,,,,,,,,,,,,,,,,,,,,
8,reeling,,,,,,,,,,,,,,,,,,,,,,,,
9,back,,Direction,Direction,,Direction,Direction,,,,,,,,,,,,,,,,,,
10,into,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
11,my,*,Experiencer,Gestalt,,Experiencer,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
12,memory,,,,,,,,,,,,,,,,,,,,,,,,
13,:,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
15,Then,,,,,,,,,,,,,,,,,,,,,,,,
16,you,,,,,,,,,,,,,,,,,,,,,,,,
17,are,,,,,,,,,,,,,,,,,,,,,,,,
18,thirsty,,,,,,,,,,,,,,,,,,,,,,,,
19,",",,,,,,,,,,,,,,,,,,,,,,,,
20,too,,,,,,,,,,,,,,,,,,,,,,,,
21,?,,,,,,,,,,,,,,,,,,,,,,,,
22,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1240,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,demanded,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1241,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,did,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,reply,,,,,,,,,,,,,,,,,,,,,,,,
6,to,*,Topic,Goal,,Topic,Goal,,,,**,,,,,,,,,,,,,,
7,my,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Gestalt,,,,,,,,,,,,,,,
8,question,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1242,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
