Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Sasha Scene,Sasha Function,Sasha Notes,#REF!,,,,,,,,,,,,,lpp_7
27,",",,,,,,,,,,,,,,,,,,,,,,,,
28,he,,,,,,,,,,,,,,,,,,,,,,,,
29,demanded,,,,,,,,,,,,,,,,,,,,,,,,
30,:,,,,,,,,,,,,,,,,,,,,,,,,
31,"""",,,,,,,,,,,,,,,,,,,,,,,,
32,A,,,,,,,,,,,,,,,,,,,,,,,,
33,sheep,,,,,,,probably not a friend,,,,,,,,,,,,,,,,,
34,--,,,,,,,,,,,,,,,,,,,,,,,,
35,if,,,,,,,,,,,,,,,,,,,,,,,,
36,it,,,,,,,,,,,,,,,,,,,,,,,,
37,eats,,,,,,,,,,,,,,,,,,,,,,,,
38,little,,,,,,,,,,,,,,,,,,,,,,,,
39,bushes,,,,,,,,,,,,,,,,,,,,,,,,
40,",",,,,,,,,,,,,,,,,,,,,,,,,
41,does,,,,,,,,,,,,,,,,,,,,,,,,
42,it,,,,,,,,,,,,,,,,,,,,,,,,
43,eat,,,,,,,,,,,,,,,,,,,,,,,,
44,flowers,,,,,,,,,,,,,,,,,,,,,,,,
45,",",,,,,,,,,,,,,,,,,,,,,,,,
46,too,,,,,,,,,,,,,,,,,,,,,,,,
47,?,,,,,,,,,,,,,,,,,,,,,,,,
48,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.292,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,A,,,,,,,,,,,,,,,,,,,,,,,,
3,sheep,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.293,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,answered,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
5,eats,,,,,,,,,,,,,,,,,,,,,,,,
6,anything,,,,,,,,,,,,,,,,,,,,,,,,
7,it,,,,,,,,,,,,,,,,,,,,,,,,
8,finds,,,,,,,,,,,,,,,,,,,,,,,,
9,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
10,its,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
11,reach,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.294,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Even,,,,,,,,,,,,,,,,,,,,,,,,
3,flowers,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,have,,,,,,,,,,,,,,,,,,,,,,,,
6,thorns,,,,,,,,,,,,,,,,,,,,,,,,
7,?,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.295,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Yes,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,even,,,,,,,,,,,,,,,,,,,,,,,,
5,flowers,,,,,,,,,,,,,,,,,,,,,,,,
6,that,,,,,,,,,,,,,,,,,,,,,,,,
7,have,,,,,,,,,,,,,,,,,,,,,,,,
8,thorns,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.296,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Then,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,thorns,,,,,,,,,,,,,,,,,,,,,,,,
5,--,,,,,,,,,,,,,,,,,,,,,,,,
6,what,,,,,,,,,,,,,,,,,,,,,,,,
7,use,,,,,,,,,,,,,,,,,,,,,,,,
8,are,,,,,,,,,,,,,,,,,,,,,,,,
9,they,,,,,,,,,,,,,,,,,,,,,,,,
10,?,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.297,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,did,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,know,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.298,,,,,,,,,,,,,,,,,,,,,,,,,
1,At,,Time,Time,,Time,Time,,,,,,,,,,,,,,,,,,
2,that,,,,,,,,,,,,,,,,,,,,,,,,
3,moment,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,was,,,,,,,,,,,,,,,,,,,,,,,,
6,very,,,,,,,,,,,,,,,,,,,,,,,,
7,busy,,,,,,,,,,,,,,,,,,,,,,,,
8,trying,,,,,,,,,,,,,,,,,,,,,,,,
9,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
10,unscrew,,,,,,,,,,,,,,,,,,,,,,,,
11,a,,,,,,,,,,,,,,,,,,,,,,,,
12,bolt,,,,,,,,,,,,,,,,,,,,,,,,
13,that,,,,,,,,,,,,,,,,,,,,,,,,
14,had,,,,,,,,,,,,,,,,,,,,,,,,
15,got,,,,,,,,,,,,,,,,,,,,,,,,
16,stuck,,,,,,,,,,,,,,,,,,,,,,,,
17,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
18,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
19,engine,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.299,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,very,,,,,,,,,,,,,,,,,,,,,,,,
4,much,,,,,,,,,,,,,,,,,,,,,,,,
5,worried,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,for,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,,,,,,,,,,,,,,,
8,it,,,,,,,,,,,,,,,,,,,,,,,,
9,was,,,,,,,,,,,,,,,,,,,,,,,,
10,becoming,,,,,,,,,,,,,,,,,,,,,,,,
11,clear,,,,,,,,,,,,,,,,,,,,,,,,
12,to,*,Experiencer,Goal,,Experiencer,Goal,,Experiencer,Goal,cf (266b),,,,,,,,,,,,,,
13,me,,,,,,,,,,,,,,,,,,,,,,,,
14,that,,,,,,,,,,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,breakdown,,,,,,,,,,,,,,,,,,,,,,,,
17,of,*,Theme,Theme,,Theme,Theme,,Gestalt,Gestalt,,,,,,,,,,,,,,,
18,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
19,plane,,,,,,,,,,,,,,,,,,,,,,,,
20,was,,,,,,,,,,,,,,,,,,,,,,,,
21,extremely,,,,,,,,,,,,,,,,,,,,,,,,
22,serious,,,,,,,,,,,,,,,,,,,,,,,,
23,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.300,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,had,,,,,,,,,,,,,,,,,,,,,,,,
4,so,,,,,,,,,,,,,,,,,,,,,,,,
5,little,,,,,,,,,,,,,,,,,,,,,,,,
6,drinking,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,water,,,,,,,,,,,,,,,,,,,,,,,,
9,left,,,,,,,,,,,,,,,,,,,,,,,,
10,that,,,,,,,,,,,,,,,,,,,,,,,,
11,I,,,,,,,,,,,,,,,,,,,,,,,,
12,had,,,,,,,,,,,,,,,,,,,,,,,,
13,to,,,,,,,,,,,,,,,,,,,,,,,,
14,fear,,,,,,,,,,,,,,,,,,,,,,,,
15,for,*,Stimulus,Topic,,Stimulus,Direction,?,,,Idk didn't we do this in the little prince already?,,,,,,,,,,,,,,
16,the,,,,,,,,,,,,,,,,,,,,,,,,
17,worst,,,,,,,,,,,,,,,,,,,,,,,,
18,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.301,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,The,,,,,,,,,,,,,,,,,,,,,,,,
3,thorns,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,what,,,,,,,,,,,,,,,,,,,,,,,,
7,use,,,,,,,,,,,,,,,,,,,,,,,,
8,are,,,,,,,,,,,,,,,,,,,,,,,,
9,they,,,,,,,,,,,,,,,,,,,,,,,,
10,?,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.302,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,never,,,,,,,,,,,,,,,,,,,,,,,,
5,let,,,,,,,,,,,,,,,,,,,,,,,,
6,go,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,Theme,Theme,,Theme,Theme,,Theme,Theme,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,question,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,once,,,,,,,,,,,,,,,,,,,,,,,,
12,he,,,,,,,,,,,,,,,,,,,,,,,,
13,had,,,,,,,,,,,,,,,,,,,,,,,,
14,asked,,,,,,,,,,,,,,,,,,,,,,,,
15,it,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.303,,,,,,,,,,,,,,,,,,,,,,,,,
1,As,1:1**,`d,`d,,`d,`d,finally a textbook `d (519),`d,`d,,,,,,,,,,,,,,,
2,for,1:2,,,,,,,,,,,,,,,,,,,,,,,
3,me,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,,,,,,,,,,,,,,,,,,,,,,
6,was,,,,,,,,,,,,,,,,,,,,,,,,
7,upset,,,,,,,,,,,,,,,,,,,,,,,,
8,over,*,Stimulus,Topic,,Stimulus,Direction,,Topic,Topic,,,,,,,,,,,,,,,
9,that,,,,,,,,,,,,,,,,,,,,,,,,
10,bolt,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.304,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,answered,,,,,,,,,,,,,,,,,,,,,,,,
4,with,*,Instrument,Instrument,,Instrument,Instrument,302b,Instrument,Instrument,??,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,first,,,,,,,,,,,,,,,,,,,,,,,,
7,thing,,,,,,,,,,,,,,,,,,,,,,,,
8,that,,,,,,,,,,,,,,,,,,,,,,,,
9,came,,,,,,,,,,,,,,,,,,,,,,,,
10,into,*,Goal,Goal,,Goal,Goal,,Goal,Goal,i guess....,,,,,,,,,,,,,,
11,my,*,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,,,,
12,head,,,,,,,,,,,,,,,,,,,,,,,,
13,:,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
15,The,,,,,,,,,,,,,,,,,,,,,,,,
16,thorns,,,,,,,,,,,,,,,,,,,,,,,,
17,are,,,,,,,,,,,,,,,,,,,,,,,,
18,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
19,no,,,,,,,,,,,,,,,,,,,,,,,,
20,use,,,,,,,,,,,,,,,,,,,,,,,,
21,at,1:1**,Extent,Extent,,Extent,Extent,,`d,`d,,,,,,,,,,,,,,,
22,all,1:2,,,,,,,,,,,,,,,,,,,,,,,
23,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.305,,,,,,,,,,,,,,,,,,,,,,,,,
1,Flowers,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,thorns,,,,,,,,,,,,,,,,,,,,,,,,
4,just,,,,,,,,,,,,,,,,,,,,,,,,
5,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,ig lol,,,,,,,,,,,,,,
6,spite,,,,,,,,,,,,,,,,,,,,,,,,
7,!,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.306,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Oh,,,,,,,,,,,,,,,,,,,,,,,,
3,!,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.307,,,,,,,,,,,,,,,,,,,,,,,,,
1,There,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,moment,,,,,,,,,,,,,,,,,,,,,,,,
5,of,*,Characteristic,Identity,,Characteristic,Identity,,Identity,Identity,or like... stuff?,,,,,,,,,,,,,,
6,complete,,,,,,,,,,,,,,,,,,,,,,,,
7,silence,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.308,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,little,,,,,,,,,,,,,,,,,,,,,,,,
4,prince,,,,,,,,,,,,,,,,,,,,,,,,
5,flashed,,,,,,,,,,,,,,,,,,,,,,,,
6,back,*,Direction,Direction,,Direction,Direction,,Direction,Direction,,,,,,,,,,,,,,,
7,at,*,Recipient,Direction,,Recipient,Goal,,Recipient,Direction,,,,,,,,,,,,,,,
8,me,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,with,*,Manner,Manner,,Manner,Manner,,Manner,Manner,,,,,,,,,,,,,,,
11,a,,,,,,,,,,,,,,,,,,,,,,,,
12,kind,,,,,,,,,,,,,,,,,,,,,,,,
13,of,,,,,,,,,,,,,,,,,,,,,,,,
14,resentfulness,,,,,,,,,,,,,,,,,,,,,,,,
15,:,,,,,,,,,,,,,,,,,,,,,,,,
16,"""",,,,,,,,,,,,,,,,,,,,,,,,
17,I,,,,,,,,,,,,,,,,,,,,,,,,
18,do,,,,,,,,,,,,,,,,,,,,,,,,
19,n't,,,,,,,,,,,,,,,,,,,,,,,,
20,believe,,,,,,,,,,,,,,,,,,,,,,,,
21,you,,,,,,,,,,,,,,,,,,,,,,,,
22,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.309,,,,,,,,,,,,,,,,,,,,,,,,,
1,Flowers,,,,,,,,,,,,,,,,,,,,,,,,
2,are,,,,,,,,,,,,,,,,,,,,,,,,
3,weak,,,,,,,,,,,,,,,,,,,,,,,,
4,creatures,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.310,,,,,,,,,,,,,,,,,,,,,,,,,
1,They,,,,,,,,,,,,,,,,,,,,,,,,
2,are,,,,,,,,,,,,,,,,,,,,,,,,
3,naïve,,,,,,,,,,,,,,,,,,,,,,,,
4,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.311,,,,,,,,,,,,,,,,,,,,,,,,,
1,They,,,,,,,,,,,,,,,,,,,,,,,,
2,reassure,,,,,,,,,,,,,,,,,,,,,,,,
3,themselves,,,,,,,,,,,,,,,,,,,,,,,,
4,as,*,Manner,Extent,,Characteristic,Extent,"Function has to be Extent, unsure about scene",Extent,Extent,(or is the first 'as' comparison ref???),,,,,,,,,,,,,,
5,best,,,,,,,,,,,,,,,,,,,,,,,,
6,they,,,,,,,,,,,,,,,,,,,,,,,,
7,can,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.312,,,,,,,,,,,,,,,,,,,,,,,,,
1,They,,,,,,,,,,,,,,,,,,,,,,,,
2,believe,,,,,,,,,,,,,,,,,,,,,,,,
3,that,,,,,,,,,,,,,,,,,,,,,,,,
4,their,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
5,thorns,,,,,,,,,,,,,,,,,,,,,,,,
6,are,,,,,,,,,,,,,,,,,,,,,,,,
7,terrible,,,,,,,,,,,,,,,,,,,,,,,,
8,weapons,,,,,,,,,,,,,,,,,,,,,,,,
9,...,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.313,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,did,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,answer,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.314,,,,,,,,,,,,,,,,,,,,,,,,,
1,At,,,,,,,,,,,,,,,,,,,,,,,,
2,that,,,,,,,,,,,,,,,,,,,,,,,,
3,instant,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,was,,,,,,,,,,,,,,,,,,,,,,,,
6,saying,,,,,,,,,,,,,,,,,,,,,,,,
7,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
8,myself,,,,,,,,,,,,,,,,,,,,,,,,
9,:,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,If,,,,,,,,,,,,,,,,,,,,,,,,
12,this,,,,,,,,,,,,,,,,,,,,,,,,
13,bolt,,,,,,,,,,,,,,,,,,,,,,,,
14,still,,,,,,,,,,,,,,,,,,,,,,,,
15,will,,,,,,,WILLN'T?,,,,,,,,,,,,,,,,,
16,n't,,,,,,,,,,,,,,,,,,,,,,,,
17,turn,,,,,,,,,,,,,,,,,,,,,,,,
18,",",,,,,,,,,,,,,,,,,,,,,,,,
19,I,,,,,,,,,,,,,,,,,,,,,,,,
20,am,,,,,,,,,,,,,,,,,,,,,,,,
21,going,,,,,,,,,,,,,,,,,,,,,,,,
22,to,,,,,,,,,,,,,,,,,,,,,,,,
23,knock,,,,,,,,,,,,,,,,,,,,,,,,
24,it,,,,,,,,,,,,,,,,,,,,,,,,
25,out,,,,,,,,,,,,,,,,,,,,,,,,
26,with,*,Instrument,Instrument,,Instrument,Instrument,,Instrument,Instrument,,,,,,,,,,,,,,,
27,the,,,,,,,,,,,,,,,,,,,,,,,,
28,hammer,,,,,,,,,,,,,,,,,,,,,,,,
29,.,,,,,,,,,,,,,,,,,,,,,,,,
30,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.315,,,,,,,,,,,,,,,,,,,,,,,,,
1,Again,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,little,,,,,,,,,,,,,,,,,,,,,,,,
4,prince,,,,,,,,,,,,,,,,,,,,,,,,
5,disturbed,,,,,,,,,,,,,,,,,,,,,,,,
6,my,*,Experiencer,Gestalt,,Experiencer,Gestalt,,Experiencer,Gestalt,,,,,,,,,,,,,,,
7,thoughts,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.316,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,And,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,actually,,,,,,,,,,,,,,,,,,,,,,,,
5,believe,,,,,,,,,,,,,,,,,,,,,,,,
6,that,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,flowers,,,,,,,,,,,,,,,,,,,,,,,,
9,-,,,,,,,,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
