Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,,,,,,,,,,,,,,lpp_19
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,used,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,extinct,,,,,,,,,,,,,,,,,,,,,,,,
6,volcano,,,,,,,,,,,,,,,,,,,,,,,,
7,as,*,Identity,Identity,,Identity,Identity,,Identity,Identity,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,footstool,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1010,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,From,*,Locus,Source,,Locus,Source,[92],Locus,Source,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,mountain,,,,,,,,,,,,,,,,,,,,,,,,
5,as,*,Characteristic,Extent,,Characteristic,Extent,,Characteristic,Extent,,,,,,,,,,,,,,,
6,high,,,,,,,,,,,,,,,,,,,,,,,,
7,as,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
8,this,,,,,,,,,,,,,,,,,,,,,,,,
9,one,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,he,,,,,,,,,,,,,,,,,,,,,,,,
13,said,,,,,,,,,,,,,,,,,,,,,,,,
14,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
15,himself,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,"""",,,,,,,,,,,,,,,,,,,,,,,,
18,I,,,,,,,,,,,,,,,,,,,,,,,,
19,shall,,,,,,,,,,,,,,,,,,,,,,,,
20,be,,,,,,,,,,,,,,,,,,,,,,,,
21,able,,,,,,,,,,,,,,,,,,,,,,,,
22,to,,`i,`i,,,,,,,,,,,,,,,,,,,,,
23,see,,,,,,,,,,,,,,,,,,,,,,,,
24,the,,,,,,,,,,,,,,,,,,,,,,,,
25,whole,,,,,,,,,,,,,,,,,,,,,,,,
26,planet,,,,,,,,,,,,,,,,,,,,,,,,
27,at,*,Manner,Locus,,`i,`i,,Manner,Locus,,,,,,,,,,,,,,,
28,one,,,,,,,,,,,,,,,,,,,,,,,,
29,glance,,,,,,,is the little prince a flat earther??,,,,,,,,,,,,,,,,,
30,",",,,,,,,,,,,,,,,,,,,,,,,,
31,and,,,,,,,,,,,,,,,,,,,,,,,,
32,all,,,,,,,,,,,,,,,,,,,,,,,,
33,the,,,,,,,,,,,,,,,,,,,,,,,,
34,people,,,,,,,,,,,,,,,,,,,,,,,,
35,...,,,,,,,,,,,,,,,,,,,,,,,,
36,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1011,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,saw,,,,,,,,,,,,,,,,,,,,,,,,
4,nothing,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,save,,,,,,,,,,,,,,,,,,,,,,,,
7,peaks,,,,,,,,,,,,,,,,,,,,,,,,
8,of,*,Stuff,Stuff,,Stuff,Stuff,,Stuff,Stuff,,,,,,,,,,,,,,,
9,rock,,,,,,,,,,,,,,,,,,,,,,,,
10,that,,,,,,,,,,,,,,,,,,,,,,,,
11,were,,,,,,,,,,,,,,,,,,,,,,,,
12,sharpened,,,,,,,,,,,,,,,,,,,,,,,,
13,like,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
14,needles,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1012,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Good,,,,,,,,,,,,,,,,,,,,,,,,
3,morning,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,he,,,,,,,,,,,,,,,,,,,,,,,,
7,said,,,,,,,,,,,,,,,,,,,,,,,,
8,courteously,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1013,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Good,,,,,,,,,,,,,,,,,,,,,,,,
3,morning,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,Good,,,,,,,,,,,,,,,,,,,,,,,,
7,morning,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,-,,,,,,,,,,,,,,,,,,,,,,,,
10,Good,,,,,,,,,,,,,,,,,,,,,,,,
11,morning,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
14,answered,,,,,,,,,,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,echo,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1014,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Who,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,said,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,little,,,,,,,,,,,,,,,,,,,,,,,,
10,prince,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1015,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Who,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,Who,,,,,,,,,,,,,,,,,,,,,,,,
8,are,,,,,,,,,,,,,,,,,,,,,,,,
9,you,,,,,,,,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
11,-,,,,,,,,,,,,,,,,,,,,,,,,
12,Who,,,,,,,,,,,,,,,,,,,,,,,,
13,are,,,,,,,,,,,,,,,,,,,,,,,,
14,you,,,,,,,,,,,,,,,,,,,,,,,,
15,?,,,,,,,,,,,,,,,,,,,,,,,,
16,"""",,,,,,,,,,,,,,,,,,,,,,,,
17,answered,,,,,,,,,,,,,,,,,,,,,,,,
18,the,,,,,,,,,,,,,,,,,,,,,,,,
19,echo,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1016,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Be,,,,,,,,,,,,,,,,,,,,,,,,
3,my,*,SocialRel,Gestalt,,SocialRel,Gestalt,,SocialRel,Gestalt,,,,,,,,,,,,,,,
4,friends,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1017,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,am,,,,,,,,,,,,,,,,,,,,,,,,
3,all,,,,,,,,,,,,,,,,,,,,,,,,
4,alone,,,,,,,:(,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,he,,,,,,,,,,,,,,,,,,,,,,,,
8,said,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1018,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,am,,,,,,,,,,,,,,,,,,,,,,,,
4,all,,,,,,,,,,,,,,,,,,,,,,,,
5,alone,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,all,,,,,,,,,,,,,,,,,,,,,,,,
9,alone,,,,,,,,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
11,-,,,,,,,,,,,,,,,,,,,,,,,,
12,all,,,,,,,,,,,,,,,,,,,,,,,,
13,alone,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
16,answered,,,,,,,,,,,,,,,,,,,,,,,,
17,the,,,,,,,,,,,,,,,,,,,,,,,,
18,echo,,,,,,,lonely enough I wish I had an echo tbh,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1019,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,What,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,queer,,,,,,,:D,,,,,,,,,,,,,,,,,
5,planet,,,,,,,,,,,,,,,,,,,,,,,,
6,!,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,he,,,,,,,,,,,,,,,,,,,,,,,,
9,thought,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1020,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,It,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,altogether,,,,,,,,,,,,,,,,,,,,,,,,
5,dry,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,and,,,,,,,,,,,,,,,,,,,,,,,,
8,altogether,,,,,,,,,,,,,,,,,,,,,,,,
9,pointed,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,and,,,,,,,,,,,,,,,,,,,,,,,,
12,altogether,,,,,,,,,,,,,,,,,,,,,,,,
13,harsh,,,,,,,,,,,,,,,,,,,,,,,,
14,and,,,,,,,,,,,,,,,,,,,,,,,,
15,forbidding,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1021,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,people,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,no,,,,,,,,,,,,,,,,,,,,,,,,
6,imagination,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1022,,,,,,,,,,,,,,,,,,,,,,,,,
1,They,,,,,,,,,,,,,,,,,,,,,,,,
2,repeat,,,,,,,,,,,,,,,,,,,,,,,,
3,whatever,,,,,,,,,,,,,,,,,,,,,,,,
4,one,,,,,,,,,,,,,,,,,,,,,,,,
5,says,,,,,,,,,,,,,,,,,,,,,,,,
6,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
7,them,,,,,,,,,,,,,,,,,,,,,,,,
8,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1023,,,,,,,,,,,,,,,,,,,,,,,,,
1,On,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
2,my,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
3,planet,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,had,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,flower,,,,,,,,,,,,,,,,,,,,,,,,
8,;,,,,,,,,,,,,,,,,,,,,,,,,
9,she,,,,,,,,,,,,,,,,,,,,,,,,
10,always,,,,,,,,,,,,,,,,,,,,,,,,
11,was,,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,first,,,,,,,,,,,,,,,,,,,,,,,,
14,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
15,speak,,,,,,,,,,,,,,,,,,,,,,,,
16,...,,,,,,,,,,,,,,,,,,,,,,,,
17,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
