Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Sasha Scene,Sasha Function,Sasha Notes,,,,,,,,,,,,,,lpp_27
# sent_id = lpp_1943.1529,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,companions,,,,,,,,,,,,,,,,,,,,,,,,
3,who,,,,,,,,,,,,,,,,,,,,,,,,
4,met,,,,,,,,,,,,,,,,,,,,,,,,
5,me,,,,,,,,,,,,,,,,,,,,,,,,
6,on,*,Time,Time,,Circumstance,Circumstance,,Circumstance,Locus,,,,,,,,,,,,,,,
7,my,*,Theme,Gestalt,,Theme,Gestalt,,Theme,Gestalt,,,,,,,,,,,,,,,
8,return,,,,,,,,,,,,,,,,,,,,,,,,
9,were,,,,,,,,,,,,,,,,,,,,,,,,
10,well,,,,,,,,,,,,,,,,,,,,,,,,
11,content,,,,,,,,,,,,,,,,,,,,,,,,
12,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
13,see,,,,,,,,,,,,,,,,,,,,,,,,
14,me,,,,,,,,,,,,,,,,,,,,,,,,
15,alive,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1530,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,sad,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,but,,,,,,,,,,,,,,,,,,,,,,,,
6,I,,,,,,,,,,,,,,,,,,,,,,,,
7,told,,,,,,,,,,,,,,,,,,,,,,,,
8,them,,,,,,,,,,,,,,,,,,,,,,,,
9,:,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,I,,,,,,,,,,,,,,,,,,,,,,,,
12,am,,,,,,,,,,,,,,,,,,,,,,,,
13,tired,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1531,,,,,,,,,,,,,,,,,,,,,,,,,
1,Now,,,,,,,,,,,,,,,,,,,,,,,,
2,my,*,Experiencer,Gestalt,,Experiencer,Gestalt,,Experiencer,Gestalt,,,,,,,,,,,,,,,
3,sorrow,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,comforted,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,little,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1532,,,,,,,,,,,,,,,,,,,,,,,,,
1,That,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,to,,,,,,,,,,,,,,,,,,,,,,,,
4,say,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,not,,,,,,,,,,,,,,,,,,,,,,,,
8,entirely,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1533,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,know,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,he,,,,,,,,,,,,,,,,,,,,,,,,
6,did,,,,,,,,,,,,,,,,,,,,,,,,
7,go,,,,,,,,,,,,,,,,,,,,,,,,
8,back,,Direction,Direction,,Direction,Direction,,Direction,Direction,,,,,,,,,,,,,,,
9,to,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
10,his,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
11,planet,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,because,,,,,,,,,,,,,,,,,,,,,,,,
14,I,,,,,,,,,,,,,,,,,,,,,,,,
15,did,,,,,,,,,,,,,,,,,,,,,,,,
16,not,,,,,,,,,,,,,,,,,,,,,,,,
17,find,,,,,,,,,,,,,,,,,,,,,,,,
18,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
19,body,,,,,,,,,,,,,,,,,,,,,,,,
20,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
21,daybreak,,,,,,,,,,,,,,,,,,,,,,,,
22,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1534,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,such,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,heavy,,,,,,,,,,,,,,,,,,,,,,,,
7,body,,,,,,,,,,,,,,,,,,,,,,,,
8,...,,,,,,,,,,,,,,,,,,,,,,,,
9,and,,,,,,,,,,,,,,,,,,,,,,,,
10,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
11,night,,,,,,,,,,,,,,,,,,,,,,,,
12,I,,,,,,,,,,,,,,,,,,,,,,,,
13,love,,,,,,,,,,,,,,,,,,,,,,,,
14,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
15,listen,,,,,,,,,,,,,,,,,,,,,,,,
16,to,*,Stimulus,Goal,,Stimulus,Goal,,Stimulus,Goal,,,,,,,,,,,,,,,
17,the,,,,,,,,,,,,,,,,,,,,,,,,
18,stars,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1535,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,like,,,,,,,,,,,,,,,,,,,,,,,,
4,five,,,,,,,,,,,,,,,,,,,,,,,,
5,hundred,,,,,,,,,,,,,,,,,,,,,,,,
6,million,,,,,,,,,,,,,,,,,,,,,,,,
7,little,,,,,,,,,,,,,,,,,,,,,,,,
8,bells,,,,,,,,,,,,,,,,,,,,,,,,
9,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1536,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,there,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,one,,,,,,,,,,,,,,,,,,,,,,,,
5,extraordinary,,,,,,,,,,,,,,,,,,,,,,,,
6,thing,,,,,,,,,,,,,,,,,,,,,,,,
7,...,,,,,,,,,,,,,,,,,,,,,,,,
8,when,,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,,,,,,,,,,,,,,,,,,,,,
10,drew,,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,muzzle,,,,,,,,,,,,,,,,,,,,,,,,
13,for,*,Beneficiary,Beneficiary,,Beneficiary,Beneficiary,,Beneficiary,Beneficiary,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,little,,,,,,,,,,,,,,,,,,,,,,,,
16,prince,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,I,,,,,,,,,,,,,,,,,,,,,,,,
19,forgot,,,,,,,,,,,,,,,,,,,,,,,,
20,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
21,add,,,,,,,,,,,,,,,,,,,,,,,,
22,the,,,,,,,,,,,,,,,,,,,,,,,,
23,leather,,,,,,,,,,,,,,,,,,,,,,,,
24,strap,,,,,,,,,,,,,,,,,,,,,,,,
25,to,*,Goal,Goal,,Theme,Goal,,Locus,Goal,,,,,,,,,,,,,,,
26,it,,,,,,,,,,,,,,,,,,,,,,,,
27,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1537,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,will,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,been,,,,,,,,,,,,,,,,,,,,,,,,
6,able,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
8,fasten,,,,,,,,,,,,,,,,,,,,,,,,
9,it,,,,,,,,,,,,,,,,,,,,,,,,
10,on,*,Goal,Locus,,Goal,Locus,,Locus,Locus,,,,,,,,,,,,,,,
11,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
12,sheep,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1538,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,now,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,keep,,,,,,,,,,,,,,,,,,,,,,,,
5,wondering,,,,,,,,,,,,,,,,,,,,,,,,
6,:,,,,,,,,,,,,,,,,,,,,,,,,
7,what,,,,,,,,,,,,,,,,,,,,,,,,
8,is,,,,,,,,,,,,,,,,,,,,,,,,
9,happening,,,,,,,,,,,,,,,,,,,,,,,,
10,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
11,his,*,Gestalt,Gestalt,,Possessor,Possessor,,Gestalt,Gestalt,,,,,,,,,,,,,,,
12,planet,,,,,,,,,,,,,,,,,,,,,,,,
13,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1539,,,,,,,,,,,,,,,,,,,,,,,,,
1,Perhaps,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,sheep,,,,,,,,,,,,,,,,,,,,,,,,
4,has,,,,,,,,,,,,,,,,,,,,,,,,
5,eaten,,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,flower,,,,,,,,,,,,,,,,,,,,,,,,
8,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1540,,,,,,,,,,,,,,,,,,,,,,,,,
1,At,*,Time,Time,,Time,Time,,Time,Time,or circumstance?,,,,,,,,,,,,,,
2,one,,,,,,,,,,,,,,,,,,,,,,,,
3,time,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,say,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,,,,
7,myself,,,,,,,,,,,,,,,,,,,,,,,,
8,:,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,Surely,,,,,,,,,,,,,,,,,,,,,,,,
11,not,,,,,,,,,,,,,,,,,,,,,,,,
12,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1541,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,shuts,,,,,,,,,,,,,,,,,,,,,,,,
5,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
6,flower,,,,,,,,,,,,,,,,,,,,,,,,
7,under,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
8,her,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
9,glass,,,,,,,,,,,,,,,,,,,,,,,,
10,globe,,,,,,,,,,,,,,,,,,,,,,,,
11,every,,,,,,,,,,,,,,,,,,,,,,,,
12,night,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,and,,,,,,,,,,,,,,,,,,,,,,,,
15,he,,,,,,,,,,,,,,,,,,,,,,,,
16,watches,,NONSNACS,NONSNACS,MWE,,,,NONSNACS,NONSNACS,MWE,,,,,,,,,,,,,,
17,over,*,NONSNACS,NONSNACS,MWE,Stimulus,Direction,?,NONSNACS,NONSNACS,MWE,,,,,,,,,,,,,,
18,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
19,sheep,,,,,,,,,,,,,,,,,,,,,,,,
20,very,,,,,,,,,,,,,,,,,,,,,,,,
21,carefully,,,,,,,,,,,,,,,,,,,,,,,,
22,...,,,,,,,,,,,,,,,,,,,,,,,,
23,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1542,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,am,,,,,,,,,,,,,,,,,,,,,,,,
4,happy,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1543,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,there,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,sweetness,,,,,,,,,,,,,,,,,,,,,,,,
5,in,*,Gestalt,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,laughter,,,,,,,,,,,,,,,,,,,,,,,,
8,of,*,Originator,Source,,Originator,Source,"I guess, in this metaphor",Agent,Agent,,,,,,,,,,,,,,,
9,all,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,stars,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1544,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
3,another,,,,,,,,,,,,,,,,,,,,,,,,
4,time,,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,,,,,,,,,,,,,,,,,,,,,,
6,say,,,,,,,,,,,,,,,,,,,,,,,,
7,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
8,myself,,,,,,,,,,,,,,,,,,,,,,,,
9,:,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,At,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
12,some,,,,,,,,,,,,,,,,,,,,,,,,
13,moment,,,,,,,,,,,,,,,,,,,,,,,,
14,or,,,,,,,,,,,,,,,,,,,,,,,,
15,other,,,,,,,,,,,,,,,,,,,,,,,,
16,one,,,,,,,,,,,,,,,,,,,,,,,,
17,is,,,,,,,,,,,,,,,,,,,,,,,,
18,absent,,,,,,,,,,,,,,,,,,,,,,,,
19,-,,,,,,,,,,,,,,,,,,,,,,,,
20,minded,,,,,,,,,,,,,,,,,,,,,,,,
21,",",,,,,,,,,,,,,,,,,,,,,,,,
22,and,,,,,,,,,,,,,,,,,,,,,,,,
23,that,,,,,,,,,,,,,,,,,,,,,,,,
24,is,,,,,,,,,,,,,,,,,,,,,,,,
25,enough,,,,,,,,,,,,,,,,,,,,,,,,
26,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1545,,,,,,,,,,,,,,,,,,,,,,,,,
1,On,*,Time,Time,,Time,Time,,Time,Time,or Circumstance?,,,,,,,,,,,,,,
2,some,,,,,,,,,,,,,,,,,,,,,,,,
3,one,,,,,,,,,,,,,,,,,,,,,,,,
4,evening,,,,,,,,,,,,,,,,,,,,,,,,
5,he,,,,,,,,,,,,,,,,,,,,,,,,
6,forgot,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,glass,,,,,,,,,,,,,,,,,,,,,,,,
9,globe,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,or,,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,sheep,,,,,,,,,,,,,,,,,,,,,,,,
14,got,,,,,,,,,,,,,,,,,,,,,,,,
15,out,,Direction,Direction,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,without,*,Manner,Manner,,Manner,Manner,,Manner,Manner,,,,,,,,,,,,,,,
18,making,,,,,,,,,,,,,,,,,,,,,,,,
19,any,,,,,,,,,,,,,,,,,,,,,,,,
20,noise,,,,,,,,,,,,,,,,,,,,,,,,
21,",",,,,,,,,,,,,,,,,,,,,,,,,
22,in,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
23,the,,,,,,,,,,,,,,,,,,,,,,,,
24,night,,,,,,,,,,,,,,,,,,,,,,,,
25,...,,,,,,,,,,,,,,,,,,,,,,,,
26,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1546,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,then,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,little,,,,,,,,,,,,,,,,,,,,,,,,
5,bells,,,,,,,,,,,,,,,,,,,,,,,,
6,are,,,,,,,,,,,,,,,,,,,,,,,,
7,changed,,,,,,,,,,,,,,,,,,,,,,,,
8,to,*,Goal,Goal,,Goal,Goal,,Theme,Goal,,,,,,,,,,,,,,,
9,tears,,,,,,,,,,,,,,,,,,,,,,,,
10,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1547,,,,,,,,,,,,,,,,,,,,,,,,,
1,Here,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,then,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,is,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,great,,,,,,,,,,,,,,,,,,,,,,,,
8,mystery,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1548,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Experiencer,Beneficiary,,Experiencer,Beneficiary,,Experiencer,Beneficiary,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,who,,,,,,,,,,,,,,,,,,,,,,,,
4,also,,,,,,,,,,,,,,,,,,,,,,,,
5,love,,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,little,,,,,,,,,,,,,,,,,,,,,,,,
8,prince,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,and,,,,,,,,,,,,,,,,,,,,,,,,
11,for,*,Experiencer,Beneficiary,,Experiencer,Beneficiary,,Experiencer,Experiencer,,,,,,,,,,,,,,,
12,me,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,nothing,,,,,,,,,,,,,,,,,,,,,,,,
15,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
16,the,,,,,,,,,,,,,,,,,,,,,,,,
17,universe,,,,,,,,,,,,,,,,,,,,,,,,
18,can,,,,,,,,,,,,,,,,,,,,,,,,
19,be,,,,,,,,,,,,,,,,,,,,,,,,
20,the,,,,,,,,,,,,,,,,,,,,,,,,
21,same,,,,,,,,,,,,,,,,,,,,,,,,
22,if,,,,,,,,,,,,,,,,,,,,,,,,
23,somewhere,,,,,,,,,,,,,,,,,,,,,,,,
24,",",,,,,,,,,,,,,,,,,,,,,,,,
25,we,,,,,,,,,,,,,,,,,,,,,,,,
26,do,,,,,,,,,,,,,,,,,,,,,,,,
27,not,,,,,,,,,,,,,,,,,,,,,,,,
28,know,,,,,,,,,,,,,,,,,,,,,,,,
29,where,,,,,,,,,,,,,,,,,,,,,,,,
30,",",,,,,,,,,,,,,,,,,,,,,,,,
31,a,,,,,,,,,,,,,,,,,,,,,,,,
32,sheep,,,,,,,,,,,,,,,,,,,,,,,,
33,that,,,,,,,,,,,,,,,,,,,,,,,,
34,we,,,,,,,,,,,,,,,,,,,,,,,,
35,never,,,,,,,,,,,,,,,,,,,,,,,,
36,saw,,,,,,,,,,,,,,,,,,,,,,,,
37,has,,,,,,,,,,,,,,,,,,,,,,,,
38,-,,,,,,,,,,,,,,,,,,,,,,,,
39,-,,,,,,,,,,,,,,,,,,,,,,,,
40,yes,,,,,,,,,,,,,,,,,,,,,,,,
41,or,,,,,,,,,,,,,,,,,,,,,,,,
42,no,,,,,,,,,,,,,,,,,,,,,,,,
43,?,,,,,,,,,,,,,,,,,,,,,,,,
44,--,,,,,,,,,,,,,,,,,,,,,,,,
45,eaten,,,,,,,,,,,,,,,,,,,,,,,,
46,a,,,,,,,,,,,,,,,,,,,,,,,,
47,rose,,,,,,,,,,,,,,,,,,,,,,,,
48,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1549,,,,,,,,,,,,,,,,,,,,,,,,,
1,Look,,,,,,,,,,,,,,,,,,,,,,,,
2,up,,Direction,Direction,,Direction,Direction,,,,,,,,,,,,,,,,,,
3,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,sky,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1550,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ask,,,,,,,,,,,,,,,,,,,,,,,,
2,yourselves,,,,,,,,,,,,,,,,,,,,,,,,
3,:,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,it,,,,,,,,,,,,,,,,,,,,,,,,
6,yes,,,,,,,,,,,,,,,,,,,,,,,,
7,or,,,,,,,,,,,,,,,,,,,,,,,,
8,no,,,,,,,,,,,,,,,,,,,,,,,,
9,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1551,,,,,,,,,,,,,,,,,,,,,,,,,
1,Has,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,sheep,,,,,,,,,,,,,,,,,,,,,,,,
4,eaten,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,flower,,,,,,,,,,,,,,,,,,,,,,,,
7,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1552,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,will,,,,,,,,,,,,,,,,,,,,,,,,
4,see,,,,,,,,,,,,,,,,,,,,,,,,
5,how,,,,,,,,,,,,,,,,,,,,,,,,
6,everything,,,,,,,,,,,,,,,,,,,,,,,,
7,changes,,,,,,,,,,,,,,,,,,,,,,,,
8,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1553,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,no,,,,,,,,,,,,,,,,,,,,,,,,
3,grown,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
