Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Sasha Scene,Sasha Function,Sasha Notes,,,,,,,,,,,,,,lpp_16
14,will,,,,,,,,,,,,,,,,,,,,,,,,
15,tell,,,,,,,,,,,,,,,,,,,,,,,,
16,you,,,,,,,,,,,,,,,,,,,,,,,,
17,that,,,,,,,,,,,,,,,,,,,,,,,,
18,before,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
19,the,,,,,,,,,,,,,,,,,,,,,,,,
20,invention,,,,,,,,,,,,,,,,,,,,,,,,
21,of,*,Theme,Theme,,Theme,Theme,,Topic,Topic,,,,,,,,,,,,,,,
22,electricity,,,,,,,,,,,,,,,,,,,,,,,,
23,it,,,,,,,,,,,,,,,,,,,,,,,,
24,was,,,,,,,,,,,,,,,,,,,,,,,,
25,necessary,,,,,,,,,,,,,,,,,,,,,,,,
26,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
27,maintain,,,,,,,,,,,,,,,,,,,,,,,,
28,",",,,,,,,,,,,,,,,,,,,,,,,,
29,over,*,Locus,,*Q*,Locus,Path,,Locus,Locus,"bc yelp reviews, there isn't an example like this. but i dont think theres any fictive motion so uh",,,,,,,,,,,,,,
30,the,,,,,,,,,,,,,,,,,,,,,,,,
31,whole,,,,,,,,,,,,,,,,,,,,,,,,
32,of,*,QuantityItem,Whole,,QuantityItem,Whole,?,Gestalt,Gestalt,,,,,,,,,,,,,,,
33,the,,,,,,,,,,,,,,,,,,,,,,,,
34,six,,,,,,,,,,,,,,,,,,,,,,,,
35,continents,,,,,,,,,,,,,,,,,,,,,,,,
36,",",,,,,,,,,,,,,,,,,,,,,,,,
37,a,,,,,,,,,,,,,,,,,,,,,,,,
38,veritable,,,,,,,,,,,,,,,,,,,,,,,,
39,army,,,,,,,,,,,,,,,,,,,,,,,,
40,of,*,OrgMember,Stuff,,OrgMember,Stuff,,OrgMember,Stuff,[438],,,,,,,,,,,,,,
41,"462,511",,,,,,,,,,,,,,,,,,,,,,,,
42,lamplighters,,,,,,,,,,,,,,,,,,,,,,,,
43,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
44,the,,,,,,,,,,,,,,,,,,,,,,,,
45,street,,,,,,,,,,,,,,,,,,,,,,,,
46,lamps,,,,,,,,,,,,,,,,,,,,,,,,
47,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.922,,,,,,,,,,,,,,,,,,,,,,,,,
1,Seen,,,,,,,,,,,,,,,,,,,,,,,,
2,from,*,Locus,Source,,Locus,Source,[92],Source,Source,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,slight,,,,,,,,,,,,,,,,,,,,,,,,
5,distance,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,that,,,,,,,,,,,,,,,,,,,,,,,,
8,would,,,,,,,,,,,,,,,,,,,,,,,,
9,make,,,,,,,,,,,,,,,,,,,,,,,,
10,a,,,,,,,,,,,,,,,,,,,,,,,,
11,splendid,,,,,,,,,,,,,,,,,,,,,,,,
12,spectacle,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.923,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,movements,,,,,,,,,,,,,,,,,,,,,,,,
3,of,*,Agent,Gestalt,*Q*,Agent,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
4,this,,,,,,,,,,,,,,,,,,,,,,,,
5,army,,,,,,,,,,,,,,,,,,,,,,,,
6,would,,,,,,,,,,,,,,,,,,,,,,,,
7,be,,,,,,,,,,,,,,,,,,,,,,,,
8,regulated,,,,,,,,,,,,,,,,,,,,,,,,
9,like,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
10,those,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Agent,Gestalt,*Q* ^^,Agent,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,ballet,,,,,,,,,,,,,,,,,,,,,,,,
14,in,*,Org,Locus,,Circumstance,Circumstance,???,Locus,Locus,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,opera,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.924,,,,,,,,,,,,,,,,,,,,,,,,,
1,First,,,,,,,,,,,,,,,,,,,,,,,,
2,would,,,,,,,,,,,,,,,,,,,,,,,,
3,come,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,turn,,,,,,,,,,,,,,,,,,,,,,,,
6,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,???,Gestalt,Gestalt,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,lamplighters,,,,,,,,,,,,,,,,,,,,,,,,
9,of,*,,Gestalt,*Q*,Locus,Gestalt,"? (is this a hard chapter or is my one brain cell just not keeping up today, idk)",Gestalt,Gestalt,,,,,,,,,,,,,,,
10,New,,,,,,,,,,,,,,,,,,,,,,,,
11,Zealand,,,,,,,,,,,,,,,,,,,,,,,,
12,and,,,,,,,,,,,,,,,,,,,,,,,,
13,Australia,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.925,,,,,,,,,,,,,,,,,,,,,,,,,
1,Having,,,,,,,,,,,,,,,,,,,,,,,,
2,set,,,,,,,,,,,,,,,,,,,,,,,,
3,their,*,Possessor,Possessor,,Possessor,Possessor,,Possession,Possession,or is this still gestalt idkkk,,,,,,,,,,,,,,
4,lamps,,,,,,,,,,,,,,,,,,,,,,,,
5,alight,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,these,,,,,,,,,,,,,,,,,,,,,,,,
8,would,,,,,,,,,,,,,,,,,,,,,,,,
9,go,,,,,,,,,,,,,,,,,,,,,,,,
10,off,,,,,,,,,,,,,,,,,,,,,,,,
11,to,,,,,,,,,,,,,,,,,,,,,,,,
12,sleep,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.926,,,,,,,,,,,,,,,,,,,,,,,,,
1,Next,*,NONSNACS,NONSNACS,,NONSNACS,NONSNACS,could be Time but I think it's more adverb than preposition here,Time,Time,IDK is this even a target if its not locus? `d ??,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,lamplighters,,,,,,,,,,,,,,,,,,,,,,,,
5,of,*,,Gestalt,*Q*,Locus,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
6,China,,,,,,,,,,,,,,,,,,,,,,,,
7,and,,,,,,,,,,,,,,,,,,,,,,,,
8,Siberia,,,,,,,,,,,,,,,,,,,,,,,,
9,would,,,,,,,,,,,,,,,,,,,,,,,,
10,enter,,,,,,,,,,,,,,,,,,,,,,,,
11,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
12,their,*,Agent,Gestalt,,Agent,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
13,steps,,,,,,,,,,,,,,,,,,,,,,,,
14,in,*,Whole,Locus,,Circumstance,Circumstance,,Locus,Locus,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,dance,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,and,,,,,,,,,,,,,,,,,,,,,,,,
19,then,,,,,,,,,,,,,,,,,,,,,,,,
20,they,,,,,,,,,,,,,,,,,,,,,,,,
21,too,,,,,,,,,,,,,,,,,,,,,,,,
22,would,,,,,,,,,,,,,,,,,,,,,,,,
23,be,,,,,,,,,,,,,,,,,,,,,,,,
24,waved,,,,,,,,,,,,,,,,,,,,,,,,
25,back,,,,,,,,,,,,,,,,,,,,,,,,
26,into,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
27,the,,,,,,,,,,,,,,,,,,,,,,,,
28,wings,,,,,,,,,,,,,,,,,,,,,,,,
29,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.927,,,,,,,,,,,,,,,,,,,,,,,,,
1,After,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
2,that,,,,,,,,,,,,,,,,,,,,,,,,
3,would,,,,,,,,,,,,,,,,,,,,,,,,
4,come,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,turn,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,lamplighters,,,,,,,,,,,,,,,,,,,,,,,,
10,of,*,,Gestalt,*Q*,Locus,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
11,Russia,,,,,,,,,,,,,,,,,,,,,,,,
12,and,,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,Indies,,,,,,,,,,,,,,,,,,,,,,,,
15,;,,,,,,,,,,,,,,,,,,,,,,,,
16,then,,,,,,,,,,,,,,,,,,,,,,,,
17,those,,,,,,,,,,,,,,,,,,,,,,,,
18,of,*,,Gestalt,*Q*,Locus,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
19,Africa,,,,,,,,,,,,,,,,,,,,,,,,
20,and,,,,,,,,,,,,,,,,,,,,,,,,
21,Europe,,,,,,,,,,,,,,,,,,,,,,,,
22,",",,,,,,,,,,,,,,,,,,,,,,,,
23,then,,,,,,,,,,,,,,,,,,,,,,,,
24,those,,,,,,,,,,,,,,,,,,,,,,,,
25,of,*,,Gestalt,*Q*,Locus,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
26,South,,,,,,,,,,,,,,,,,,,,,,,,
27,America,,,,,,,,,,,,,,,,,,,,,,,,
28,;,,,,,,,,,,,,,,,,,,,,,,,,
29,then,,,,,,,,,,,,,,,,,,,,,,,,
30,those,,,,,,,,,,,,,,,,,,,,,,,,
31,of,*,,Gestalt,*Q*,Locus,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
32,South,,,,,,,,,,,,,,,,,,,,,,,,
33,America,,,,,,,am I an intoxicated man or,,,,,,,,,,,,,,,,,
34,;,,,,,,,,,,,,,,,,,,,,,,,,
35,then,,,,,,,,,,,,,,,,,,,,,,,,
36,those,,,,,,,,,,,,,,,,,,,,,,,,
37,of,*,,Gestalt,*Q*,Locus,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
38,North,,,,,,,,,,,,,,,,,,,,,,,,
39,America,,,,,,,,,,,,,,,,,,,,,,,,
40,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.928,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,never,,,,,,,,,,,,,,,,,,,,,,,,
3,would,,,,,,,,,,,,,,,,,,,,,,,,
4,they,,,,,,,,,,,,,,,,,,,,,,,,
5,make,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,mistake,,,,,,,,,,,,,,,,,,,,,,,,
8,in,*,Circumstance,Circumstance,*Q*,Circumstance,Circumstance,"from ch 13: we deicded ambiguous between Topic, Circumstance, but I'm feeling Circ more",Locus,Locus,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,order,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
12,their,*,Agent,Gestalt,,Agent,Gestalt,,,,,,,,,,,,,,,,,,
13,entry,,,,,,,,,,,,,,,,,,,,,,,,
14,upon,*,Goal,Locus,,Goal,Locus,or just Goal?,Goal,Goal,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,stage,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.929,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,would,,,,,,,,,,,,,,,,,,,,,,,,
3,be,,,,,,,,,,,,,,,,,,,,,,,,
4,magnificent,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.930,,,,,,,,,,,,,,,,,,,,,,,,,
1,Only,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,man,,,,,,,,,,,,,,,,,,,,,,,,
4,who,,,,,,,,,,,,,,,,,,,,,,,,
5,was,,,,,,,,,,,,,,,,,,,,,,,,
6,in,,Characteristic,Locus,,,,,,,,,,,,,,,,,,,,,
7,charge,,,,,,,,,,,,,,,,,,,,,,,,
8,of,*,Theme,Theme,,Theme,Theme,,Theme,Theme,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,single,,,,,,,,,,,,,,,,,,,,,,,,
11,lamp,,,,,,,,,,,,,,,,,,,,,,,,
12,at,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,North,,,,,,,,,,,,,,,,,,,,,,,,
15,Pole,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,and,,,,,,,,,,,,,,,,,,,,,,,,
18,his,*,SocialRel,Gestalt,,SocialRel,Gestalt,,OrgMember,Gestalt,,,,,,,,,,,,,,,
19,colleague,,,,,,,,,,,,,,,,,,,,,,,,
20,who,,,,,,,,,,,,,,,,,,,,,,,,
21,was,,,,,,,,,,,,,,,,,,,,,,,,
22,responsible,,,,,,,,,,,,,,,,,,,,,,,,
23,for,*,Theme,Theme,,Theme,Theme,[230],Theme,Theme,i know for a fact we decided on somethign for this but i couldn't find it,,,,,,,,,,,,,,
24,the,,,,,,,,,,,,,,,,,,,,,,,,
25,single,,,,,,,,,,,,,,,,,,,,,,,,
26,lamp,,,,,,,,,,,,,,,,,,,,,,,,
27,at,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
28,the,,,,,,,,,,,,,,,,,,,,,,,,
29,South,,,,,,,,,,,,,,,,,,,,,,,,
30,Pole,,,,,,,,,,,,,,,,,,,,,,,,
31,-,,,,,,,,,,,,,,,,,,,,,,,,
32,-,,,,,,,,,,,,,,,,,,,,,,,,
33,only,,,,,,,,,,,,,,,,,,,,,,,,
34,these,,,,,,,,,,,,,,,,,,,,,,,,
35,two,,,,,,,,,,,,,,,,,,,,,,,,
36,would,,,,,,,,,,,,,,,,,,,,,,,,
37,live,,,,,,,,,,,,,,,,,,,,,,,,
38,free,,,,,,,,,,,,,,,,,,,,,,,,
39,from,*,Theme,Source,,Source,Source,,Theme,Theme,,,,,,,,,,,,,,,
40,toil,,,,,,,,,,,,,,,,,,,,,,,,
41,and,,,,,,,,,,,,,,,,,,,,,,,,
42,care,,,,,,,,,,,,,,,,,,,,,,,,
43,:,,,,,,,,,,,,,,,,,,,,,,,,
44,they,,,,,,,,,,,,,,,,,,,,,,,,
45,would,,,,,,,,,,,,,,,,,,,,,,,,
46,be,,,,,,,,,,,,,,,,,,,,,,,,
47,busy,,,,,,,,,,,,,,,,,,,,,,,,
48,twice,,,,,,,,,,,,,,,,,,,,,,,,
49,a,,,,,,,,,,,,,,,,,,,,,,,,
50,year,,,,,,,,,,,,,,,,,,,,,,,,
51,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
