Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,#REF!,,,,,,,,,,,,,lpp_11
11,!,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
13,he,,,,,,,,,,,,,,,,,,,,,,,,
14,exclaimed,,,,,,,,,,,,,,,,,,,,,,,,
15,from,*,Locus,Source,,Source,Source,,Locus,Source,,,,,,,,,,,,,,,
16,afar,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,when,,,,,,,,,,,,,,,,,,,,,,,,
19,he,,,,,,,,,,,,,,,,,,,,,,,,
20,first,,,,,,,,,,,,,,,,,,,,,,,,
21,saw,,,,,,,,,,,,,,,,,,,,,,,,
22,the,,,,,,,,,,,,,,,,,,,,,,,,
23,little,,,,,,,,,,,,,,,,,,,,,,,,
24,prince,,,,,,,,,,,,,,,,,,,,,,,,
25,coming,,,,,,,,,,,,,,,,,,,,,,,,
26,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.608,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,to,*,Experiencer,Goal,,Experiencer,Goal,from the perspective of',Experiencer,Goal,,,,,,,,,,,,,,,
4,conceited,,,,,,,,,,,,,,,,,,,,,,,,
5,men,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,all,,,,,,,,,,,,,,,,,,,,,,,,
8,other,,,,,,,,,,,,,,,,,,,,,,,,
9,men,,,,,,,,,,,,,,,,,,,,,,,,
10,are,,,,,,,,,,,,,,,,,,,,,,,,
11,admirers,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.609,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Good,,,,,,,,,,,,,,,,,,,,,,,,
3,morning,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,said,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,little,,,,,,,,,,,,,,,,,,,,,,,,
9,prince,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.610,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,That,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,queer,,,,,,,,,,,,,,,,,,,,,,,,
6,hat,,,,,,,,,,,,,,,,,,,,,,,,
7,you,,,,,,,,,,,,,,,,,,,,,,,,
8,are,,,,,,,,,,,,,,,,,,,,,,,,
9,wearing,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.611,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,It,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,hat,,,,,,,,,,,,,,,,,,,,,,,,
6,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
7,salutes,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,conceited,,,,,,,,,,,,,,,,,,,,,,,,
12,man,,,,,,,,,,,,,,,,,,,,,,,,
13,replied,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.612,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,It,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,to,,Purpose,Purpose,,,,,,,,,,,,,,,,,,,,,
5,raise,,,,,,,,,,,,,,,,,,,,,,,,
6,in,*,,,*Q* - Purpose? Manner?,Characteristic,Locus,,Manner,Manner,not Characteristic~Locus I think,,,,,,,,,,,,,,
7,salute,,,,,,,,,,,,,,,,,,,,,,,,
8,when,,,,,,,,,,,,,,,,,,,,,,,,
9,people,,,,,,,,,,,,,,,,,,,,,,,,
10,acclaim,,,,,,,,,,,,,,,,,,,,,,,,
11,me,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.613,,,,,,,,,,,,,,,,,,,,,,,,,
1,Unfortunately,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,nobody,,,,,,,,,,,,,,,,,,,,,,,,
4,at,1:1**,Extent,Extent,,Extent,Extent,,`d,`d,??,,,,,,,,,,,,,,
5,all,1:2,,,,,,,,,,,,,,,,,,,,,,,
6,ever,,,,,,,,,,,,,,,,,,,,,,,,
7,passes,,,,,,,,,,,,,,,,,,,,,,,,
8,this,,,,,,,,,,,,,,,,,,,,,,,,
9,way,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.614,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Yes,,,,,,,,,,,,,,,,,,,,,,,,
3,?,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
5,said,,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,little,,,,,,,,,,,,,,,,,,,,,,,,
8,prince,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,who,,,,,,,,,,,,,,,,,,,,,,,,
11,did,,,,,,,,,,,,,,,,,,,,,,,,
12,not,,,,,,,,,,,,,,,,,,,,,,,,
13,understand,,,,,,,,,,,,,,,,,,,,,,,,
14,what,,,,,,,,,,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,conceited,,,,,,,,,,,,,,,,,,,,,,,,
17,man,,,,,,,,,,,,,,,,,,,,,,,,
18,was,,,,,,,,,,,,,,,,,,,,,,,,
19,talking,,,,,,,,,,,,,,,,,,,,,,,,
20,about,*,Topic,Topic,,Topic,Topic,,Topic,Topic,,,,,,,,,,,,,,,
21,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.615,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Clap,,,,,,,,,,,,,,,,,,,,,,,,
3,your,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
4,hands,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,one,,,,,,,,,,,,,,,,,,,,,,,,
7,against,*,Goal,Goal,OGI 21 https://github.com/carmls/snacs-guidelines/issues/21,Direction,Direction,the force dynamics are at it again https://github.com/carmls/snacs-guidelines/issues/21,Goal,Goal,pretty sure,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,other,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,conceited,,,,,,,,,,,,,,,,,,,,,,,,
14,man,,,,,,,,,,,,,,,,,,,,,,,,
15,now,,,,,,,,,,,,,,,,,,,,,,,,
16,directed,,,,,,,,,,,,,,,,,,,,,,,,
17,him,,,,,,,,,,,,,,,,,,,,,,,,
18,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.616,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,clapped,,,,,,,,,,,,,,,,,,,,,,,,
5,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
6,hands,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.617,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,conceited,,,,,,,,,,,,,,,,,,,,,,,,
3,man,,,,,,,,,,,,,,,,,,,,,,,,
4,raised,,,,,,,,,,,,,,,,,,,,,,,,
5,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
6,hat,,,,,,,,,,,,,,,,,,,,,,,,
7,in,*,,,*Q*,Characteristic,Locus,gdi now there's a determiner though,Manner,Manner,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,modest,,,,,,,,,,,,,,,,,,,,,,,,
10,salute,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.618,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,This,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,more,,,,,,,,,,,,,,,,,,,,,,,,
5,entertaining,,,,,,,,,,,,,,,,,,,,,,,,
6,than,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,visit,,,,,,,,,,,,,,,,,,,,,,,,
9,to,*,Goal,Goal,,Goal,Goal,,Goal,Goal,endpoint of motion?,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,king,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,little,,,,,,,,,,,,,,,,,,,,,,,,
16,prince,,,,,,,,,,,,,,,,,,,,,,,,
17,said,,,,,,,,,,,,,,,,,,,,,,,,
18,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
19,himself,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.619,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,began,,,,,,,,,,,,,,,,,,,,,,,,
4,again,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
6,clap,,,,,,,,,,,,,,,,,,,,,,,,
7,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
8,hands,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,one,,,,,,,,,,,,,,,,,,,,,,,,
11,against,*,Goal,Goal,OGI 21 https://github.com/carmls/snacs-guidelines/issues/21,Direction,Direction,,Goal,Goal,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,other,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.620,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,conceited,,,,,,,,,,,,,,,,,,,,,,,,
3,man,,,,,,,,,,,,,,,,,,,,,,,,
4,against,*,NONSNACS,NONSNACS,this is a typo for again right,NONSNACS,NONSNACS,this is a typo for again right,NONSNACS,NONSNACS,"er is this ""again""",,,,,,,,,,,,,,
5,raised,,,,,,,,,,,,,,,,,,,,,,,,
6,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
7,hat,,,,,,,,,,,,,,,,,,,,,,,,
8,in,*,,,*Q*,Characteristic,Locus,,Manner,Manner,,,,,,,,,,,,,,,
9,salute,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.621,,,,,,,,,,,,,,,,,,,,,,,,,
1,After,*,Time,Interval,,Time,Time,,Time,Interval,,,,,,,,,,,,,,,
2,five,,,,,,,,,,,,,,,,,,,,,,,,
3,minutes,,,,,,,,,,,,,,,,,,,,,,,,
4,of,*,QuantityItem,QuantityItem,,QuantityItem,QuantityItem,,QuantityItem,QuantityItem,[382],,,,,,,,,,,,,,
5,this,,,,,,,,,,,,,,,,,,,,,,,,
6,exercise,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,little,,,,,,,,,,,,,,,,,,,,,,,,
9,prince,,,,,,,,,,,,,,,,,,,,,,,,
10,grew,,,,,,,,,,,,,,,,,,,,,,,,
11,tired,,,,,,,,,,,,,,,,,,,,,,,,
12,of,*,Stimulus,Topic,,Stimulus,Topic,,Stimulus,Topic,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,game,,,,,,,,,,,,,,,,,,,,,,,,
15,'s,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
16,monotony,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.622,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,And,,,,,,,,,,,,,,,,,,,,,,,,
3,what,,,,,,,,,,,,,,,,,,,,,,,,
4,should,,,,,,,,,,,,,,,,,,,,,,,,
5,one,,,,,,,,,,,,,,,,,,,,,,,,
6,do,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
8,make,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,hat,,,,,,,,,,,,,,,,,,,,,,,,
11,come,,,,,,,,,,,,,,,,,,,,,,,,
12,down,,,,,,,,,,,,,,,,,,,,,,,,
13,?,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
15,he,,,,,,,,,,,,,,,,,,,,,,,,
16,asked,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.623,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,conceited,,,,,,,,,,,,,,,,,,,,,,,,
4,man,,,,,,,,,,,,,,,,,,,,,,,,
5,did,,,,,,,,,,,,,,,,,,,,,,,,
6,not,,,,,,,,,,,,,,,,,,,,,,,,
7,hear,,,,,,,,,,,,,,,,,,,,,,,,
8,him,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.624,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conceited,,,,,,,,,,,,,,,,,,,,,,,,
2,people,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,hear,,,,,,,,,,,,,,,,,,,,,,,,
5,anything,,,,,,,,,,,,,,,,,,,,,,,,
6,but,,PartPortion,PartPortion,,PartPortion,PartPortion,my favorite fake preposition!,,,,,,,,,,,,,,,,,
7,praise,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.625,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Do,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,really,,,,,,,,,,,,,,,,,,,,,,,,
5,admire,,,,,,,,,,,,,,,,,,,,,,,,
6,me,,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,much,,,,,,,,,,,,,,,,,,,,,,,,
9,?,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,he,,,,,,,,,,,,,,,,,,,,,,,,
12,demanded,,,,,,,,,,,,,,,,,,,,,,,,
13,of,*,Recipient,Source,,Source,Source,? cf require from last chapter,Recipient,Source,"so definitely Recipient (transfer of communication=the demand), but the function is iffy. ""ask of""",,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,little,,,,,,,,,,,,,,,,,,,,,,,,
16,prince,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.626,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,What,,,,,,,,,,,,,,,,,,,,,,,,
3,does,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,mean,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,',*,NONSNACS,NONSNACS,,NONSNACS,NONSNACS,......,NONSNACS,NONSNACS,wat,,,,,,,,,,,,,,
9,admire,,,,,,,,,,,,,,,,,,,,,,,,
10,',,,,,,,,,,,,,,,,,,,,,,,,
11,?,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.627,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,To,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
3,admire,,,,,,,,,,,,,,,,,,,,,,,,
4,mean,,,,,,,,,,,,,,,,,,,,,,,,
5,that,,,,,,,,,,,,,,,,,,,,,,,,
6,you,,,,,,,,,,,,,,,,,,,,,,,,
7,regard,,,,,,,,,,,,,,,,,,,,,,,,
8,me,,,,,,,,,,,,,,,,,,,,,,,,
9,as,*,Identity,Identity,,Identity,Identity,almost did Characteristic~Identity bc [330] but this isn't actually an adjective,Identity,Identity,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,handsomest,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,best,,,,,,,,,,,,,,,,,,,,,,,,
15,-,,,,,,,,,,,,,,,,,,,,,,,,
16,dressed,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,the,,,,,,,,,,,,,,,,,,,,,,,,
19,richest,,,,,,,,,,,,,,,,,,,,,,,,
20,",",,,,,,,,,,,,,,,,,,,,,,,,
21,and,,,,,,,,,,,,,,,,,,,,,,,,
22,the,,,,,,,,,,,,,,,,,,,,,,,,
23,most,,,,,,,,,,,,,,,,,,,,,,,,
24,intelligent,,,,,,,,,,,,,,,,,,,,,,,,
25,man,,,,,,,,,,,,,,,,,,,,,,,,
26,on,*,Whole,Locus,,Locus,Locus,or is this like Whole~Locus or smth?,Locus,Locus,,,,,,,,,,,,,,,
27,this,,,,,,,,,,,,,,,,,,,,,,,,
28,planet,,,,,,,,,,,,,,,,,,,,,,,,
29,.,,,,,,,,,,,,,,,,,,,,,,,,
30,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.628,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,But,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,are,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,only,,,,,,,,,,,,,,,,,,,,,,,,
7,man,,,,,,,,,,,,,,,,,,,,,,,,
8,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
9,your,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,bruh moment,,,,,,,,,,,,,,
10,planet,,,,,,,,,,,,,,,,,,,,,,,,
11,!,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.629,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Do,,,,,,,,,,,,,,,,,,,,,,,,
3,me,,,,,,,,,,,,,,,,,,,,,,,,
4,this,,,,,,,,,,,,,,,,,,,,,,,,
5,kindness,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.630,,,,,,,,,,,,,,,,,,,,,,,,,
1,Admire,,,,,,,,,,,,,,,,,,,,,,,,
2,me,,,,,,,,,,,,,,,,,,,,,,,,
3,just,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,same,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.631,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,admire,,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,said,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,little,,,,,,,,,,,,,,,,,,,,,,,,
10,prince,,,,,,,,,,,,,,,,,,,,,,,,
11,",",,,,,,,,,,,,,,,,,,,,,,,,
12,shrugging,,,,,,,,,,,,,,,,,,,,,,,,
13,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
14,shoulders,,,,,,,,,,,,,,,,,,,,,,,,
15,slightly,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,"""",,,,,,,,,,,,,,,,,,,,,,,,
18,but,,,,,,,,,,,,,,,,,,,,,,,,
19,what,,,,,,,,,,,,,,,,,,,,,,,,
20,is,,,,,,,,,,,,,,,,,,,,,,,,
21,there,,,,,,,,,,,,,,,,,,,,,,,,
22,in,,Topic,Topic,,Locus,Locus,ig,Topic,Topic,,,,,,,,,,,,,,,
23,that,,,,,,,,,,,,,,,,,,,,,,,,
24,to,*,`i,`i,,Purpose,Purpose,idkkkk,`i,`i,,,,,,,,,,,,,,,
