,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
और,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
वक्त,,,,,,,,,,,,,,
फ़्रांस,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
भूख,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सर्दी,,,,,,,,,,,,,,
से,से,Agent,Ancillary,,से,Stimulus,Ancillary,,,से,Agent,Ancillary,,"from the shabdsagar: जूझना -  लड़ना । २. लड़कर मर जाना । युद्ध में प्राणत्याग करना. This makes me doubt Stimulus.

Omkar N Koul (2009) page 47 describes this sentence, very similar to the target, as indicating association or mutual dealing: वह पडोसी से लड़ा

but

This also fails (i think) the Ancillary (together_with) diagnostic, so the scene may not be plain Ancillary.
"
जूझ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
कारण,,,,,,,,,,,,,,
पर्याप्त,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
लगें,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,तो,,,,,तो,`d,,,
मैं,,,,,,,,,,,,,,
पुस्तक,,,,,,,,,,,,,,
अपने,का,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
मित्र,,,,,,,,,,,,,,
के,का,Theme,Theme,,का,Theme,Theme,,,के,Gestalt,Gestalt,,childhood of my friend - childhood as a property that is part of the friend
बचपन,,,,,,,,,,,,,,
को,को,Recipient,Recipient,,को,Beneficiary,Recipient,,,को,Theme,Recipient,,en guidelines 273. Here the dedication is to a non-animate childhood. So Scene change from Recipient to Theme
समर्पित,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
सारे,,,,,,,,,,,,,,
वयस्क,,,,,,,,,,,,,,
कभी,,,,,,,,,,,,,,
बच्चे,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,ही,,,,,ही,Focus,Focus,,emphasis? / Focus
तो,तो,Focus,Focus,,तो,,,,,तो,Focus,Focus,,emphasis?
थे,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पर,,,,,,,,,,पर,NONSNACS,NONSNACS,,coordinating conjunction use 'but'
कहां,,,,,,,,,,,,,,
याद,,,,,,,,,,,,,,
रहती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
इसकी,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Identity,,cf. the idea of raising money en guidelines 327 ('the memory of इस' where इस' refers to the whole matrix clause )
उन्हें,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Goal,,"Omkar Koul (2009) : 
In the subject + ko + complement + verb constructions, the verbs express the state of mind, physical experience, involuntarily actions, feelings, obligations, and emotions (9-12).

for function, to discuss: 
a) sunita ko bukhaar hain
b) amar ko dukh hua
c) mohan ko khaasi aayi
d) bachche ko dar laga"
तो,तो,NONSNACS,NONSNACS,,तो,,,,,,`d,,,emphasis
समर्पण,,,,,,,,,,,,,,
के,का,Whole,Whole,,का,Whole,Whole,,,के,Characteristic,Identity,,cf. en guidelines 392 a man of honor ('words of dedication')
शब्द,,,,,,,,,,,,,,
बदल,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेओं,,,,,,,,,,,,,,
वेर्थ,,,,,,,,,,,,,,
को,को,Recipient,Recipient,,को,Beneficiary,Recipient,,,को,Recipient,Goal,,
जब,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बच्चा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
छः,,,,,,,,,,,,,,
साल,,,,,,,,,,,,,,
का,का,Characteristic,QuantityValue,,का,QuantityValue,QuantityValue,,uncertain,का,Characteristic,QuantityValue,,could be Identity for function?
रहा,,,,,,,,,,,,,,
होऊँगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
किताब,,,,,,,,,,,,,,
मिल,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
जंगल,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
सच्ची,,,,,,,,,,,,,,
कहानियां,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसमें,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,abstract location
एक,,,,,,,,,,,,,,
अद्भुत,,,,,,,,,,,,,,
तस्वीर,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अजगर,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
जंगली,,,,,,,,,,,,,,
जानवर,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Beneficiary,Theme,,maleficiary ref. English guidelines
निगल,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
तस्वीर।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तब,,,,,,,,,,,,,,
से,से,StartTime,StartTime,,से,StartTime,StartTime,,,से,StartTime,StartTime,,
जंगल,,,,,,,,,,,,,,
की,का,Locus,Gestalt,,का,Locus,Gestalt,,,की,Gestalt,Gestalt,,
इस,,,,,,,,,,,,,,
भयानक,,,,,,,,,,,,,,
घटना,,,,,,,,,,,,,,
पर,पर,Topic,Theme,,पर,Topic,Topic,,,पर,Topic,Theme,,"Ref.  Omkar N Koul (2009),  usage of पर page 54, example 10, Object of verbs
वह किसी पर क्रोध नहीं करता.

"
मैं,,,,,,,,,,,,,,
बराबर,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
अपनी,का,Possessor,Possessor,,का,Possessor,Possessor,,,की,Possessor,Possessor,,
रंगीन,,,,,,,,,,,,,,
पेंसिल,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पहली,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपना,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Source,,चित्र is alienable
यह,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
बड़े,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
दिखाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इसे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देखकर,,,,,,,,,,,,,,
डर,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
उन्होंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
उत्तर,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""भला",,,,,,,,,,,,,,
टोपी,,,,,,,,,,,,,,
से,से,Stimulus,Source,,से,Stimulus,Source,,,से,Stimulus,Source,,"Omkar Koul - use of se here as Cause, Reason, or Origin. p.49 Closest example is 'vah bukhaar se kamzor hua

So, Causer, Explanation, or Source for function,but this has a strong Causer-like element (it is not an abstract location from which fear came). And Causer is for animate things..."
डर,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
लगेगा,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
टोपी,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,तो,,,,,तो,Focus,Focus,,emphasis
बनाई,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
एक,,,,,,,,,,,,,,
अजगर,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
हाथी,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,maleficiary'
निगल,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
पचा,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,example of a pretty long distance relationship to classify the ne using ML...
सांप,,,,,,,,,,,,,,
के,का,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,
पेट,,,,,,,,,,,,,,
के,का,Locus,Locus,,का,Whole,Whole,,,के अंदर,Locus,Locus,1:1,के अंदर is not a PartPortion
अंदर,,,,,,,,,,के अंदर,,,1:2,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
भी,भी,Focus,Focus,,भी,,,,,भी,Focus,Focus,,emphasis
तस्वीर,,,,,,,,,,,,,,
बनाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ताकि,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,भी,,,,,भी,Focus,Focus,,emphasis
समझ,,,,,,,,,,,,,,
सकें,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
बिना,बिना,Circumstance,Circumstance,,बिना,Manner,Manner,,,बिना,Circumstance,Circumstance,,"Unless (one) makes them understand, they wont understand anything (Circumstancial and context setting)

"
समझाये,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
समझते,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरा,का,Originator,Source,,का,Originator,Gestalt,,,का,Originator,Source,,"keeping the same standard as 193, above for Function"
दूसरा,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
ऐसा,ऐसा,ComparisonRef,ComparisonRef,,ऐसा,ComparisonRef,ComparisonRef,,,,ComparisonRef,ComparisonRef,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उन,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,"note interesting that scene roles for different theta role arguments, 
seem to have mirrors"
मुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
सलाह,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
अजगर,,,,,,,,,,,,,,
के,का,Topic,Topic,,का,Topic,Topic,,,के,Topic,Topic,,
चित्र,,,,,,,,,,,,,,
बनाना,,,,,,,,,,,,,,
छोड़कर,,,,,,,,,,,,,,
भूगोल,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
इतिहास,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
गणित,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
व्याकरण,,,,,,,,,,,,,,
में,में,Stimulus,Locus,,में,Stimulus,Goal,,put your mind towards x,में,Stimulus,Locus,,"from the shabdsagar: लगाना - किसी कार्य में प्रवृत्त या तत्पर करना । नियुक्त करना ( जैसे:जो काम किया करो, वह मन लगाकर किया करो)

नियुक्त, प्रवृत्त, तत्पर are associated with में in the sense of occupied in, engaged in and intent on, therefore locus for scene and function. Don't think there is movement of anything here to connote destination"
मन,,,,,,,,,,,,,,
लगाना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
तरह,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
नन्ही,,,,,,,,,,,,,,
सी,सा,Extent,Extent,,सा,,,,,सी,Extent,Extent,,Unsure - positioned post a noun/adjective but what does it do? Only modifies the preceding word. If we annotate wala then should annotate this too
उम्र,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,
ही,ही,Focus,Focus,,ही,,,,,ही,Focus,Focus,,emphasis
मुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
अपनी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,की,Possessor,Possessor,,"Assumes that one's dream is an alienable thing,"
महान,,,,,,,,,,,,,,
कलाकार,,,,,,,,,,,,,,
बनने,,,,,,,,,,,,,,
की,का,Topic,Identity,,का,Topic,Identity,,,की,Topic,Identity,,
इच्छा,,,,,,,,,,,,,,
त्याग,,,,,,,,,,,,,,
देनी,,,,,,,,,,,,,,
पड़ी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,का,Originator,Source,,का,Originator,Gestalt,,,के,Originator,Source,,"in line with 193, above"
पहले,,,,,,,,,,,,,,
दो,,,,,,,,,,,,,,
चित्रों,,,,,,,,,,,,,,
की,का,Theme,Theme,,का,Theme,Theme,,,की,Gestalt,Gestalt,,"cf. It was the chairman’s fault/responsibility/right, English guidelines"
असपफलता,,,,,,,,,,,,,,
पर,पर,Explanation,Time,,पर,Time,Time,,,पर,Explanation,Time,,"Ref. Omkar Koul (2009) page 54 example 8: usage of 'par' as Cause or Reason, with 
Locus taking the traditional usage of par

'dhokaa dene par use sazaa huii'"
ही,ही,Focus,Focus,,ही,,,,,ही,Focus,Focus,,emphasis
मुझे,को,Experiencer,Theme,,को,Experiencer,Theme,,,को,Experiencer,Theme,,
हतोत्साहित,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
अपने,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
समझते,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
बच्चों,,,,,,,,,,,,,,
के,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,`i,,1:1,"mark के लिए as an [`i] as it involves a for (के लिए) that introduces the oblique-marked subject (बच्चों) of an infinitival clause (headed by समझाते रहना ) that is not a purpose clause, 
"
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,`i,,1:2,
इन्हें,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
समझाते,,,,,,,,,,,,,,
रहना,,,,,,,,,,,,,,
आसान,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
मुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,modal verb..'incumbent upon me' to pick a new profession
दूसरा,,,,,,,,,,,,,,
पेशा,,,,,,,,,,,,,,
चुनना,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
हवाई,,,,,,,,,,,,,,
जहाज,,,,,,,,,,,,,,
चलाना,,,,,,,,,,,,,,
सीख,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सारी,,,,,,,,,,,,,,
दुनिया,,,,,,,,,,,,,,
में,में,Path,Locus,,में,Path,Locus,,,में,Path,Locus,,
उड़ता,,,,,,,,,,,,,,
फिरा।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
भूगोल,,,,,,,,,,,,,,
पढ़ना,,,,,,,,,,,,,,
काफी,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
चीन,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
अरीजोना,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,ही,,,,,ही,Focus,Focus,,emphasis
झलक,,,,,,,,,,,,,,
में,में,Duration,Duration,,में,Duration,Duration,,unsure if Manner,में,Duration,Duration,,open github issue
पहचान,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
हवाई,,,,,,,,,,,,,,
जहाज,,,,,,,,,,,,,,
भटक,,,,,,,,,,,,,,
जाए,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,तो,,,,,तो,`d,,,
भूगोल,,,,,,,,,,,,,,
पढ़ना,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
आता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपनी,का,Agent,Gestalt,,का,Agent,Gestalt,,,की,??,Gestalt,,"not a Possessor, as the flights have been 'chalked up' against the pilot, so might be a lifetime associated property"
उड़ानों,,,,,,,,,,,,,,
के,के दौरान,Time,Time,1:1,के दौरान,Time,Time,1:1,,के दौरान,Time,Time,1:1,
दौरान,के दौरान,,,1:2,के दौरान,,,1:2,,के दौरान,,,1:2,
अनेक,,,,,,,,,,,,,,
महत्वपूर्ण,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
से,से,SocialRel,Ancillary,,से,Agent,Ancillary,,both of theme are partaking,से,SocialRel,Ancillary,,"introduction happened with many important people"" cf. (I) work with Michael en guidelines 475 
"
परिचय,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
उनके,के साथ,Ancillary,Ancillary,1:1,के साथ,Ancillary,Ancillary,1:1,,के साथ,Ancillary,Ancillary,1:1,
साथ,के साथ,,,1:2,के साथ,,,1:2,,के साथ,,,1:2,
काफी,,,,,,,,,,,,,,
समय,,,,,,,,,,,,,,
बिताया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उन्हें,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
करीब,,,,,,,,,,,,,,
से,से,Locus,Source,,से,Locus,Source,,,से,Locus,Source,,"interesting one because two governors here for the scene.
'I got to see them from up close'"
देखा-समझा।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,,,,,,,,,,पर,NONSNACS,NONSNACS,,conjunctive use ('but') - not marking as post position
मेरी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,की,Gestalt,Gestalt,,my opinion' - alienable?
उनके,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
राय,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
बदली,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,भी,,,,,भी,Focus,Focus,,the particle makes 'when' -> 'whenever'
कोई,,,,,,,,,,,,,,
महानुभाव,,,,,,,,,,,,,,
मिलते,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
थोड़े,,,,,,,,,,,,,,
जागरूक,,,,,,,,,,,,,,
लगते,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,तो,,,,,तो,`d,,,
मैं,,,,,,,,,,,,,,
उन्हें,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,not exactly recipient as the picture is just shown
अपना,का,Originator,Source,,का,Originator,Gestalt,,,का,Originator,Source,,following standard from 193 above
बनाया,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
पहला,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जिसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
मैं,,,,,,,,,,,,,,
हमेशा,,,,,,,,,,,,,,
पास,,,,,,,,,,,,,,
रखता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
दिखाता।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
देखना,,,,,,,,,,,,,,
चाहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
इसे,को,Topic,Theme,,को,Topic,Theme,,unsure what मैं is then,को,Theme,Theme,,
समझ,,,,,,,,,,,,,,
पाते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हमेशा,,,,,,,,,,,,,,
यही,,,,,,,,,,,,,,
उत्तर,,,,,,,,,,,,,,
मिलता,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,तो,,,,,तो,Focus,Focus,,emphasis
टोपी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
उनसे,से,Agent,Ancillary,,से,Agent,Ancillary,,,से,??,Ancillary,,think passes the 'together_with' test for scene
अजगर,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
बात,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
जंगल,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
",",,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
उन्हीं,,,,,,,,,,को,Theme,Theme,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
मौसम,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
राजनीति,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
