,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Locus,Locus,,
पांव,,,,,,,,,,,,,,
रखा,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Agent,Agent,,
उस,,,,,,,,,,,,,,
जलानेवाले,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,??,??,,
को,को,Recipient,Theme,,को,Recipient,Theme,,depparse labels as obj,को,Theme,Theme,,
सम्मानपूर्वक,,,,,,,,,,,,,,
नमस्कार,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
शुभ,,,,,,,,,,,,,,
प्रातः,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
बुझा,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
अपनी,की,Possessor,Possessor,,,,,,,की,Possessor,Possessor,,
बत्ती,,,,,,,,,,,,,,
?,,,,,का,Possessor,Possessor,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
नियम,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कहते,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,,,,,,ने,Originator,Agent,,
जवाब,,,,,,,,,,,,,,
दिया,,,,,ने,Originator,Agent,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"
क्या
",,,,,,,,,,,,,,
नियम,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यही,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
इसे,को,Theme,Theme,,,,,,,को,Theme,Theme,,
बुझाऊं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अरे,,,,,को,Theme,Theme,,,,,,,
शाम,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,,,,,,ने,Agent,Agent,,
बत्ती,,,,,,,,,,,,,,
जला,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,ने,Agent,Agent,,,,,,,
अरे,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बत्ती,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
जला,,,,,,,,,,,,,,
"
दी
",,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
मेरा,का,Agent,Gestalt,,,,,,,का,Agent,Gestalt,,
काम,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,nominative
समझा,,,,,,,,,,,,,,
"
नहीं

",,,,,का,Gestalt,Gestalt,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,,,,,,ने,Originator,Agent,,ergative
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इसमें,में,Topic,Topic,,,,,,,में,Circumstance,Locus,,
समझने,,,,,,,,,,,,,,
की,की,Purpose,Purpose,,,,,,,की,Topic,Topic,,
कोई,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,ने,Originator,Agent,,,,,,,
काम,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,,,,,,का,Gestalt,Gestalt,,
मतलब,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
।,,,,,में,Topic,Topic,,,,,,,
,,,,,,,,,,,,,,
शुभ,,,,,का,Purpose,Purpose,,,,,,,
प्रातः,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,,,,,,ने,Agent,Agent,,
फिर,,,,,,,,,,,,,,
बत्ती,,,,,का,Gestalt,Gestalt,,,,,,,
बुझा,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,,,,,,ने,Agent,Agent,,
एक,,,,,,,,,,,,,,
सफ़ेद,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
लाल,,,,,ने,Agent,Agent,,,,,,,
रंग,,,,,,,,,,,,,,
के,के,Characteristic,Identity,,,,,,,के,Characteristic,Identity,,
रूमाल,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,,,,,,से,Instrument,Instrument,,
अपनी,की,Whole,Whole,,,,,,,की,Whole,Whole,,
ललाट,,,,,,,,,,,,,,
पोंछ,,,,,,,,,,,,,,
ली,,,,,ने,Agent,Agent,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"
बड़ा

",,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
मुश्किल,,,,,,,,,,,,,,
है,,,,,का,Characteristic,Identity,,,,,,,
यह,,,,,,,,,,,,,,
।,,,,,से,Instrument,Instrument,,,,,,,
,,,,,का,Whole,Whole,,,,,,,
पहले,पहले,Time,Time,,,,,,,पहले,??,??,,
ठीक,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
सुबह,,,,,,,,,,,,,,
की,की,Time,Gestalt,,,,,,,की,Characteristic,Time,,
बत्ती,,,,,,,,,,,,,,
बुझा,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
शाम,,,,,पहले,Time,Time,,*Q*,,,,,
को,को,Time,Time,,,,,,,को,Time,Time,,
जला,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,का,Time,Gestalt,,,,,,,
पूरा,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
आराम,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
पूरी,,,,,,,,,,,,,,
रात,,,,,,,,,,,,,,
सोने,,,,,को,Time,Time,,,,,,,
के,के लिए,Purpose,Purpose,1:1,,,,,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,,,,,,के लिए,,,1:2,
मिल,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
नियम,,,,,,,,,,,,,,
बदल,,,,,,,,,,,,,,
गया,,,,,के लिए,Purpose,Purpose,1:1,,,,,,
?,,,,,के लिए,,,1:2,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नियम,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
बदला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
प्रकृति,,,,,,,,,,,,,,
की,की,Agent,Gestalt,,,,,,,की,Agent,Gestalt,,
लीला,,,,,,,,,,,,,,
बदल,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
हर,,,,,,,,,,,,,,
साल,,,,,,,,,,,Interval,Interval,,
पहले,पहले,Interval,Interval,,,,,,,पहले,Frequency,Manner,,
से,से,Manner,ComparisonRef,,,,,,,से,Manner,ComparisonRef,,
तेज,,,,,,,,,,,,,,
चक्कर,,,,,,,,,,,,,,
लगाने,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,का,Causer,Gestalt,,*Q* uncertain,,,,,
नियम,,,,,,,,,,,,,,
वही,,,,,,,,,,,,,,
का,का,ComparisonRef,ComparisonRef,,,,,,,का,ComparisonRef,ComparisonRef,,
वही,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
?,,,,,,,,,,,,,,
,,,,,पहले,Time,Time,,,,,,,
तो,तो,`d,,,से,ComparisonRef,ComparisonRef,,,तो,`d,,,
अब,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
यह,,,,,,,,,,,,,,
हर,,,,,,,,,,,,,,
मिनट,,,,,,,,,,,,,,
में,में,Frequency,Frequency,,,,,,,में,Frequency,Manner,,
एक,,,,,,,,,,,Frequency,Frequency,,
चक्कर,,,,,,,,,,,,,,
लगा,,,,,का,`d,`d,,*Q*,,,,,
लेता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,,,,,,को,Experiencer,Recipient,,
एक,,,,,,,,,,,,,,
सेकंड,,,,,,,,,,,,,,
का,का,QuantityValue,QuantityValue,,,,,,,का,QuantityValue,QuantityValue,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
आराम,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
मिलता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हर,,,,,,,,,,,,,,
मिनट,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
जलाना,,,,,में,RateUnit,RateUnit,,*Q*,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
बुझाना,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
बात,,,,,को,Experiencer,Recipient,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,का,QuantityValue,QuantityValue,,,,,,,
यहां,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
मिनट,,,,,,,,,,,,,,
का,का,QuantityValue,QuantityValue,,,,,,,का,QuantityValue,QuantityValue,,
दिन,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हम,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
को,को,Theme,Recipient,,,,,,,को,??,Recipient,,
बातें,,,,,,,,,,,Theme,Recipient,,
करते,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
महीना,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,का,QuantityValue,QuantityValue,,,,,,,
हाँ,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तीस,,,,,,,,,,,,,,
मिनट,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तीस,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
शुभ,,,,,,,,,,,,,,
रात्रि,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,को,Theme,Recipient,,,,,,,
उसने,ने,Agent,Agent,,,,,,,ने,Agent,Agent,,
फिर,,,,,,,,,,,,,,
बत्ती,,,,,,,,,,,,,,
जला,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,,,,,,को,Experiencer,Recipient,,
अपने,के,Gestalt,Gestalt,,,,,,,के,Gestalt,Gestalt,,
कर्तव्य,,,,,,,,,,,,,,
के,के प्रति,??/Manner/Beneficiary,Direction,1:1,,,,,,के प्रति,Manner,Direction,1:1,
प्रति,के प्रति,,,1:2,,,,,,के प्रति,??,Direction,1:2,
इतना,,,,,,,,,,,,,,
ईमानदार,,,,,,,,,,,,,,
बत्ती,,,,,,,,,,,,,,
वाला,वाला,NONSNACS,NONSNACS,,,,,,,वाला,??,??,,
बड़ा,,,,,,,,,,,,,,
भला,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,,,,,,को,Goal,Recipient,,
उन,,,,,,,,,,,,,,
सूर्यास्तों,,,,,,,,,,,,,,
की,का,Stimulus,Theme,,,,,,,का,Topic,Identity,,
याद,,,,,,,,,,,,,,
आई,,,,,,,,,,,,,,
जिन्हें,को,Stimulus,Theme,,,,,,,को,Stimulus,Theme,,
वह,,,,,,,,,,,,,,
कुर्सी,,,,,,,,,,,,,,
खिसका-खिसका,,,,,ने,Agent,Agent,,,,,,,
कर,,,,,,,,,,,,,,
देखता,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,,,,,,ने,Agent,Agent,,
अपने,का,SocialRel,Gestalt,,को,Experiencer,Recipient,,,का,SocialRel,Gestalt,,
इस,,,,,का,Gestalt,Gestalt,,,,,,,
दोस्त,,,,,,,,,,,,,,
की,की,Beneficiary,Theme,,के प्रति,Beneficiary,Direction,1:1,,की,Beneficiary,Theme,,
मदद,,,,,के प्रति,,,1:2,,,,,,
करनी,,,,,,,,,,,,,,
चाही,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,वाला,NONSNACS,NONSNACS,,,,,,,
जानते,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,,,,,,को,Experiencer,Recipient,,
एक,,,,,,,,,,,,,,
तरीका,,,,,,,,,,,,,,
मालूम,,,,,को,Experiencer,Recipient,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
तू,,,,,का,Stimulus,Topic,,,,,,,
जब,,,,,,,,,,,,,,
चाहे,,,,,,,,,,,,,,
आराम,,,,,को,Stimulus,Theme,,,,,,,
कर,,,,,,,,,,,,,,
सकेगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आराम,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आराम,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
मुझे,को,Experiencer,Recipient,,,,,,,को,Agent,Recipient,,
हमेशा,,,,,ने,Agent,Agent,,,,,,,
चाहिए,,,,,का,SocialRel,Gestalt,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कर्तव्य,,,,,का,Beneficiary,Theme,,,,,,,
परायण,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
आलसी,,,,,,,,,,,,,,
एक,एक साथ,Ancillary,Ancillary,1:1,,,,,,एक साथ,Ancillary,Ancillary,1:1,
ही,,,,1:2,,,,,,,,,1:2,
साथ,एक साथ,,,,,,,,,एक साथ,,,,
हुआ,,,,,,,,,,,,,,
जा,,,,,को,Experiencer,Recipient,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नन्हे,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,,,,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तेरा,का,Gestalt,Gestalt,,,,,,,का,Org,Gestalt,,
ग्रह,,,,,,,,,,,,,,
इतना,,,,,,,,,,,,,,
छोटा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
तीन,,,,,,,,,,,,,,
कदम,,,,,,,,,,,,,,
चल,,,,,को,Experiencer,Recipient,,,,,,,
के,,,,,,,,,,,,,,
उसकी,की,Path,Theme,,,,,,,की,Path,Theme,,
परिक्रमा,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तुझे,को,Agent,Recipient,,,,,,,को,Agent,Recipient,,
बस,,,,,एक साथ,Ancillary,Ancillary,1:1,,,,,,
इतना,,,,,,,,,,,,,,
धीरे,,,,,एक साथ,,,1:2,,,,,,
चलना,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
हरदम,,,,,,,,,,,,,,
धूप,,,,,,,,,,,,,,
में,में,Locus,Locus,,,,,,,में,Locus,Locus,,
रह,,,,,,,,,,,,,,
सके,,,,,,,,,,,,,,
और,,,,,ने,Originator,Agent,,,,,,,
शाम,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
!,,,,,का,Gestalt,Gestalt,,,,,,,
,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
तुझे,को,Agent,Recipient,,,,,,,को,Agent,Recipient,,
आराम,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
चलने,,,,,,,,,,,,,,
लगना,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,का,Path,Gestalt,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
उतना,,,,,,,,,,,,,,
लंबा,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जाएगा,,,,,को,Agent,Agent,,,,,,,
जितना,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
चाहेगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
इससे,से,Explanation,Source,,,,,,,से,Explanation,Source,,
मेरा,का,Beneficiary,Theme,,,,,,,का,Beneficiary,Theme,,
क्या,,,,,में,Locus,Locus,,,,,,,
भला,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,,,,,,को,Experiencer,Recipient,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
सोना,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,को,Agent,Agent,,,,,,,
चलते-चलते,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
सो,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
पाउँगा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
दुर्भाग्य,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,nominative
बोला,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
दुर्भाग्य,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
शुभ,,,,,से,Explanation,Source,,,,,,,
प्रातः,,,,,का,Beneficiary,Gestalt,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,,,,,,ने,Agent,Agent,,
बत्ती,,,,,,,,,,,,,,
बुझा,,,,,को,Experiencer,Recipient,,,,,,,
