,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
जैसे,जैसे,PartPortion,ComparisonRef,,जैसे,PartPortion,PartPortion,,,जैसे,PartPortion,ComparisonRef,,
बड़े-बड़ें,,,,,,,,,,,,,,
ग्रहों,,,,,,,,,,,,,,
के,के अलावा,PartPortion,PartPortion,1:1,के अलावा,PartPortion,PartPortion,1:1,,के अलावा,PartPortion,PartPortion,1:1,"Other than these big planets, there are smaller planets which...
This is like other than, which is contrastive.

Partportion but without a whole (or with implied whole)"
अलावा,के अलावा,,,1:2,के अलावा,,,1:2,,के अलावा,,,1:2,
सैकड़ों,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
छोटे,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
बेनाम,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
जिन्हें,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
दूरबीन,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
देखने,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,
कठिनाई,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
वैज्ञानिक,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
की,की,Theme,Theme,,का,Theme,Theme,,,की,Topic,Theme,,en guidelines 'relations of regard' p.39
खोज,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
वह,,,,,,,,,,,,,,
उसकी,की,Gestalt,Gestalt,,का,Theme,Theme,,*Q* identification of x,की,Gestalt,Gestalt,,
पहचान,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
एक,,,,,,,,,,,,,,
संख्या,,,,,,,,,,,,,,
चुन,,,,,,,,,,,,,,
लेता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,,,,,,जैसे,ComparisonRef,ComparisonRef,,
नक्षत्र,,,,,,,,,,,,,,
32611।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के,Gestalt,Gestalt,,का,Experiencer,Gestalt,,,के,Gestalt,Gestalt,,the gestalt here is mere kaaran
इस,,,,,,,,,,,,,,
विश्वास,,,,,,,,,,,,,,
के,के,Explanation,Gestalt,1:1,का,Gestalt,Gestalt,,*Q*,के,Explanation,Gestalt,1:1," I have my reasons for this belief that..'
this might be explanation or purpose"
कई,,,,,,,,,,,,,,
कारण,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
जिस,,,,,,,,,,,,,,
नक्षत्र,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
वह,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
उसका,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
नाम,,,,,,,,,,,,,,
बी-612,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
नक्षत्र,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
केवल,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,
एक,,,,,,,,,,,,,,
तुर्क,,,,,,,,,,,,,,
वैज्ञानिक,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
अपनी,की,Possessor,Possessor,,का,Possessor,Possessor,,,की,Possessor,Possessor,,
दूरबीन,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,
देखा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
एक,,,,,,,,,,,,,,
अंतर्राष्ट्रीय,,,,,,,,,,,,,,
सम्मेलन,,,,,,,,,,,,,,
में,में,Circumstance,Locus,,में,Circumstance,Locus,,,में,Locus,Locus,,"not circumstantial because it 
answers a 'kahaan' question"
अपनी,की,Possessor,Possessor,,,,,,,की,Possessor,Possessor,,
खोज,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
भव्य,,,,,,,,,,,,,,
प्रदर्शन,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,coordinating conjunction
उसकी,की,Possessor,Possessor,,का,Possessor,Possessor,,,की,Possessor,Possessor,,
पोशाक,,,,,,,,,,,,,,
देखकर,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
पर,पर,Topic,Theme,,पर,Topic,Topic,,,पर,Theme,Theme,,"Omkar Koul - use of 'par' as object of verb
**revisit**"
किसी,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,"appealing logic in page 45 en guidelines, 'making a decision', 'choose to believe'
**revisit**"
विश्वास,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वयस्क,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बी-612,,,,,,,,,,,,,,
के,के,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,के,Identity,Identity,,the star b-612 (the star [that is] b-612)
नक्षत्र,,,,,,,,,,,,,,
अच्छे,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
होंगे,,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
तुर्की,,,,,,,,,,,,,,
के,के,Org,Gestalt,,का,Org,Gestalt,,,के,Org,Gestalt,,
एक,,,,,,,,,,,,,,
तानाशाह,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
",",,,,,,,,,,,,,,
शायद,,,,,,,,,,,,,,
इसी,,,,,,,,,,,,,,
घटना,,,,,,,,,,,,,,
के,के कारण,Explanation,Explanation,1:1,के कारण,Explanation,Explanation,1:1,,के कारण,Explanation,Explanation,1:1,
कारण,के कारण,,,1:2,के कारण,,,1:2,,के कारण,,,1:2,
",",,,,,,,,,,,,,,
कानून,,,,,,,,,,,,,,
बना,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
यूरोपीय,,,,,,,,,,,,,,
ढंग,,,,,,,,,,,,,,
के,के,Characteristic,Characteristic,,का,Characteristic,Characteristic,,,के,Characteristic,Identity,,"cf. english guidelines 392??
**revisit**"
कपड़े,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पहनेगा,,,,,,,,,,,,,,
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
मौत,,,,,,,,,,,,,,
की,की,Identity,Identity,,का,Identity,Identity,,,की,Topic,Identity,,en guidelines 324
सजा,,,,,,,,,,,,,,
मिलेगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
वैज्ञानिक,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
1920,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,
फिर,,,,,,,,,,,,,,
प्रदर्शन,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
अपने,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
सूट-बूट,,,,,,,,,,,,,,
से,से,Possession,Instrument,,से,Possession,Instrument,,*Q* Possession?,से,Instrument,Instrument,,may not be an element of possession?
सजा,,,,,,,,,,,,,,
रखा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सबने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,agreed with his opinion?
उसकी,की,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
बात,,,,,,,,,,,,,,
मान,,,,,,,,,,,,,,
ली,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वयस्क,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
के,के कारण,Explanation,Explanation,1:1,के कारण,Explanation,Explanation,1:1,,के कारण,Explanation,Explanation,1:1,
कारण,के कारण,,,1:2,के कारण,,,1:2,,के कारण,,,1:2,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
मुझे,को,Originator,Agent,,को,Originator,Agent,,,को,Originator,Agent,,
इस,,,,,,,,,,,,,,
नक्षत्र,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
उसकी,की,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,की,Gestalt,Gestalt,,
संख्या,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
इतने,,,,,,,,,,,,,,
विस्तार,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
बताना,,,,,,,,,,,,,,
पड़ा।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
का,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Possessor,Possessor,,"thers is large trust in the numbers of big people 
(alienable?)"
संख्याओं,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,
बड़ा,,,,,,,,,,,,,,
विश्वास,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनसे,से,Agent,Ancillary,,से,Agent,Ancillary,,,से,Agent,Ancillary,,
आप,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
नए,,,,,,,,,,,,,,
दोस्त,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
बातें,,,,,,,,,,,,,,
करें,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
वे,,,,,,,,,,,,,,
कभी,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
सार्थक,,,,,,,,,,,,,,
प्रश्न,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पूछेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
कभी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पूछेंगे,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
उसकी,की,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,की,Gestalt,Gestalt,,
आवाज,,,,,,,,,,,,,,
कैसी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
से,से,Extent,Extent,,,,,,,से,??,??,,"emphasis here but same form as a postposition! 
(which and all games does he play)"
खेल,,,,,,,,,,,,,,
खेलता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तितलियां,,,,,,,,,,,,,,
इकट्ठी,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पूछेंगे,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
उम्र,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसके,के,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
कितने,,,,,,,,,,,,,,
भाई,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसका,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
वजन,,,,,,,,,,,,,,
कितना,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसके,के,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
पिता,,,,,,,,,,,,,,
कितनी,,,,,,,,,,,,,,
तनख्वाह,,,,,,,,,,,,,,
पाते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यही,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
जानने,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Circumstance,Circumstance,,context setting
विश्वास,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
उनका,का,Experiencer,Gestalt,,,,,,,का,Experiencer,Gestalt,,or is it Theme?
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहो,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
गुलाबी,,,,,,,,,,,,,,
ईंटों,,,,,,,,,,,,,,
का,का,Stuff,Stuff,,का,Stuff,Stuff,,*Q* or Characteristic?,का,Stuff,Stuff,,
एक,,,,,,,,,,,,,,
मकान,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
जिसकी,की,Whole,Whole,,का,Whole,Whole,,,की,Whole,Whole,,
खिड़कियों,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
जेरेनियम,,,,,,,,,,,,,,
के,के,Identity,Identity,,का,Identity,Identity,,unsure,के,Identity,Identity,,
फूल,,,,,,,,,,,,,,
लगे,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
छत,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
कबूतर,,,,,,,,,,,,,,
गुटर-गूं,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
वे,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
घर,,,,,,,,,,,,,,
की,की,Topic,Theme,,का,Topic,Topic,,,की,Topic,Theme,,
कल्पना,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
पायेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
एक,,,,,,,,,,,,,,
लाख,,,,,,,,,,,,,,
की,की,Identity,Identity,,का,Identity,Identity,,,की,Identity,Identity,,
कीमत,,,,,,,,,,,,,,
वाला,वाला,Cost,Characteristic,,वाला,Cost,Characteristic,,,वाला,Cost,Characteristic,,
घर,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
झट,,,,,,,,,,,,,,
बोलेंगे,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कितना,,,,,,,,,,,,,,
सुंदर,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इसी,,,,,,,,,,,,,,
तरह,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
उनसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहो,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नन्हा,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
आकर्षक,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
हंसता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
चाहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
उसके,के,Theme,Theme,,का,Theme,Theme,,,के,Theme,Theme,,
होने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
-,,,,,,,,,,,,,,
उसके,के,Gestalt,Gestalt,,,,,,,के,Gestalt,Gestalt,,
अस्तित्व,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Topic,Theme,,*Q*,को,Theme,Theme,,
साबित,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,2:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,2:2,,के लिए,,,1:2,
काफी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
तभी,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
भेड़,,,,,,,,,,,,,,
मांगेगा,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
ये,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
कंधा,,,,,,,,,,,,,,
उचका,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
तुम्हें,को,Topic,Theme,,को,Topic,Theme,,*Q*,को,Theme,Theme,,
बच्चा,,,,,,,,,,,,,,
समझ,,,,,,,,,,,,,,
लेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
कहा,,,,,,,,,,,,,,
जाए,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
जिस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
वह,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
उसका,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
नाम,,,,,,,,,,,,,,
बी-612,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
वह,,,,,,,,,,,,,,
मान,,,,,,,,,,,,,,
जायेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
सवाल,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पूछेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उनसे,से,Topic,Ancilary,,से,Topic,Ancillary,,*Q* no idea,से,??,Ancilary,,you must keep your self-worth (when dealing) with them
ऐसी,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
उम्मीद,,,,,,,,,,,,,,
रखनी,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बच्चों,,,,,,,,,,,,,,
को,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,pretty much same issue as mujhe chahiye
बड़े,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
के,के प्रति,Beneficiary,Direction,1:1,के प्रति,Topic,Direction,1:1,*Q* function,के प्रति,Beneficiary,Direction,1:1,"cf.  en guidelines 295 - 'She exhibits rudeness towards customers' , (children have to work patiently with adults)
from original french: Les enfants doivent être très indulgents envers les grandes personnes
ke prati = envers, which is towards."
प्रति,के प्रति,,,1:2,के प्रति,,,1:2,,के प्रति,,,1:2,
बड़े,,,,,,,,,,,,,,
धैर्य,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
काम,,,,,,,,,,,,,,
लेना,,,,,,,,,,,,,,
पड़ता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
हम,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जिन्हें,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
जीवन,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
समझदारी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
संख्याओं,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
परवाह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
यह,,,,,,,,,,,,,,
किस्सा,,,,,,,,,,,,,,
परियों,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Identity,,
कहानी,,,,,,,,,,,,,,
की,की तरह,Manner,ComparisonRef,1:1,की तरह,Manner,ComparisonRef,1:1,,की तरह,Manner,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
शुरू,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Originator,Agent,,को,Originator,Agent,,,को,Originator,Agent,,
कहना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
