,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बस,,,,,,,,,,,,,,
फूलों,,,,,,,,,,,,,,
के,के प्रति,??/Source,Direction,1:1,के प्रति,Source,Direction,1:1,*Q* no clue,के प्रति,Locus,Locus,1:1,"c'est de la pure méchanceté de la part des fleurs
Boldfaced french analogous to this expression
it is (a symbol of) pure wickedness on the part of the flowers

from shabdsagar, synonyms: 
१. सामने । मुकाबिले में । २. ओर । तरफ । लक्ष्य किए हुए । जैसे, किसी के प्रति श्रद्धा रखना
ओर is the closest match to la part / part of i can think of, 
hindi transliteration may often be 'on his/her side' (ive heard this commonly enough)
**revisit**"
प्रति,के प्रति,,,1:2,के प्रति,,,1:2,,के प्रति,??,Direction,1:2,
दुष्टता,,,,,,,,,,,,,,
के,के,Topic,Topic,,का,Topic,Topic,,,के,Topic,Topic,,
प्रतीक,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
थोड़ी,,,,,,,,,,,,,,
देर,,,,,,,,,,,,,,
तक,तक,EndTime,Interval,,तक,Duration,EndTime,,,तक,Duration,Duration,,i dont think there is an implicit endtime reference
चुप,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
झुंझला,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
प्रश्नों,,,,,,,,,,,,,,
की,की,QuantityItem,Stuff,,का,QuantityItem,Stuff,,,की,QuantityItem,Stuff,,"a showering of questions 
(scene has properties of a collective noun)
en guidelines 390"
एक,,,,,,,,,,,,,,
झड़ी,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
तेरी,की,Originator,Gestalt,,,,,,,की,Originator,Gestalt,,
बात,,,,,,,,,,,,,,
पर,पर,"Topic ",Theme,,पर,Topic,Topic,,,पर,"Topic ",Theme,,
विश्वास,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
कोमल,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मासूम,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जैसे,जैसे,Manner,ComparisonRef,,जैसे,Manner,ComparisonRef,,"*Q* however, in whatever way",जैसे,Manner,ComparisonRef,,"They reassure themselves however they can
it seems that the भी marginalises over all manner possibilities, 
but a comparison with each manner possibility is still made. 
"
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
हो,,,,,,,,,,,,,,
अपने,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,Goal or Recipient of their own selves?
आश्वस्त,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
लेते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कांटों,,,,,,,,,,,,,,
के,के,Theme,Theme,,का,Theme,Theme,,,के,Theme,Theme,,
होने,,,,,,,,,,,,,,
से,से,Explanation,Source,,से,Explanation,Source,,,से,Explanation,Source,,"Omkar Koul : cause, reason, or origin for function"
वे,,,,,,,,,,,,,,
अपने,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Theme,Theme,,"dont see a topic here - 
topic has been assimilated into surakshit as governed by samajhna"
सुरक्षित,,,,,,,,,,,,,,
समझते,,,,,,,,,,,,,,
होंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कोई,,,,,,,,,,,,,,
जवाब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
सोच,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
थोड़ी,,,,,,,,,,,,,,
देर,,,,,,,,,,,,,,
में,में,Time,Interval,,में,Time,Interval,,,में,Time,Interval,,
ठीक,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
मैं,,,,,,,,,,,,,,
बोल्ट,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Goal,Locus,,"en guidelines 82 
(bolt is not the final destination for the hammer?)"
हथौड़ा,,,,,,,,,,,,,,
चला,,,,,,,,,,,,,,
दूंगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
फिर,,,,,,,,,,,,,,
मेरा,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
ध्यान,,,,,,,,,,,,,,
बंटा,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
तुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
विश्वास,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
जानता।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Recipient,Agent,,,ने,Originator,Agent,,two governors?
जो,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
समझा,,,,,,,,,,,,,,
जवाब,,,,,,,,,,,,,,
दे,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
जरूरी,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अकबक,,,,,,,,,,,,,,
होकर,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
मुझे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देखा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
जरूरी,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,"Experiencer ",Agent,,ने,Experiencer,Agent,,,ने,"Experiencer ",Agent,,
देखा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मेरी,की,Whole,Whole,,का,Whole,Whole,,,की,Whole,Whole,,
उंगलियां,,,,,,,,,,,,,,
काली,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
भोंडी,,,,,,,,,,,,,,
सी,सी,Extent,Extent,,,,,,,सी,Extent,Extent,,
चीज,,,,,,,,,,,,,,
पर,पर,Direction,Locus,,पर,Direction,Locus,,,पर,Direction,Locus,,
हथौड़ा,,,,,,,,,,,,,,
लिए,,,,,,,,,,,,,,
झुका,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
बूढ़ों,,,,,,,,,,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,ComparisonRef,ComparisonRef,,,जैसे,ComparisonRef,ComparisonRef,,
बातें,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
थोड़ी,,,,,,,,,,,,,,
शर्म,,,,,,,,,,,,,,
आई,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
उस,,,,,,,,,,,,,,
पर,पर,Topic,Theme,,पर,Topic,Topic,,,पर,Topic,Theme,,
बिना,बिना,Manner,Manner,,बिना,Manner,Manner,,,बिना,Manner,Manner,,
ध्यान,,,,,,,,,,,,,,
दिए,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
उल्टा-पुल्टा,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
गड़बड़,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वास्तव,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
वह,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
चिढ़ा,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसके,के,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,
सुनहरे,,,,,,,,,,,,,,
बाल,,,,,,,,,,,,,,
हवा,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
उड़,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
ऐसे,,,,,,,,,*Q* इस तरह का,,,,,
ग्रह,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,,
बारे,के बारे में,,,,के बारे में,,,1:2,,के बारे में,,,,
में,के बारे में,,,,के बारे में,,,1:3,,के बारे में,,,,
जानता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
गुस्सैल,,,,,,,,,,,,,,
से,से,Manner,Manner,,,,,,,से,Manner,Manner,,
गुमसुम,,,,,,,,,,,,,,
रहने,,,,,,,,,,,,,,
वाले,वाला,Characteristic,Characteristic,,वाला,Characteristic,Characteristic,,,वाला,Characteristic,Characteristic,,
महाशय,,,,,,,,,,,,,,
रहते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनका,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
चेहरा,,,,,,,,,,,,,,
हरदम,,,,,,,,,,,,,,
लाल,,,,,,,,,,,,,,
बना,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उन्होंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,"verb feels agentive - pyaar karna. "
कभी,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
से,से,Stimulus,Ancillary,,से,Stimulus,Ancillary,,,से,Stimulus,Ancillary,,
प्यार,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
तारा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सूंघा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कभी,,,,,,,,,,,,,,
जोड़-घटाने,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
हिसाब-किताब,,,,,,,,,,,,,,
के,के अलावा,PartPortion,PartPortion,1:1,के अलावा,PartPortion,PartPortion,1:1,,के अलावा,PartPortion,PartPortion,1:1,
अलावा,के अलावा,,,1:2,के अलावा,,,1:2,,के अलावा,,,1:2,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
सारे,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
तेरी,की तरह,ComparisonRef,ComparisonRef,,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,,
तरह,की तरह,,,,की तरह,,,1:2,,की तरह,,,,
कहता,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
व्यस्त,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
मुझे,को,Agent,Recipient,,को,Possessor,Recipient,,*Q*,को,Experiencer,Recipient,,'I am very busy' ?
बहुत,,,,,,,,,,,Agent,Recipient,,
काम,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
’,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
दम्भ,,,,,,,,,,,,,,
से,से,Explanation,Source,,से,Theme,Instrument,,,से,Causer,Source,,"From the original little prince:
et ça le fait gonfler d'orgueil

दम्भ is similar here to orgueil - pride, arrogance
English may be 'he swelled with pride / self-importance'
Causer?"
वह,,,,,,,,,,,Explanation,Source,,
फूला,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
कोई,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Theme,Theme,,,,,,,को,Theme,Theme,,
कुकुरमुत्ता,,,,,,,,,,,,,,
कहेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्या?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कुकुरमुत्ता,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
गुस्से,,,,,,,,,,,,,,
से,से,Causer,Causer,,से,Causer,Causer,,"*Q* uncertain, could be Causer?",से,Causer,Causer,,
वह,,,,,,,,,,,,,,
नीला-पीला,,,,,,,,,,,,,,
होने,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
युग-युग,,,,,,,,,,,,,,
से,से,StartTime,Interval,,से,Duration,StartTime,,*Q*,से,Duration,Duration,,no implied start point-in-time here?
फूलों,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
कांटे,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
चले,,,,,,,,,,,,,,
आए,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
फूलों,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
खा,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
