,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
धरती,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सारे,,,,,,,,,,,,,,
मनुष्यों,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
एक-साथ,,,,,,,,,,,,,,
देख,,,,,,,,,,,,,,
लेगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
केवल,,,,,,,,,,,,,,
ऊँची-ऊँची,,,,,,,,,,,,,,
चोटियां,,,,,,,,,,,,,,
दिखाई,,,,,,,,,,,,,,
पड़ीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नमस्कार,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नम्रता,,,,,,,,,,,,,,
पूर्वक,,,,,पूर्वक,Manner,Manner,,,पूर्वक,??,??,,"Adverb forming suffix - annotatable? 
(agree this is Manner)"
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नमस्कार,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
नमस्कार,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
नमस्कार,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Identity,Identity,,,की,Characteristic,Characteristic,,namaskaar is not categorisable as an echo?
गूंज,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Goal,Recipient,,padnaa - to fall?
सुनाई,,,,,,,,,,,,,,
पड़ी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
आप?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
गूंज,,,,,,,,,,,,,,
उठी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरे,के,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
दोस्त,,,,,,,,,,,,,,
बन,,,,,,,,,,,,,,
जाइए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एकाकी,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एकाकी,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,
सोचा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
एकदम,,,,,,,,,,,,,,
सूखा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
नोकों,,,,,,,,,,,,,,'pointy'
वाला,वाला,Characteristic,Characteristic,,वाला,Characteristic,Characteristic,,,वाला,Characteristic,Characteristic,,
",",,,,,,,,,,,,,,
खरा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
के,के,Locus,Gestalt,,का,Locus,Gestalt,,,के,Locus,Locus,,'the people (over) here'
लोगों,,,,,,,,,,,,,,
के,के पास,Gestalt,Locus,1:1,के पास,Gestalt,Locus,1:1,,के पास,Gestalt,Locus,1:1,
पास,के पास,,,1:2,के पास,,,1:2,,के पास,,,1:2,
कल्पनाशक्ति,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
कहो,,,,,,,,,,,,,,
दोहरा,,,,,,,,,,,,,,
देते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,के,Gestalt,Gestalt,,"'my place?'
chez moi"
वहां,,,,,,,,,,,,,,
मेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
फूल,,,,,,,,,,,,,,
हरदम,,,,,,,,,,,,,,
बोलने,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
पहल,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपनी,की,Originator/Manner,Gestalt,,का,Manner,Gestalt,,,की,Originator,Gestalt,,**revisit**
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
बात,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
जानता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
