,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
बस,,,,,,,,,,,,,,
बच्चे,,,,,,,,,,,,,,
जानते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उन्हें,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
क्या,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
चिथड़ों,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,*Q* could also be Stuff,से,Source,Source,,
बनी,,,,,,,,,,,,,,
गुड़िया,,,,,,,,,,,,,,
से,से,Ancillary,Ancillary,,से,Instrument,Instrument,,,से,Ancillary,Ancillary,,play with (together with dolls) **revisit**
घंटों,,,,,,,,,,,,,,
खेलते,,,,,,,,,,,,,,
रहते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनके,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
महत्वपूर्ण,,,,,,,,,,,,,,
बन,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
उनकी,की,Possessor,Possessor,,का,Possessor,Possessor,,,की,Possessor,Possessor,,
गुड़िया,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
रोने,,,,,,,,,,,,,,
लगते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
अच्छे,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सिग्नल-मैन,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
