,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
उदास,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसके,के,Possessor,Possessor,,का,Possessor,Possessor,,,के,Possessor,Possessor,,
फूल,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
उससे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
ब्रहमांड,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Whole,Locus,,,में,Locus,Locus,,"flower as part of the universe - metaphysical
complex connotation"
वह,,,,,,,,,,,,,,
अपने,के,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,के,Gestalt,Gestalt,,
ढंग,,,,,,,,,,,,,,
का,का,Characteristic,Characteristic,,का,Characteristic,Identity,,,का,Characteristic,Characteristic,,"the Identity comes from the niraala 
which is neither object nor governor here"
निराला,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
है।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
केवल,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
बगीचे,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
उसके,के जैसे,ComparisonRef,ComparisonRef,1:1,जैसे,ComparisonRef,ComparisonRef,1:1,,के जैसे,ComparisonRef,ComparisonRef,1:1,
जैसे,के जैसे,,,1:2,जैसे,,,1:2,,के जैसे,,,1:2,
हजारों,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
खिल,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,
सोचा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
वो,,,,,,,,,,,,,,
इन्हें,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देख,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
परेशान,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जाएगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उससे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
वह,,,,,,,,,,,,,,
तरह-तरह,,,,,,,,,,,,,,
के,के,Characteristic,Characteristic,,का,Characteristic,Identity,,,के,Characteristic,Characteristic,,"
this is not a direct translation from the original
the original has 'touserrait' = cough a lot"
बहाने,,,,,,,,,,,,,,
बनाएगा,,,,,,,,,,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,Manner,ComparisonRef,,,जैसे,ComparisonRef,ComparisonRef,,"Manner when verb is being comared / described
but no verb here - the excuse is being elaborated"
मर,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
ताकि,ताकि,`d,`d,,,,,,,ताकि,`d,`d,,
उस,,,,,,,,,,,,,,
हास्यास्पद,,,,,,,,,,,,,,
स्थिति,,,,,,,,,,,,,,
से,से,Theme,Source,,से,Theme,Source,,,से,Theme,Source,,'recover from'
उबर,,,,,,,,,,,,,,
सके,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मुझे,को,Agent,Agent,,को,Agent,Agent,,,को,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
उसकी,की,Beneficiary,Theme,,का,Beneficiary,Theme,,,की,Theme,Theme,,
सेवा,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Identity,Identity,,,का,Topic,Identity,,
नाटक,,,,,,,,,,,Theme,Theme,,
करना,,,,,,,,,,,,,,
पड़ेगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
मुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
नीचा,,,,,,,,,,,,,,
दिखाने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
वह,,,,,,,,,,,,,,
सचमुच,,,,,,,,,,,,,,
मर,,,,,,,,,,,,,,
जाएगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
अपने,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Theme,Theme,,
उस,,,,,,,,,,,,,,
निराले,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
के,के कारण,Explanation,Explanation,1:1,के कारण,Explanation,Explanation,1:1,,के कारण,Explanation,Explanation,1:1,
कारण,के कारण,,,1:2,के कारण,,,1:2,,के कारण,,,1:2,
भाग्यशाली,,,,,,,,,,,,,,
समझता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
वह,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
साधरण,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
निकला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
तीन,,,,,,,,,,,,,,
घुटने,,,,,,,,,,,,,,
भर,,,,,,,,,,,Characteristic,Characteristic,,
के,के,Characteristic,Characteristic,,का,Characteristic,Identity,,,के,Characteristic,Identity,,
ज्वालामुखी,,,,,,,,,,,,,,
जिसमें,में,Whole,Locus,,के,Whole,Locus,,,में,Whole,Locus,,assumes whole is opposite of PartPortion
एक,,,,,,,,,,,,,,
शायद,,,,,,,,,,,,,,
हमेशा,,,,,,,,,,,,,,
के,के लिए,Duration,Duration,1:1,के लिए,Duration,Duration,1:1,,के लिए,Duration,Duration,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
सुप्त,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इतने,,,,,,,,,,,,,,
मात्रा,,,,,,,,,,,,,,
से,से,Explanation,Source,,से,Explanation,Source,,,से,Explanation,Explanation,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
ऐश्वर्यशाली,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
घास,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
लेटे-लेटे,,,,,,,,,,,,,,
उसकी,की,Whole,Whole,,का,Whole,Whole,,,की,Whole,Whole,,
आंखों,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
आंसू,,,,,,,,,,,,,,
बरसने,,,,,,,,,,,,,,
लगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
