,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
चीज,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
चीज,,,,,,,,,,,,,,
थोड़े,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
उड़ती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जहाज,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
जहाज,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
मेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
जहाज।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
बड़े,,,,,,,,,,,,,,
गर्व,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
बताया,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
आकाश,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
उड़,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरी,का,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
बात,,,,,,,,,,,,,,
सुनते,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
वह,,,,,,,,,,,,,,
चिल्ला,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
आसमान,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Direction,Source,,"en guidelines 109, similarly the speaker is never located At the sky."
गिरा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
̧,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
सकुचाते,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
बड़े,,,,,,,,,,,,,,
मजे,,,,,,,,,,,,,,
की,का,Characteristic,Characteristic,,का,Characteristic,Identity,,,की,??,Topic,,**revisit**
बात,,,,,,,,,,,,,,
है।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
खिलखिला,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
हंसा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
उसका,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Gestalt,Gestalt,,laughter may not need to be communicated by an Originator
हंसना,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
खला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मन,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
मन,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
चाहता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
मेरे,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,के,Gestalt,Gestalt,,unclear if the scene includes experiencing phenomenon
दुख,,,,,,,,,,,,,,
से,से,Stimulus,Source,,से,Stimulus,Source,,,से,Stimulus,Source,,
दुखी,,,,,,,,,,,,,,
हों,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,my mental state,की,Gestalt,Gestalt,,my mental state - unclear if there are any experiences..
मनःस्थिति,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Topic,Theme,,
बिना,बिना,Circumstance,Circumstance,,,,,,,बिना,Circumstance,Circumstance,,
समझे,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""तू",,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
आसमान,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Direction,Source,,In line with 139 above
आया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
घर,,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
उसकी,का,Gestalt,Gestalt,,का,Theme,Theme,,,की,Gestalt,Gestalt,,his mysterious presence - a property?
रहस्यमयी,,,,,,,,,,,,,,
उपस्थिति,,,,,,,,,,,,,,
मेरी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,की,Gestalt,Gestalt,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
आने,,,,,,,,,,,,,,
लगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,,,,,,तो,`d,,,
तू,,,,,,,,,,or as an Interval (duration),,,,
किसी,,,,,,,,,,"Solved by the OEHD it is lit. 'for a long time'/ 'for some time'""",,,,
दूसरे,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
आया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जवाब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
जहाज,,,,,,,,,,,,,,
देखता,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
सर,,,,,,,,,,,,,,
हिलाता,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
तरह,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
जहाज,,,,,,,,,,,,,,
पर,पर,Instrument,Locus,,पर,Instrument,Locus,,en guidelines 310,पर,Instrument,Locus,,en guidelines 310
कहीं,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
दूर,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
नहीं,,,,,,,,,,,,,,
आ,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बड़ी,,,,,,,,,,,,,,
देर,,,,,,,,,,,,,,
तक,तक,EndTime,Interval,,तक,EndTime,Interval,,,तक,Duration,EndTime,,"How to interpret बड़ी देर, as an absolute time reference (EndTime) 
or as an Interval (duration)
Solved by the OEHD it is lit. 'for a long time'/ 'for some time'"
कल्पना,,,,,,,,,,,,,,
लोक,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Circumstance,Circumstance,,*Q* answer to a where question but not a place,में,Locus,Locus,,"not Goal for the scene, 
given the continuous aspect of the verb"
डूबा,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
जेब,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
भेड़,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
चित्र,,,,,,,,,,,,,,
निकाल,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
उसे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
ऐसे,,,,,,,,,,,,,,
निहारने,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
जैसे,जैसे,Manner,ComparisonRef,,जैसे,Manner,ComparisonRef,,analogy,जैसे,Manner,ComparisonRef,,
वह,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
खजाना,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जरा,,,,,,,,,,,,,,
सोचिए,,,,,,,,,,,,,,
इसकी,का,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
बातों,,,,,,,,,,,,,,
में,में,Whole,Whole,,में,Whole,Whole,,,में,Whole,Whole,,
किसी,,,,,,,,,,,,,,
दूसरे,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
चर्चा,,,,,,,,,,,,,,
से,से,Explanation,Source,,से,Stimulus,Source,,,से,Explanation,Source,,"hona' as the governor 
may be better explained than stimulated?
This also falls under the closer cluster of (Explanation, Causer, Source) than Stimulus"
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
कितना,,,,,,,,,,,,,,
कौतुहल,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
और,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,even more'
जानना,,,,,,,,,,,,,,
चाहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरे,का,SocialRel,Gestalt,,का,Gestalt,Gestalt,,discourse associative,के,SocialRel,Gestalt,,
नन्हें,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
आया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तू?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
घर,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
मेरी,का,Possessor,Possessor,,का,Originator,Gestalt,,,की,Possessor,Possessor,,alienable in real or metaphorical contexts
भेड़,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
जाना,,,,,,,,,,,,,,
चाहता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
थोड़ी,,,,,,,,,,,,,,
देर,,,,,,,,,,,,,,
की,का,QuantityValue,QuantityValue,,का,QuantityValue,QuantityValue,,,की,QuantityValue,QuantityValue,,"following en guidelines 387 and assuming
quantityitems always governed by quantityvalue"
तन्मयता,,,,,,,,,,,,,,
के,के बाद,Time,Interval,1:1,के बाद,Time,Interval,1:1,,के बाद,Time,Interval,1:1,
बाद,के बाद,,,1:2,के बाद,,,1:2,,के बाद,,,1:2,
वह,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
""","","","","",""
तूने""",ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
मुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
जो,,,,,,,,,,,,,,
बक्सा,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
उसमें,में,Gestalt,Locus,,में,Gestalt,Locus,,,में,Gestalt,Locus,,
एक,,,,,,,,,,,,,,
अच्छाई,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
रात,,,,,,,,,,,,,,
को,को,Time,Time,,को,Time,Time,,,को,Time,Time,,
वह,,,,,,,,,,,,,,
मेरी,का,Possessor,Possessor,,,,,,,की,Possessor,Possessor,,
भेड़,,,,,,,,,,,,,,
के,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Beneficiary,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
घर,,,,,,,,,,,,,,
का,का,Identity,Identity,,का,Gestalt,Gestalt,,,का,??,Identity,,"work of the house - Identity?
**github** *8revisit**"
काम,,,,,,,,,,,,,,
देगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
बिल्कुल,,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
भला,,,,,,,,,,,,,,
लड़का,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,,,,,,तो,`d,,,
मैं,,,,,,,,,,,,,,
तुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
एक,,,,,,,,,,,,,,
रस्सी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
खूंटा,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
दे,,,,,,,,,,,,,,
दूंगा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
बांधने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए।,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बांधने,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Identity,,,का,Topic,Topic,,"functionally topic, in line with earlier examples"
बात,,,,,,,,,,,,,,
सुनकर,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
हतप्रभ,,,,,,,,,,,,,,
सा,सा,Extent,Extent,,,,,,,सा,Extent,Extent,,
हो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
बांधने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
तूने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
बांधा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,,,,,,तो,`d,,,
वह,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
मन,,,,,,,,,,,,,,
करे,,,,,,,,,,,,,,
चली,,,,,,,,,,,,,,
जायेगी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
खो,,,,,,,,,,,,,,
जायेगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरा,का,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,का,SocialRel,Gestalt,,
नन्हा,,,,,,,,,,,,,,
दोस्त,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
खिलखिलाया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मगर,,,,,,,,,,,,,,
जाएगी,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कहीं,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
नाक,,,,,,,,,,,,,,
की,की सीध में,Direction,Direction,1:1,की सीध में,Direction,Direction,1:1,,की सीध में,Direction,Direction,1:1,
सीध,की सीध में,,,1:2,की सीध में,,,1:2,,की सीध में,,,1:2,
में,की सीध में,,,1:3,की सीध में,,,1:3,,की सीध में,,,1:3,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
विषाद,,,,,,,,,,,,,,
भरे,,,,,,,,,,,,,,
स्वर,,,,,,,,,,,,,,
में,में,Manner,Manner,,में,Manner,Manner,,,में,Manner,Manner,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
ग्रह,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
छोटा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
सीधे,,,,,,,,,,,,,,
दूर,,,,,,,,,,,,,,
तक,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
जा,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
