,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
यात्री।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
झख,,,,,,,,,,,,,,
मार,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
अकेले,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,emphasis
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
ठीक,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Identity,,,की,Topic,Topic,,"बात is classified functionally as Topic, 
standardizing with 10, above

revisit? - need more examples / study"
बात,,,,,,,,,,,,,,
सोची,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
जीवन-मृत्यु,,,,,,,,,,,,,,
का,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,a question of life and death' - Identifies the question (not just plain Topic?)
प्रश्न,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के पास,Possessor,Locus,1:1,के पास,Possessor,Locus,1:1,,के पास,Possessor,Locus,1:1,
पास,के पास,,,1:2,के पास,,,1:2,,के पास,,,1:2,
मुश्किल,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
आठ,,,,,,,,,,,,,,
दिनों,,,,,,,,,,,,,,
के,के लिए,Duration,Duration,1:1,के लिए,ComparisonRef,Purpose,2:1,sufficiency/excess,के लिए,Duration,Duration,1:1,"cf en guidelines 52-55 - 
how long the event or state lasts 
(8 days of drinking water)

**github**"
लिए,के लिए,,,1:2,के लिए,,,2:2,,के लिए,,,1:2,
पीने,,,,,,,,,,,,,,
का,का,Purpose,Purpose,,का,Purpose,Purpose,,,का,Purpose,Purpose,,
पानी,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पहली,,,,,,,,,,,,,,
शाम,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
बस्ती,,,,,,,,,,,,,,
से,से,Locus,Source,,से,Locus,Source,,,से,Locus,Source,,
हजारों,,,,,,,,,,,,,,
मील,,,,,,,,,,,,,,
दूर,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
रेत,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
लेटा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
लग,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
सागर,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
जहाज,,,,,,,,,,,,,,
से,से,Whole,Source,,से,Source,Source,,,से,Whole,Source,,"I feel like a broken, floating board from the ship.
Broken board as being PartPortion of the ship"
टूटा,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
बहता,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
तख्ता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कल्पना,,,,,,,,,,,,,,
कीजिए,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,sets the context
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
कितना,,,,,,,,,,,,,,
आश्चर्य,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
तड़के,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
सी,सी,Extent,Extent,,,,,,,सी,Extent,Extent,,
कच्ची,,,,,,,,,,,,,,
सी,सी,Extent,Extent,,,,,,,सी,Extent,Extent,,
आवाज,,,,,,,,,,,,,,
ने,ने,Causer,Causer,,ने,Causer,Causer,,,ने,Causer,Agent,,jagaana has conntations of being caused / causing something
मुझे,को,Theme,Theme,,,,,,,को,Theme,Theme,,
जगाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सुनिए,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Beneficiary,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
एक,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,"picture of a sheep, therefore Identity as sheep identifies the picture"
तस्वीर,,,,,,,,,,,,,,
बना,,,,,,,,,,,,,,
दीजिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
चित्र,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,emphasis
उछल,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,Manner,ComparisonRef,,,जैसे,ComparisonRef,ComparisonRef,,"cf. en guidelines 463.b
However, where an analogy is an external comment on an event rather than fill-
ing in a role of the event, it is simply COMPARISONREF. Contrast:"
पतीले,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
पैर,,,,,,,,,,,,,,
पड़,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आंख,,,,,,,,,,,,,,
मली,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
देखा।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
विचित्र,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
छोटा,,,,,,,,,,,,,,
सा,सा,Extent,Extent,,,,,,,सा,Extent,Extent,,
लड़का,,,,,,,,,,,,,,
मुझे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
चुपचाप,,,,,,,,,,,,,,
निहार,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बाद,बाद में,Time,Time,1:1,बाद में,Time,Time,1:1,,बाद में,Time,Time,1:1,"however the time reference is in the previous sentence!
This suggests expanding the scope of the scene"
में,बाद में,,,1:2,बाद में,,,1:2,,बाद में,,,1:2,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
याद,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
उसकी,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
जो,,,,,,,,,,,,,,
सबसे,से,ComparisonRef,ComparisonRef,,से,ComparisonRef,ComparisonRef,,,से,Whole,Whole,,cf. english guidelines 359.f
अच्छी,,,,,,,,,,,,,,
तस्वीर,,,,,,,,,,,,,,
बनाई,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
तस्वीर,,,,,,,,,,,,,,
से,से,ComparisonRef,ComparisonRef,,से,ComparisonRef,ComparisonRef,,,से,ComparisonRef,ComparisonRef,,
कहीं,,,,,,,,,,,,,,
अधिक,,,,,,,,,,,,,,
आकर्षक,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तस्वीर,,,,,,,,,,,,,,
उसकी,का जैसा,Manner,ComparisonRef,1:1,का जैसा,Manner,ComparisonRef,1:1,,की जैसा,Manner,ComparisonRef,1:1,cf en guidelines 466
जैसी,का जैसा,,,1:2,का जैसा,,,1:2,,की जैसा,,,1:2,
नहीं,,,,,,,,,,,,,,
बनी,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,,,,,,तो,`d,,,"discourse 'so', 'then'"
मेरा,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,what fault of mine?
क्या,,,,,,,,,,,,,,
दोष।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बचपन,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,retrospecive pointing and no anchor datetime/event
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,emphasis
बुजुर्गों,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
हतोत्साहित,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तब,,,,,,,,,,,,,,
से,से,StartTime,StartTime,,,,,,,से,StartTime,StartTime,,
मैं,,,,,,,,,,,,,,
अजगर,,,,,,,,,,,,,,
के,के अलावा,PartPortion,PartPortion,1:1,के अलावा,PartPortion,PartPortion,1:1,,के अलावा,PartPortion,PartPortion,1:1,en guidelines cf. 428
अलावा,के अलावा,,,1:2,के अलावा,,,1:2,,के अलावा,,,1:2,
कुछ,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,emphasis
बनाना,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सीख,,,,,,,,,,,,,,
पाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अचंभे,,,,,,,,,,,,,,
में,में,Characteristic,Locus,,में,Characteristic,Locus,,,में,Goal,Locus,,
पड़ा,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
छाया,,,,,,,,,,,,,,
सी,सा,ComparisonRef,ComparisonRef,,,,,,,सी,Extent,Identity,,revisit
आकृति,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
खुली-खुली,,,,,,,,,,,,,,
आंखों,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,or is this Manner,से,Instrument,Instrument,,"with my wide-open eyes'. Think this is Instrument because this is like a PP that takes an NP complement, where Manner might be typically answerable by adverbs."
देखता,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
भूलिऐ,,,,,,,,,,,,,,
मत,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
बस्ती,,,,,,,,,,,,,,
से,से,Locus,Source,,से,Locus,Source,,,से,Locus,Source,,
हजारों,,,,,,,,,,,,,,
मील,,,,,,,,,,,,,,
दूर,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
लड़का,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,emphasis
भटका,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
भूखा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
प्यासा,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
डरा,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जरा,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,emphasis 'too'
नहीं,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
निर्जन,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
खो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
बोली,,,,,,,,,,,,,,
निकली,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,,,,,,तो,`d,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
पर...,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,coordinating conjunction (but what are you doing here?)
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,coordinating conjunction (but what are you doing here?)
तू,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
धीरे,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,ComparisonRef,ComparisonRef,,,जैसे,ComparisonRef,ComparisonRef,,
एक,,,,,,,,,,,,,,
भारी,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
कहनी,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
दोहराया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मेरे,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Beneficiary,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:1,
एक,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
चित्र,,,,,,,,,,,,,,
बना,,,,,,,,,,,,,,
दीजिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
रहस्यमय,,,,,,,,,,,,,,
लग,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
टालने,,,,,,,,,,,,,,
का,का,ComparisonRef,Purpose,,का,ComparisonRef,Purpose,,sufficiency/excess,का,Purpose,Purpose,,passes the 'in order to' test
साहस,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
निर्जन,,,,,,,,,,,,,,
स्थान,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
जबकि,,,,,,,,,,,,,,
सर,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,death is swirling on my head=I am facing danger of death?,पर,Goal,Locus,,
मौत,,,,,,,,,,,,,,
मंडरा,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बनाने,,,,,,,,,,,,,,
की,का,Topic,Identity,,का,Topic,Identity,,,की,Topic,Topic,,"baat is functionally Topic in line with 10, above
not MWE "
बात,,,,,,,,,,,,,,
हास्यास्पद,,,,,,,,,,,,,,
लगी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
जेब,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
कागज,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
कलम,,,,,,,,,,,,,,
निकाल,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,nothing to experience ?
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
विशेषकर,,,,,,,,,,,,,,
इतिहास,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
भूगोल,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
व्याकरण,,,,,,,,,,,,,,
पढ़ी,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
थोड़ा,,,,,,,,,,,,,,
झुंझला,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
कहा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,"dont think this is a bodily sensation, emotion, mental state, perception"
चित्र,,,,,,,,,,,,,,
बनाने,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
आते,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
बनाओ,,,,,,,,,,,,,,
न!,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जवाब,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
भेड़,,,,,,,,,,,,,,
बनाना,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
आता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
वही,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
आता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
स्तब्ध,,,,,,,,,,,,,,
रह,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
अजगर,,,,,,,,,,,,,,
के,का,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,Stomach of the snake
पेट,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
बंद,,,,,,,,,,,,,,
हाथी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अजगर,,,,,,,,,,,,,,
खौफनाक,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
हाथी,,,,,,,,,,,,,,
बड़ा,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
भारी,,,,,,,,,,,,,,
भरकम।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के,Possessor,Possessor,,का,Possessor,Possessor,,,के,Possessor,Possessor,,
घर,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
सब,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
छोटा-छोटा,,,,,,,,,,,,,,
सा,सा,Extent,Extent,,,,,,,सा,Extent,Extent,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
भेड़,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,emphasis
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
बनाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
ठीक,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
देखा,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,NONSNACS,NONSNACS,,,,,,,तो,`d,,,
अभी,,,,,,,,,,,,,,
से,से,StartTime,StartTime,,से,StartTime,StartTime,,,से,StartTime,StartTime,,
बीमार,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
दूसरी,,,,,,,,,,,,,,
बनाओ।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
बनाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
दोस्त,,,,,,,,,,,,,,
के,के,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,lips of my friend
होठों,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
एक,,,,,,,,,,,,,,
हल्की,,,,,,,,,,,,,,
सी,सी,Extent,Extent,,,,,,,सी,Extent,Extent,,
सहानभूतिपूर्ण,,,,,,,,,,,,,,
हंसी,,,,,,,,,,,,,,
खेल,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
देखो,,,,,,,,,,,,,,
न।,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
थोड़े,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
भेड़ा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
इसके,के,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
सींग,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
फिर,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Recipient,Agent,,ने,Recipient,Agent,,,ने,Recipient,Agent,,
फिर,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
स्वीकारा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
बूढ़ा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
