,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
तू,,,,,,,,,,,,,,
मौजूद,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
अभी,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पचास,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
पचास,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
पता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
....,,,,,,,,,,,,,,
याद,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,ही,Focus,Focus,,,,,,,
नहीं,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इतना,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बड़ा,,,,,,,,,,,,,,
गम्भीर,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
बेकार,,,,,,,,,,,,,,
की,की,Characteristic,Characteristic,,की,Topic,Identity,,baat has historically been Topic,का,Characteristic,Identity,,
बातों,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,
नहीं,,,,,,,,,,,,,,
पड़ता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
दो,,,,,,,,,,,,,,
पांच,,,,,,,,,,,,,,
सात,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इक्यावन,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
दोहराया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
सवाल,,,,,,,,,,,,,,
पूछने,,,,,,,,,,,,,,
पर,पर,Time,Time,,पर,Time,Time,,"Assumes that Time can mediate 
between events and non-events",पर,Time,Time,,
जीवन,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,'during' use,में,Time,Time,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
कभी,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
उत्तर,,,,,,,,,,,,,,
पाए,,,,,,,,,,,,,,
बिना,बिना,Circumstance,Circumstance,,बिना,Circumstance,Circumstance,,properly sets context (phrase can be eliminated),बिना,Circumstance,Circumstance,,*Q*
छोड़ा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
व्यवसायी,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
सिर,,,,,,,,,,,,,,
उठाया,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
चौव्वन,,,,,,,,,,,,,,
साल,,,,,,,,,,,,,,
से,से,StartTime,Interval,,से,Time,Interval,,no indication of starting time - just duration,से,StartTime,Interval,,
इस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
हूं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
बीच,के बीच,Time,Time,,के बीच,Time,Time,,,के बीच,Time,Time,,
मेरे,के,Agent,Gestalt,,के,Agent,Gestalt,,,का,Agent,Gestalt,,
काम,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,"taking the usage of : पड़ी है 
as the governor",में,Theme,Theme,,the work is undergoing a change of state (an interruption)
केवल,,,,,,,,,,,,,,
तीन,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
बाधा,,,,,,,,,,,,,,
पड़ी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पहली,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बाईस,,,,,,,,,,,,,,
साल,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
भौरा,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
जाने,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
गिर,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इतने,,,,,,,,,,,,,,
जोरों,,,,,,,,,,,,,,
की,का,Characteristic,Characteristic,,का,Characteristic,Characteristic,,"जोरों is not being ascribed any category
'a voice of great might'",का,Characteristic,Identity,,
आवाज,,,,,,,,,,,,,,
हुई,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मुझसे,से,Agent,Agent,,से,Causer,Causer,,,से,Agent,Agent,,
हिसाब,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,"'error in judgement' 
or 'error in calculation'",में,Topic,Topic,,
चार,,,,,,,,,,,,,,
गलतियां,,,,,,,,,,,,,,
हुईं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
दूसरी,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ग्यारह,,,,,,,,,,,,,,
साल,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
गठिया,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
व्यायाम,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,तो,Focus,Focus,,,,,,,
कर,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पाता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के पास,Possessor,Locus,,के पास,Possessor,Locus,,**revisit Locus**,के पास,Possessor,Possessor,1:1,can time be possessed? should this be annotated at all
पास,के पास,,,,के पास,,,,,के पास,,,1:2,
खराब,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
वक्त,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,तो,Focus,Focus,,,,,,,
है,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
गम्भीर,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
ठहरा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तीसरा,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
....,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तो,तो,`d,,,तो,`d,,,,,,,,
मैं,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
इक्यावन,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इक्यावन,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
व्यवसायी,,,,,,,,,,,,,,
समझ,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उसे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
शांति,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
मिलने,,,,,,,,,,,,,,
वाली,वाली,NONSNACS,NONSNACS,,वाली,NONSNACS,NONSNACS,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
छोटी-छोटी,,,,,,,,,,,,,,
चीजें,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
कभी-कभी,,,,,,,,,,,,,,
आसमान,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
दिखाई,,,,,,,,,,,,,,
पड़ती,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मक्खियां?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
भाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
चमकती,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जुगनू?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सुनहरी,,,,,,,,,,,,,,
चीजें,,,,,,,,,,,,,,
जिन्हें,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देखकर,,,,,,,,,,,,,,
असली,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
हवाई,,,,,,,,,,,,,,
किले,,,,,,,,,,,,,,
बनाने,,,,,,,,,,,,,,
लगते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
ऐसा-वैसा,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Possessor,Recipient,,को,??,Recipient,,I do not have the luxury to waste time,को,Gestalt,Recipient,,
वक्त,,,,,,Possessor,Recipient,,,,,,,
खराब,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
की,की,Purpose,Purpose,,की,Purpose,Purpose,,,का,Purpose,Purpose,,
फुरसत,,,,,,,,,,,,,,
नहीं।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सितारे,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सितारे,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इन,,,,,,,,,,,,,,
पचास,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
से,से,Topic,Ancillary,,से,Topic,Ancillary,,"what''s your deal with these fifty crore stars?'
que fais-tu des cinq cent millions d'étoiles? - 
you could easily replace des with avec (with) and keep the meaning
deal and avec suggest Ancillary",से,Topic,Topic,,*Q*
तेरा,का,Experiencer/??,Gestalt,,का,??,Gestalt,,dont think matlab here means 'meaning' **revisit**,का,Experiencer,Gestalt,,
क्या,,,,,,,,,,,,,,
मतलब,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पचास,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
पचास,,,,,,,,,,,,,,
करोड़,,,,,,,,,,,,,,
सोलह,,,,,,,,,,,,,,
लाख,,,,,,,,,,,,,,
बाईस,,,,,,,,,,,,,,
हजार,,,,,,,,,,,,,,
सात,,,,,,,,,,,,,,
सौ,,,,,,,,,,,,,,
इक्तीस,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
इधर-उधर,,,,,,,,,,,,,,
की,की,Topic,Topic,,की,Topic,Topic,,,का,Topic,Topic,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
गलती,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
इन,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Topic,Theme,,This translation with the ka is an exact parallel of the french original,का,Theme,Theme,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनका,का,Theme,Theme,,का,Topic,Theme,,,का,Theme,Theme,,
मैं,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
बस,,,,,,,,,,,,,,
उनका,का,Possession,Possession,,का,Possession,Possession,,,का,Possession,Possession,,
मालिक,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
का,का,Possession,Possession,,का,Possession,Possession,,,का,Possession,Possession,,
मालिक,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हां।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Topic,Theme,,
जानता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वो,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
कहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,
उसी,,,,,,,,,,,,,,
का,का,Agent,Gestalt,,का,Agent,Gestalt,,,का,Agent,Gestalt,,
राज्य,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजाओं,,,,,,,,,,,,,,
का,का,Possessor,Possessor,,का,Gestalt,Gestalt,,"blank slate governee - can pick anything from 
Possessor / Characteristic / Gestalt. 
Should we extend the scene to the previous sentence, making this Gestalt?",का,Possessor,Possessor,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बस,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
शासन,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
रखना,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
शासन,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
अलग,,,,,,,,,,,,,,
चीजें,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इन,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
का,का,Possession,Possession,,का,Possession,Possession,,,का,Possession,Possession,,
मालिक,,,,,,,,,,,,,,
होने,,,,,,,,,,,,,,
से,से,Explanation,Source,,से,Explanation,Explanation,,"Secondary event that causes main governor
From Omkar Koul for Function: use of se for cause, reason, origin",से,Explanation,Source,,
तुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
क्या,,,,,,,,,,,,,,
मिलता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
इनकी,की वजह से,Explanation,Explanation,1:1,की वजह से,Explanation,Explanation,1:1,secondary event explains main event of becoming rich,की वजह से,Explanation,Explanation,1:1,
वजह,की वजह से,,,1:2,की वजह से,,,1:2,,की वजह से,,,1:2,
से,की वजह से,,,1:3,की वजह से,,,1:3,,की वजह से,,,1:3,
धनी,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
धनी,,,,,,,,,,,,,,
होने,,,,,,,,,,,,,,
से,से,Means,Means,,से,Explanation,Explanation,,same reasoning as 573 in the sheet,से,Explanation,Source,,
फायदा,,,,,,Means,Means,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
किन्हीं,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Theme,Theme,,"using kiske baare me as question for Topic marker
",का,Topic,Topic,,
पता,,,,,,,,,,,,,,
चले,,,,,,,,,,,,,,
तो,तो,`d,,,तो,`d,,,,,,,,
मैं,,,,,,,,,,,,,,
उन्हें,को,Possession,Theme,,को,Theme,Theme,,need to check possession in verbnet,को,Possession,Theme,,
खरीद,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Agent,Agent,,internal action,ने,Experiencer,Agent,,
सोचा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
तो,,,,,,,,,,,,,,
बिल्कुल,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
शराबी,,,,,,,,,,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,ComparisonRef,ComparisonRef,,external comment usage en guidelines 463,जैसे,ComparisonRef,ComparisonRef,,
तर्क,,,,,,,,,,,,,,
दे,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अरे,,,,,,,,,,,,,,
भाई,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
को,को,Possession,Theme,,को,Possession,Theme,,possession as there is possible possessor in the sentence 'koi',को,Theme,Theme,,*Q* Possession?
कोई,,,,,,,,,,,,,,
कैसे,,,,,,,,,,,,,,
रख,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
कैसे,,,,,,,,,,,,,,
उनका,का,Possession,Possession,,का,Possession,Possession,,,का,Possession,Possession,,
मालिक,,,,,,,,,,,,,,
बन,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तो,तो,`d,,,तो,`d,,,,,,,,
किसके,के,Possessor,Possessor,,के,Possessor,Possessor,,,का,Possessor,Possessor,,
हैं,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
सितारे,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
व्यवसायी,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
खीज,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
पूछा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
