,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
फिर,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
जरूरत,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हम,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
जिस,,,,,,,,,,,,,,
कुएं,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Goal,Locus,,
पहुँचे,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
सहारा,,,,,,,,,,,,,,
रेगिस्तान,,,,,,,,,,,,,,
के,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,Gestalt/Locus,Gestalt,,"does 'desert' have a strong place connotation?
if it is definite, it might be Locus, otherwise Gestalt"
अंध,,,,,,,,,,,,,,
कुओं,,,,,,,,,,,,,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,??,??,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
के,के,Locus,Gestalt,,का,Locus,Gestalt,,,के,Locus,Gestalt,,
कुएं,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
सीधे,,,,,,,,,,,,,,
से,से,Manner,Manner,,,,,,,से,Manner,Manner,,adverbial and applies to karna
रेत,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
किए,,,,,,,,,,,,,,
गए,,,,,,,,,,,,,,
सुराख,,,,,,,,,,,,,,
से,से,ComparisonRef,ComparisonRef,,,,,,,से,Extent,Extent,,
लगते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
किसी,,,,,,,,,,,,,,
गांव,,,,,,,,,,,,,,
का,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,Locus,Gestalt,,
कुआं,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
गांव,,,,,,,,,,,,,,
कहीं,,,,,,,,,,,,,,
दिखाई,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पड़,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
लगा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
सपना,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कितनी,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
तैयार,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
घिरनी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
रस्सी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
बाल्टी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Originator,Recipient,,को,Experiencer,Recipient,,,को,Recipient,Recipient,,"Literally, 'a laugh came to him'"
हंसी,,,,,,,,,,,,,,
आ,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
रस्सी,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,*Q*,को,Theme,Theme,,
छू,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
घिरनी,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Goal,Locus,,
रस्सी,,,,,,,,,,,,,,
डालकर,,,,,,,,,,,,,,
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
घुमाने,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उससे,से,Source,Source,,से,Explanation,Source,,,से,Source,Source,,nothing to explain?
आवाज,,,,,,,,,,,,,,
होने,,,,,,,,,,,,,,
लगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तूने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
सुना,,,,,,,,,,,,,,
हम,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
कुएं,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
जगा,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
गा,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
चाहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उसे,को,Beneficiary,Recipient,,को,Beneficiary,Recipient,,,को,Beneficiary,Recipient,,
कष्ट,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
बहुत,,,,,,,,,,,,,,
भारी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ला,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
भरता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
धीरे-धीरे,,,,,,,,,,,,,,
बाल्टी,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
कुएं,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
उतारा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Goal,Locus,,
बाल्टी,,,,,,,,,,,,,,
रखी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,
कानों,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
घिरनी,,,,,,,,,,,,,,
के,के,Theme,Theme,,का,Theme,Theme,,,के,Theme,Theme,,
फिसलने,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,*Q* Sensory content,का,Topic,Topic,,'yeh sangeet girni ke fisalne ke baare me hain'?
संगीत,,,,,,,,,,,,,,
गूंज,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
हिलते,,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
धूप,,,,,,,,,,,,,,
की,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
छाया,,,,,,,,,,,,,,
हिल,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
इसी,,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
की,की,Stimulus,Theme,,का,Stimulus,Gestalt,,,की,Theme,Theme,,"water does not stimulate thirst, quenches it?
translation is exact parallel of original french, 
using 'de' or 'of', so, ''I have thirst of this water' here'
suggests that water is an argument to 'thirst' predicate"
प्यास,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
पानी,,,,,,,,,,,,,,
दो,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरी,की,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,की,Experiencer,Gestalt,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
आ,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
ढूंढ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
उसके,के,Whole,Whole,,,,,,,के,Whole,Whole,,
होठों,,,,,,,,,,,,,,
तक,तक,Goal,Extent,,तक,Goal,Goal,,,तक,Extent,Goal,,modifies 'uTaana' and gives it a degree
बाल्टी,,,,,,,,,,,,,,
उठाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
आंखें,,,,,,,,,,,,,,
बंद,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
गट-गट,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
पी,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसका,का,Agent,Gestalt,,का,Agent,Gestalt,,,का,Agent,Agent,,"Applies to whole constituent 
'[The Act of] his drinking water'
[The Act of] may not be a permanent property?"
पानी,,,,,,,,,,,,,,
पीना,,,,,,,,,,,,,,
उत्सव,,,,,,,,,,,,,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
भला,,,,,,,,,,,,,,
लग,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
साधारण,,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
की,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
छांव,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
हमारी,की,Theme,Gestalt,,,,,,,की,Gestalt,Gestalt,,
यात्रा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
घिरनी,,,,,,,,,,,,,,
के,के,Gestalt,Gestalt,,का,Gestalt,Gestalt,,*Q* sensory content,के,Gestalt,Gestalt,,not elaborated upon like previous example
संगीत,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
बाजुओं,,,,,,,,,,,,,,
के,के,Agent,Gestalt,,का,Agent,Gestalt,,*Q* metonymy?,के,Agent,Gestalt,,
श्रम,,,,,,,,,,,,,,
से,से,Explanation,Source,,से,Originator,Source,,,से,Causer,Source,,
जन्मा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मन,,,,,,,,,,,,,,
के,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Beneficiary,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
बलदायक,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
जैसे,जैसा,ComparisonRef,ComparisonRef,,जैसा,ComparisonRef,ComparisonRef,,,जैसा,ComparisonRef,ComparisonRef,,
एक,,,,,,,,,,,,,,
उपहार,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
छोटा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
क्रिसमस,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,
घर,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
सजा,,,,,,,,,,,,,,
उपहारों,,,,,,,,,,,,,,
से,से,Theme,Instrument,,से,Causer,Causer,,,से,??,??,,"trees laden with presents'
very unauthorized translation from original
Presents dont cause the ladenness...
Whole?"
लदा,,,,,,,,,,,,,,
पेड़,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
गिरजाघर,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
प्रार्थना,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,*Q*,का,Topic,Topic,,
संगीत,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मुस्कराहटों,,,,,,,,,,,,,,
की,की,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,की,Gestalt,Gestalt,,
मधुरता,,,,,,,,,,,,,,
मिल,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
उपहारों,,,,,,,,,,,,,,
से,से,Causer,Source,,से,Causer,Source,,,से,Causer,Source,,
मिली,,,,,,,,,,,,,,
खुशी,,,,,,,,,,,,,,
पर,पर,Explanation,Time,,पर,Explanation,Time,,*Q* idk,पर,Causer,Causer,,"enveloped in happiness'?
chaa jaana is 'overpower'
Koul, par as 'Cause or Reason'
Causer as the participants are Entities
Not exactly time as these are entities, not events, 
related to happiness"
छा,,,,,,,,,,,,,,
जाते,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
के,के,Locus,Gestalt,,का,Locus,Gestalt,,,के,Locus,Gestalt,,definite reference of dharti
आदमी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
बगीचे,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
हजारों,,,,,,,,,,,,,,
गुलाब,,,,,,,,,,,,,,
लगते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
उन्हें,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
वह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
मिलता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
जिसकी,की,Theme,Theme,,का,Stimulus,Theme,,,की,Theme,Theme,,
उन्हें,को,Agent,Recipient,,को,Experiencer,Recipient,,,को,Agent,Recipient,,"**also see 18, above**"
तलाश,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
ढूंढ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पाते,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Agent,Agent,,can one originate an echo?
प्रतिध्वनि,,,,,,,,,,,,,,
की,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
जिसकी,का,Theme,Theme,,का,Stimulus,Theme,,,का,Theme,Theme,,**revisit xref 18 above**
उन्हें,को,Agent,Recipient,,को,Experiencer,Recipient,,,को,Agent,Recipient,,
तलाश,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
थोड़े,,,,,,,,,,,,,,
से,से,Extent,Extent,,,,,,,से,Extent,Extent,,
पानी,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
मिल,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
निश्चित,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
बात,,,,,,,,,,,,,,
पूरी,,,,,,,,,,,,,,
की,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
आंखें,,,,,,,,,,,,,,
अंधी,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हमें,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
दिल,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,only context tells? this could have been source
खोजना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
पानी,,,,,,,,,,,,,,
पी,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सांस,,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
चलने,,,,,,,,,,,,,,
लगी,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सूर्योदय,,,,,,,,,,,,,,
के,के समय,Time,Time,1:1,का,Gestalt,Gestalt,,,के समय,Time,Time,1:1,
समय,के समय,,,1:2,,,,,,के समय,,,1:2,
रेत,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
रंग,,,,,,,,,,,,,,
शहद,,,,,,,,,,,,,,
जैसा,जैसा,ComparisonRef,ComparisonRef,,जैसा,ComparisonRef,ComparisonRef,,,जैसा,ComparisonRef,ComparisonRef,,
हो,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
रंग,,,,,,,,,,,,,,
के,के कारण,Explanation,Explanation,1:1,के कारण,Explanation,Explanation,1:1,,के कारण,Explanation,Explanation,1:1,
कारण,के कारण,,,1:2,के कारण,,,1:2,,के कारण,,,1:2,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
खुश,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
दुखी,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
होऊँ,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
अपना,का,Agent,Gestalt,,का,Experiencer,Gestalt,,*Q* Originator?,का,Gestalt/Originator,Gestalt,,
वादा,,,,,,,,,,,,,,
पूरा,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरे,के पास,Goal,Locus,1:1,के पास,Goal,Locus,1:1,,के पास,Goal,Locus,1:1,
पास,के पास,,,1:2,के पास,,,1:2,,के पास,,,1:2,
आकर,,,,,,,,,,,,,,
बैठता,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
वो,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
सा,,,,,,,,,,,,,,
वादा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वही,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जाबा,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
का,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
मुंह,,,,,,,,,,,,,,
बंद,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
जिम्मेदारी,,,,,,,,,,,,,,
मेरे,के ऊपर,Gestalt,Locus,1:1,के ऊपर,Gestalt,Locus,1:1,,के ऊपर,Locus,Locus,1:1,relationship of 'responsibility' to 'me' is locative?
ऊपर,के ऊपर,,,1:2,के ऊपर,,,1:2,,के ऊपर,,,1:2,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
जेब,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
रेखाचित्रों,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
कापी,,,,,,,,,,,,,,
निकाली,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
चित्रों,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देखकर,,,,,,,,,,,,,,
हंसता,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
बाओबाब,,,,,,,,,,,,,,
के,के,Topic,Topic,,का,Topic,Topic,,,के,Topic,Topic,,Do we remove Topic ~ Identity'
