,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
महासागर,,,,,,,,,,,,,,
के,के,Locus,Whole,,का,Locus,Whole,,,के,Gestalt,Gestalt,,"is an island located in the ocean,
is an island part of the ocean,
philosophical!"
एक,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
छोटे,,,,,,,,,,,,,,
से,से,Extent,Extent,,,,,,,से,Extent,Extent,,
द्वीप,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Locus,Locus,,no actual movement here?
ठूंसा,,,,,,,,,,,,,,
जा,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
पर,पर,Topic,Theme,,पर,Stimulus,Theme,,,पर,Topic,Theme,,**stimulus versus topic** vishvaas - historical?
विश्वास,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
करेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनके,के ख़याल से,`d,`d,1:1,के ख़याल से,`d,`d,1:1,,के ख़याल से,`d,`d,1:1,
ख्याल,के ख़याल से,,,1:2,के ख़याल से,,,1:2,,के ख़याल से,,,1:2,
से,के ख़याल से,,,1:3,के ख़याल से,,,1:3,,के ख़याल से,,,1:3,
वे,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
भू-भाग,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Locus,Locus,,
काबिज,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
अपने,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Theme,Theme,,No topical use?
बाओबाब,,,,,,,,,,,,,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
महत्वपूर्ण,,,,,,,,,,,,,,
समझते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
संस्थाओं,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
बात,,,,,,,,,,,,,,
करनी,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
उन्हें,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
अच्छा,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
बहुत,,,,,,,,,,,,,,
वक्त,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
लगाना,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझ,,,,,,,,,,,,,,
पर,पर,Topic,Theme,,पर,Stimulus,Theme,,,पर,Theme,Theme,,"belief as an internal action?
I cannot stimulate trust? **revisit**"
तुम्हें,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
विश्वास,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
जानता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
आकर,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Recipient,Agent,,*Q*,ने,Experiencer,Agent,,verb is 'obtain'? - strange one
एक,,,,,,,,,,,,,,"this might be just one token, ekdam"
दम,,,,,,,,,,,,,,
सुनसान,,,,,,,,,,,,,,
पाया,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
नन्हे,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बड़ा,,,,,,,,,,,,,,
आश्चर्य,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
डर,,,,,,,,,,,,,,
लग,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
पृथ्वी,,,,,,,,,,,,,,
के,के अलावा,PartPortion,PartPortion,1:1,के अलावा,PartPortion,PartPortion,1:1,,के अलावा,PartPortion,PartPortion,1:1,
अलावा,के अलावा,,,1:2,के अलावा,,,1:2,,के अलावा,,,1:2,
किसी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,,,,,,पर,Locus,Locus,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
पहुंच,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तभी,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
एक,,,,,,,,,,,,,,
गोल,,,,,,,,,,,,,,
सी,सी,Extent,,,,,,,,सी,Extent,,,
सुनहरी,,,,,,,,,,,,,,
चीज,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
रेत,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
हिलते,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
शुभ,,,,,,,,,,,,,,
रात्रि,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
शुभ,,,,,,,,,,,,,,
रात्रि,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सांप,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
उत्तर,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
हूं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
पृथ्वी,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
",",,,,,,,,,,,,,,
अफ़्रीका,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
क्या,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
पृथ्वी,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
कोई,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
रहते,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
रेगिस्तान,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
रेगिस्तान,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
कोई,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,conjunctive 'but'
पृथ्वी,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
बड़ी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सांप,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
चट्टान,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
बैठ,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
आकाश,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
निहारने,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
पता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,"original: si les étoiles sont éclairées
copular use"
रोशनी,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जिससे,से,Explanation,Source,,से,Explanation,Source,,,से,Explanation,Source,,
हर,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
अपना,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,
तारा,,,,,,,,,,,,,,
पहचान,,,,,,,,,,,,,,
सके,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
देखो,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरा,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,
ग्रह,,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
हमारे,के ऊपर,Locus,Locus,1:1,के ऊपर,Locus,Locus,1:1,,के ऊपर,Locus,Locus,1:1,
ऊपर,के ऊपर,,,1:2,के ऊपर,,,1:2,,के ऊपर,,,1:2,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
वो,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कितनी,,,,,,,,,,,,,,
दूर,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
इशारा,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सुंदर,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
तू,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरी,की,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,की,SocialRel,Gestalt,,
एक,,,,,,,,,,,,,,
पफूल,,,,,,,,,,,,,,
से,से,SocialRel,Ancillary,,से,SocialRel,Ancillary,,*Q*,से,Ancillary,Ancillary,,"J'ai des difficultés avec une fleur
'I did not bind/gel well (together) with a flower'
might pass together with test"
पटी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
इसलिए,के लिए,Explanation,Explanation,,के लिए,Explanation,Explanation,,,के लिए,Explanation,Explanation,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
दोनों,,,,,,,,,,,,,,
चुप,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
बड़ा,,,,,,,,,,,,,,
एकाकीपन,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
चुप्पी,,,,,,,,,,,,,,
तोड़ी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
आदमियों,,,,,,,,,,,,,,
के,के बीच,Locus,Locus,1:1,के बीच,Locus,Locus,1:1,,के बीच,Locus,Locus,1:1,
बीच,के बीच,,,1:2,के बीच,,,1:2,,के बीच,,,1:2,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
एकाकीपन,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सांप,,,,,,,,,,,,,,
बोला।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
सांप,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देखता,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बड़ा,,,,,,,,,,,,,,
मजेदार,,,,,,,,,,,,,,
जानवर,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
बिल्कुल,,,,,,,,,,,,,,
उंगली,,,,,,,,,,,,,,
जैसा,जैसा,ComparisonRef,ComparisonRef,,जैसा,ComparisonRef,ComparisonRef,,,जैसा,ComparisonRef,ComparisonRef,,
पतला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
मुझमें,में,Gestalt,Locus,,में,Gestalt,Locus,,,में,Gestalt,Locus,,
एक,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
की,की,Whole,Whole,,का,Whole,Whole,,,की,Whole,Whole,,
उंगली,,,,,,,,,,,,,,
से,से,ComparisonRef,ComparisonRef,,से ज़्यादा,Approximator,Approximator,1:1,,से,ComparisonRef,ComparisonRef,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
ज्यादा,,,,,से ज़्यादा,,,1:2,,,,,,
शक्ति,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सांप,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
मुस्कराया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इतना,,,,,,,,,,,,,,
ताकतवर,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तेरे,के,Whole,Whole,,का,Whole,Whole,,,के,Whole,Whole,,
पांव,,,,,,,,,,,FOCUS,Focus,Focus,
तक,तक,FOCUS,Focus,Focus,तक,`d,`d,,,तक,Extent,Extent,,"see 529, below"
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
हैं,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
चल-फिर,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
वहां,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
जा,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
जहाज,,,,,,,,,,,FOCUS,Focus,Focus,
तक,तक,FOCUS,Focus,Focus,तक,`d,`d,,,तक,Extent,Extent,,"swap the position of tak and jahaz,
you get jaha tak, with an 'upto' connotation"
नहीं,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
जा,,,,,,,,,,,,,,
सकते,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
राजकुमार,,,,,,,,,,,,,,
की,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
एड़ी,,,,,,,,,,,,,,
के,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
चारों,,,,,,,,,,,,,,
ओर,,,,,,,,,,,,,,
लिपट,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
सोने,,,,,,,,,,,,,,
की,की,Stuff,Stuff,,का,Stuff,Stuff,,,की,Stuff,Stuff,,
ब्रेसलेट,,,,,,,,,,,,,,
जैसे,जैसा,ComparisonRef,ComparisonRef,,जैसा,ComparisonRef,ComparisonRef,,,जैसा,ComparisonRef,ComparisonRef,,
कुंडली,,,,,,,,,,,,,,
बनाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
जिसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
छू,,,,,,,,,,,,,,
दूं,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
उसी,,,,,,,,,,,,,,
धूल,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
मिल,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जिससे,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
पैदा,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
पवित्र,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
किसी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
आया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जवाब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
तुझ,,,,,,,,,,,,,,
पर,पर,Stimulus,Theme,,पर,Stimulus,Theme,,,पर,Stimulus,Theme,,
दया,,,,,,,,,,,,,,
आती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
