,Target,SS,SS2,MWE,Notes
हों,"","","","",""
...,"","","","",""
।,"","","","",""
,"","","","",""
लेकिन,"","","","",""
कुछ,"","","","",""
असाधरण,"","","","",""
घट,"","","","",""
गया,"","","","",""
कि,"","","","",""
मैंने,ने,Originator,Agent,"",""
जो,"","","","",""
जाबा,"","","","",""
बनाया,"","","","",""
था,"","","","",""
उसकी,का,Possessor,Possessor,"",""
भेड़,"","","","",""
के,के लिए,Recipient,Beneficiary,1:1,""
लिए,के लिए,"","",1:2,""
उनमें,में,Whole,Whole,"",""
मैं,"","","","",""
चमड़े,"","","","",""
की,का,Stuff,Stuff,"",""
पट्टी,"","","","",""
लगाना,"","","","",""
भूल,"","","","",""
गया,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
सोचता,"","","","",""
हूं,"","","","",""
-,"","","","",""
क्या,"","","","",""
हो,"","","","",""
रहा,"","","","",""
होगा,"","","","",""
वहां,"","","","",""
।,"","","","",""
"","","","","",""
कहीं,"","","","",""
भेड़,"","","","",""
ने,ने,Agent,Agent,"",""
उसका,का,Possessor,Possessor,"",""
फूल,"","","","",""
चर,"","","","",""
न,"","","","",""
लिया,"","","","",""
हो,"","","","",""
...,"","","","",""
।,"","","","",""
"","","","","",""
कभी-कभी,"","","","",""
सोचता,"","","","",""
हूं,"","","","",""
ऐसा,"","","","",""
नहीं,"","","","",""
हो,"","","","",""
सकता,"","","","",""
।,"","","","",""
,"","","","",""
राजकुमार,"","","","",""
रात,"","","","",""
को,को,Time,Time,"",""
अपने,का,Possessor,Possessor,"",""
फूल,"","","","",""
को,को,Goal,Theme,"",*Q*
शीशे,"","","","",""
से,,,,"",""
ढंकने,"","","","",""
से,से,Instrument,Instrument,"",""
ढक,"","","","",""
देता,"","","","",""
होगा,"","","","",""
और,"","","","",""
भेड़,"","","","",""
पर,पर,Beneficiary,Theme,"",*Q*
ख्याल,"","","","",""
रखता,"","","","",""
होगा,"","","","",""
।,"","","","",""
,"","","","",""
...,"","","","",""
,"","","","",""
तब,"","","","",""
थोड़ी,"","","","",""
खुशी,"","","","",""
होती,"","","","",""
है,"","","","",""
और,"","","","",""
सितारों,"","","","",""
का,का,Originator,Gestalt,"",""
मृदहास,"","","","",""
सुनाई,"","","","",""
पड़ता,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
फिर,"","","","",""
सोचता,"","","","",""
हूं,"","","","",""
",","","","","",""
"""","","","","",""
कभी-कभी,"","","","",""
आदमी,"","","","",""
भूल,"","","","",""
जाता,"","","","",""
है,"","","","",""
और,"","","","",""
एक,"","","","",""
भूल,"","","","",""
काफ़ी,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
एक,"","","","",""
रात,"","","","",""
वह,"","","","",""
फूल,"","","","",""
को,को,Goal,Theme,"",*Q*
ढकना,"","","","",""
भूल,"","","","",""
गया,"","","","",""
होगा,"","","","",""
या,"","","","",""
भेड़,"","","","",""
ही,"","","","",""
चुपचाप,"","","","",""
बक्से,"","","","",""
से,से,Source,Source,"",""
निकल,"","","","",""
पड़ी,"","","","",""
होगी,"","","","",""
...,"","","","",""
।,"","","","",""
"","","","","",""
और,"","","","",""
फिर,"","","","",""
तारों,"","","","",""
की,का,Originator,Gestalt,"",""
घाटियां,"","","","",""
आंसुओं,"","","","",""
में,में,Goal,Locus,"",""
बदल,"","","","",""
जाती,"","","","",""
हैं,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
कितना,"","","","",""
अद्भुत,"","","","",""
है,"","","","",""
यह,"","","","",""
रहस्य,"","","","",""
मेरे,के लिए,Experiencer,Beneficiary,1:1,""
लिए,के लिए,"","",1:2,""
",","","","","",""
और,"","","","",""
आपके,के लिए,Experiencer,Beneficiary,2:1,""
लिए,के लिए,,,2:2,""
भी,"","","","",""
जो,"","","","",""
मेरी,की तरह,ComparisonRef,ComparisonRef,3:1,""
ही,"","","","",""
तरह,की तरह,"","",3:2,""
नन्हे,"","","","",""
राजकुमार,"","","","",""
से,से,Stimulus,Ancillary,"",""
प्यार,"","","","",""
करने,"","","","",""
लगे,"","","","",""
हैं,"","","","",""
।,"","","","",""
,"","","","",""
हमारे,के लिए,Experiencer,Beneficiary,1:1,""
लिए,के लिए,"","",1:2,""
यह,"","","","",""
जानने,"","","","",""
से,से,ComparisonRef,ComparisonRef,"",""
बढ़,"","","","",""
कर,"","","","",""
कुछ,"","","","",""
भी,"","","","",""
नहीं,"","","","",""
है,"","","","",""
कि,"","","","",""
एक,"","","","",""
भेड़,"","","","",""
जिसे,को,Stimulus,Theme,"",""
हम,"","","","",""
जानते,"","","","",""
भी,"","","","",""
नहीं,"","","","",""
",","","","","",""
कहीं,"","","","",""
एक,"","","","",""
निराले,"","","","",""
से,,"","","",""
गुलाब,"","","","",""
को,को,Theme,Theme,"",""
चर,"","","","",""
गई,"","","","",""
या,"","","","",""
वह,"","","","",""
अभी,"","","","",""
खिला,"","","","",""
हुआ,"","","","",""
हमारे,का,`$,`$,"",""
नन्हे-मुन्ने,"","","","",""
का,का,Theme,Theme,"",""
जीवन,"","","","",""
संवारे,"","","","",""
हुए,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
आसमान,"","","","",""
की,की ओर,Stimulus,Direction,1:1,""
ओर,की ओर,"","",1:2,""
देखिए,"","","","",""
और,"","","","",""
पूछिए,"","","","",""
कि,"","","","",""
भेड़,"","","","",""
उस,"","","","",""
गुलाब,"","","","",""
को,को,Theme,Theme,"",""
चर,"","","","",""
गई,"","","","",""
कि,"","","","",""
नहीं,"","","","",""
!,"","","","",""
"","","","","",""
और,"","","","",""
देखिएगा,"","","","",""
कैसे,"","","","",""
सब,"","","","",""
कुछ,"","","","",""
बदल,"","","","",""
जाएगा,"","","","",""
।,"","","","",""
,"","","","",""
और,"","","","",""
...,"","","","",""
"","","","","",""
और,"","","","",""
बड़े-बूढ़े,"","","","",""
नहीं,"","","","",""
समझेंगे,"","","","",""
कि,"","","","",""
ऐसी,"","","","",""
बातों,"","","","",""
का,का,Gestalt,Gestalt,"",""
कोई,"","","","",""
महत्व,"","","","",""
भी,"","","","",""
होता,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
यह,"","","","",""
मेरे,का,Gestalt,Gestalt,"",*Q*
संसार,"","","","",""
का,का,Whole,Whole,"",""
सुंदरतम,"","","","",""
और,"","","","",""
सबसे,"","","","",""
विषादपूर्ण,"","","","",""
दृश्य,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
यह,"","","","",""
वही,"","","","",""
दृश्य,"","","","",""
है,"","","","",""
जो,"","","","",""
पहले,"","","","",""
भी,"","","","",""
देखा,"","","","",""
।,"","","","",""
"","","","","",""
पर,"","","","",""
मैंने,ने,Originator,Agent,"",""
एक,"","","","",""
बार,"","","","",""
और,"","","","",""
इसलिए,के लिए,Explanation,Explanation,"",""
बनाया,"","","","",""
है,"","","","",""
कि,"","","","",""
आपको,को,Experiencer,Recipient,"",""
ठीक,"","","","",""
से,से,Manner,Manner,"",""
दिखा,"","","","",""
सकूं,"","","","",""
।,"","","","",""
,"","","","",""
यहीं,"","","","",""
जन्मा,"","","","",""
था,"","","","",""
मेरा,का,Gestalt,Gestalt,"",""
नन्हा,"","","","",""
राजकुमार,"","","","",""
इस,"","","","",""
धरती,"","","","",""
पर,पर,Locus,Locus,"",""
और,"","","","",""
फिर,"","","","",""
यहीं,"","","","",""
से,से,Source,Source,"",""
विलीन,"","","","",""
हो,"","","","",""
गया,"","","","",""
।,"","","","",""
,"","","","",""
इसे,को,Stimulus,Theme,"",""
ठीक,"","","","",""
से,से,Manner,Manner,"",""
देख,"","","","",""
लें,"","","","",""
ताकि,"","","","",""
यदि,"","","","",""
आप,"","","","",""
अफ़्रीका,"","","","",""
भ्रमण,"","","","",""
पर,"","","","",""
निकलें,"","","","",""
हों,"","","","",""
और,"","","","",""
रेगिस्तान,"","","","",""
में,में,Locus,Locus,"",""
ऐसा,"","","","",""
ही,"","","","",""
कुछ,"","","","",""
दिखाई,"","","","",""
पड़े,"","","","",""
तो,"","","","",""
आप,"","","","",""
उसे,को,Stimulus,Theme,"",""
फौरन,"","","","",""
पहचान,"","","","",""
लेंगे,"","","","",""
।,"","","","",""
,"","","","",""
यदि,"","","","",""
आप,"","","","",""
को,को,Recipient,Recipient,"",""
उधर,"","","","",""
से,से,Path,Path,"",""
गुजरने,"","","","",""
का,का,`i,`i,"",""
अवसर,"","","","",""
मिले,"","","","",""
तो,"","","","",""
मैं,"","","","",""
आपसे,से,Recipient,Source,"",""
हाथ,"","","","",""
जोड़कर,"","","","",""
विनती,"","","","",""
करता,"","","","",""
हूं,"","","","",""
वहां,"","","","",""
से,से,Source,Source,"",""
यूं,"","","","",""
ही,"","","","",""
मन,"","","","",""
जाइएगा,"","","","",""
।,"","","","",""
,"","","","",""
एक,"","","","",""
क्षण,"","","","",""
को,को,Duration,Time,"",""
तारे,"","","","",""
के,के नीचे,Locus,Locus,1:1,""
नीचे,के नीचे,"","",1:2,""
इंतजार,"","","","",""
करिएगा,"","","","",""
।,"","","","",""
,"","","","",""
अगर,"","","","",""
कोई,"","","","",""
हंसता,"","","","",""
हुआ,"","","","",""
बच्चा,"","","","",""
आप,"","","","",""
तक,तक,Goal,Goal,"",""
आए,"","","","",""
",","","","","",""
उसके,का,Whole,Whole,"",""
बाल,"","","","",""
सुनहरे,"","","","",""
हों,"","","","",""
और,"","","","",""
यदि,"","","","",""
वह,"","","","",""
आपके,का,Originator,Gestalt,"",""
प्रश्नों,"","","","",""
के,का,Topic,Topic,"",""
उत्तर,"","","","",""
न,"","","","",""
दे,"","","","",""
तो,"","","","",""
आप,"","","","",""
समझ,"","","","",""
लीजिएगा,"","","","",""
कि,"","","","",""
वह,"","","","",""
कौन,"","","","",""
है,"","","","",""
और,"","","","",""
फिर,"","","","",""
मेहरबानी,"","","","",""
करके,"","","","",""
",","","","","",""
मेरी,का,Experiencer,Gestalt,"",""
उदासी,"","","","",""
का,का,Beneficiary,Theme,"",*Q*
ख्याल,"","","","",""
करके,"","","","",""
",","","","","",""
मुझे,"","","","",""
फौरन,"","","","",""
लिखिएगा,"","","","",""
कि,"","","","",""
',"","","","",""
वह,"","","","",""
',"","","","",""
लौट,"","","","",""
आया,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
