"","Target","SS","SS2","MWE","Notes"
"लेटा","","","","",""
",","","","","",""
"लग","","","","",""
"रहा","","","","",""
"था","","","","",""
"सागर","","","","",""
"में","में","Locus","Locus","",""
"जहाज","","","","",""
"से","से","Source","Source","",""
"टूटा","","","","",""
"हुआ","","","","",""
"बहता","","","","",""
"हुआ","","","","",""
"एक","","","","",""
"तख्ता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"कल्पना","","","","",""
"कीजिए","","","","",""
"कि","","","","",""
"ऐसे","","","","",""
"में","में","Circumstance","Circumstance","",""
"मुझे","को","Experiencer","Recipient","",""
"कितना","","","","",""
"आश्चर्य","","","","",""
"हुआ","","","","",""
"होगा","","","","",""
"जब","","","","",""
"तड़के","","","","",""
"एक","","","","",""
"अजीब","","","","",""
"सी","","","","",""
"कच्ची","","","","",""
"सी","","","","",""
"आवाज","","","","",""
"ने","ने","Causer","Causer","",""
"मुझे","","","","",""
"जगाया","","","","",""
"।","","","","",""
"","","","","",""
"सुनिए","","","","",""
"!","","","","",""
"","","","","",""
"मेरे","के लिए","Beneficiary","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"एक","","","","",""
"भेड़","","","","",""
"की","का","Topic","Topic","",""
"तस्वीर","","","","",""
"बना","","","","",""
"दीजिए","","","","",""
"।","","","","",""
"","","","","",""
"एक","","","","",""
"भेड़","","","","",""
"का","का","Topic","Topic","",""
"चित्र","","","","",""
"...","","","","",""
"","","","","",""
"मैं","","","","",""
"तो","","","","",""
"उछल","","","","",""
"पड़ा","","","","",""
"जैसे","जैसे","Manner","ComparisonRef","",""
"पतीले","","","","",""
"पर","पर","Locus","Locus","",""
"पैर","","","","",""
"पड़","","","","",""
"गया","","","","",""
"हो","","","","",""
"।","","","","",""
"","","","","",""
"आंख","","","","",""
"मली","","","","",""
"और","","","","",""
"ठीक","","","","",""
"से","से","Manner","Manner","",""
"देखा।","","","","",""
"","","","","",""
"एक","","","","",""
"विचित्र","","","","",""
"और","","","","",""
"छोटा","","","","",""
"सा","","","","",""
"लड़का","","","","",""
"मुझे","को","Stimulus","Theme","",""
"चुपचाप","","","","",""
"निहार","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"बाद","बाद में","Time","Time","1:1",""
"में","बाद में","","","1:2",""
"मैंने","ने","Experiencer","Agent","",""
"याद","","","","",""
"करके","","","","",""
"उसकी","का","Topic","Topic","",""
"जो","","","","",""
"सबसे","से","ComparisonRef","ComparisonRef","",""
"अच्छी","","","","",""
"तस्वीर","","","","",""
"बनाई","","","","",""
"वह","","","","",""
"यह","","","","",""
"रही","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"इस","","","","",""
"तस्वीर","","","","",""
"से","से","ComparisonRef","ComparisonRef","",""
"कहीं","","","","",""
"अधिक","","","","",""
"आकर्षक","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"तस्वीर","","","","",""
"उसकी","का जैसा","Manner","ComparisonRef","1:1",""
"जैसी","का जैसा","","","1:2",""
"नहीं","","","","",""
"बनी","","","","",""
"तो","","","","",""
"मेरा","का","Gestalt","Gestalt","",""
"क्या","","","","",""
"दोष।","","","","",""
"","","","","",""
"बचपन","","","","",""
"में","में","Time","Time","",""
"ही","","","","",""
"बुजुर्गों","","","","",""
"ने","ने","Agent","Agent","",""
"हतोत्साहित","","","","",""
"जो","","","","",""
"कर","","","","",""
"दिया","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"तब","","","","",""
"से","","","","",""
"मैं","","","","",""
"अजगर","","","","",""
"के","के अलावा","PartPortion","PartPortion","1:1",""
"अलावा","के अलावा","","","1:2",""
"कुछ","","","","",""
"भी","","","","",""
"बनाना","","","","",""
"नहीं","","","","",""
"सीख","","","","",""
"पाया","","","","",""
"।","","","","",""
"","","","","",""
"अचंभे","","","","",""
"में","में","Characteristic","Locus","",""
"पड़ा","","","","",""
"मैं","","","","",""
"इस","","","","",""
"छाया","","","","",""
"सी","","","","",""
"आकृति","","","","",""
"को","को","Stimulus","Theme","",""
"खुली-खुली","","","","",""
"आंखों","","","","",""
"से","से","Instrument","Instrument","","or is this Manner"
"देखता","","","","",""
"रहा","","","","",""
"।","","","","",""
"","","","","",""
"भूलिऐ","","","","",""
"मत","","","","",""
"कि","","","","",""
"मैं","","","","",""
"बस्ती","","","","",""
"से","से","Locus","Source","",""
"हजारों","","","","",""
"मील","","","","",""
"दूर","","","","",""
"था","","","","",""
"और","","","","",""
"यह","","","","",""
"लड़का","","","","",""
"न","","","","",""
"तो","","","","",""
"भटका","","","","",""
"हुआ","","","","",""
"लगता","","","","",""
"था","","","","",""
"न","","","","",""
"भूखा","","","","",""
",","","","","",""
"प्यासा","","","","",""
"या","","","","",""
"डरा","","","","",""
"हुआ","","","","",""
"।","","","","",""
"","","","","",""
"जरा","","","","",""
"भी","","","","",""
"नहीं","","","","",""
"लगता","","","","",""
"था","","","","",""
"कि","","","","",""
"वह","","","","",""
"किसी","","","","",""
"निर्जन","","","","",""
"में","में","Locus","Locus","",""
"खो","","","","",""
"गया","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"आखिर","","","","",""
"जब","","","","",""
"बोली","","","","",""
"निकली","","","","",""
"तो","","","","",""
"मैंने","ने","Originator","Agent","",""
"कहा","","","","",""
"पर...","","","","",""
"","","","","",""
"पर","","","","",""
"तू","","","","",""
"यहां","","","","",""
"क्या","","","","",""
"कर","","","","",""
"रहा","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"और","","","","",""
"धीरे","","","","",""
"से","से","Manner","Manner","",""
"जैसे","जैसे","ComparisonRef","ComparisonRef","",""
"एक","","","","",""
"भारी","","","","",""
"बात","","","","",""
"कहनी","","","","",""
"हो","","","","",""
",","","","","",""
"उसने","ने","Agent","Agent","",""
"दोहराया","","","","",""
",","","","","",""
"मेरे","के लिए","Beneficiary","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"एक","","","","",""
"भेड़","","","","",""
"का","का","Topic","Topic","",""
"चित्र","","","","",""
"बना","","","","",""
"दीजिए","","","","",""
"।","","","","",""
"","","","","",""
"सब","","","","",""
"कुछ","","","","",""
"अजीब","","","","",""
"और","","","","",""
"रहस्यमय","","","","",""
"लग","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"बात","","","","",""
"टालने","","","","",""
"का","का","ComparisonRef","Purpose","","sufficiency/excess"
"साहस","","","","",""
"नहीं","","","","",""
"हुआ","","","","",""
"।","","","","",""
"","","","","",""
"निर्जन","","","","",""
"स्थान","","","","",""
"में","में","Locus","Locus","",""
"जबकि","","","","",""
"सर","","","","",""
"पर","पर","Goal","Locus","","death is swirling on my head=I am facing danger of death?"
"मौत","","","","",""
"मंडरा","","","","",""
"रही","","","","",""
"हो","","","","",""
"यह","","","","",""
"चित्र","","","","",""
"बनाने","","","","",""
"की","का","Topic","Identity","",""
"बात","","","","",""
"हास्यास्पद","","","","",""
"लगी","","","","",""
",","","","","",""
"फिर","","","","",""
"भी","","","","",""
"मैंने","ने","Agent","Agent","",""
"जेब","","","","",""
"से","से","Source","Source","",""
"कागज","","","","",""
"और","","","","",""
"कलम","","","","",""
"निकाल","","","","",""
"लिया","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"तो","","","","",""
"विशेषकर","","","","",""
"इतिहास","","","","",""
",","","","","",""
"भूगोल","","","","",""
"और","","","","",""
"व्याकरण","","","","",""
"पढ़ी","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"थोड़ा","","","","",""
"झुंझला","","","","",""
"कर","","","","",""
"कहा","","","","",""
"कि","","","","",""
",","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"चित्र","","","","",""
"बनाने","","","","",""
"नहीं","","","","",""
"आते","","","","",""
"।","","","","",""
"","","","","",""
"कोई","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"भेड़","","","","",""
"बनाओ","","","","",""
"न!","","","","",""
"उसने","ने","Originator","Agent","",""
"जवाब","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"भेड़","","","","",""
"बनाना","","","","",""
"नहीं","","","","",""
"आता","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"वही","","","","",""
"चित्र","","","","",""
"बनाया","","","","",""
"जो","","","","",""
"आता","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"स्तब्ध","","","","",""
"रह","","","","",""
"गया","","","","",""
"जब","","","","",""
"वह","","","","",""
"बोला","","","","",""
":","","","","",""
"","","","","",""
"नहीं","","","","",""
",","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"अजगर","","","","",""
"के","का","Whole","Whole","",""
"पेट","","","","",""
"में","में","Locus","Locus","",""
"बंद","","","","",""
"हाथी","","","","",""
"नहीं","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"अजगर","","","","",""
"खौफनाक","","","","",""
"होता","","","","",""
"है","","","","",""
"और","","","","",""
"हाथी","","","","",""
"बड़ा","","","","",""
"ही","","","","",""
"भारी","","","","",""
"भरकम।","","","","",""
"","","","","",""
"मेरे","का","Possessor","Possessor","",""
"घर","","","","",""
"तो","","","","",""
"सब","","","","",""
"कुछ","","","","",""
"छोटा-छोटा","","","","",""
"सा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"भेड़","","","","",""
"ही","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"आखिर","","","","",""
"मैंने","ने","Originator","Agent","",""
"बनाया","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Experiencer","Agent","",""
"ठीक","","","","",""
"से","से","Manner","Manner","",""
"देखा","","","","",""
"और","","","","",""
"बोला","","","","",""
"यह","","","","",""
"तो","","","","",""
"अभी","","","","",""
"से","से","StartTime","StartTime","",""
"बीमार","","","","",""
"है","","","","",""
",","","","","",""
"दूसरी","","","","",""
"बनाओ।","","","","",""
"","","","","",""
"फिर","","","","",""
"मैंने","ने","Originator","Agent","",""
"बनाया","","","","",""
"।","","","","",""
"","","","","",""
"मेरे","का","SocialRel","Gestalt","",""
"दोस्त","","","","",""
"के","का","Whole","Whole","",""
"होठों","","","","",""
"पर","पर","Locus","Locus","",""
"एक","","","","",""
"हल्की","","","","",""
"सी","","","","",""
"सहानभूतिपूर्ण","","","","",""
"हंसी","","","","",""
"खेल","","","","",""
"गई","","","","",""
"।","","","","",""
"","","","","",""
"देखो","","","","",""
"न।","","","","",""
"...","","","","",""
"","","","","",""
"यह","","","","",""
"भेड़","","","","",""
"थोड़े","","","","",""
"ही","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"यह","","","","",""
"तो","","","","",""
"भेड़ा","","","","",""
"है","","","","",""
"!","","","","",""
"इसके","का","Whole","Whole","",""
"तो","","","","",""
"सींग","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"फिर","","","","",""
"बनाया","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Recipient","Agent","",""
"फिर","","","","",""
"नहीं","","","","",""
"स्वीकारा","","","","",""
"।","","","","",""
"","","","","",""
"यह","","","","",""
"तो","","","","",""
"बूढ़ा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"बहुत","","","","",""
"दिन","","","","",""
"जियेगा","","","","",""
"थोड़े","","","","",""
"!","","","","",""
"मुझे","को","Agent","Agent","",""
"अपने","का","Possessor","Possessor","",""
"जहाज","","","","",""
"की","का","Whole","Whole","",""
"मोटर","","","","",""
"ठीक","","","","",""
"करनी","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"धीरज","","","","",""
"टूट","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"घसीट","","","","",""
"कर","","","","",""
"यह","","","","",""
"चित्र","","","","",""
"बनाया।","","","","",""
"","","","","",""
"और","","","","",""
"झिड़कता","","","","",""
"हुआ","","","","",""
"बोला","","","","",""
"यह","","","","",""
"रहा","","","","",""
"बक्सा","","","","",""
",","","","","",""
"तुम्हारी","का","Recipient","Gestalt","",""
"भेड़","","","","",""
"इसी","","","","",""
"के","के अंदर","Locus","Locus","1:1",""
"अंदर","के अंदर","","","1:2",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"थोड़ा","","","","",""
"अचरज","","","","",""
"हुआ","","","","",""
"अपने","का","SocialRel","Gestalt","",""
"इस","","","","",""
"नन्हें","","","","",""
"से","","","","",""
"जज","","","","",""
"के","का","Whole","Whole","",""
"मुंह","","","","",""
"पर","पर","Locus","Locus","",""
"एक","","","","",""
"चमक","","","","",""
"देखकर।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"बिल्कुल","","","","",""
"ऐसा","","","","",""
"ही","","","","",""
"चाहिए","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"इसके","के लिए","Beneficiary","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"बहुत","","","","",""
"सी","","","","",""
"घास","","","","",""
"चाहिए","","","","",""
"क्या","","","","",""
"?","","","","",""
"","","","","",""
"क्यों","","","","",""
"?","","","","",""
"","","","","",""
"क्योंकि","","","","",""
"मेरा","का","Possessor","Possessor","",""
"घर","","","","",""
"बहुत","","","","",""
"छोटा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"उतना","","","","",""
"बहुत","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"तुम्हें","को","Recipient","Recipient","",""
"एक","","","","",""
"छोटी","","","","",""
"सी","","","","",""
"भेड़","","","","",""
"दी","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Agent","Agent","",""
"चित्र","","","","",""
"पर","पर","Direction","Locus","",""
"सिर","","","","",""
"झुकाया","","","","",""
"।","","","","",""
"","","","","",""
"इतनी","","","","",""
"छोटी","","","","",""
"थोड़ी","","","","",""
"ही","","","","",""
"है","","","","",""
"...","","","","",""
"","","","","",""
"देखो?","","","","",""
"सो","","","","",""
"रही","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"यह","","","","",""
"थी","","","","",""
"मेरी","का","Agent","Gestalt","",""
"पहली","","","","",""
"मुलाकात","","","","",""
"उस","","","","",""
"नन्हें","","","","",""
"राजकुमार","","","","",""
"से","से","Agent","Ancillary","",""
"।","","","","",""
