"","Target","SS","SS2","MWE","Notes"
"।","","","","",""
"""","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"थोड़ी","","","","",""
"शर्म","","","","",""
"आई","","","","",""
"पर","","","","",""
"उस","","","","",""
"पर","पर","Topic","Topic","",""
"बिना","बिना","Manner","Manner","",""
"ध्यान","","","","",""
"दिए","","","","",""
"उसने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"तू","","","","",""
"सब","","","","",""
"उल्टा-पुल्टा","","","","",""
"कर","","","","",""
"देता","","","","",""
"है","","","","",""
"...","","","","",""
"","","","","",""
"सब","","","","",""
"गड़बड़","","","","",""
"कर","","","","",""
"देता","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"वास्तव","","","","",""
"में","में","Circumstance","Circumstance","",""
"वह","","","","",""
"बहुत","","","","",""
"चिढ़ा","","","","",""
"हुआ","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उसके","का","Whole","Whole","",""
"सुनहरे","","","","",""
"बाल","","","","",""
"हवा","","","","",""
"में","में","Locus","Locus","",""
"उड़","","","","",""
"रहे","","","","",""
"थे","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"एक","","","","",""
"ऐसे","","","","","*Q* इस तरह का"
"ग्रह","","","","",""
"के","के बारे में","Topic","Topic","1:1",""
"बारे","के बारे में","","","1:2",""
"में","के बारे में","","","1:3",""
"जानता","","","","",""
"हूं","","","","",""
"जहां","","","","",""
"एक","","","","",""
"गुस्सैल","","","","",""
"से","","","","",""
"गुमसुम","","","","",""
"रहने","","","","",""
"वाले","वाला","Characteristic","Characteristic","",""
"महाशय","","","","",""
"रहते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"उनका","का","Whole","Whole","",""
"चेहरा","","","","",""
"हरदम","","","","",""
"लाल","","","","",""
"बना","","","","",""
"रहता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"उन्होंने","ने","Experiencer","Agent","",""
"कभी","","","","",""
"किसी","","","","",""
"से","से","Stimulus","Ancillary","",""
"प्यार","","","","",""
"नहीं","","","","",""
"किया","","","","",""
"।","","","","",""
"","","","","",""
"कोई","","","","",""
"तारा","","","","",""
"नहीं","","","","",""
"देखा","","","","",""
",","","","","",""
"कोई","","","","",""
"फूल","","","","",""
"नहीं","","","","",""
"सूंघा","","","","",""
"।","","","","",""
"","","","","",""
"कभी","","","","",""
"जोड़-घटाने","","","","",""
",","","","","",""
"हिसाब-किताब","","","","",""
"के","के अलावा","PartPortion","PartPortion","1:1",""
"अलावा","के अलावा","","","1:2",""
"कुछ","","","","",""
"नहीं","","","","",""
"किया","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"भी","","","","",""
"सारे","","","","",""
"दिन","","","","",""
"तेरी","की तरह","ComparisonRef","ComparisonRef","1:1",""
"तरह","की तरह","","","1:2",""
"कहता","","","","",""
"रहता","","","","",""
"है","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"व्यस्त","","","","",""
"हूं","","","","",""
"-","","","","",""
"मुझे","को","Possessor","Recipient","","*Q*"
"बहुत","","","","",""
"काम","","","","",""
"है","","","","",""
"।","","","","",""
"’","","","","",""
"","","","","",""
"और","","","","",""
"दम्भ","","","","",""
"से","से","Theme","Instrument","",""
"वह","","","","",""
"फूला","","","","",""
"रहता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"वह","","","","",""
"भी","","","","",""
"कोई","","","","",""
"आदमी","","","","",""
"हुआ","","","","",""
"।","","","","",""
"","","","","",""
"उसे","","","","",""
"कुकुरमुत्ता","","","","",""
"कहेंगे","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"क्या?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"कुकुरमुत्ता","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"गुस्से","","","","",""
"से","से","Causer","Causer","","*Q* uncertain, could be Causer?"
"वह","","","","",""
"नीला-पीला","","","","",""
"होने","","","","",""
"लगा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"युग-युग","","","","",""
"से","से","Duration","StartTime","","*Q*"
"फूलों","","","","",""
"में","में","Locus","Locus","",""
"कांटे","","","","",""
"होते","","","","",""
"चले","","","","",""
"आए","","","","",""
"हैं","","","","",""
"और","","","","",""
"फिर","","","","",""
"भेड़","","","","",""
"फूलों","","","","",""
"को","को","Theme","Theme","",""
"खा","","","","",""
"जाती","","","","",""
"रही","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"यह","","","","",""
"समझने","","","","",""
"की","का","Theme","Theme","",""
"कोशिश","","","","",""
"करना","","","","",""
"महत्वपूर्ण","","","","",""
"नहीं","","","","",""
"है","","","","",""
"क्योंकि","","","","",""
"आखिर","","","","",""
"फूल","","","","",""
"एक","","","","",""
"ऐसी","","","","",""
"चीज","","","","",""
"को","को","Theme","Theme","",""
"क्यों","","","","",""
"वहन","","","","",""
"करते","","","","",""
"हैं","","","","",""
"जिसका","का","Gestalt","Gestalt","","*Q* use of a thing"
"कोई","","","","",""
"इस्तेमाल","","","","",""
"न","","","","",""
"हो","","","","",""
"?","","","","",""
"","","","","",""
"फूल","","","","",""
"और","","","","",""
"भेड़","","","","",""
"की","का","Agent","Whole","","en guidelines 203"
"चली","","","","",""
"आ","","","","",""
"रही","","","","",""
"लड़ाई","","","","",""
"महत्वपूर्ण","","","","",""
"नहीं","","","","",""
"है","","","","",""
"क्या","","","","",""
"?","","","","",""
"","","","","",""
"क्या","","","","",""
"इसे","को","Topic","Theme","",""
"समझना","","","","",""
"एक","","","","",""
"गोल-मटोल","","","","",""
"महाशय","","","","",""
"के","का","Agent","Gestalt","",""
"जोड़-घटाने","","","","",""
"से","से","ComparisonRef","ComparisonRef","",""
"ज्यादा","","","","",""
"गंभीर","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"?","","","","",""
"","","","","",""
"और","","","","",""
"यदि","","","","",""
"मैं","","","","",""
"कहूं","","","","",""
"कि","","","","",""
"मैं","","","","",""
"एक","","","","",""
"ऐसे","","","","",""
"फूल","","","","",""
"को","को","Topic","Theme","",""
"जानता","","","","",""
"हूं","","","","",""
"जो","","","","",""
"सिर्फ","","","","",""
"मेरी","का","Gestalt","Gestalt","",""
"दुनिया","","","","",""
"में","में","Locus","Locus","",""
"होता","","","","",""
"है","","","","",""
"और","","","","",""
"उसे","को","Theme","Theme","",""
"एक","","","","",""
"भेड़","","","","",""
"एक","","","","",""
"दिन","","","","",""
"ऐसे","","","","",""
"ही","","","","",""
"बिना","बिना","Manner","Manner","",""
"सोचे-समझे","","","","",""
"चर","","","","",""
"सकती","","","","",""
"है","","","","",""
"तो","","","","",""
"यह","","","","",""
"महत्वपूर्ण","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"वह","","","","",""
"शर्म","","","","",""
"से","से","Causer","Causer","","*Q*"
"लाल","","","","",""
"हो","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"अगर","","","","",""
"कोई","","","","",""
"ऐसे","","","","",""
"फूल","","","","",""
"को","को","Stimulus","Theme","",""
"प्यार","","","","",""
"करे","","","","",""
"जो","","","","",""
"कोटि-कोटि","","","","",""
"तारों","","","","",""
"में","में","Locus","Locus","",""
"कहीं","","","","",""
"न","","","","",""
"पाया","","","","",""
"जाता","","","","",""
"हो","","","","",""
"-","","","","",""
"एकदम","","","","",""
"बेमिसाल","","","","",""
"हो","","","","",""
",","","","","",""
"तो","","","","",""
"वह","","","","",""
"आसमान","","","","",""
"में","में","Locus","Locus","",""
"फैले","","","","",""
"सितारों","","","","",""
"को","को","Stimulus","Theme","",""
"निहारने","","","","",""
"मात्रा","","","","",""
"से","से","Stimulus","Causer","",""
"प्रसन्न","","","","",""
"हो","","","","",""
"जाएगा","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"यदि","","","","",""
"उसे","को","Theme","Theme","",""
"भेड़","","","","",""
"चर","","","","",""
"जाए","","","","",""
"तो","","","","",""
"सारे","","","","",""
"तारे","","","","",""
"उसके","के लिए","Beneficiary","Beneficiary","1:1","*Q*"
"लिए","के लिए","","","1:2",""
"बुझ","","","","",""
"से","","","","",""
"जाएंगे","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"यह","","","","",""
"कोई","","","","",""
"गम्भीर","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"हुई","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"इसके","के बाद","Time","Time","1:1",""
"बाद","के बाद","","","1:2",""
"वह","","","","",""
"कुछ","","","","",""
"नहीं","","","","",""
"कह","","","","",""
"सका","","","","",""
"।","","","","",""
"","","","","",""
"जोर","","","","",""
"की","का","Characteristic","Identity","",""
"सुबकियां","","","","",""
"लेने","","","","",""
"लगा।","","","","",""
"","","","","",""
"रात","","","","",""
"हो","","","","",""
"चुकी","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Agent","Agent","",""
"अपने","का","Possessor","Possessor","",""
"औजार","","","","",""
"रख","","","","",""
"दिए","","","","",""
"।","","","","",""
"","","","","",""
"बोल्ट","","","","",""
",","","","","",""
"हथौड़ा","","","","",""
",","","","","",""
"प्यास","","","","",""
",","","","","",""
"मौत","","","","",""
"-","","","","",""
"इनका","का","Gestalt","Gestalt","",""
"कोई","","","","",""
"अर्थ","","","","",""
"नहीं","","","","",""
"रह","","","","",""
"गया","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"एक","","","","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
",","","","","",""
"मेरी","का","Gestalt","Gestalt","",""
"धरती","","","","",""
"पर","पर","Locus","Locus","",""
",","","","","",""
"एक","","","","",""
"नन्हा","","","","",""
"राजकुमार","","","","",""
"था","","","","",""
"...","","","","",""
"","","","","",""
"उसे","को","Recipient","Recipient","",""
"सांत्वना","","","","",""
"देनी","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Agent","Agent","",""
"उसे","को","Theme","Theme","",""
"बांहो","","","","",""
"में","में","Goal","Locus","",""
"भर","","","","",""
"लिया","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उसे","को","Theme","Theme","",""
"थपथपाया","","","","",""
",","","","","",""
"झुलाया","","","","",""
"और","","","","",""
"बोला","","","","",""
",","","","","",""
"""","","","","",""
"जिस","","","","",""
"फूल","","","","",""
"को","को","Stimulus","Theme","",""
"तू","","","","",""
"प्यार","","","","",""
"करता","","","","",""
"है","","","","",""
"उसे","को","Experiencer","Recipient","",""
"कोई","","","","",""
"भय","","","","",""
"नहीं","","","","",""
"...","","","","",""
"","","","","",""
"मैं","","","","",""
"तेरी","का","Possessor","Possessor","",""
"भेड़","","","","",""
"का","का","Whole","Whole","",""
"मुंह","","","","",""
"बंद","","","","",""
"करने","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"एक","","","","",""
"‘जाबा’","","","","",""
"बना","","","","",""
"दूंगा","","","","",""
",","","","","",""
"तेरे","का","Possessor","Possessor","",""
"फूल","","","","",""
"के","के लिए","Beneficiary","Beneficiary","2:1",""
"लिए","के लिए","","","2:2",""
"कवच","","","","",""
"बना","","","","",""
"दूंगा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"नहीं","","","","",""
"आ","","","","",""
"रहा","","","","",""
"था","","","","",""
"कि","","","","",""
"क्या","","","","",""
"कहूं","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"अनाड़ी","","","","",""
"लग","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"सोच","","","","",""
"नहीं","","","","",""
"पा","","","","",""
"रहा","","","","",""
"था","","","","",""
"कि","","","","",""
"उस","","","","",""
"तक","तक","Extent","Extent","",""
"कैसे","","","","",""
"पहुंचूं","","","","",""
"उसे","को","Theme","Theme","",""
"छू-सकूं","","","","",""
"...","","","","",""
"","","","","",""
"ओह","","","","",""
"!","","","","",""
"","","","","",""
"बड़ा","","","","",""
"ही","","","","",""
"रहस्यमय","","","","",""
"है","","","","",""
"आंसुओं","","","","",""
"का","का","Stuff","Stuff","","*Q*"
"संसार","","","","",""
"।","","","","",""
