,Target,SS,SS2,MWE,Notes
पहले,पहले,Time,Time,,
से,से,ComparisonRef,ComparisonRef,,
तेज,,,,,
चक्कर,,,,,
लगाने,,,,,
लगा,,,,,
है,,,,,
और,,,,,
नियम,,,,,
वही,,,,,
का,का,`d,`d,,*Q*
वही,,,,,
है,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
तो,,,,,
?,,,,,
"""",,,,,
,,,,,
"""",,,,,
तो,,,,,
अब,,,,,
तो,,,,,
यह,,,,,
हर,,,,,
मिनट,,,,,
में,में,RateUnit,RateUnit,,*Q*
एक,,,,,
चक्कर,,,,,
लगा,,,,,
लेता,,,,,
है,,,,,
।,,,,,
,,,,,
मुझे,को,Experiencer,Recipient,,
एक,,,,,
सेकंड,,,,,
का,का,QuantityValue,QuantityValue,,
भी,,,,,
आराम,,,,,
नहीं,,,,,
मिलता,,,,,
।,,,,,
,,,,,
हर,,,,,
मिनट,,,,,
एक,,,,,
बार,,,,,
जलाना,,,,,
,,,,,,
एक,,,,,
बार,,,,,
बुझाना।,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
अजीब,,,,,
बात,,,,,
है,,,,,
।,,,,,
,,,,,
यहां,,,,,
एक,,,,,
मिनट,,,,,
का,का,QuantityValue,QuantityValue,,
दिन,,,,,
होता,,,,,
है,,,,,
!,,,,,
"""",,,,,
,,,,,
"""",,,,,
कुछ,,,,,
अजीब,,,,,
नहीं,,,,,
।,,,,,
,,,,,
हम,,,,,
लोगों,,,,,
को,को,Theme,Recipient,,
बातें,,,,,
करते,,,,,
एक,,,,,
महीना,,,,,
हो,,,,,
गया,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
एक,,,,,
महीना,,,,,
?,,,,,
,,,,,
"""",,,,,
हाँ,,,,,
!,,,,,
,,,,,
तीस,,,,,
मिनट,,,,,
,,,,,,
तीस,,,,,
दिन,,,,,
।,,,,,
,,,,,
शुभ,,,,,
रात्रि,,,,,
।,,,,,
"""",,,,,
,,,,,
और,,,,,
उसने,ने,Agent,Agent,,
फिर,,,,,
बत्ती,,,,,
जला,,,,,
दी,,,,,
।,,,,,
,,,,,
राजकुमार,,,,,
को,को,Experiencer,Recipient,,
अपने,का,Gestalt,Gestalt,,
कर्तव्य,,,,,
के,के प्रति,Beneficiary,Direction,1:1,
प्रति,के प्रति,,,1:2,
इतना,,,,,
ईमानदार,,,,,
बत्ती,,,,,
वाला,वाला,NONSNACS,NONSNACS,,
बड़ा,,,,,
भला,,,,,
लगा,,,,,
।,,,,,
,,,,,
उसे,को,Experiencer,Recipient,,
उन,,,,,
सूर्यास्तों,,,,,
की,का,Stimulus,Topic,,
याद,,,,,
आई,,,,,
जिन्हें,को,Stimulus,Theme,,
वह,,,,,
कुर्सी,,,,,
खिसका-खिसका,,,,,
कर,,,,,
देखता,,,,,
रहता,,,,,
था,,,,,
।,,,,,
,,,,,
उसने,ने,Agent,Agent,,
अपने,का,SocialRel,Gestalt,,
इस,,,,,
दोस्त,,,,,
की,का,Beneficiary,Theme,,
मदद,,,,,
करनी,,,,,
चाही,,,,,
,,,,,,
"""",,,,,
जानते,,,,,
हो,,,,,
मुझे,को,Experiencer,Recipient,,
एक,,,,,
तरीका,,,,,
मालूम,,,,,
है,,,,,
कि,,,,,
तू,,,,,
जब,,,,,
चाहे,,,,,
आराम,,,,,
कर,,,,,
सकेगा,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
आराम,,,,,
,,,,,,
आराम,,,,,
तो,,,,,
मुझे,को,Experiencer,Recipient,,
हमेशा,,,,,
चाहिए,,,,,
।,,,,,
"""",,,,,
,,,,,
कर्तव्य,,,,,
परायण,,,,,
और,,,,,
आलसी,,,,,
एक,एक साथ,Ancillary,Ancillary,1:1,
ही,,,,,
साथ,एक साथ,,,1:2,
हुआ,,,,,
जा,,,,,
सकता,,,,,
है,,,,,
।,,,,,
,,,,,
नन्हे,,,,,
राजकुमार,,,,,
ने,ने,Originator,Agent,,
कहा,,,,,
,,,,,,
,,,,,
"""",,,,,
तेरा,का,Gestalt,Gestalt,,
ग्रह,,,,,
इतना,,,,,
छोटा,,,,,
है,,,,,
कि,,,,,
तू,,,,,
तीन,,,,,
कदम,,,,,
चल,,,,,
के,,,,,
उसकी,का,Path,Gestalt,,
परिक्रमा,,,,,
कर,,,,,
सकता,,,,,
है,,,,,
।,,,,,
,,,,,
तुझे,को,Agent,Agent,,
बस,,,,,
इतना,,,,,
धीरे,,,,,
चलना,,,,,
है,,,,,
कि,,,,,
हरदम,,,,,
धूप,,,,,
में,में,Locus,Locus,,
रह,,,,,
सके,,,,,
और,,,,,
शाम,,,,,
हो,,,,,
ही,,,,,
नहीं,,,,,
!,,,,,
,,,,,
जब,,,,,
तुझे,को,Agent,Agent,,
आराम,,,,,
करना,,,,,
हो,,,,,
तो,,,,,
चलने,,,,,
लगना,,,,,
...,,,,,
,,,,,
और,,,,,
फिर,,,,,
दिन,,,,,
उतना,,,,,
लंबा,,,,,
हो,,,,,
जाएगा,,,,,
जितना,,,,,
तू,,,,,
चाहेगा,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
लेकिन,,,,,
इससे,से,Explanation,Source,,
मेरा,का,Beneficiary,Gestalt,,
क्या,,,,,
भला,,,,,
होगा,,,,,
?,,,,,
,,,,,
मुझे,को,Experiencer,Recipient,,
तो,,,,,
सोना,,,,,
अच्छा,,,,,
लगता,,,,,
है,,,,,
और,,,,,
चलते-चलते,,,,,
मैं,,,,,
सो,,,,,
तो,,,,,
पाउँगा,,,,,
नहीं,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
यह,,,,,
तो,,,,,
दुर्भाग्य,,,,,
ही,,,,,
हुआ,,,,,
।,,,,,
"""",,,,,
राजकुमार,,,,,
बोला,,,,,
।,,,,,
,,,,,
"""",,,,,
दुर्भाग्य,,,,,
ही,,,,,
है,,,,,
।,,,,,
,,,,,
शुभ,,,,,
प्रातः,,,,,
!,,,,,
"""",,,,,
,,,,,
और,,,,,
उसने,ने,Agent,Agent,,
बत्ती,,,,,
बुझा,,,,,
दी,,,,,
।,,,,,
,,,,,
अपनी,का,Agent,Gestalt,,
यात्रा,,,,,
में,में,Topic,Topic,,*Q*
और,,,,,
आगे,के आगे,Direction,Direction,,
बढ़ता,,,,,
हुआ,,,,,
राजकुमार,,,,,
सोचने,,,,,
लगा,,,,,
कि,,,,,
अब,,,,,
तक,तक,EndTime,EndTime,,
जिनसे,से,Agent,Ancillary,,
वह,,,,,
मिल,,,,,
चुका,,,,,
है,,,,,
-,,,,,
राजा,,,,,
,,,,,,
दम्भी,,,,,
,,,,,,
शराबी,,,,,
,,,,,,
व्यवसायी,,,,,
,,,,,,
वे,,,,,
सभी,,,,,
इसको,को,Topic,Topic,,
बुरा-भला,,,,,
कहेंगे,,,,,
पर,,,,,
यह,,,,,
अकेला,,,,,
ऐसा,ऐसा,PartPortion,ComparisonRef,,
व्यक्ति,,,,,
था,,,,,
जो,,,,,
हास्यास्पद,,,,,
नहीं,,,,,
लगा,,,,,
।,,,,,
,,,,,
शायद,,,,,
इसलिए,के लिए,Explanation,Explanation,,
कि,,,,,
वह,,,,,
अपने,का,Gestalt,Gestalt,,
में,,,,,
नहीं,,,,,
बल्कि,,,,,
दूसरे,,,,,
कामों,,,,,
में,में,Topic,Topic,,
व्यस्त,,,,,
है,,,,,
।,,,,,
,,,,,
उसने,ने,Agent,Agent,,
ठंडी,,,,,
सांस,,,,,
ली,,,,,
और,,,,,
सोचने,,,,,
लगा,,,,,
बस,,,,,
यही,,,,,
एक,,,,,
था,,,,,
जिससे,से,SocialRel,Ancillary,,
दोस्ती,,,,,
हो,,,,,
सकती,,,,,
थी,,,,,
।,,,,,
,,,,,
लेकिन,,,,,
उसके,का,Gestalt,Gestalt,,
ग्रह,,,,,
पर,पर,Locus,Locus,,
जगह,,,,,
नहीं,,,,,
थी,,,,,
कि,,,,,
दो,,,,,
व्यक्ति,,,,,
रह,,,,,
सकते,,,,,
।,,,,,
,,,,,
यद्यपि,,,,,
राजकुमार,,,,,
ने,ने,Originator,Agent,,
कहा,,,,,
नहीं,,,,,
।,,,,,
,,,,,
उसे,को,Experiencer,Recipient,,
उस,,,,,
ग्रह,,,,,
के,का,Theme,Theme,,
छोड़ने,,,,,
में,में,Stimulus,Topic,,
जो,,,,,
तकलीफ़,,,,,
हो,,,,,
रही,,,,,
थी,,,,,
उसका,का,Explanation,Gestalt,,
सबसे,से,ComparisonRef,ComparisonRef,,
बड़ा,,,,,
कारण,,,,,
वह,,,,,
था,,,,,
कि,,,,,
उस,,,,,
ग्रह,,,,,
पर,पर,Locus,Locus,,
हर,,,,,
चैबीस,,,,,
घंटे,,,,,
में,में,RateUnit,RateUnit,,
एक,,,,,
हजार,,,,,
चार,,,,,
सौ,,,,,
चालीस,,,,,
बार,,,,,
सूर्यास्त,,,,,
होता,,,,,
था,,,,,
।,,,,,
,,,,,
