"","Target","SS","SS2","MWE","Notes"
"आश्चर्य","","","","",""
"हुआ","","","","",""
"।","","","","",""
"","","","","",""
"उसे","को","Experiencer","Recipient","",""
"डर","","","","",""
"लग","","","","",""
"रहा","","","","",""
"था","","","","",""
"कि","","","","",""
"वह","","","","",""
"पृथ्वी","","","","",""
"के","के अलावा","PartPortion","PartPortion","1:1",""
"अलावा","के अलावा","","","1:2",""
"किसी","","","","",""
"और","","","","",""
"ग्रह","","","","",""
"पर","","","","",""
"तो","","","","",""
"नहीं","","","","",""
"पहुंच","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"तभी","","","","",""
"उसने","ने","Experiencer","Agent","",""
"एक","","","","",""
"गोल","","","","",""
"सी","","","","",""
"सुनहरी","","","","",""
"चीज","","","","",""
"को","को","Stimulus","Theme","",""
"रेत","","","","",""
"में","में","Locus","Locus","",""
"हिलते","","","","",""
"देखा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"शुभ","","","","",""
"रात्रि","","","","",""
",","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"कहा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"शुभ","","","","",""
"रात्रि","","","","",""
",","","","","",""
"""","","","","",""
"सांप","","","","",""
"ने","ने","Originator","Agent","",""
"उत्तर","","","","",""
"दिया","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"मैं","","","","",""
"किस","","","","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
"हूं","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"पृथ्वी","","","","",""
"पर","पर","Locus","Locus","",""
",","","","","",""
"अफ़्रीका","","","","",""
"में","में","Locus","Locus","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"ठीक","","","","",""
",","","","","",""
"तो","","","","",""
"क्या","","","","",""
"फिर","","","","",""
"पृथ्वी","","","","",""
"पर","पर","Locus","Locus","",""
"कोई","","","","",""
"नहीं","","","","",""
"रहता","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"रहते","","","","",""
"क्यों","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"यह","","","","",""
"रेगिस्तान","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"रेगिस्तान","","","","",""
"में","में","Locus","Locus","",""
"कोई","","","","",""
"नहीं","","","","",""
"रहता","","","","",""
"।","","","","",""
"","","","","",""
"पर","","","","",""
"पृथ्वी","","","","",""
"बहुत","","","","",""
"बड़ी","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"सांप","","","","",""
"ने","ने","Originator","Agent","",""
"कहा","","","","",""
"।","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"एक","","","","",""
"चट्टान","","","","",""
"पर","पर","Locus","Locus","",""
"बैठ","","","","",""
"गया","","","","",""
"और","","","","",""
"आकाश","","","","",""
"को","को","Stimulus","Theme","",""
"निहारने","","","","",""
"लगा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"पता","","","","",""
"नहीं","","","","",""
"सितारों","","","","",""
"पर","पर","Locus","Locus","",""
"रोशनी","","","","",""
"होती","","","","",""
"है","","","","",""
"या","","","","",""
"नहीं","","","","",""
",","","","","",""
"जिससे","से","Explanation","Source","",""
"हर","","","","",""
"कोई","","","","",""
"अपना","का","Gestalt","Gestalt","",""
"तारा","","","","",""
"पहचान","","","","",""
"सके","","","","",""
"।","","","","",""
"","","","","",""
"यह","","","","",""
"देखो","","","","",""
"!","","","","",""
"","","","","",""
"मेरा","का","Gestalt","Gestalt","",""
"ग्रह","","","","",""
"ठीक","","","","",""
"हमारे","के ऊपर","Locus","Locus","1:1",""
"ऊपर","के ऊपर","","","1:2",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"पर","","","","",""
"वो","","","","",""
"है","","","","",""
"कितनी","","","","",""
"दूर","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Agent","Agent","",""
"इशारा","","","","",""
"किया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"सुंदर","","","","",""
"है","","","","",""
",","","","","",""
"पर","","","","",""
"तू","","","","",""
"यहां","","","","",""
"क्या","","","","",""
"करने","","","","",""
"आया","","","","",""
"है","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मेरी","का","SocialRel","Gestalt","",""
"एक","","","","",""
"पफूल","","","","",""
"से","से","SocialRel","Ancillary","","*Q*"
"पटी","","","","",""
"नहीं","","","","",""
"इसलिए","के लिए","Explanation","Explanation","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"फिर","","","","",""
"दोनों","","","","",""
"चुप","","","","",""
"हो","","","","",""
"गए","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"आखिर","","","","",""
"आदमी","","","","",""
"लोग","","","","",""
"कहां","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"यहां","","","","",""
"तो","","","","",""
"बड़ा","","","","",""
"एकाकीपन","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"राजकुमार","","","","",""
"ने","ने","Agent","Agent","",""
"चुप्पी","","","","",""
"तोड़ी","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"आदमियों","","","","",""
"के","के बीच","Locus","Locus","1:1",""
"बीच","के बीच","","","1:2",""
"भी","","","","",""
"एकाकीपन","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"सांप","","","","",""
"बोला।","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"सांप","","","","",""
"को","को","Stimulus","Theme","",""
"देखता","","","","",""
"रहा","","","","",""
",","","","","",""
"""","","","","",""
"","","","","",""
"बड़ा","","","","",""
"मजेदार","","","","",""
"जानवर","","","","",""
"है","","","","",""
"तू","","","","",""
",","","","","",""
"बिल्कुल","","","","",""
"उंगली","","","","",""
"जैसा","जैसा","ComparisonRef","ComparisonRef","",""
"पतला","","","","",""
",","","","","",""
"""","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"कहा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"लेकिन","","","","",""
"मुझमें","में","Gestalt","Locus","",""
"एक","","","","",""
"राजा","","","","",""
"की","का","Whole","Whole","",""
"उंगली","","","","",""
"से","से ज़्यादा","Approximator","Approximator","1:1",""
"भी","","","","",""
"ज्यादा","से ज़्यादा","","","1:2",""
"शक्ति","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"सांप","","","","",""
"बोला","","","","",""
"।","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"मुस्कराया","","","","",""
",","","","","",""
"""","","","","",""
"इतना","","","","",""
"ताकतवर","","","","",""
"तो","","","","",""
"नहीं","","","","",""
"है","","","","",""
"तू","","","","",""
"...","","","","",""
"","","","","",""
"तेरे","का","Whole","Whole","",""
"पांव","","","","",""
"तक","तक","`d","`d","",""
"तो","","","","",""
"हैं","","","","",""
"नहीं","","","","",""
"-","","","","",""
"चल-फिर","","","","",""
"सकता","","","","",""
"नहीं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"तुझे","को","Theme","Theme","",""
"वहां","","","","",""
"ले","","","","",""
"जा","","","","",""
"सकता","","","","",""
"हूं","","","","",""
"जहां","","","","",""
"जहाज","","","","",""
"तक","तक","`d","`d","",""
"नहीं","","","","",""
"ले","","","","",""
"जा","","","","",""
"सकते","","","","",""
"।","","","","",""
"""","","","","",""
"उसने","ने","Agent","Agent","",""
"राजकुमार","","","","",""
"की","का","Whole","Whole","",""
"एड़ी","","","","",""
"के","का","Whole","Whole","",""
"चारों","","","","",""
"ओर","","","","",""
"लिपट","","","","",""
"कर","","","","",""
"एक","","","","",""
"सोने","","","","",""
"की","का","Stuff","Stuff","",""
"ब्रेसलेट","","","","",""
"जैसे","जैसा","ComparisonRef","ComparisonRef","",""
"कुंडली","","","","",""
"बनाई","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"जिसे","को","Theme","Theme","",""
"छू","","","","",""
"दूं","","","","",""
"वह","","","","",""
"उसी","","","","",""
"धूल","","","","",""
"में","में","Goal","Locus","",""
"मिल","","","","",""
"जाता","","","","",""
"है","","","","",""
",","","","","",""
"जिससे","से","Source","Source","",""
"पैदा","","","","",""
"हुआ","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"तू","","","","",""
"पवित्र","","","","",""
"है","","","","",""
"और","","","","",""
"फिर","","","","",""
"तू","","","","",""
"तो","","","","",""
"किसी","","","","",""
"और","","","","",""
"ग्रह","","","","",""
"से","से","Source","Source","",""
"आया","","","","",""
"है","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"जवाब","","","","",""
"नहीं","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"तुझ","","","","",""
"पर","पर","Stimulus","Theme","",""
"दया","","","","",""
"आती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"इस","","","","",""
"पत्थरों","","","","",""
"की","का","Stuff","Stuff","",""
"पृथ्वी","","","","",""
"पर","पर","Locus","Locus","",""
"इतना","","","","",""
"कमजोर","","","","",""
"दिख","","","","",""
"रहा","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"सांप","","","","",""
"बोला","","","","",""
",","","","","",""
"""","","","","",""
"मैं","","","","",""
"तेरी","का","Beneficiary","Theme","",""
"मदद","","","","",""
"कर","","","","",""
"सकता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"यदि","","","","",""
"तुझे","को","Experiencer","Recipient","",""
"अपने","का","Gestalt","Gestalt","",""
"ग्रह","","","","",""
"की","का","Stimulus","Topic","",""
"याद","","","","",""
"आए","","","","",""
"तो","","","","",""
"मैं","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"समझ","","","","",""
"गया","","","","",""
",","","","","",""
"समझ","","","","",""
"गया","","","","",""
",","","","","",""
"""","","","","",""
"राजकुमार","","","","",""
"बोला","","","","",""
",","","","","",""
"""","","","","",""
"पर","","","","",""
"हर","","","","",""
"समय","","","","",""
"तू","","","","",""
"पहेलियां","","","","",""
"क्यों","","","","",""
"बूझाता","","","","",""
"है","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"उन्हें","को","Theme","Theme","",""
"हल","","","","",""
"भी","","","","",""
"कर","","","","",""
"लेता","","","","",""
"हूं","","","","",""
",","","","","",""
"""","","","","",""
"सांप","","","","",""
"बोला","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"फिर","","","","",""
"वे","","","","",""
"चुप","","","","",""
"हो","","","","",""
"गए","","","","",""
"।","","","","",""
"","","","","",""
