,Target,SS,SS2,MWE,Notes
तो,"","","","",""
किसी,"","","","",""
गांव,"","","","",""
का,का,Locus,Gestalt,"",""
कुआं,"","","","",""
लगता,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
लेकिन,"","","","",""
गांव,"","","","",""
कहीं,"","","","",""
दिखाई,"","","","",""
नहीं,"","","","",""
पड़,"","","","",""
रहा,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
मुझे,को,Experiencer,Recipient,"",""
लगा,"","","","",""
कि,"","","","",""
वह,"","","","",""
सब,"","","","",""
सपना,"","","","",""
हो,"","","","",""
।,"","","","",""
"","","","","",""
"""","","","","",""
कितनी,"","","","",""
अजीब,"","","","",""
बात,"","","","",""
है,"","","","",""
!,"","","","",""
सब,"","","","",""
कुछ,"","","","",""
तैयार,"","","","",""
है,"","","","",""
-,"","","","",""
घिरनी,"","","","",""
",","","","","",""
रस्सी,"","","","",""
",","","","","",""
बाल्टी,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
उसे,को,Experiencer,Recipient,"",""
हंसी,"","","","",""
आ,"","","","",""
गई,"","","","",""
।,"","","","",""
,"","","","",""
उसने,ने,Experiencer,Agent,"",""
रस्सी,"","","","",""
को,को,Theme,Theme,"",*Q*
छू,"","","","",""
कर,"","","","",""
देखा,"","","","",""
",","","","","",""
घिरनी,"","","","",""
पर,पर,Goal,Locus,"",""
रस्सी,"","","","",""
डालकर,"","","","",""
उसे,को,Theme,Theme,"",""
घुमाने,"","","","",""
लगा,"","","","",""
।,"","","","",""
,"","","","",""
उससे,से,Explanation,Source,"",""
आवाज,"","","","",""
होने,"","","","",""
लगी,"","","","",""
।,"","","","",""
"","","","","",""
"""","","","","",""
तूने,ने,Experiencer,Agent,"",""
सुना,"","","","",""
हम,"","","","",""
लोगों,"","","","",""
ने,ने,Agent,Agent,"",""
कुएं,"","","","",""
को,को,Theme,Theme,"",""
जगा,"","","","",""
दिया,"","","","",""
और,"","","","",""
अब,"","","","",""
वह,"","","","",""
गा,"","","","",""
रहा,"","","","",""
है,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मैं,"","","","",""
नहीं,"","","","",""
चाहता,"","","","",""
था,"","","","",""
कि,"","","","",""
उसे,को,Beneficiary,Recipient,"",""
कष्ट,"","","","",""
हो,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
तेरे,के लिए,Experiencer,Beneficiary,1:1,""
लिए,के लिए,"","",1:2,""
बहुत,"","","","",""
भारी,"","","","",""
है,"","","","",""
वह,"","","","",""
।,"","","","",""
"","","","","",""
ला,"","","","",""
मैं,"","","","",""
भरता,"","","","",""
हूं,"","","","",""
पानी,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मैंने,ने,Agent,Agent,"",""
धीरे-धीरे,"","","","",""
बाल्टी,"","","","",""
को,को,Theme,Theme,"",""
कुएं,"","","","",""
में,में,Goal,Locus,"",""
उतारा,"","","","",""
",","","","","",""
पानी,"","","","",""
पर,पर,Goal,Locus,"",""
बाल्टी,"","","","",""
रखी,"","","","",""
।,"","","","",""
,"","","","",""
मेरे,का,Whole,Whole,"",""
कानों,"","","","",""
में,में,Locus,Locus,"",""
घिरनी,"","","","",""
के,का,Theme,Theme,"",""
फिसलने,"","","","",""
का,का,Gestalt,Gestalt,"",*Q* Sensory content
संगीत,"","","","",""
गूंज,"","","","",""
रहा,"","","","",""
था,"","","","",""
और,"","","","",""
हिलते,"","","","",""
पानी,"","","","",""
में,में,Locus,Locus,"",""
धूप,"","","","",""
की,का,Gestalt,Gestalt,"",""
छाया,"","","","",""
हिल,"","","","",""
रही,"","","","",""
थी,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
मुझे,को,Experiencer,Recipient,"",""
इसी,"","","","",""
पानी,"","","","",""
की,का,Stimulus,Gestalt,"",""
प्यास,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
मुझे,को,Recipient,Recipient,"",""
पानी,"","","","",""
दो,"","","","",""
...,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मेरी,का,Experiencer,Gestalt,"",""
समझ,"","","","",""
में,में,Goal,Locus,"",""
आ,"","","","",""
गया,"","","","",""
कि,"","","","",""
वह,"","","","",""
क्या,"","","","",""
ढूंढ,"","","","",""
रहा,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
मैंने,ने,Agent,Agent,"",""
उसके,"","","","",""
होठों,"","","","",""
तक,तक,Goal,Goal,"",""
बाल्टी,"","","","",""
उठाई,"","","","",""
।,"","","","",""
,"","","","",""
उसने,ने,Agent,Agent,"",""
आंखें,"","","","",""
बंद,"","","","",""
करके,"","","","",""
गट-गट,"","","","",""
करके,"","","","",""
पानी,"","","","",""
पी,"","","","",""
लिया,"","","","",""
।,"","","","",""
,"","","","",""
उसका,का,Agent,Gestalt,"",""
पानी,"","","","",""
पीना,"","","","",""
उत्सव,"","","","",""
की,की तरह,ComparisonRef,ComparisonRef,1:1,""
तरह,की तरह,"","",1:2,""
भला,"","","","",""
लग,"","","","",""
रहा,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
वह,"","","","",""
साधारण,"","","","",""
पानी,"","","","",""
नहीं,"","","","",""
था,"","","","",""
",","","","","",""
वह,"","","","",""
सितारों,"","","","",""
की,का,Gestalt,Gestalt,"",""
छांव,"","","","",""
में,में,Locus,Locus,"",""
हमारी,"","","","",""
यात्रा,"","","","",""
",","","","","",""
घिरनी,"","","","",""
के,का,Gestalt,Gestalt,"",*Q* sensory content
संगीत,"","","","",""
और,"","","","",""
बाजुओं,"","","","",""
के,का,Agent,Gestalt,"",*Q* metonymy?
श्रम,"","","","",""
से,से,Originator,Source,"",""
जन्मा,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
मन,"","","","",""
के,के लिए,Beneficiary,Beneficiary,1:1,""
लिए,के लिए,"","",1:2,""
बलदायक,"","","","",""
था,"","","","",""
-,"","","","",""
जैसे,जैसा,ComparisonRef,ComparisonRef,"",""
एक,"","","","",""
उपहार,"","","","",""
।,"","","","",""
,"","","","",""
जब,"","","","",""
मैं,"","","","",""
छोटा,"","","","",""
था,"","","","",""
तो,"","","","",""
क्रिसमस,"","","","",""
में,में,Time,Time,"",""
घर,"","",,"",""
में,में,Locus,Locus,"",""
सजा,"","","","",""
उपहारों,"","","","",""
से,से,Causer,Causer,"",""
लदा,"","","","",""
पेड़,"","","","",""
",","","","","",""
गिरजाघर,"","","","",""
में,में,Locus,Locus,"",""
प्रार्थना,"","","","",""
का,का,Topic,Topic,"",*Q*
संगीत,"","","","",""
",","","","","",""
मुस्कराहटों,"","","","",""
की,का,Gestalt,Gestalt,"",""
मधुरता,"","","","",""
मिल,"","","","",""
कर,"","","","",""
उपहारों,"","","","",""
से,से,Causer,Source,"",""
मिली,"","","","",""
खुशी,"","","","",""
पर,पर,Explanation,Time,"",*Q* idk
छा,"","","","",""
जाते,"","","","",""
थे,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
इस,"","","","",""
धरती,"","","","",""
के,का,Locus,Gestalt,"",""
आदमी,"","","","",""
",","","","","",""
"""","","","","",""
राजकुमार,"","","","",""
बोला,"","","","",""
",","","","","",""
"""","","","","",""
एक,"","","","",""
बगीचे,"","","","",""
में,में,Locus,Locus,"",""
हजारों,"","","","",""
गुलाब,"","","","",""
लगते,"","","","",""
हैं,"","","","",""
...,"","","","",""
,"","","","",""
और,"","","","",""
फिर,"","","","",""
उन्हें,को,Recipient,Recipient,"",""
वह,"","","","",""
नहीं,"","","","",""
मिलता,"","","","",""
है,"","","","",""
जिसकी,का,Stimulus,Theme,"",""
उन्हें,को,Experiencer,Recipient,"",""
तलाश,"","","","",""
है,"","","","",""
...,"","","","",""
।,"","","","",""
"""","","","","",""
,"","","","",""
"""","","","","",""
वे,"","","","",""
उसे,को,Theme,Theme,"",""
ढूंढ,"","","","",""
नहीं,"","","","",""
पाते,"","","","",""
...,"","","","",""
"""","","","","",""
मैंने,ने,Originator,Agent,"",""
प्रतिध्वनि,"","","","",""
की,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
जब,"","","","",""
कि,"","","","",""
जिसकी,का,Stimulus,Theme,"",""
उन्हें,को,Experiencer,Recipient,"",""
तलाश,"","","","",""
है,"","","","",""
वह,"","","","",""
एक,"","","","",""
फूल,"","","","",""
",","","","","",""
थोड़े,"","","","",""
से,"","","","",""
पानी,"","","","",""
में,में,Locus,Locus,"",""
ही,"","","","",""
मिल,"","","","",""
सकता,"","","","",""
था,"","","","",""
...,"","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
निश्चित,"","","","",""
ही,"","","","",""
",","","","","",""
"""","","","","",""
मैंने,ने,Originator,Agent,"",""
कहा,"","","","",""
।,"","","","",""
,"","","","",""
राजकुमार,"","","","",""
ने,ने,Originator,Agent,"",""
बात,"","","","",""
पूरी,"","","","",""
की,"","","","",""
",","","","","",""
"""","","","","",""
आंखें,"","","","",""
अंधी,"","","","",""
होती,"","","","",""
हैं,"","","","",""
।,"","","","",""
,"","","","",""
हमें,को,Agent,Agent,"",""
दिल,"","","","",""
से,से,Instrument,Instrument,"",""
खोजना,"","","","",""
चाहिए,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मैंने,ने,Agent,Agent,"",""
भी,"","","","",""
पानी,"","","","",""
पी,"","","","",""
लिया,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
सांस,"","","","",""
ठीक,"","","","",""
से,से,Manner,Manner,"",""
चलने,"","","","",""
लगी,"","","","",""
थी,"","","","",""
।,"","","","",""
,"","","","",""
सूर्योदय,"","","","",""
के,का,Gestalt,Gestalt,"",""
समय,"","","","",""
रेत,"","","","",""
का,का,Gestalt,Gestalt,"",""
रंग,"","","","",""
शहद,"","","","",""
जैसा,जैसा,ComparisonRef,ComparisonRef,"",""
हो,"","","","",""
जाता,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
मैं,"","","","",""
इस,"","","","",""
रंग,"","","","",""
के,के कारण,Explanation,Explanation,"1:1",""
कारण,के कारण,"","","1:2",""
भी,"","","","",""
खुश,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
आखिर,"","","","",""
दुखी,"","","","",""
क्यों,"","","","",""
होऊँ,"","","","",""
मैं,"","","","",""
...,"","","","",""
!,"","","","",""
"","","","","",""
"""","","","","",""
तुझे,को,Agent,Agent,"",""
अपना,का,Experiencer,Gestalt,"",*Q* Originator?
वादा,"","","","",""
पूरा,"","","","",""
करना,"","","","",""
चाहिए,"","","","",""
",","","","","",""
"""","","","","",""
मेरे,के पास,Goal,Locus,"1:1",""
पास,के पास,"","","1:2",""
आकर,"","","","",""
बैठता,"","","","",""
हुआ,"","","","",""
वो,"","","","",""
बोला,"","","","",""
।,"","","","",""
"","","","","",""
"""","","","","",""
कौन,"","","","",""
सा,"","","","",""
वादा,"","","","",""
!,"","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
वही,"","","","",""
',"","","","",""
जाबा,"","","","",""
',"","","","",""
",","","","","",""
भेड़,"","","","",""
का,का,Whole,Whole,"",""
मुंह,"","","","",""
बंद,"","","","",""
करने,"","","","",""
के,के लिए,Purpose,Purpose,1:1,""
लिए,के लिए,"","",1:2,""
...,"","","","",""
"","","","","",""
फूल,"","","","",""
की,का,Topic,Topic,"",""
जिम्मेदारी,"","","","",""
मेरे,के ऊपर,Gestalt,Locus,1:1,""
ऊपर,के ऊपर,"","",1:2,""
है,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मैंने,ने,Agent,Agent,"",""
जेब,"","","","",""
से,से,Source,Source,"",""
रेखाचित्रों,"","","","",""
की,का,Topic,Topic,"",""
कापी,"","","","",""
निकाली,"","","","",""
।,"","","","",""
,"","","","",""
चित्रों,"","","","",""
को,को,Stimulus,Theme,"",""
देखकर,"","","","",""
हंसता,"","","","",""
हुआ,"","","","",""
बोला,"","","","",""
",","","","","",""
"""","","","","",""
बाओबाब,"","","","",""
के,का,Topic,Topic,"",""
चित्र,"","",,"",""
गोभी,"","","","",""
जैसे,जैसा,ComparisonRef,ComparisonRef,"",""
लगते,"","","","",""
हैं,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
धत्,"","","","",""
!,"","","","",""
"""","","","","",""
"","","","","",""
अपनी,का,Experiencer,Gestalt,"",""
समझ,"","","","",""
से,से,`d,`d,"",*Q* according_to
मैंने,ने,Agent,Agent,"",""
बाओबाब,"","","","",""
के,का,Topic,Topic,"",""
चित्र,"","","","",""
बहुत,"","","","",""
अच्छे,"","","","",""
बनाए,"","","","",""
थे,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
अरे,"","","","",""
लोमड़ी,"","","","",""
...,"","","","",""
,"","","","",""
उसके,का,Whole,Whole,"",""
कान,"","","","",""
...,"","","","",""
,"","","","",""
जैसे,जैसे,ComparisonRef,ComparisonRef,"",""
सींग,"","","","",""
हों,"","","","",""
...,"","","","",""
कितने,"","","","",""
बड़े,"","","","",""
हैं,"","","","",""
।,"","","","",""
"""","","","","",""
वह,"","","","",""
हंसता,"","","","",""
ही,"","","","",""
रहा,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
तू,"","","","",""
मेरे,के साथ,Locus,Ancillary,1:1,""
साथ,के साथ,"","",1:2,""
नहीं,"","","","",""
रहा,"","","","",""
नन्हे-मुन्ने,"","","","",""
!,"","","","",""
"","","","","",""
मुझे,को,Experiencer,Recipient,"",""
खुले,"","","","",""
और,"","","","",""
बंद,"","","","",""
सांपों,"","","","",""
के,के अलावा,PartPortion,PartPortion,1:1,""
अलावा,के अलावा,"","",1:2,""
और,"","","","",""
कुछ,"","","","",""
बनाना,"","","","",""
ही,"","","","",""
नहीं,"","","","",""
आता,"","","","",""
था,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
ओह,"","","","",""
!,"","","","",""
"","","","","",""
कोई,"","","","",""
बात,"","","","",""
नहीं,"","","","",""
!,"","","","",""
"","","","","",""
बच्चे,"","","","",""
समझ,"","","","",""
लेंगे,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मैंने,ने,Originator,Agent,"",""
पेन्सिल,"","","","",""
से,से,Instrument,Instrument,"",""
एक,"","","","",""
',"","","","",""
जाबा,"","","","",""
',"","","","",""
बनाया,"","","","",""
।,"","","","",""
,"","","","",""
उसको,को,Recipient,Recipient,"",""
देते,"","","","",""
हुए,"","","","",""
डर,"","","","",""
ही,"","","","",""
लग,"","","","",""
रहा,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
कि,"","","","",""
वह,"","","","",""
क्या,"","","","",""
कहेगा,"","","","",""
",","","","","",""
"""","","","","",""
तेरी,का,Agent,Gestalt,"",""
पता,"","","","",""
नहीं,"","","","",""
क्या-क्या,"","","","",""
योजनाएं,"","","","",""
हैं,"","","","",""
...,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
मेरी,का,Originator,Gestalt,"",""
बात,"","","","",""
से,से,Source,Source,"",*Q*
अलग,"","","","",""
जाकर,"","","","",""
उसने,ने,Originator,Agent,"",""
कहा,"","","","",""
",","","","","",""
"""","","","","",""
जानते,"","","","",""
हो,"","","","",""
मेरा,का,Theme,Theme,"",""
इस,"","","","",""
धरती,"","","","",""
पर,पर,Goal,Locus,"",""
आना,"","","","",""
...,"","","","",""
,"","","","",""
कल,"","","","",""
उसको,को,Theme,Theme,"",*Q*
एक,"","","","",""
वर्ष,"","","","",""
हो,"","","","",""
जाएगा,"","","","",""
।,"","","","",""
"""","","","","",""
"","","","","",""
थोड़ी,"","","","",""
देर,"","","","",""
चुप,"","","","",""
रहा,"","","","",""
फिर,"","","","",""
बोला,"","","","",""
",","","","","",""
"""","","","","",""
मैं,"","","","",""
बिल्कुल,"","","","",""
यहीं,"","","","",""
कहीं,"","","","",""
उतरा,"","","","",""
था,"","","","",""
...,"","","","",""
।,"","","","",""
"""","","","","",""
,"","","","",""
वह,"","","","",""
लाल,"","","","",""
हो,"","","","",""
गया,"","","","",""
।,"","","","",""
,"","","","",""
न,"","","","",""
जाने,"","","","",""
क्यों,"","","","",""
एक,"","","","",""
बार,"","","","",""
फिर,"","","","",""
एक,"","","","",""
अजीब,"","","","",""
सी,"","","","",""
पीड़ा,"","","","",""
महसूस,"","","","",""
की,"","","","",""
मैंने,ने,Experiencer,Agent,"",""
।,"","","","",""
,"","","","",""
उसी,"","","","",""
समय,"","","","",""
एक,"","","","",""
प्रश्न,"","","","",""
उठा,"","","","",""
",","","","","",""
"""","","","","",""
अच्छा,"","","","",""
तो,"","","","",""
यह,"","","","",""
संयोग,"","","","",""
नहीं,"","","","",""
था,"","","","",""
कि,"","","","",""
आठ,"","","","",""
दिन,"","","","",""
पहले,"","","","",""
",","","","","",""
जब,"","","","",""
हमारी,"","","","",""
मुलाकात,"","","","",""
हुई,"","","","",""
",","","","","",""
तो,"","","","",""
तू,"","","","",""
बस्ती,"","","","",""
से,से,Locus,Source,"",""
दूर,"","","","",""
",","","","","",""
बहुत,"","","","",""
दूर,"","","","",""
",","","","","",""
इस,"","","","",""
वीराने,"","","","",""
में,में,Locus,Locus,"",""
अकेले,"","","","",""
घूम,"","","","",""
रहा,"","","","",""
था,"","","","",""
।,"","","","",""
,"","","","",""
तू,"","","","",""
उसी,"","","","",""
स्थान,"","","","",""
की,की ओर,Direction,Direction,1:1,""
ओर,की ओर,"","",1:2,""
लौट,"","","","",""
रहा,"","","","",""
था,"","","","",""
",","","","","",""
जहां,"","","","",""
तू,"","","","",""
पहले,"","","","",""
उतरा,"","","","",""
था,"","","","",""
।,"","","","",""
"""","","","","",""
,"","","","",""
नन्हे,"","","","",""
राजकुमार,"","","","",""
के,का,Whole,Whole,"",""
मुंह,"","","","",""
पर,पर,Locus,Locus,"",""
फिर,"","","","",""
लाली,"","","","",""
दौड़,"","","","",""
गई,"","","","",""
।,"","","","",""
,"","","","",""
सकुचाते,"","","","",""
हुए,"","","","",""
मैंने,ने,Originator,Agent,"",""
फिर,"","","","",""
कहा,"","","","",""
",","","","","",""
"""","","","","",""
उस,"","","","",""
दिन,"","","","",""
वर्षगांठ,"","","","",""
के,के कारण,Explanation,Explanation,1:1,""
कारण,के कारण,"","",1:2,""
न,"","","","",""
?,"","","","",""
"""","","","","",""
"","","","","",""
राजकुमार,"","","","",""
फिर,"","","","",""
शर्मा,"","","","",""
गया,"","","","",""
।,"","","","",""
,"","","","",""
सवालों,"","","","",""
के,का,Topic,Topic,"",""
जवाब,"","","","",""
नहीं,"","","","",""
देता,"","","","",""
था,"","","","",""
",","","","","",""
"""","","","","",""
पर,"","","","",""
जब,"","","","",""
कोई,"","","","",""
शर्मा,"","","","",""
जाए,"","","","",""
तो,"","","","",""
उसका,का,Gestalt,Gestalt,"",""
मतलब,"","","","",""
',"","","","",""
हां,"","","","",""
',"","","","",""
होता,"","","","",""
है,"","","","",""
।,"","","","",""
,"","","","",""
है,"","","","",""
न?,"","","","",""
"""","","","","",""
,"","","","",""
"""","","","","",""
आह,"","","","",""
!,"","","","",""
"","","","","",""
मुझे,को,Experiencer,Recipient,"",""
डर,"","","","",""
लग,"","","","",""
रहा,"","","","",""
है,"","","","",""
...,"","","","",""
।,"","","","",""
"""","","","","",""
,"","","","",""
उसने,ने,Originator,Agent,"",""
उत्तर,"","","","",""
दिया,"","","","",""
",","","","","",""
"""","","","","",""
तब,"","","","",""
मुझे,को,Agent,Agent,"",""
एक,"","","","",""
काम,"","","","",""
करना,"","","","",""
चाहिए,"","","","",""
।,"","","","",""
,"","","","",""
अपने,का,Possessor,Possessor,"",""
जहाज,"","","","",""
के,के पास,Goal,Locus,1:1,""
पास,के पास,"","",1:2,""
वापिस,"","","","",""
जाना,"","","","",""
चाहिए,"","","","",""
।,"","","","",""
,"","","","",""
मैं,"","","","",""
यहां,"","","","",""
पर,पर,Locus,Locus,"",""
तेरा,का,Theme,Theme,"",*Q*
इंतजार,"","","","",""
करूंगा,"","","","",""
।,"","","","",""
,"","","","",""
कल,"","","","",""
शाम,"","","","",""
को,को,Time,Time,"",""
आना,"","","","",""
...,"","","","",""
।,"","","","",""
,"","","","",""
"""","","","","",""
लेकिन,"","","","",""
मैं,"","","","",""
आश्वस्त,"","","","",""
नहीं,"","","","",""
हुआ,"","","","",""
।,"","","","",""
,"","","","",""
मुझे,को,Experiencer,Recipient,"",""
लोमड़ी,"","","","",""
की,का,Stimulus,Topic,"",*Q*
याद,"","","","",""
आई,"","","","",""
।,"","","","",""
,"","","","",""
किसी,"","","","",""
के,के निकट,Goal,Locus,1:1,""
निकट,के निकट,"","",1:2,""
जाने,"","","","",""
का,का,Gestalt,Gestalt,"",""
अर्थ,"","","","",""
होता,"","","","",""
है,"","","","",""
आंसुओं,"","","","",""
को,को,Recipient,Recipient,"",""
निमंत्रण,"","","","",""
देना,"","","","",""
...,"","","","",""
!,"","","","",""
