"","Target","SS","SS2","MWE","Notes"
"बोला","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"अरे","","","","",""
"!","","","","",""
"","","","","",""
"मैं","","","","",""
"सोच","","","","",""
"रहा","","","","",""
"था","","","","",""
"कि","","","","",""
"मैं","","","","",""
"अपने","का","Possessor","Possessor","",""
"घर","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"वास्तव","","","","",""
"में","में","Circumstance","Circumstance","",""
"जब","","","","",""
"अमेरिका","","","","",""
"में","में","Locus","Locus","",""
"दोपहर","","","","",""
"हो","","","","",""
"तो","","","","",""
"फ्रांस","","","","",""
"में","में","Locus","Locus","",""
"सूर्यास्त","","","","",""
"हो","","","","",""
"रहा","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"अगर","","","","",""
"कोई","","","","",""
"अमरीका","","","","",""
"से","से","Source","Source","",""
"तुरंत","","","","",""
"फ्रांस","","","","",""
"पहुंच","","","","",""
"जाए","","","","",""
"तो","","","","",""
"दोपहर","","","","",""
"के","के बाद","Time","Time","1:1","फौरन is an adverb not a length of time"
"फौरन","","","","",""
"बाद","के बाद","","","1:2",""
"शाम","","","","",""
"देख","","","","",""
"सकता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"दुर्भाग्यवश","","","","",""
"दोनों","","","","",""
"के","के बीच","Locus","Whole","1:1","two objects? *Q*"
"बीच","के बीच","","","1:2",""
"की","का","Gestalt","Gestalt","","no idea *Q*"
"दूरी","","","","",""
"काफी","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"तेरी","का","Gestalt","Gestalt","",""
"छोटी","","","","",""
"सी","","","","",""
"धरती","","","","",""
"पर","पर","Locus","Locus","",""
"तुझे","को","Agent","Agent","",""
"बस","","","","",""
"अपनी","का","Possessor","Possessor","",""
"कुर्सी","","","","",""
"थोड़ी","","","","",""
"इधर-उधर","","","","",""
"खिसकाने","","","","",""
"की","का","Theme","Theme","","*Q*"
"जरूरत","","","","",""
"होती","","","","",""
"होगी","","","","",""
"और","","","","",""
"तू","","","","",""
"जितनी","","","","",""
"बार","","","","",""
"चाहे","","","","",""
"सूरज","","","","",""
"का","का","Theme","Theme","",""
"डूबना","","","","",""
"देख","","","","",""
"सकता","","","","",""
"होगा","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"एक","","","","",""
"दिन","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"तैंतालिस","","","","",""
"बार","","","","",""
"सूर्यास्त","","","","",""
"देखा","","","","",""
"था","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"और","","","","",""
"तू","","","","",""
"फिर","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"जानते","","","","",""
"हो","","","","",""
"जब","","","","",""
"कोई","","","","",""
"उदास","","","","",""
"हो","","","","",""
"तो","","","","",""
"सूर्यास्त","","","","",""
"बड़ा","","","","",""
"अच्छा","","","","",""
"लगता","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"तो","","","","",""
"जिस","","","","",""
"दिन","","","","",""
"तूने","ने","Experiencer","Agent","",""
"तैंतालिस","","","","",""
"बार","","","","",""
"सूर्यास्त","","","","",""
"देखा","","","","",""
"तू","","","","",""
"बड़ा","","","","",""
"उदास","","","","",""
"रहा","","","","",""
"होगा","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"लेकिन","","","","",""
"उसने","ने","Originator","Agent","",""
"जवाब","","","","",""
"नहीं","","","","",""
"दिया","","","","",""
"।","","","","",""
