"","Target","SS","SS2","MWE","Notes"
"उसकी","का","Theme","Theme","","*Q* identification of x"
"पहचान","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"एक","","","","",""
"संख्या","","","","",""
"चुन","","","","",""
"लेता","","","","",""
"है","","","","",""
",","","","","",""
"जैसे","","","","",""
"नक्षत्र","","","","",""
"32611।","","","","",""
"","","","","",""
"मेरे","का","Experiencer","Gestalt","",""
"इस","","","","",""
"विश्वास","","","","",""
"के","का","Explanation","Gestalt","*Q*",""
"कई","","","","",""
"कारण","","","","",""
"हैं","","","","",""
"कि","","","","",""
"जिस","","","","",""
"नक्षत्र","","","","",""
"से","से","Source","Source","",""
"वह","","","","",""
"आया","","","","",""
"था","","","","",""
"उसका","का","Gestalt","Gestalt","",""
"नाम","","","","",""
"बी-612","","","","",""
"होगा","","","","",""
"।","","","","",""
"","","","","",""
"उस","","","","",""
"नक्षत्र","","","","",""
"को","को","Stimulus","Theme","",""
"केवल","","","","",""
"एक","","","","",""
"बार","","","","",""
"1901","","","","",""
"में","में","Time","Time","",""
"एक","","","","",""
"तुर्क","","","","",""
"वैज्ञानिक","","","","",""
"ने","ने","Experiencer","Agent","",""
"अपनी","का","Possessor","Possessor","",""
"दूरबीन","","","","",""
"से","से","Instrument","Instrument","",""
"देखा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Agent","Agent","",""
"एक","","","","",""
"अंतर्राष्ट्रीय","","","","",""
"सम्मेलन","","","","",""
"में","में","Circumstance","Locus","",""
"अपनी","","","","",""
"खोज","","","","",""
"का","का","Topic","Topic","",""
"भव्य","","","","",""
"प्रदर्शन","","","","",""
"किया","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"पर","","","","",""
"उसकी","का","Possessor","Possessor","",""
"पोशाक","","","","",""
"देखकर","","","","",""
"उस","","","","",""
"पर","पर","Topic","Topic","",""
"किसी","","","","",""
"ने","ने","Experiencer","Agent","",""
"विश्वास","","","","",""
"नहीं","","","","",""
"किया","","","","",""
"।","","","","",""
"","","","","",""
"वयस्क","","","","",""
"लोग","","","","",""
"ऐसे","","","","",""
"ही","","","","",""
"होते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"बी-612","","","","",""
"के","का","Gestalt","Gestalt","",""
"नक्षत्र","","","","",""
"अच्छे","","","","",""
"रहे","","","","",""
"होंगे","","","","",""
"क्योंकि","","","","",""
"तुर्की","","","","",""
"के","का","Org","Gestalt","",""
"एक","","","","",""
"तानाशाह","","","","",""
"ने","ने","Agent","Agent","",""
",","","","","",""
"शायद","","","","",""
"इसी","","","","",""
"घटना","","","","",""
"के","के कारण","Explanation","Explanation","1:1",""
"कारण","के कारण","","","1:2",""
",","","","","",""
"कानून","","","","",""
"बना","","","","",""
"दिया","","","","",""
"कि","","","","",""
"जो","","","","",""
"यूरोपीय","","","","",""
"ढंग","","","","",""
"के","का","Characteristic","Characteristic","",""
"कपड़े","","","","",""
"नहीं","","","","",""
"पहनेगा","","","","",""
"उसे","को","Theme","Theme","",""
"मौत","","","","",""
"की","का","Identity","Identity","",""
"सजा","","","","",""
"मिलेगी","","","","",""
"।","","","","",""
"","","","","",""
"उस","","","","",""
"वैज्ञानिक","","","","",""
"ने","ने","Agent","Agent","",""
"1920","","","","",""
"में","में","Time","Time","",""
"फिर","","","","",""
"प्रदर्शन","","","","",""
"किया","","","","",""
"।","","","","",""
"","","","","",""
"इस","","","","",""
"बार","","","","",""
"उसने","ने","Agent","Agent","",""
"अपने","","","","",""
"को","को","Theme","Theme","",""
"सूट-बूट","","","","",""
"से","से","Possession","Instrument","","*Q* Possession?"
"सजा","","","","",""
"रखा","","","","",""
"था","","","","",""
"और","","","","",""
"सबने","ने","Experiencer","Agent","",""
"उसकी","का","Originator","Gestalt","",""
"बात","","","","",""
"मान","","","","",""
"ली","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"वयस्क","","","","",""
"लोगों","","","","",""
"के","के कारण","Explanation","Explanation","1:1",""
"कारण","के कारण","","","1:2",""
"ही","","","","",""
"मुझे","को","Originator","Agent","",""
"इस","","","","",""
"नक्षत्र","","","","",""
"और","","","","",""
"उसकी","का","Gestalt","Gestalt","",""
"संख्या","","","","",""
"के","के बारे में","Topic","Topic","1:1",""
"बारे","के बारे में","","","1:2",""
"में","के बारे में","","","1:3",""
"इतने","","","","",""
"विस्तार","","","","",""
"से","से","Manner","Manner","",""
"बताना","","","","",""
"पड़ा।","","","","",""
"","","","","",""
"बड़े","","","","",""
"लोगों","","","","",""
"का","का","Experiencer","Gestalt","",""
"संख्याओं","","","","",""
"में","में","Topic","Topic","",""
"बड़ा","","","","",""
"विश्वास","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"उनसे","से","Agent","Ancillary","",""
"आप","","","","",""
"किसी","","","","",""
"नए","","","","",""
"दोस्त","","","","",""
"के","के बारे में","Topic","Topic","",""
"बारे","के बारे में","","","",""
"में","के बारे में","","","",""
"बातें","","","","",""
"करें","","","","",""
"तो","","","","",""
"वे","","","","",""
"कभी","","","","",""
"कोई","","","","",""
"सार्थक","","","","",""
"प्रश्न","","","","",""
"नहीं","","","","",""
"पूछेंगे","","","","",""
"।","","","","",""
"","","","","",""
"वे","","","","",""
"कभी","","","","",""
"नहीं","","","","",""
"पूछेंगे","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"उसकी","का","Gestalt","Gestalt","",""
"आवाज","","","","",""
"कैसी","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"कौन","","","","",""
"से","","","","",""
"खेल","","","","",""
"खेलता","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"तितलियां","","","","",""
"इकट्ठी","","","","",""
"करता","","","","",""
"है","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"पूछेंगे","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"क्या","","","","",""
"उम्र","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"उसके","का","SocialRel","Gestalt","",""
"कितने","","","","",""
"भाई","","","","",""
"हैं","","","","",""
"?","","","","",""
"","","","","",""
"उसका","का","Gestalt","Gestalt","",""
"वजन","","","","",""
"कितना","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"उसके","का","SocialRel","Gestalt","",""
"पिता","","","","",""
"कितनी","","","","",""
"तनख्वाह","","","","",""
"पाते","","","","",""
"हैं","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"यही","","","","",""
"सब","","","","",""
"जानने","","","","",""
"में","में","Topic","Topic","",""
"विश्वास","","","","",""
"होता","","","","",""
"है","","","","",""
"उनका","","","","",""
"।","","","","",""
"","","","","",""
"उनसे","से","Recipient","Ancillary","",""
"कहो","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"गुलाबी","","","","",""
"ईंटों","","","","",""
"का","का","Stuff","Stuff","","*Q* or Characteristic?"
"एक","","","","",""
"मकान","","","","",""
"देखा","","","","",""
"है","","","","",""
"जिसकी","का","Whole","Whole","",""
"खिड़कियों","","","","",""
"पर","पर","Locus","Locus","",""
"जेरेनियम","","","","",""
"के","का","Identity","Identity","","unsure"
"फूल","","","","",""
"लगे","","","","",""
"हैं","","","","",""
",","","","","",""
"छत","","","","",""
"पर","पर","Locus","Locus","",""
"कबूतर","","","","",""
"गुटर-गूं","","","","",""
"करते","","","","",""
"हैं","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"तो","","","","",""
"वे","","","","",""
"ऐसे","","","","",""
"घर","","","","",""
"की","का","Topic","Topic","",""
"कल्पना","","","","",""
"भी","","","","",""
"नहीं","","","","",""
"कर","","","","",""
"पायेंगे","","","","",""
"।","","","","",""
"","","","","",""
"उनसे","से","Recipient","Ancillary","",""
"कहना","","","","",""
"चाहिए","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"एक","","","","",""
"लाख","","","","",""
"की","का","Identity","Identity","",""
"कीमत","","","","",""
"वाला","वाला","Cost","","","wat is the function *Q* Characteristic? Identity"
"घर","","","","",""
"देखा","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"झट","","","","",""
"बोलेंगे","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"कितना","","","","",""
"सुंदर","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"इसी","","","","",""
"तरह","","","","",""
"अगर","","","","",""
"उनसे","से","Recipient","Ancillary","",""
"कहो","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"नन्हा","","","","",""
"राजकुमार","","","","",""
"बहुत","","","","",""
"आकर्षक","","","","",""
"था","","","","",""
",","","","","",""
"हंसता","","","","",""
"था","","","","",""
",","","","","",""
"एक","","","","",""
"भेड़","","","","",""
"चाहता","","","","",""
"था","","","","",""
",","","","","",""
"और","","","","",""
"यह","","","","",""
"उसके","का","Theme","Theme","",""
"होने","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"-","","","","",""
"उसके","","","","",""
"अस्तित्व","","","","",""
"को","को","Topic","Theme","","*Q*"
"साबित","","","","",""
"करने","","","","",""
"के","के लिए","Purpose","Purpose","2:1",""
"लिए","के लिए","","","2:2",""
"काफी","","","","",""
"है","","","","",""
"-","","","","",""
"क्योंकि","","","","",""
"कोई","","","","",""
"होगा","","","","",""
"तभी","","","","",""
"तो","","","","",""
"भेड़","","","","",""
"मांगेगा","","","","",""
"""","","","","",""
"","","","","",""
",","","","","",""
"तो","","","","",""
"ये","","","","",""
"लोग","","","","",""
"कंधा","","","","",""
"उचका","","","","",""
"कर","","","","",""
"तुम्हें","को","Topic","Theme","","*Q*"
"बच्चा","","","","",""
"समझ","","","","",""
"लेंगे","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"यदि","","","","",""
"यह","","","","",""
"कहा","","","","",""
"जाए","","","","",""
"कि","","","","",""
"जिस","","","","",""
"ग्रह","","","","",""
"से","से","Source","Source","",""
"वह","","","","",""
"आया","","","","",""
"था","","","","",""
"उसका","का","Gestalt","Gestalt","",""
"नाम","","","","",""
"बी-612","","","","",""
"है","","","","",""
",","","","","",""
"तो","","","","",""
"वह","","","","",""
"मान","","","","",""
"जायेंगे","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"फिर","","","","",""
"कोई","","","","",""
"सवाल","","","","",""
"नहीं","","","","",""
"पूछेंगे","","","","",""
"।","","","","",""
"","","","","",""
"ऐसे","","","","",""
"होते","","","","",""
"हैं","","","","",""
"ये","","","","",""
"लोग","","","","",""
",","","","","",""
"उनसे","से","Topic","Ancillary","","*Q* no idea"
"ऐसी","","","","",""
"ही","","","","",""
"उम्मीद","","","","",""
"रखनी","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"बच्चों","","","","",""
"को","को","Agent","Agent","",""
"बड़े","","","","",""
"लोगों","","","","",""
"के","के प्रति","Topic","Direction","","*Q* function"
"प्रति","के प्रति","","","",""
"बड़े","","","","",""
"धैर्य","","","","",""
"से","से","Manner","Manner","",""
"काम","","","","",""
"लेना","","","","",""
"पड़ता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"ठीक","","","","",""
"ही","","","","",""
"तो","","","","",""
"है","","","","",""
"कि","","","","",""
"हम","","","","",""
"लोग","","","","",""
",","","","","",""
"जिन्हें","को","Experiencer","Recipient","",""
"जीवन","","","","",""
"की","का","Topic","Topic","",""
"समझदारी","","","","",""
"है","","","","",""
",","","","","",""
"संख्याओं","","","","",""
"की","का","Topic","Topic","",""
"परवाह","","","","",""
"नहीं","","","","",""
"करते","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Agent","Agent","",""
"यह","","","","",""
"किस्सा","","","","",""
"परियों","","","","",""
"की","का","Topic","Topic","",""
"कहानी","","","","",""
"की","की तरह","Manner","ComparisonRef","",""
"तरह","की तरह","","","",""
"शुरू","","","","",""
"करना","","","","",""
"चाहिए","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Originator","Agent","",""
"कहना","","","","",""
"चाहिए","","","","",""
"था","","","","",""
",","","","","",""
"","","","","",""
"""एक","","","","",""
"था","","","","",""
"नन्हा","","","","",""
"राजकुमार","","","","",""
"जो","","","","",""
"एक","","","","",""
"ऐसे","","","","",""
"ग्रह","","","","",""
"में","में","Locus","Locus","",""
"रहता","","","","",""
"था","","","","",""
"जो","","","","",""
"उससे","से","ComparisonRef","ComparisonRef","",""
"थोड़ा","","","","",""
"ही","","","","",""
"बड़ा","","","","",""
"था","","","","",""
"उसे","को","Experiencer","Recipient","",""
"एक","","","","",""
"दोस्त","","","","",""
"चाहिए","","","","",""
"था","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"जो","","","","",""
"लोग","","","","",""
"जीवन","","","","",""
"को","को","Experiencer","Recipient","",""
"समझते","","","","",""
"हैं","","","","",""
"उन्हें","को","Experiencer","Recipient","",""
"यह","","","","",""
"ज्यादा","","","","",""
"सच","","","","",""
"लगता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"नहीं","","","","",""
"चाहता","","","","",""
"कि","","","","",""
"कोई","","","","",""
"मेरी","का","Originator","Gestalt","",""
"किताब","","","","",""
"को","को","Topic","Theme","",""
"हंसी","","","","",""
"में","में","Characteristic","Locus","","*Q* idek"
"उड़ा","","","","",""
"दे","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"इन","","","","",""
"यादों","","","","",""
"को","को","Theme","Theme","",""
"संजोने","","","","",""
"में","में","Topic","Topic","",""
"कितना","","","","",""
"दुख","","","","",""
"हो","","","","",""
"रहा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मेरे","का","SocialRel","Gestalt","",""
"दोस्त","","","","",""
"को","को","Theme","Theme","","*Q* passage of time?"
"अपनी","का","Recipient","Gestalt","",""
"भेड़","","","","",""
"लेकर","","","","",""
"गए","","","","",""
"छः","","","","",""
"साल","","","","",""
"हो","","","","",""
"चुके","","","","",""
"हैं","","","","",""
"और","","","","",""
"मैं","","","","",""
"इसलिए","के लिए","Explanation","Explanation","",""
"लिख","","","","",""
"रहा","","","","",""
"हूं","","","","",""
"कि","","","","",""
"उसे","को","Topic","Theme","",""
"भूलें","","","","",""
"न","","","","",""
"।","","","","",""
"","","","","",""
"दोस्त","","","","",""
"को","को","Topic","Theme","",""
"भूलना","","","","",""
"दुखदायी","","","","",""
"होता","","","","",""
"है","","","","",""
",","","","","",""
"और","","","","",""
"सबके","का","SocialRel","Gestalt","",""
"दोस्त","","","","",""
"नहीं","","","","",""
"होते","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"भी","","","","",""
"वयस्कों","","","","",""
"की","की तरह","ComparisonRef","ComparisonRef","1:1",""
"तरह","की तरह","","","1:2",""
"हो","","","","",""
"सकता","","","","",""
"था","","","","",""
"-","","","","",""
"उन्हीं","","","","",""
"की","की तरह","ComparisonRef","ComparisonRef","2:1",""
"तरह","की तरह","","","2:2",""
"संख्याप्रिय।","","","","",""
"","","","","",""
"इसलिए","के लिए","Explanation","Explanation","",""
"मैंने","ने","Recipient","Agent","",""
"रंगीन","","","","",""
"पेन्सिलें","","","","",""
"खरीदी","","","","",""
"थीं","","","","",""
"।","","","","",""
"","","","","",""
"इस","","","","",""
"उम्र","","","","",""
"में","में","Time","Time","",""
"चित्रकारी","","","","",""
"फिर","फिर से","NONSNACS","NONSNACS","1:1",""
"से","फिर से","NONSNACS","NONSNACS","1:2",""
"शुरू","","","","",""
"करना","","","","",""
"कठिन","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"विशेषकर","","","","",""
"जब","","","","",""
"किसी","","","","",""
"ने","ने","","","",""
"छः","","","","",""
"साल","","","","",""
"की","का","Identity","Identity","",""
"उम्र","","","","",""
"में","में","Time","Time","",""
"बस","","","","",""
"अजगर","","","","",""
"के","का","Topic","Topic","",""
"चित्र","","","","",""
"बनाये","","","","",""
"हों","","","","",""
"।","","","","",""
"","","","","",""
"फिर","","","","",""
"भी","","","","",""
"मैं","","","","",""
"यथासंभव","","","","",""
"मिलती-जुलती","","","","",""
"तस्वीरें","","","","",""
"बनाने","","","","",""
"की","का","Theme","Theme","","*Q*"
"कोशिश","","","","",""
"करूंगा","","","","",""
"।","","","","",""
"","","","","",""
"वैसे","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"विश्वास","","","","",""
"नहीं","","","","",""
"कि","","","","",""
"मुझे","को","Recipient","Recipient","",""
"पूर्ण","","","","",""
"सफलता","","","","",""
"मिल","","","","",""
"पाएगी","","","","",""
"।","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"से","से","Topic","Ancillary","","*Q*"
"संबंधित","","","","",""
"चित्र","","","","",""
"बनाता","","","","",""
"हूं","","","","",""
"तो","","","","",""
"एक","","","","",""
"ठीक","","","","",""
"बनता","","","","",""
"है","","","","",""
"तो","","","","",""
"दूसरा","","","","",""
"बिगड़","","","","",""
"जाता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"माप","","","","",""
"गलत","","","","",""
"हो","","","","",""
"जाते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"एक","","","","",""
"जगह","","","","",""
"राजकुमार","","","","",""
"छोटा","","","","",""
"बन","","","","",""
"जाता","","","","",""
"है","","","","",""
",","","","","",""
"दूसरी","","","","",""
"जगह","","","","",""
"बड़ा।","","","","",""
"","","","","",""
"उसकी","का","Possessor","Possessor","",""
"पोशाक","","","","",""
"के","का","Gestalt","Gestalt","",""
"रंगों","","","","",""
"के","के बारे में","Topic","Topic","1:1",""
"बारे","के बारे में","","","1:2",""
"में","के बारे में","","","1:3",""
"भी","","","","",""
"हिचकता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"इस","","","","",""
"तरह","की तरह","Manner","ComparisonRef","",""
"अच्छे-बुरे","","","","",""
"चित्र","","","","",""
"बनाता","","","","",""
",","","","","",""
"टटोलता","","","","",""
"सा","","","","",""
"आगे","","","","",""
"बढ़ता","","","","",""
"रहता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"लगता","","","","",""
"है","","","","",""
"कि","","","","",""
"विवरण","","","","",""
"संबंधी","","","","",""
"गलतियां","","","","",""
"ही","","","","",""
"हो","","","","",""
"जाएंगी","","","","",""
"क्योंकि","","","","",""
"मेरा","का","SocialRel","Gestalt","",""
"दोस्त","","","","",""
"कभी","","","","",""
"पूरी","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"बताता","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"शायद","","","","",""
"वह","","","","",""
"मुझे","को","Topic","Theme","",""
"अपने","जैसा","ComparisonRef","ComparisonRef","1:1",""
"ही","","","","",""
"जैसा","जैसा","","","1:2",""
"अक्लमंद","","","","",""
"समझता","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"क्या","","","","",""
"करूं","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"उसकी","की तरह","ComparisonRef","ComparisonRef","1:1",""
"तरह","की तरह","","","1:2",""
"बक्से","","","","",""
"के","के अंदर","Locus","Locus","2:1",""
"अंदर","के अंदर","","","2:2",""
"भेड़","","","","",""
"नहीं","","","","",""
"दिखाई","","","","",""
"देती","","","","",""
"।","","","","",""
"","","","","",""
"शायद","","","","",""
"मैं","","","","",""
"वयस्क","","","","",""
"की","की तरह","ComparisonRef","ComparisonRef","1:1",""
"तरह","की तरह","","","1:2",""
"हो","","","","",""
"गया","","","","",""
"हूं","","","","",""
"-","","","","",""
"निश्चित","","","","",""
"ही","","","","",""
"बड़ा","","","","",""
"हो","","","","",""
"रहा","","","","",""
"हूं","","","","",""
"।","","","","",""
