"","Target","SS","SS2","MWE","Notes"
"ने","ने","Originator","Agent","",""
",","","","","",""
"जो","","","","",""
"अब","","","","",""
"किसी","","","","",""
"के","के लिए","Experiencer","Beneficiary","1:1","*Q* perspective?"
"लिए","के लिए","","","1:2",""
"राजा","","","","",""
"था","","","","",""
",","","","","",""
"गर्व","","","","",""
"से","से","Manner","Manner","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"नजदीक","","","","",""
"आ","","","","",""
",","","","","",""
"ताकि","","","","",""
"तुझे","को","Stimulus","Theme","",""
"देख","","","","",""
"सकूं।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Experiencer","Agent","",""
"चारों","","","","",""
"ओर","","","","",""
"देखा","","","","",""
"कि","","","","",""
"कहां","","","","",""
"बैठे","","","","",""
",","","","","",""
"पर","","","","",""
"उस","","","","",""
"छोटे","","","","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
"कहीं","","","","",""
"जगह","","","","",""
"नहीं","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"हर","","","","",""
"तरफ","","","","",""
"राजा","","","","",""
"के","का","Possessor","Possessor","",""
"राजसी","","","","",""
"वस्त्र","","","","",""
"फैले","","","","",""
"हुए","","","","",""
"थे","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"खड़ा","","","","",""
"ही","","","","",""
"रहा","","","","",""
"और","","","","",""
"चूंकि","","","","",""
"थक","","","","",""
"गया","","","","",""
"था","","","","",""
"इसलिए","के लिए","Explanation","Experiencer","",""
"उसे","","","","",""
"जम्हाई","","","","",""
"आ","","","","",""
"गई","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"राजा","","","","",""
"के","के सामने","Locus","Locus","1:1",""
"सामने","के सामने","","","1:2",""
"जम्हाई","","","","",""
"लेना","","","","",""
"सभ्यता","","","","",""
"के","के विरुद्ध","Characteristic","Beneficiary","2:1","this is illegal (Characteristic-Identity) => this is against the law"
"विरुद्ध","के विरुद्ध","","","2:2",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"ऐसा","","","","",""
"मत","","","","",""
"करना","","","","",""
"अब","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजा","","","","",""
"बोला।","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"की","का","Experiencer","Gestalt","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"नहीं","","","","",""
"आया","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"कैसे","","","","",""
"रोकूं","","","","",""
"!","","","","",""
"","","","","",""
"बहुत","","","","",""
"दूर","","","","",""
"की","का","Extent","Identity","","*Q* a trip of great distance?"
"यात्रा","","","","",""
"करके","","","","",""
"आया","","","","",""
"हूं","","","","",""
"और","","","","",""
"मैं","","","","",""
"बिल्कुल","","","","",""
"सो","","","","",""
"नहीं","","","","",""
"सका","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"अच्छा","","","","",""
"तुझे","को","Recipient","Recipient","",""
"जम्हाई","","","","",""
"लेने","","","","",""
"की","का","Topic","Identity","",""
"आज्ञा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"सालों","","","","",""
"गुजर","","","","",""
"गए","","","","",""
"किसी","","","","",""
"को","को","Theme","Theme","","*Q*?"
"जम्हाई","","","","",""
"लेते","","","","",""
"देखे","","","","",""
"।","","","","",""
"","","","","",""
"मेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"यह","","","","",""
"देखना","","","","",""
"अजीब","","","","",""
"सी","","","","",""
"बात","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"अच्छा","","","","",""
"!","","","","",""
"","","","","",""
"तो","","","","",""
"ले","","","","",""
"जम्हाई","","","","",""
"!","","","","",""
"","","","","",""
"मैं","","","","",""
"आज्ञा","","","","",""
"देता","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"लाल","","","","",""
"हो","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"अब","","","","",""
"तो","","","","",""
"डर","","","","",""
"लगता","","","","",""
"है","","","","",""
"...","","","","",""
"","","","","",""
"अब","","","","",""
"नहीं","","","","",""
"आती","","","","",""
"जम्हाई।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हूं!","","","","",""
"","","","","",""
"अच्छा","","","","",""
"तो","","","","",""
"मैं","","","","",""
"...","","","","",""
"","","","","",""
"तुझे","को","Recipient","Recipient","",""
"आज्ञा","","","","",""
"देता","","","","",""
"हूं","","","","",""
"कि","","","","",""
"अभी","","","","",""
"जम्हाई","","","","",""
"ले","","","","",""
"अभी","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"उसे","को","Recipient","Recipient","",""
"शब्द","","","","",""
"नहीं","","","","",""
"मिले","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"परेशान","","","","",""
"दिखाई","","","","",""
"पड़ा","","","","",""
"।","","","","",""
"","","","","",""
"राजा","","","","",""
"होने","","","","",""
"के","के नाते","Explanation","Explanation","1:1",""
"नाते","के नाते","","","1:2",""
"वह","","","","",""
"सोचता","","","","",""
"था","","","","",""
"कि","","","","",""
"उसकी","का","Gestalt","Gestalt","",""
"सत्ता","","","","",""
"का","का","Gestalt","Gestalt","",""
"सम्मान","","","","",""
"हो","","","","",""
"।","","","","",""
"","","","","",""
"उसको","को","Experiencer","Recipient","",""
"अपनी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"का","का","Theme","Theme","",""
"उल्लंघन","","","","",""
"बर्दाश्त","","","","",""
"नहीं","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"एक","","","","",""
"छत्र","","","","",""
"राजा","","","","",""
"था","","","","",""
",","","","","",""
"लेकिन","","","","",""
"चूंकि","","","","",""
"एक","","","","",""
"नेक","","","","",""
"आदमी","","","","",""
"था","","","","",""
"वह","","","","",""
"तर्क-संगत","","","","",""
"आज्ञा","","","","",""
"ही","","","","",""
"देता","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"कहता","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"अगर","","","","",""
"मैं","","","","",""
"एक","","","","",""
"सेनापति","","","","",""
"से","से","Recipient","Ancillary","",""
"कहूं","","","","",""
"कि","","","","",""
"वह","","","","",""
"मेरा","का","Possessor","Possessor","",""
"बगुला","","","","",""
"बन","","","","",""
"जाए","","","","",""
"और","","","","",""
"वह","","","","",""
"मेरी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"माने","","","","",""
"तो","","","","",""
"इसमें","में","Topic","Topic","",""
"मेरा","का","Gestalt","Gestalt","",""
"दोष","","","","",""
"है","","","","",""
",","","","","",""
"उसका","का","Gestalt","Gestalt","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"धीरे","","","","",""
"से","से","Manner","Manner","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"पूछा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"बैठ","","","","",""
"जाऊं","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"अपने","का","Possessor","Possessor","",""
"वस्त्रों","","","","",""
"को","को","Theme","Theme","",""
"सिकोड़","","","","",""
"कर","","","","",""
"राजा","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"तुझे","को","Recipient","Recipient","",""
"बैठने","","","","",""
"की","का","Topic","Identity","",""
"आज्ञा","","","","",""
"देता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"राजकुमार","","","","",""
"अचम्भे","","","","",""
"में","में","Characteristic","Locus","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"इतने","","","","",""
"नन्हे","","","","",""
"से","","","","",""
"ग्रह","","","","",""
"पर","पर","Theme","Theme","","*Q* does this even need a Goal function"
"वह","","","","",""
"राजा","","","","",""
"आखिर","","","","",""
"राज्य","","","","",""
"किस","","","","",""
"पर","पर","Theme","Theme","",""
"करता","","","","",""
"होगा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"महाराज","","","","",""
"!","","","","",""
"","","","","",""
"क्षमा","","","","",""
"कीजिएगा","","","","",""
"।","","","","",""
"","","","","",""
"आप","","","","",""
"से","से","Recipient","Source","",""
"एक","","","","",""
"प्रश्न","","","","",""
"पूछू?","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"तुझे","को","Recipient","Recipient","",""
"प्रश्न","","","","",""
"पूछने","","","","",""
"की","का","Topic","Identity","",""
"आज्ञा","","","","",""
"देता","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"आप","","","","",""
"किस","","","","",""
"पर","पर","Theme","Theme","",""
"राज्य","","","","",""
"करते","","","","",""
"हैं","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"सब","","","","",""
"पर","पर","Theme","Theme","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"राजा","","","","",""
"ने","ने","Agent","Agent","",""
"चारों","","","","",""
"तरफ","","","","",""
"हाथ","","","","",""
"घुमा","","","","",""
"कर","","","","",""
"ग्रहों","","","","",""
"और","","","","",""
"सितारों","","","","",""
"की","की ओर","Direction","Direction","1:1",""
"ओर","की ओर","","","1:2",""
"इशारा","","","","",""
"कर","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"इन","","","","",""
"सब","","","","",""
"पर","पर","Theme","Theme","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"इन","","","","",""
"सब","","","","",""
"पर","पर","Theme","Theme","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"वह","","","","",""
"एक","","","","",""
"छत्र","","","","",""
"ही","","","","",""
"नहीं","","","","",""
",","","","","",""
"सार्वभौम","","","","",""
"राजा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"सितारे","","","","",""
"आपकी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"मानते","","","","",""
"हैं","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हां","","","","",""
"!","","","","",""
"","","","","",""
"हा","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"राजा","","","","",""
"बोला","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"वे","","","","",""
"तुरंत","","","","",""
"मेरी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"का","का","Theme","Theme","",""
"पालन","","","","",""
"करते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"अनुशासनहीनता","","","","",""
"पसंद","","","","",""
"नहीं","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"नन्हा","","","","",""
"राजकुमार","","","","",""
"ऐसी","","","","",""
"सत्ता","","","","",""
"के","के सामने","Locus","Locus","1:1","*Q* implied Stimulus?"
"सामने","के सामने","","","1:2",""
"हतप्रभ","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"अगर","","","","",""
"वह","","","","",""
"स्वयं","","","","",""
"इतना","","","","",""
"शक्तिशाली","","","","",""
"होता","","","","",""
"तो","","","","",""
"उसने","ने","Experiencer","Agent","",""
"केवल","","","","",""
"चौंतालिसबार","","","","",""
"नहीं","","","","",""
"बल्कि","","","","",""
"बहत्तर","","","","",""
",","","","","",""
"सौ","","","","",""
"या","","","","",""
"दो","","","","",""
"सौ","","","","",""
"बार","","","","",""
"सूर्यास्त","","","","",""
"देखा","","","","",""
"होता","","","","",""
"एक","","","","",""
"ही","","","","",""
"दिन","","","","",""
"में","में","Duration","Duration","",""
"-","","","","",""
"बिना","बिना","Manner","Manner","",""
"अपनी","का","Possessor","Possessor","",""
"कुर्सी","","","","",""
"एक","","","","",""
"बार","","","","",""
"भी","","","","",""
"खिसकाए","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"चूंकि","","","","",""
"अपना","का","Possessor","Possessor","",""
"घर","","","","",""
"छोड़ने","","","","",""
"की","की वजह से","Explanation","Explanation","1:1",""
"वजह","की वजह से","","","1:2",""
"से","की वजह से","","","1:3",""
"वह","","","","",""
"उदास","","","","",""
"था","","","","",""
"उसने","ने","Experiencer","Agent","",""
"हिम्मत","","","","",""
"करके","","","","",""
"राजा","","","","",""
"से","से","Recipient","Ancillary","",""
"उस","","","","",""
"पर","पर","Beneficiary","Theme","",""
"कृपा","","","","",""
"करने","","","","",""
"की","का","Topic","Identity","",""
"मांग","","","","",""
"की","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"सूर्यास्त","","","","",""
"देखना","","","","",""
"चाहता","","","","",""
"हूं","","","","",""
"...","","","","",""
"मेरी","का","Experiencer","Gestalt","",""
"खुशी","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"...","","","","",""
"","","","","",""
"सूरज","","","","",""
"को","को","Recipient","Recipient","",""
"आज्ञा","","","","",""
"दीजिए","","","","",""
"कि","","","","",""
"अस्तहो","","","","",""
"हो","","","","",""
"जाए....","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"अगर","","","","",""
"मैं","","","","",""
"सेनापति","","","","",""
"को","को","Recipient","Recipient","",""
"आज्ञा","","","","",""
"दूं","","","","",""
"कि","","","","",""
"वह","","","","",""
"तितली","","","","",""
"की","की तरह","Manner","ComparisonRef","1:1","*Q*"
"तरह","की तरह","","","1:2",""
"एक","","","","",""
"फूल","","","","",""
"से","से","Source","Source","",""
"दूसरे","","","","",""
"फूल","","","","",""
"पर","पर","Goal","Locus","",""
"उड़ता","","","","",""
"फिरे","","","","",""
",","","","","",""
"कि","","","","",""
"वह","","","","",""
"एक","","","","",""
"नाटक","","","","",""
"लिखे","","","","",""
"या","","","","",""
"कि","","","","",""
"वह","","","","",""
"एक","","","","",""
"बगुला","","","","",""
"बन","","","","",""
"जाए","","","","",""
"-","","","","",""
"और","","","","",""
"यदि","","","","",""
"वह","","","","",""
"मेरी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"का","का","Theme","Theme","",""
"पालन","","","","",""
"न","","","","",""
"करे","","","","",""
"तो","","","","",""
"गलती","","","","",""
"उसकी","का","Gestalt","Gestalt","",""
"होगी","","","","",""
"या","","","","",""
"मेरी","का","Gestalt","Gestalt","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"आपकी","का","Gestalt","Gestalt","",""
",","","","","",""
"""","","","","",""
"","","","","",""
"दृढ़तापूर्वक","","","","",""
"उसने","ने","Originator","Agent","",""
"जवाब","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"बिल्कुल","","","","",""
"ठीक","","","","",""
"!","","","","",""
"""","","","","",""
",","","","","",""
"","","","","",""
"राजा","","","","",""
"ने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"हर","","","","",""
"किसी","","","","",""
"से","से","Topic","Ancillary","",""
"उसी","","","","",""
"बात","","","","",""
"की","का","Topic","Identity","",""
"अपेक्षा","","","","",""
"रखनी","","","","",""
"चाहिए","","","","",""
"जिसके","के लायक़","NONSNACS","NONSNACS","1:1","*Q* MWE?"
"वह","","","","",""
"लायक","के लायक़","","","1:2",""
"हो","","","","",""
"।","","","","",""
"","","","","",""
"सत्ता","","","","",""
"का","का","Gestalt","Gestalt","",""
"आधार","","","","",""
"न्याय","","","","",""
"संगत","","","","",""
"होना","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"यदि","","","","",""
"कोई","","","","",""
"राजा","","","","",""
"अपनी","का","SocialRel","Gestalt","","*Q*"
"प्रजा","","","","",""
"से","से","Recipient","Ancillary","",""
"डूब","","","","",""
"मरने","","","","",""
"के","के लिए","`i","`i","1:1",""
"लिए","के लिए","","","1:2",""
"कहे","","","","",""
"तो","","","","",""
"वह","","","","",""
"क्रांति","","","","",""
"करदेगी","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Gestalt","Recipient","",""
"अपनी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"का","का","Theme","Theme","",""
"पालन","","","","",""
"कराने","","","","",""
"का","का","Topic","Identity","","*Q*??"
"अधिकार","","","","",""
"है","","","","",""
"क्योंकि","","","","",""
"मेरी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"न्याय","","","","",""
"संगत","","","","",""
"होती","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"और","","","","",""
"मेरे","का","Gestalt","Gestalt","",""
"सूर्यास्त","","","","",""
"का","का","Topic","Topic","",""
"क्या","","","","",""
"हुआ","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"राजकुमार","","","","",""
"ने","ने","Agent","Agent","",""
"याद","","","","",""
"दिलाया","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"एक","","","","",""
"प्रश्न","","","","",""
"करने","","","","",""
"के","के बाद","Time","Time","1:1",""
"बाद","के बाद","","","1:2",""
"उसे","","","","",""
"कभी","","","","",""
"नहीं","","","","",""
"भूलताथा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"तेरा","का","Gestalt","Gestalt","",""
"सूर्यास्त","","","","",""
",","","","","",""
"मिलेगा","","","","",""
"तुझे","को","Recipient","Recipient","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"चाहूंगा","","","","",""
"कि","","","","",""
"सूर्यास्त","","","","",""
"हो","","","","",""
"लेकिन","","","","",""
"...","","","","",""
"","","","","",""
"लेकिन","","","","",""
"पहले","","","","",""
"देखना","","","","",""
"पड़ेगा","","","","",""
"कि","","","","",""
"परिस्थितियां","","","","",""
"अनुकूल","","","","",""
"हैं","","","","",""
"या","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"यही","","","","",""
"प्रशासन","","","","",""
"का","का","Gestalt","Gestalt","","*Q*"
"तरीका","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"ऐसा","","","","",""
"कब","","","","",""
"होगा","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Experiencer","Agent","",""
"जानना","","","","",""
"चाहा।","","","","",""
"","","","","",""
"""","","","","",""
"हूं","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"एक","","","","",""
"बड़ा","","","","",""
"सा","","","","",""
"कैलेन्डर","","","","",""
"देखता","","","","",""
"हुआ","","","","",""
"राजा","","","","",""
"बोला।","","","","",""
"","","","","",""
"""","","","","",""
"हूं","","","","",""
"!","","","","",""
"...","","","","",""
"","","","","",""
"सूर्यास्त","","","","",""
"करीब","","","","",""
"...","","","","",""
"करीब","","","","",""
"सात","","","","",""
"बज","","","","",""
"कर","","","","",""
"चालीस","","","","",""
"मिनट","","","","",""
"पर","पर","Time","Time","",""
"होगा।","","","","",""
"","","","","",""
"और","","","","",""
"तब","","","","",""
"देखना","","","","",""
"कैसे","","","","",""
"मेरी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"का","का","Theme","Theme","",""
"पालन","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"को","को","Experiencer","Recipient","",""
"जम्हाई","","","","",""
"आ","","","","",""
"गई","","","","",""
"।","","","","",""
"","","","","",""
"उसे","को ","Experiencer","Recipient","",""
"अफसोस","","","","",""
"हो","","","","",""
"रहा","","","","",""
"था","","","","",""
"कि","","","","",""
"वह","","","","",""
"सूर्यास्त","","","","",""
"नहीं","","","","",""
"देख","","","","",""
"पाएगा","","","","",""
"।","","","","",""
"","","","","",""
"उसे","को","Experiencer","Recipient","",""
"उलझन","","","","",""
"होने","","","","",""
"लगी","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","को","Agent","Recipient","",""
"यहां","","","","",""
"कुछ","","","","",""
"नहीं","","","","",""
"लेना-देना","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"चला","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"उसने","ने","Originator","Agent","",""
"राजा","","","","",""
"से","से","Recipient","Ancillary","",""
"कहा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"नहीं","","","","",""
",","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"जा","","","","",""
"मत","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"तुझे","को","Theme","Theme","","*Q*"
"मंत्री","","","","",""
"बना","","","","",""
"दूंगा","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजा","","","","",""
"बोला","","","","",""
",","","","","",""
"उसे","को","Experiencer","Recipient","",""
"गर्व","","","","",""
"था","","","","",""
"कि","","","","",""
"उसकी","का","SocialRel","Gestalt","","*Q*"
"कोई","","","","",""
"प्रजा","","","","",""
"तो","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"किस","","","","",""
"चीज","","","","",""
"का","का","Org","Gestalt","","*Q* Minister of what? Is this actually a Characteristic"
"मंत्री","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"...","","","","",""
"न्याय","","","","",""
"मंत्री","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"लेकिन","","","","",""
"किसे","को","Recipient","Recipient","",""
"दूंगा","","","","",""
"मैं","","","","",""
"न्याय","","","","",""
"?","","","","",""
"","","","","",""
"यहां","","","","",""
"कौन","","","","",""
"है","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"","","","","",""
"""","","","","",""
"कौन","","","","",""
"जाने","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"बूढ़ा","","","","",""
"हो","","","","",""
"गया","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"चलने-फिरने","","","","",""
"से","से","Stimulus","Source","","*Q*"
"थक","","","","",""
"जाता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"अपना","का","OrgMember","Possessor","",""
"राज्य","","","","",""
"घूम","","","","",""
"कर","","","","",""
"देखा","","","","",""
"भी","","","","",""
"तो","","","","",""
"नहीं","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"अच्छा","","","","",""
"?","","","","",""
"","","","","",""
"लेकिन","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"देखा","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"उस","","","","",""
"छोटे","","","","",""
"से","","","","",""
"ग्रह","","","","",""
"के","का","Whole","Whole","",""
"दूसरी","","","","",""
"ओर","","","","",""
"से","से","Locus","Source","",""
"झांकता","","","","",""
"हुआ","","","","",""
"राजकुमार","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"वहां","","","","",""
"भी","","","","",""
"तो","","","","",""
"कोई","","","","",""
"नहीं","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"अच्छा","","","","",""
"स्वयं","","","","",""
"अपने","","","","",""
"को","को","Recipient","Recipient","",""
"न्याय","","","","",""
"देना","","","","",""
"।","","","","",""
"","","","","",""
"वही","","","","",""
"सबसे","से","ComparisonRef","ComparisonRef","",""
"मुश्किल","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"अपने","के प्रति","Recipient","Direction","1:1",""
"प्रति","के प्रति","","","1:2",""
"न्याय","","","","",""
"करना","","","","",""
"दूसरे","","","","",""
"को","को","Recipient","Recipient","",""
"न्याय","","","","",""
"देने","","","","",""
