"","Target","SS","SS2","MWE","Notes"
"में","में","Time","Time","",""
"न","","","","",""
"श्रम","","","","",""
"था","","","","",""
",","","","","",""
"न","","","","",""
"चिंता","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
