"","Target","SS","SS2","MWE","Notes"
"लेकिन","","","","",""
"तुम","","","","",""
"तो","","","","",""
"इस","","","","",""
"ग्रह","","","","",""
"के","का","Locus","Gestalt","",""
"एकमात्र","","","","",""
"व्यक्ति","","","","",""
"हो","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"क्या","","","","",""
"हुआ","","","","",""
"?","","","","",""
"","","","","",""
"तब","","","","",""
"भी","","","","",""
"मेरी","का","Topic","Theme","",""
"प्रशंसा","","","","",""
"करना","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"अपने","का","Whole","Whole","",""
"कंधे","","","","",""
"हिलाते","","","","",""
"हुए","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"तुम्हारी","का","Topic","Theme","",""
"प्रशंसा","","","","",""
"करता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"आखिर","","","","",""
"अपनी","का","Topic","Theme","",""
"प्रशंसा","","","","",""
"क्यों","","","","",""
"करवाना","","","","",""
"चाहते","","","","",""
"हो","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"और","","","","",""
"राजकुमार","","","","",""
"वहां","","","","",""
"से","से","Source","Source","",""
"चला","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"अपने","का","Agent","Gestalt","",""
"यात्रा","","","","",""
"के","के दौरान","Time","Time","1:1",""
"दौरान","के दौरान","","","1:2",""
"उसने","ने","Experiencer","Agent","",""
"सोचा","","","","",""
"ये","","","","",""
"बड़े","","","","",""
"लोग","","","","",""
"बहुत","","","","",""
"अजीब","","","","",""
"होते","","","","",""
"हैं","","","","",""
"।","","","","",""
