"","Target","SS","SS2","MWE","Notes"
"","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"ने","ने","Originator","Agent","",""
"पूछा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"आदमियों","","","","",""
"को","को","Theme","Theme","",""
"ढूंढ","","","","",""
"रहा","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"अपनाने","","","","",""
"का","का","Gestalt","Gestalt","",""
"क्या","","","","",""
"अर्थ","","","","",""
"होता","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"""","","","","",""
"आदमी","","","","",""
",","","","","",""
"उनके","के पास","Possessor","Possessor","1:1",""
"पास","के पास","","","1:2",""
"बंदूक","","","","",""
"होती","","","","",""
"है","","","","",""
"और","","","","",""
"वे","","","","",""
"बस","","","","",""
"शिकार","","","","",""
"खेलते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"बड़ी","","","","",""
"मुश्किल","","","","",""
"हो","","","","",""
"जाती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"वे","","","","",""
"मुर्गियां","","","","",""
"भी","","","","",""
"पालते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"उन्हें","को","Experiencer","Recipient","",""
"और","","","","",""
"कुछ","","","","",""
"अच्छा","","","","",""
"नहीं","","","","",""
"लगता","","","","",""
"।","","","","",""
"","","","","",""
"क्या","","","","",""
"तुम","","","","",""
"मुर्गियां","","","","",""
"खोज","","","","",""
"रहे","","","","",""
"हो","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"नहीं","","","","",""
",","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"तो","","","","",""
"दोस्त","","","","",""
"ढूंढ","","","","",""
"रहा","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"पालने","","","","",""
"का","का","Gestalt","Gestalt","",""
"मतलब?","","","","",""
"""","","","","",""
"""","","","","",""
"पुरानी","","","","",""
"बात","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"उसका","का","Gestalt","Gestalt","",""
"मतलब","","","","",""
"होता","","","","",""
"है","","","","",""
"संबंध","","","","",""
"स्थापित","","","","",""
"करना","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"संबंध","","","","",""
"स्थापित","","","","",""
"करना","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"और","","","","",""
"क्या","","","","",""
"!","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
",","","","","",""
"""","","","","",""
"तू","","","","",""
"मेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"हजारों","","","","",""
"बच्चों","","","","",""
"जैसा","जैसा","ComparisonRef","ComparisonRef","",""
"एक","","","","",""
"बच्चा","","","","",""
"मात्रा","","","","",""
"है","","","","",""
"और","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"तेरी","का","Stimulus","Topic","",""
"कोई","","","","",""
"जरूरत","","","","",""
"नहीं","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"न","","","","",""
"ही","","","","",""
"तुझे","को","Experiencer","Recipient","",""
"मेरी","का","Stimulus","Topic","",""
"जरूरत","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"तेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"मैं","","","","",""
"लाखों","","","","",""
"लोमड़ियों","","","","",""
"जैसे","जैसे","ComparisonRef","ComparisonRef","",""
"एक","","","","",""
"लोमड़ी","","","","",""
"भर","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"यदि","","","","",""
"तू","","","","",""
"मुझे","को","Theme","Theme","",""
"अपना","","","","",""
"ले","","","","",""
"तो","","","","",""
"हम","","","","",""
"दोनों","","","","",""
"को","को","Experiencer","Recipient","",""
"एक-दूसरे","","","","",""
"की","का","Stimulus","Topic","",""
"जरूरत","","","","",""
"रहेगी","","","","",""
"।","","","","",""
"","","","","",""
"तू","","","","",""
"मेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"और","","","","",""
"मैं","","","","",""
"तेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"दुनिया","","","","",""
"में","में","Whole","Whole","",""
"बस","","","","",""
"एक","","","","",""
"-","","","","",""
"अद्वितीय","","","","",""
"हो","","","","",""
"जाएंगे","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मेरी","का","Experiencer","Gestalt","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"आ","","","","",""
"रहा","","","","",""
"है","","","","",""
"कुछ-कुछ","","","","",""
"।","","","","",""
"","","","","",""
"एक","","","","",""
"फूल","","","","",""
"है","","","","",""
"...","","","","",""
"","","","","",""
"मेरे","के ख़याल से","`d","`d","1:1",""
"ख्याल","के ख़याल से","","","1:2",""
"से","के ख़याल से","","","1:3",""
"उसने","ने","Agent","Agent","",""
"मुझे","को","Theme","Theme","",""
"अपना","","","","",""
"लिया","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"अच्छा","","","","",""
"तो","","","","",""
"यह","","","","",""
"इस","","","","",""
"धरती","","","","",""
"की","का","Topic","Identity","",""
"बात","","","","",""
"नहीं","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"लोमड़ी","","","","",""
"की","का","Experiencer","Gestalt","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"नहीं","","","","",""
"आ","","","","",""
"रहा","","","","",""
"था","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"किसी","","","","",""
"और","","","","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हां","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"वहां","","","","",""
"शिकारी","","","","",""
"होते","","","","",""
"हैं","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"नहीं","","","","",""
"तो","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"यह","","","","",""
"तो","","","","",""
"अच्छी","","","","",""
"बात","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"मुर्गियां","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"नहीं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हर","","","","",""
"जगह","","","","",""
"कोई-न-कोई","","","","",""
"कमी","","","","",""
"होती","","","","",""
"ही","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"","","","","",""
"लोमड़ी","","","","",""
"फिर","","","","",""
"अपनी","","","","",""
"बात","","","","",""
"पर","पर","Goal","Locus","",""
"आ","","","","",""
"गई","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"बड़ी","","","","",""
"एकरसता","","","","",""
"है","","","","",""
"जीवन","","","","",""
"में","में","Topic","Topic","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"मुर्गियों","","","","",""
"का","का","Theme","Theme","",""
"शिकार","","","","",""
"करती","","","","",""
"हूं","","","","",""
",","","","","",""
"और","","","","",""
"आदमी","","","","",""
"मेरा","का","Theme","Theme","",""
"।","","","","",""
"","","","","",""
"सारी","","","","",""
"मुर्गियां","","","","",""
"-","","","","",""
"सारी","","","","",""
"लोमड़ियां","","","","",""
"एक-जैसी","","","","",""
"होती","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"बड़ी","","","","",""
"उलझन","","","","",""
"होती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"यदि","","","","",""
"तू","","","","",""
"मुझे","को","Theme","Theme","",""
"अपना","","","","",""
"ले","","","","",""
"तो","","","","",""
"मेरा","का","Theme","Theme","",""
"जीवन","","","","",""
"खिल","","","","",""
"उठेगा","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"तेरे","का","Agent","Gestalt","",""
"कदमों","","","","",""
"की","का","Topic","Topic","","*Q*"
"आवाज","","","","",""
"दूसरी","","","","",""
"आवाजों","","","","",""
"से","से","ComparisonRef","Source","",""
"भिन्न","","","","",""
"लगेगी","","","","",""
"।","","","","",""
"","","","","",""
"किसी","","","","",""
"के","का","Theme","Theme","",""
"आने","","","","",""
"की","का","Topic","Topic","","*Q*"
"आहट","","","","",""
"सुनकर","","","","",""
"मैं","","","","",""
"अपनी","का","Possessor","Possessor","",""
"मांद","","","","",""
"में","में","Goal","Locus","",""
"भाग","","","","",""
"कर","","","","",""
"छिप","","","","",""
"जाती","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"तेरी","का","Originator","Gestalt","","*Q*"
"आहट","","","","",""
"में","में","Topic","Topic","",""
"मुझे","को","Experiencer","Recipient","",""
"संगीत","","","","",""
"सुनाई","","","","",""
"पड़ेगा","","","","",""
"और","","","","",""
"मैं","","","","",""
"मांद","","","","",""
"से","से","Source","Source","",""
"बाहर","","","","",""
"आ","","","","",""
"जाऊँगी","","","","",""
"।","","","","",""
"","","","","",""
"देख","","","","",""
"!","","","","",""
"","","","","",""
"वे","","","","",""
"गेहूं","","","","",""
"के","का","Characteristic","Stuff","","*Q*"
"खेत","","","","",""
"देख","","","","",""
"रहा","","","","",""
"है","","","","",""
"न","","","","",""
"?","","","","",""
"","","","","",""
"मैं","","","","",""
"रोटी","","","","",""
"नहीं","","","","",""
"खाती","","","","",""
"।","","","","",""
"","","","","",""
"मेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"गेहूं","","","","",""
"बेकार","","","","",""
"की","का","Characteristic","Identity","",""
"चीज","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"गेहूं","","","","",""
"के","का","Characteristic","Stuff","","*Q*"
"खेत","","","","",""
"देखकर","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"किसी","","","","",""
"की","का","Topic","Topic","",""
"याद","","","","",""
"नहीं","","","","",""
"आती","","","","",""
"!","","","","",""
"","","","","",""
"यह","","","","",""
"अच्छी","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"तेरी","का","Whole","Whole","",""
"आंखें","","","","",""
"सुनहरी","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"कितना","","","","",""
"अच्छा","","","","",""
"होगा","","","","",""
"यदि","","","","",""
"तू","","","","",""
"मुझे","को","Theme","Theme","",""
"अपना","","","","",""
"लेगा","","","","",""
"।","","","","",""
"","","","","",""
"सुनहरे","","","","",""
"गेहूं","","","","",""
"देखकर","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"तेरी","का","Topic","Topic","",""
"याद","","","","",""
"आएगी","","","","",""
",","","","","",""
"और","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"गेहूं","","","","",""
"को","को","Theme","Theme","",""
"दुलारती","","","","",""
"हवा","","","","",""
"की","का","Topic","Topic","",""
"आहट","","","","",""
"अच्छी","","","","",""
"लगने","","","","",""
"लगेगी","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"लोमड़ी","","","","",""
"चुप","","","","",""
"हो","","","","",""
"गई","","","","",""
"और","","","","",""
"देर","","","","",""
"तक","तक","EndTime","Interval","",""
"नन्हे","","","","",""
"राजकुमार","","","","",""
"को","को","Stimulus","Theme","",""
"निहारती","","","","",""
"रही","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"सुना","","","","",""
"तूने","ने","Experiencer","Agent","",""
"...","","","","",""
"","","","","",""
"अपना","","","","",""
"ले","","","","",""
"मुझे","को","Theme","Theme","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"कोई","","","","",""
"एतराज","","","","",""
"नहीं","","","","",""
",","","","","",""
"लेकिन","","","","",""
"समय","","","","",""
"कहां","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Agent","Agent","",""
"दोस्त","","","","",""
"ढूंढने","","","","",""
"हैं","","","","",""
"और","","","","",""
"बहुत","","","","",""
"सारी","","","","",""
"बातें","","","","",""
"जाननी","","","","",""
"हैं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"आदमी","","","","",""
"उसी","","","","",""
"को","को","Topic","Theme","",""
"जान","","","","",""
"पाता","","","","",""
"है","","","","",""
"जिसे","को","Theme","Theme","",""
"अपना","","","","",""
"लेता","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
",","","","","",""
"""","","","","",""
"आज","","","","",""
"आदमी","","","","",""
"के","के पास","Gestalt","Gestalt","1:1","*Q*"
"पास","के पास","","","1:2",""
"वक्त","","","","",""
"नहीं","","","","",""
"है","","","","",""
"कि","","","","",""
"कुछ","","","","",""
"जान","","","","",""
"सके","","","","",""
"।","","","","",""
"","","","","",""
"दुकान","","","","",""
"पर","पर","Locus","Locus","",""
"बनी-बनाई","","","","",""
"चीजें","","","","",""
"खरीद","","","","",""
"लेता","","","","",""
"है","","","","",""
"और","","","","",""
"चूंकि","","","","",""
"दोस्त","","","","",""
"बिकते","","","","",""
"नहीं","","","","",""
",","","","","",""
"आदमी","","","","",""
"के","का","SocialRel","Gestalt","",""
"दोस्त","","","","",""
"नहीं","","","","",""
"रहे","","","","",""
"।","","","","",""
"","","","","",""
"अगर","","","","",""
"तुझे","को","Experiencer","Recipient","",""
"दोस्त","","","","",""
"चाहिए","","","","",""
"तो","","","","",""
"मुझे","को","Theme","Theme","",""
"अपना","","","","",""
"ले","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"क्या","","","","",""
"करना","","","","",""
"होगा","","","","",""
"उसके","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"उसके","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"धैर्य","","","","",""
"चाहिए","","","","",""
",","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
",","","","","",""
"""","","","","",""
"पहले","","","","",""
"तुझे","को","Agent","Agent","",""
"मुझ","","","","",""
"से","से","Locus","Source","",""
"दूर","","","","",""
"घास","","","","",""
"में","में","Locus","Locus","",""
"बैठना","","","","",""
"पड़ेगा","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"तुझे","को","Stimulus","Theme","",""
"छिपकर","","","","",""
"आंख","","","","",""
"के","का","Whole","Whole","",""
"कोने","","","","",""
"से","से","Instrument","Instrument","","*Q* Locus?"
"देखूंगी","","","","",""
"और","","","","",""
"तू","","","","",""
"कुछ","","","","",""
"नहीं","","","","",""
"बोलेगा","","","","",""
"।","","","","",""
"","","","","",""
"बातों","","","","",""
"से","से","Causer","Source","","*Q*"
"ही","","","","",""
"बात","","","","",""
"बिगड़ती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"इस","","","","",""
"प्रकार","","","","",""
"हर","","","","",""
"दिन","","","","",""
"तू","","","","",""
"थोड़ा","","","","",""
"निकट","","","","",""
"आता","","","","",""
"जाएगा","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"दूसरे","","","","",""
"दिन","","","","",""
"नन्हा","","","","",""
"राजकुमार","","","","",""
"फिर","","","","",""
"आया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"आने","","","","",""
"का","का","Gestalt","Gestalt","",""
"एक","","","","",""
"समय","","","","",""
"होना","","","","",""
"चाहिए","","","","",""
",","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"ने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"""","","","","",""
"मान","","","","",""
"लें","","","","",""
"कि","","","","",""
"तू","","","","",""
"चार","","","","",""
"बजे","","","","",""
"आता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"तीन","","","","",""
"बजे","","","","",""
"से","से","StartTime","StartTime","",""
"ही","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"अच्छा","","","","",""
"लगने","","","","",""
"लगेगा","","","","",""
"।","","","","",""
"","","","","",""
"जैसे-जैसे","जैसे-जैसे","Circumstance","Circumstance","",""
"समय","","","","",""
"बीतेगा","","","","",""
"मेरी","का","Experiencer","Gestalt","",""
"खुशी","","","","",""
"बढ़ती","","","","",""
"जाएगी","","","","",""
"।","","","","",""
"","","","","",""
"चार","","","","",""
"बजते-बजते","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"बेचैनी","","","","",""
"होने","","","","",""
"लगेगी","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"चिन्तित","","","","",""
"हो","","","","",""
"जाऊँगी","","","","",""
"।","","","","",""
"","","","","",""
"सुख","","","","",""
"का","का","Gestalt","Gestalt","",""
"मूल्य","","","","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"आ","","","","",""
"जाएगा","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"अगर","","","","",""
"तेरे","को","Theme","Theme","",""
"आने","","","","",""
"का","का","Gestalt","Gestalt","",""
"समय","","","","",""
"निश्चित","","","","",""
"न","","","","",""
"हो","","","","",""
"तेा","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"कैसे","","","","",""
"पता","","","","",""
"चलेगा","","","","",""
"?","","","","",""
"","","","","",""
"किस","","","","",""
"समय","","","","",""
"मन","","","","",""
"को","को","Theme","Theme","",""
"संजोकर","","","","",""
"तेरा","का","Purpose","Purpose","","*Q*"
"इंतजार","","","","",""
"करूं","","","","",""
"...","","","","",""
"","","","","",""
"कुछ","","","","",""
"रीतियां","","","","",""
"तो","","","","",""
"चाहिए","","","","",""
"ही","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"रीति","","","","",""
"का","का","Gestalt","Gestalt","",""
"मतलब","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"वह","","","","",""
"भी","","","","",""
"पुरानी","","","","",""
"बात","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"आज","","","","",""
"जो","","","","",""
"करो","","","","",""
"कल","","","","",""
"पुराना","","","","",""
"पड़","","","","",""
"जाता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"हर","","","","",""
"क्षण","","","","",""
"बात","","","","",""
"बदलती","","","","",""
"रहती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"शिकारियों","","","","",""
"में","में","Gestalt","Locus","","*Q*"
"एक","","","","",""
"चलन","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"हर","","","","",""
"बृहस्पतिवार","","","","",""
"को","को","Time","Time","",""
"वे","","","","",""
"गांव","","","","",""
"की","का","Locus","Gestalt","",""
"लड़कियों","","","","",""
"के","के साथ","Agent","Ancillary","1:1",""
"साथ","के साथ","","","1:2",""
"नाचते","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"बृहस्पतिवार","","","","",""
"एक","","","","",""
"खुशी","","","","",""
"का","का","Characteristic","Identity","",""
"दिन","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"उस","","","","",""
"दिन","","","","",""
"मैं","","","","",""
"अंगूर","","","","",""
"के","का","Characteristic","Stuff","","*Q*"
"खेतों","","","","",""
"तक","तक","Goal","Goal","",""
"जा","","","","",""
"सकती","","","","",""
"हूं","","","","",""
"!","","","","",""
"","","","","",""
"अगर","","","","",""
"शिकारी","","","","",""
"जब","","","","",""
"मन","","","","",""
"चाहे","","","","",""
"तब","","","","",""
"नाचते","","","","",""
"होते","","","","",""
"तो","","","","",""
"मैं","","","","",""
"तो","","","","",""
"कभी","","","","",""
"वहां","","","","",""
"नहीं","","","","",""
"जा","","","","",""
"पाती","","","","",""
"।","","","","",""
"","","","","",""
"हर","","","","",""
"समय","","","","",""
"डर","","","","",""
"बना","","","","",""
"रहता","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"फिर","","","","",""
"तो","","","","",""
"राजकुमार","","","","",""
"ने","ने","Agent","Agent","",""
"लोमड़ी","","","","",""
"को","को","Theme","Theme","",""
"अपना","","","","",""
"लिया","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"जब","","","","",""
"इसके","के लिए","`i","`i","1:1","*Q*"
"लिए","के लिए","","","1:2",""
"जाने","","","","",""
"का","का","Gestalt","Gestalt","",""
"दिन","","","","",""
"नजदीक","","","","",""
"आ","","","","",""
"गया","","","","",""
",","","","","",""
"""","","","","",""
"मैं","","","","",""
"रोऊँगी","","","","",""
",","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"तेरी","का","Gestalt","Gestalt","",""
"ही","","","","",""
"तो","","","","",""
"गलती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"तेरा","का","Beneficiary","Theme","","*Q* ""I wish ill upon you"""
"बुरा","","","","",""
"थोड़े","","","","",""
"ही","","","","",""
"चाहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"तूने","ने","Experiencer","Agent","",""
"ही","","","","",""
"तो","","","","",""
"चाहा","","","","",""
"था","","","","",""
"कि","","","","",""
"मैं","","","","",""
"तुझे","को","Theme","Theme","",""
"अपना","","","","",""
"लूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"यह","","","","",""
"तो","","","","",""
"ठीक","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"फिर","","","","",""
"आंसू","","","","",""
"बहाओगी","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हां","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"तुझे","को","Recipient","Recipient","",""
"क्या","","","","",""
"मिला","","","","",""
"मुझे","को","Theme","Theme","",""
"अपनाने","","","","",""
"से","से","Explanation","Source","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मिला","","","","",""
"।","","","","",""
"","","","","",""
"गेहूं","","","","",""
"के","का","Characteristic","Stuff","",""
"खेतों","","","","",""
"के","का","Gestalt","Gestalt","",""
"रंग","","","","",""
"में","में","Topic","Topic","","*Q*"
",","","","","",""
"""","","","","",""
"फिर","","","","",""
"बोली","","","","",""
",","","","","",""
"""","","","","",""
"जाकर","","","","",""
"गुलाबों","","","","",""
"को","को","Stimulus","Theme","",""
"फिर","फिर से","`d","`d","1:1",""
"से","फिर से","","","1:2",""
"देख","","","","",""
"और","","","","",""
"तुझे","को","Experiencer","Recipient","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"आ","","","","",""
"जाएगा","","","","",""
"कि","","","","",""
"तेरा","का","Possessor","Possessor","",""
"गुलाब","","","","",""
"अद्वितीय","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"फिर","","","","",""
"मुझे","को","Recipient","Recipient","",""
"अलविदा","","","","",""
"कहने","","","","",""
"आना","","","","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"तुझे","को","Recipient","Recipient","",""
"उपहार","","","","",""
"स्वरूप","","","","",""
"एक","","","","",""
"रहस्य","","","","",""
"बताऊँगी","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"गुलाबों","","","","",""
"के","के पास","Goal","Locus","1:1",""
"पास","के पास","","","1:2",""
"गया","","","","",""
",","","","","",""
"""","","","","",""
"तुम","","","","",""
"लोग","","","","",""
"मेरे","का","Possessor","Possessor","",""
"गुलाब","","","","",""
"जैसे","जैसा","ComparisonRef","ComparisonRef","",""
"बिल्कुल","","","","",""
"नहीं","","","","",""
"हो","","","","",""
",","","","","",""
"""","","","","",""
"वह","","","","",""
"बोला","","","","",""
",","","","","",""
"""","","","","",""
"तुम","","","","",""
