"","Target","SS","SS2","MWE","Notes"
"बढ़ना","","","","",""
"जल्द","","","","",""
"ही","","","","",""
"बंद","","","","",""
"हो","","","","",""
"गया","","","","",""
"और","","","","",""
"लगा","","","","",""
"कि","","","","",""
"एक","","","","",""
"फूल","","","","",""
"खिलने","","","","",""
"वाला","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"नन्हा","","","","",""
"राजकुमार","","","","",""
",","","","","",""
"गदराई","","","","",""
"सी","","","","",""
"कली","","","","",""
"को","को","Stimulus","Theme","",""
"देख","","","","",""
"कर","","","","",""
"सोचता","","","","",""
"कि","","","","",""
"इसमें","में से","Source","Source","1:1",""
"से","में से","","","1:2",""
"निश्चय","","","","",""
"ही","","","","",""
"एक","","","","",""
"चमत्कार","","","","",""
"प्रकट","","","","",""
"होगा","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"अपने","","","","",""
"हरे","","","","",""
"कोष्ट","","","","",""
"की","का","Identity","Identity","",""
"छांव","","","","",""
"में","में","Locus","Locus","",""
"पखुड़ियों","","","","",""
"के","का","Gestalt","Gestalt","","*Q* seems to be a metaphorical usage ""clothes for the petals""? not sure what to label it"
"परिधान","","","","",""
"चुनती","","","","",""
",","","","","",""
"सजती","","","","",""
"उस","","","","",""
"कली","","","","",""
"का","का","Gestalt","Gestalt","",""
"सौंदर्य","","","","",""
"निखरता","","","","",""
"ही","","","","",""
"जा","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"अपने","का","Gestalt","Gestalt","",""
"सौंदर्य","","","","",""
"को","को","Theme","Theme","",""
"भरपूर","","","","",""
"जगमगाहट","","","","",""
"के","के पहले","Time","Time","1:1",""
"पहले","के पहले","","","1:2",""
"साधारण","","","","",""
"फूलों","","","","",""
"की","की तरह","Manner","ComparisonRef","2:1",""
"तरह","की तरह","","","2:2",""
"प्रकट","","","","",""
"नहीं","","","","",""
"होने","","","","",""
"देना","","","","",""
"चाहती","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"सच","","","","",""
"!","","","","",""
"","","","","",""
"बहुत","","","","",""
"शौकीन","","","","",""
"थी","","","","",""
"वह।","","","","",""
"","","","","",""
"साज-सज्जा","","","","",""
"कितने","","","","",""
"ही","","","","",""
"दिन","","","","",""
"चलती","","","","",""
"रही","","","","",""
"और","","","","",""
"फिर","","","","",""
"एक","","","","",""
"दिन","","","","",""
"उषा","","","","",""
"की","का","Source","Gestalt","","*Q*"
"पहली","","","","",""
"किरण","","","","",""
"के","के साथ","Ancillary","Ancillary","1:1","*Q*"
"साथ","के साथ","","","1:2",""
"वह","","","","",""
"अधखिली","","","","",""
"कली","","","","",""
"प्रकट","","","","",""
"हो","","","","",""
"ही","","","","",""
"गई","","","","",""
"।","","","","",""
"","","","","",""
"इतनी","","","","",""
"तैयारी","","","","",""
"के","के बाद","Time","Time","1:1",""
"बाद","के बाद","","","1:2",""
"उसने","ने","Originator","Agent","",""
"जम्हाई","","","","",""
"लेते","","","","",""
"हुए","","","","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"ओह","","","","",""
"!","","","","",""
"","","","","",""
"मुश्किल","","","","",""
"सक","","","","",""
"अभी-अभी","","","","",""
"जागी","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"क्षमा","","","","",""
"करना","","","","",""
"मैं","","","","",""
"अभी","","","","",""
"ठीक","","","","",""
"से","से","Manner","Manner","",""
"तैयार","","","","",""
"नहीं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"नन्हें","","","","",""
"राजकुमार","","","","",""
"की","का","Experiencer","Gestalt","",""
"प्रसन्नता","","","","",""
"की","का","Theme","Theme","",""
"सीमा","","","","",""
"नहीं","","","","",""
"रही","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"कितनी","","","","",""
"सुंदर","","","","",""
"हो!","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"सच्ची","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"अपनी","","","","",""
"मधुर","","","","",""
"आवाज","","","","",""
"में","में","Manner","Manner","","en guidelines 167"
"इतरा","","","","",""
"कर","","","","",""
"वह","","","","",""
"कली","","","","",""
"बोली","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"सूरज","","","","",""
"के","के साथ","Ancillary","Ancillary","1:1",""
"साथ","के साथ","","","1:2",""
"ही","","","","",""
"जन्मी","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"समझ","","","","",""
"गया","","","","",""
"कि","","","","",""
"वह","","","","",""
"विनम्र","","","","",""
"नहीं","","","","",""
"है","","","","",""
"पर","","","","",""
"उससे","से","Causer","Source","","*Q*"
"प्रभावित","","","","",""
"हुए","","","","",""
"बिना","बिना","Manner","Manner","",""
"नहीं","","","","",""
"रहा","","","","",""
"जा","","","","",""
"सकता","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"यह","","","","",""
"नाश्ते","","","","",""
"का","का","Purpose","Purpose","","""time for breakfast"""
"समय","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"उसने","ने","Originator","Agent","",""
"फौरन","","","","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मेरा","का","Beneficiary","Theme","",""
"ख्याल","","","","",""
"रखो","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"और","","","","",""
"राजकुमार","","","","",""
"शर्मा","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Agent","Agent","",""
"एक","","","","",""
"बर्तन","","","","",""
"ढूँढ","","","","",""
"कर","","","","",""
"उसे","को","Recipient","Theme","",""
"ताजे","","","","",""
"पानी","","","","",""
"से","से","Theme","Instrument","","guidelines en 210"
"सींच","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"कुछ","","","","",""
"ही","","","","",""
"दिनों","","","","",""
"में","में","Time","Interval","",""
"उस","","","","",""
"फूल","","","","",""
"ने","ने","Agent","Agent","","the flower is alive"
"राजकुमार","","","","",""
"को","को","Experiencer","Theme","",""
"अपने","का","Gestalt","Gestalt","",""
"मान","","","","",""
"भरे","","","","",""
"अहंकार","","","","",""
"से","से","Stimulus","Causer","",""
"परेशान","","","","",""
"कर","","","","",""
"डाला","","","","",""
"।","","","","",""
"","","","","",""
"उदाहरण","","","","",""
"के","के लिए","`d","`d","1:1","*Q*"
"लिए","के लिए","","","1:2",""
"एक","","","","",""
"दिन","","","","",""
"अपने","का","Possessor","Possessor","",""
"चारों","","","","",""
"कांटों","","","","",""
"की","का","Topic","Topic","",""
"बात","","","","",""
"करते","","","","",""
"हुए","","","","",""
"उसने","ने","Originator","Agent","",""
"राजकुमार","","","","",""
"से","से","Recipient","Ancillary","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"खूनी","","","","",""
"पंजों","","","","",""
"वाले","वाला","PartPortion","Characteristic","",""
"बाघ","","","","",""
"भी","","","","",""
"आ","","","","",""
"जाएं","","","","",""
"तो","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"डर","","","","",""
"नहीं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मेरे","का","Gestalt","Gestalt","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
"बाघ","","","","",""
"नहीं","","","","",""
"होते","","","","",""
"और","","","","",""
"फिर","","","","",""
"बाघ","","","","",""
"घास","","","","",""
"थोड़े","","","","",""
"ही","","","","",""
"खाते","","","","",""
"हैं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"विरोध","","","","",""
"किया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"घास","","","","",""
"नहीं","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"फूल","","","","",""
"ने","","","","",""
"धीरे","","","","",""
"से","","","","",""
"कहा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"क्षमा","","","","",""
"करना","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","","","","",""
"बाघ","","","","",""
"से","से","Stimulus","Causer","",""
"परवाह","","","","",""
"नहीं","","","","",""
"पर","","","","",""
"हवा","","","","",""
"के","का","Identity","Identity","","*Q*"
"झोकों","","","","",""
"से","से","Stimulus","Source","",""
"डर","","","","",""
"लगता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"तुम्हारे","के पास","Possessor","Locus","1:1",""
"पास","के पास","","","1:2",""
"आड़","","","","",""
"करने","","","","",""
"के","के लिए","Purpose","Purpose","2:1",""
"लिए","के लिए","","","2:2",""
"पर्दा","","","","",""
"तो","","","","",""
"नहीं","","","","",""
"होगा","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हवा","","","","",""
"के","का","Identity","Identity","",""
"झोकों","","","","",""
"से","से","Stimulus","Source","",""
"डर","","","","",""
"...","","","","",""
"एक","","","","",""
"पौधे","","","","",""
"के","के लिए","Beneficiary","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"कोई","","","","",""
"अच्छी","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"यह","","","","",""
"फूल","","","","",""
"सीध-साध","","","","",""
"नहीं","","","","",""
"लगता","","","","",""
",","","","","",""
"राजकुमार","","","","",""
"ने","ने","Experiencer","Agent","",""
"सोचा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"शाम","","","","",""
"को","को","Time","Time","",""
"मुझे","को","Theme","Theme","",""
"ढक","","","","",""
"देना","","","","",""
"।","","","","",""
"","","","","",""
"यहां","","","","",""
"बहुत","","","","",""
"सर्दी","","","","",""
"पड़ती","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"चैन","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"जहां","","","","",""
"से","से","Source","Source","",""
"मैं","","","","",""
"आई","","","","",""
"हूं","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"उसे","को","Agent","Agent","","*Q*"
"बीच","","","","","*Q* MWE?"
"में","में","Time","Time","",""
"ही","","","","",""
"रुकना","","","","",""
"पड़ा","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"बीज","","","","",""
"रूप","","","","",""
"में","में","Characteristic","Locus","",""
"कहीं","","","","",""
"और","","","","",""
"से","से","Source","Source","",""
"आई","","","","",""
"थीं","","","","",""
"और","","","","",""
"दूसरी","","","","",""
"किसी","","","","",""
"दुनिया","","","","",""
"के","के बारे में","Topic","Topic","1:1",""
"बारे","के बारे में","","","1:2",""
"में","के बारे में","","","1:3",""
"उसे","","","","",""
"कुछ","","","","",""
"पता","","","","",""
"नहीं","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Experiencer","Agent","",""
"एक","","","","",""
"मूर्खतापूर्ण","","","","",""
"झूठ","","","","",""
"बोलना","","","","",""
"चाहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"स्वयं","","","","",""
"से","से","Stimulus","Source","",""
"अपमानित","","","","",""
"होती","","","","",""
"हुई","","","","",""
"मानो","","","","",""
"राजकुमार","","","","",""
"को","को","Topic","Theme","","*Q*"
"गलत","","","","",""
"साबित","","","","",""
"करने","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"एक-दो","","","","",""
"बार","","","","",""
"खांसती","","","","",""
"हुई","","","","",""
"बोली","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मैंने","","","","",""
"तुमसे","से","Originator","Source","",""
"पर्दा","","","","",""
"मांगा","","","","",""
"था","","","","",""
"न?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"जा","","","","",""
"रहा","","","","",""
"हूं","","","","",""
"ढूंढने","","","","",""
"...","","","","",""
"","","","","",""
"लेकिन","","","","",""
"तुम","","","","",""
"कुछ","","","","",""
"कह","","","","",""
"रही","","","","",""
"थीं","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"वह","","","","",""
"जबरदस्ती","","","","",""
"खांसी","","","","",""
"थी","","","","",""
"ताकि","","","","",""
"राजकुमार","","","","",""
"को","को","Experiencer","Recipient","",""
"पछतावा","","","","",""
"हो","","","","",""
"।","","","","",""
"","","","","",""
"इस","","","","",""
"प्रकार","","","","",""
"बावजूद","के बावजूद","Circumstance","Circumstance","1:1","*Q*"
"इसके","के बावजूद","","","1:2",""
"कि","","","","",""
"वह","","","","",""
"मन","","","","",""
"लगाकर","","","","",""
"उसकी","का","Beneficiary","Theme","","*Q* receiving the service?"
"सेवा","","","","",""
"कर","","","","",""
"रहा","","","","",""
"था","","","","",""
"उसने","ने","Experiencer","Agent","",""
"फूल","","","","",""
"पर","पर","Topic","Topic","",""
"संदेह","","","","",""
"करना","","","","",""
"शुरू","","","","",""
"कर","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"ऐसी","","","","",""
"ही","","","","",""
"कई","","","","",""
"बातों","","","","",""
"को","को","Topic","Theme","","*Q*"
"बहुत","","","","",""
"महत्व","","","","",""
"दे","","","","",""
"देने","","","","",""
"के","के कारण","Explanation","Explanation","1:1",""
"कारण","के कारण","","","1:2",""
"वह","","","","",""
"दुखी","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"एक","","","","",""
"दिन","","","","",""
"उसने","ने","Originator","Agent","",""
"धीरे","","","","",""
"से","से","Manner","Manner","",""
"मुझसे","से","Recipient","Ancillary","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","को","Experiencer","Agent","",""
"उसकी","का","Originator","Gestalt","",""
"बात","","","","",""
"नहीं","","","","",""
"सुननी","","","","",""
"चाहिए","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"फूलों","","","","",""
"को","को","Stimulus","Theme","",""
"बस","","","","",""
"देखना","","","","",""
"और","","","","",""
"सूंघना","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"उनकी","का","Originator","Gestalt","",""
"बातें","","","","",""
"नहीं","","","","",""
"सुननी","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"मेरे","का","Possessor","Possessor","",""
"फूल","","","","",""
"ने","ने","Causer","Causer","",""
"संसार","","","","",""
"को","को","Goal","Goal","","*Q* endpoint of the filling?"
"सुगंध","","","","",""
"से","से","Theme","Instrument","",""
"भर","","","","",""
"दिया","","","","",""
"था","","","","",""
"पर","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"पता","","","","",""
"नहीं","","","","",""
"था","","","","",""
"कि","","","","",""
"मैं","","","","",""
"इस","","","","",""
"दुख","","","","",""
"को","को","Stimulus","Theme","",""
"कैसे","","","","",""
"भोगूं","","","","",""
"।","","","","",""
"","","","","",""
"कांटों","","","","",""
"की","का","Topic","Identity","",""
"बात","","","","",""
",","","","","",""
"जिससे","से","Stimulus","Source","",""
"मैं","","","","",""
"चिढ़","","","","",""
"गया","","","","",""
"था","","","","",""
",","","","","",""
"वास्तव","","","","",""
"में","में","Circumstance","Circumstance","",""
"उन","","","","",""
"बातों","","","","",""
"से","से","Stimulus","Source","",""
"मुझमें","में","Experiencer","Locus","",""
"मृदुभाव","","","","",""
"पैदा","","","","",""
"होना","","","","",""
"चाहिए","","","","",""
"थे","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"फूल","","","","",""
"ने","ने","Originator","Agent","",""
"फिर","","","","",""
"चुपके","","","","",""
"से","से","Manner","Manner","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"बिल्कुल","","","","",""
"समझ","","","","",""
"नहीं","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Agent","",""
"उसके","के बारे में","Topic","Topic","1:1",""
"बारे","के बारे में","","","1:2",""
"में","के बारे में","","","1:3",""
",","","","","",""
"उसके","का","Originator","Gestalt","",""
"शब्द","","","","",""
"नहीं","","","","",""
",","","","","",""
"उसके","का","Agent","Gestalt","",""
"काम","","","","",""
"के","का","Identity","Identity","",""
"आधर","","","","",""
"पर","पर","Topic","Topic","",""
"निर्णय","","","","",""
"लेना","","","","",""
"चाहिए","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Agent","Agent","",""
"मेरा","का","Experiencer","Gestalt","",""
"सुख","","","","",""
",","","","","",""
"मेरी","का","Experiencer","Gestalt","",""
"समझ","","","","",""
"बढ़ाई","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Agent","Agent","",""
"इस","","","","",""
"तरह","","","","",""
"पलायन","","","","",""
"नहीं","","","","",""
"करना","","","","",""
"चाहिए","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उसकी","का","Originator","Gestalt","",""
"कटी-कटी","","","","",""
"बातों","","","","",""
"के","के पीछे","Locus","Locus","1:1","*Q* metaphorical"
"पीछे","के पीछे","","","1:2",""
"से","से","Source","Source","",""
"झांकती","","","","",""
"उसकी","का","Gestalt","Gestalt","",""
"कोमलता","","","","",""
",","","","","",""
"उसका","का","Experiencer","Gestalt","",""
"प्यार","","","","",""
"देखना","","","","",""
"चाहिए","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"कितना","","","","",""
"विरोधभास","","","","",""
"होता","","","","",""
"है","","","","",""
"फूलों","","","","",""
"में","में","Gestalt","Locus","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"मेरी","का","Gestalt","Gestalt","",""
"उमर","","","","",""
"ही","","","","",""
"क्या","","","","",""
"थी","","","","",""
"कि","","","","",""
"प्यार","","","","",""
"करना","","","","",""
"जानूं","","","","",""
"।","","","","",""
"""","","","","",""
