"","Target","SS","SS2","MWE","Notes"
"है।","","","","",""
"""","","","","",""
"और","","","","",""
"वह","","","","",""
"खिलखिला","","","","",""
"कर","","","","",""
"हंसा","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"उसका","का","Originator","Gestalt","",""
"हंसना","","","","",""
"बहुत","","","","",""
"खला","","","","",""
"।","","","","",""
"","","","","",""
"मन","","","","",""
"ही","","","","",""
"मन","","","","",""
"मैं","","","","",""
"चाहता","","","","",""
"हूं","","","","",""
"कि","","","","",""
"लोग","","","","",""
"मेरे","का","Experiencer","Gestalt","",""
"दुख","","","","",""
"से","से","Stimulus","Source","",""
"दुखी","","","","",""
"हों","","","","",""
"।","","","","",""
"","","","","",""
"मेरी","का","Experiencer","Gestalt","","my mental state"
"मनःस्थिति","","","","",""
"को","को","Topic","Theme","",""
"बिना","","","","",""
"समझे","","","","",""
"वह","","","","",""
"बोला","","","","",""
",","","","","",""
"""तू","","","","",""
"भी","","","","",""
"आसमान","","","","",""
"से","से","Source","Source","",""
"आया","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"तेरा","का","Possessor","Possessor","",""
"घर","","","","",""
"किस","","","","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"उसकी","का","Theme","Theme","",""
"रहस्यमयी","","","","",""
"उपस्थिति","","","","",""
"मेरी","का","Experiencer","Gestalt","",""
"समझ","","","","",""
"में","में","Goal","Locus","",""
"आने","","","","",""
"लगी","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"पूछा","","","","",""
",","","","","",""
"""तो","","","","",""
"तू","","","","",""
"किसी","","","","",""
"दूसरे","","","","",""
"ग्रह","","","","",""
"से","से","Source","Source","",""
"आया","","","","",""
"है","","","","",""
"क्या","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"उसने","ने","Originator","Agent","",""
"जवाब","","","","",""
"नहीं","","","","",""
"दिया","","","","",""
"।","","","","",""
"","","","","",""
"मेरा","का","Possessor","Possessor","",""
"जहाज","","","","",""
"देखता","","","","",""
"हुआ","","","","",""
"सर","","","","",""
"हिलाता","","","","",""
"रहा","","","","",""
",","","","","",""
"""","","","","",""
"इस","","","","",""
"तरह","","","","",""
"तू","","","","",""
"इस","","","","",""
"जहाज","","","","",""
"पर","पर","Instrument","Locus","","en guidelines 310"
"कहीं","","","","",""
"बहुत","","","","",""
"दूर","","","","",""
"से","से","Source","Source","",""
"नहीं","","","","",""
"आ","","","","",""
"सकता","","","","",""
"...","","","","",""
"""","","","","",""
"और","","","","",""
"वह","","","","",""
"बड़ी","","","","",""
"देर","","","","",""
"तक","तक","Duration","EndTime","","*Q*"
"कल्पना","","","","",""
"लोक","","","","",""
"में","में","Circumstance","Circumstance","","*Q* answer to a where question but not a place"
"डूबा","","","","",""
"रहा","","","","",""
"।","","","","",""
"","","","","",""
"फिर","","","","",""
"जेब","","","","",""
"से","से","Source","Source","",""
"भेड़","","","","",""
"का","का","Topic","Topic","",""
"चित्र","","","","",""
"निकाल","","","","",""
"कर","","","","",""
"उसे","को","Stimulus","Theme","",""
"ऐसे","","","","",""
"निहारने","","","","",""
"लगा","","","","",""
"जैसे","जैसे","Manner","ComparisonRef","","analogy"
"वह","","","","",""
"कोई","","","","",""
"खजाना","","","","",""
"हो","","","","",""
"।","","","","",""
"","","","","",""
"जरा","","","","",""
"सोचिए","","","","",""
"इसकी","का","Originator","Gestalt","",""
"बातों","","","","",""
"में","में","Whole","Whole","",""
"किसी","","","","",""
"दूसरे","","","","",""
"ग्रह","","","","",""
"की","का","Topic","Topic","",""
"चर्चा","","","","",""
"से","से","Stimulus","Source","",""
"मुझे","को","Experiencer","Recipient","",""
"कितना","","","","",""
"कौतुहल","","","","",""
"हुआ","","","","",""
"होगा","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"और","","","","",""
"भी","","","","",""
"जानना","","","","",""
"चाहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मेरे","का","Gestalt","Gestalt","","discourse associative"
"नन्हें","","","","",""
"राजकुमार","","","","",""
"!","","","","",""
"","","","","",""
"कहां","","","","",""
"से","से","Source","Source","",""
"आया","","","","",""
"है","","","","",""
"तू?","","","","",""
"","","","","",""
"तेरा","का","Possessor","Possessor","",""
"घर","","","","",""
"कहां","","","","",""
"है","","","","",""
"?","","","","",""
"","","","","",""
"तू","","","","",""
"मेरी","का","Originator","Gestalt","",""
"भेड़","","","","",""
"कहां","","","","",""
"ले","","","","",""
"जाना","","","","",""
"चाहता","","","","",""
"है","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"थोड़ी","","","","",""
"देर","","","","",""
"की","का","QuantityValue","QuantityValue","",""
"तन्मयता","","","","",""
"के","के बाद","Time","Interval","1:1",""
"बाद","के बाद","","","1:2",""
"वह","","","","",""
"बोला","","","","",""
",","","","","",""
"","","","","",""
"""तूने","ने","","","",""
"मुझे","को","","","",""
"जो","","","","",""
"बक्सा","","","","",""
"दिया","","","","",""
"है","","","","",""
"उसमें","में","Gestalt","Locus","",""
"एक","","","","",""
"अच्छाई","","","","",""
"है","","","","",""
"-","","","","",""
"रात","","","","",""
"को","को","Time","Time","",""
"वह","","","","",""
"मेरी","","","","",""
"भेड़","","","","",""
"के","के लिए","Beneficiary","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"घर","","","","",""
"का","का","Gestalt","Gestalt","","*Q* role of a house"
"काम","","","","",""
"देगा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"""","","","","",""
"बिल्कुल","","","","",""
"ठीक","","","","",""
"!","","","","",""
"","","","","",""
"और","","","","",""
"यदि","","","","",""
"तू","","","","",""
"भला","","","","",""
"लड़का","","","","",""
"है","","","","",""
"तो","","","","",""
"मैं","","","","",""
"तुझे","को","Recipient","Recipient","",""
"एक","","","","",""
"रस्सी","","","","",""
"और","","","","",""
"एक","","","","",""
"खूंटा","","","","",""
"भी","","","","",""
"दे","","","","",""
"दूंगा","","","","",""
",","","","","",""
"उसे","को","Theme","Theme","",""
"बांधने","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए।","के लिए","","","1:2",""
"""","","","","",""
"","","","","",""
"बांधने","","","","",""
"की","का","Topic","Identity","",""
"बात","","","","",""
"सुनकर","","","","",""
"वह","","","","",""
"हतप्रभ","","","","",""
"सा","","","","",""
"हो","","","","",""
"गया","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"बांधने","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"?","","","","",""
"","","","","",""
"अजीब","","","","",""
"बात","","","","",""
"है","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"लेकिन","","","","",""
"अगर","","","","",""
"तूने","ने","Agent","Agent","",""
"उसे","को","Theme","Theme","",""
"बांधा","","","","",""
"नहीं","","","","",""
"तो","","","","",""
"वह","","","","",""
"जहां","","","","",""
"मन","","","","",""
"करे","","","","",""
"चली","","","","",""
"जायेगी","","","","",""
"और","","","","",""
"खो","","","","",""
"जायेगी","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"मेरा","का","SocialRel","Gestalt","",""
"नन्हा","","","","",""
"दोस्त","","","","",""
"फिर","","","","",""
"खिलखिलाया","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"मगर","","","","",""
"जाएगी","","","","",""
"कहां","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"कहीं","","","","",""
"भी","","","","",""
"नाक","","","","",""
"की","की सीध में","Direction","Direction","1:1",""
"सीध","की सीध में","","","1:2",""
"में","की सीध में","","","1:3",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"विषाद","","","","",""
"भरे","","","","",""
"स्वर","","","","",""
"में","में","Manner","Manner","",""
"उसने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"कोई","","","","",""
"बात","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"मेरा","का","Possessor","Possessor","",""
"ग्रह","","","","",""
"बहुत","","","","",""
"छोटा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"वहां","","","","",""
"सीधे","","","","",""
"दूर","","","","",""
"तक","","","","",""
"नहीं","","","","",""
"जा","","","","",""
"सकता","","","","",""
"कोई","","","","",""
"।","","","","",""
"""","","","","",""
