"","Target","SS","SS2","MWE","Notes"
"देता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"लेओं","","","","",""
"वेर्थ","","","","",""
"को","को","Beneficiary","Recipient","",""
"जब","","","","",""
"वह","","","","",""
"बच्चा","","","","",""
"था","","","","",""
"!","","","","",""
"","","","","",""
"मैं","","","","",""
"कोई","","","","",""
"छः","","","","",""
"साल","","","","",""
"का","का","QuantityValue","QuantityValue","","uncertain"
"रहा","","","","",""
"होऊँगा","","","","",""
"।","","","","",""
"","","","","",""
"एक","","","","",""
"किताब","","","","",""
"मिल","","","","",""
"गई","","","","",""
"-","","","","",""
"जंगल","","","","",""
"की","का","Topic","Topic","",""
"सच्ची","","","","",""
"कहानियां","","","","",""
"।","","","","",""
"","","","","",""
"उसमें","में","Locus","Locus","",""
"एक","","","","",""
"अद्भुत","","","","",""
"तस्वीर","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"अजगर","","","","",""
"एक","","","","",""
"जंगली","","","","",""
"जानवर","","","","",""
"को","को","Theme","Theme","",""
"निगल","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"यह","","","","",""
"रही","","","","",""
"वह","","","","",""
"तस्वीर।","","","","",""
"","","","","",""
"तब","","","","",""
"से","से","StartTime","StartTime","",""
"जंगल","","","","",""
"की","का","Locus","Gestalt","",""
"इस","","","","",""
"भयानक","","","","",""
"घटना","","","","",""
"पर","पर","Topic","Topic","",""
"मैं","","","","",""
"बराबर","","","","",""
"सोचता","","","","",""
"रहा","","","","",""
"और","","","","",""
"एक","","","","",""
"दिन","","","","",""
"अपनी","का","Possessor","Possessor","",""
"रंगीन","","","","",""
"पेंसिल","","","","",""
"से","से","Instrument","Instrument","",""
"मैंने","ने","Originator","Agent","",""
"पहली","","","","",""
"बार","","","","",""
"एक","","","","",""
"चित्र","","","","",""
"बनाया","","","","",""
"।","","","","",""
"","","","","",""
"अपना","का","Originator","Gestalt","",""
"यह","","","","",""
"चित्र","","","","",""
"मैंने","ने","Agent","Agent","",""
"बड़े","","","","",""
"लोगों","","","","",""
"को","को","Experiencer","Recipient","",""
"दिखाया","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"पूछा","","","","",""
",","","","","",""
"""","","","","",""
"इसे","को","Stimulus","Theme","",""
"देखकर","","","","",""
"डर","","","","",""
"लगता","","","","",""
"है","","","","",""
"या","","","","",""
"नहीं","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"उन्होंने","ने","Originator","Agent","",""
"उत्तर","","","","",""
"दिया","","","","",""
",","","","","",""
"""भला","","","","",""
"टोपी","","","","",""
"से","से","Stimulus","Source","",""
"डर","","","","",""
"क्यों","","","","",""
"लगेगा","","","","",""
"?","","","","",""
"","","","","",""
"""","","","","",""
"मैंने","ने","Originator","Agent","",""
"टोपी","","","","",""
"तो","","","","",""
"बनाई","","","","",""
"नहीं","","","","",""
"थी","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Originator","Agent","",""
"एक","","","","",""
"अजगर","","","","",""
"बनाया","","","","",""
"था","","","","",""
"जो","","","","",""
"हाथी","","","","",""
"को","को","Theme","Theme","",""
"निगल","","","","",""
"कर","","","","",""
"पचा","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"आखिर","","","","",""
"मैंने","ने","Originator","Agent","",""
"सांप","","","","",""
"के","का","Whole","Whole","",""
"पेट","","","","",""
"के","का","Whole","Whole","",""
"अंदर","","","","",""
"की","का","Topic","Topic","",""
"भी","","","","",""
"तस्वीर","","","","",""
"बनाई","","","","",""
"।","","","","",""
"","","","","",""
"ताकि","","","","",""
"ये","","","","",""
"बड़े","","","","",""
"लोग","","","","",""
"भी","","","","",""
"समझ","","","","",""
"सकें","","","","",""
"।","","","","",""
"","","","","",""
"ये","","","","",""
"बिना","बिना","Manner","Manner","",""
"समझाये","","","","",""
"कुछ","","","","",""
"नहीं","","","","",""
"समझते","","","","",""
"।","","","","",""
"","","","","",""
"मेरा","का","Originator","Gestalt","",""
"दूसरा","","","","",""
"चित्र","","","","",""
"ऐसा","ऐसा","ComparisonRef","ComparisonRef","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"उन","","","","",""
"लोगों","","","","",""
"ने","ने","Originator","Agent","",""
"मुझे","को","Recipient","Recipient","",""
"सलाह","","","","",""
"दी","","","","",""
"कि","","","","",""
"मुझे","को","Agent","Agent","",""
"अजगर","","","","",""
"के","का","Topic","Topic","",""
"चित्र","","","","",""
"बनाना","","","","",""
"छोड़कर","","","","",""
"भूगोल","","","","",""
",","","","","",""
"इतिहास","","","","",""
",","","","","",""
"गणित","","","","",""
"और","","","","",""
"व्याकरण","","","","",""
"में","में","Stimulus","Goal","","put your mind towards x"
"मन","","","","",""
"लगाना","","","","",""
"चाहिए","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"इस","","","","",""
"तरह","","","","",""
"उस","","","","",""
"नन्ही","","","","",""
"सी","","","","",""
"उम्र","","","","",""
"में","में","Time","Time","",""
"ही","","","","",""
"मुझे","को","Agent","Agent","",""
"अपनी","का","Experiencer","Gestalt","",""
"महान","","","","",""
"कलाकार","","","","",""
"बनने","","","","",""
"की","का","Topic","Identity","",""
"इच्छा","","","","",""
"त्याग","","","","",""
"देनी","","","","",""
"पड़ी","","","","",""
"।","","","","",""
"","","","","",""
"मेरे","का","Originator","Gestalt","",""
"पहले","","","","",""
"दो","","","","",""
"चित्रों","","","","",""
"की","का","Theme","Theme","",""
"असपफलता","","","","",""
"पर","पर","Time","Time","",""
"ही","","","","",""
"मुझे","को","Experiencer","Theme","",""
"हतोत्साहित","","","","",""
"कर","","","","",""
"दिया","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"ये","","","","",""
"बड़े","","","","",""
"लोग","","","","",""
"अपने","","","","",""
"आप","","","","",""
"कुछ","","","","",""
"नहीं","","","","",""
"समझते","","","","",""
"और","","","","",""
"बच्चों","","","","",""
"के","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"इन्हें","को","Recipient","Recipient","",""
"समझाते","","","","",""
"रहना","","","","",""
"आसान","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"अब","","","","",""
"मुझे","को","Agent","Agent","",""
"दूसरा","","","","",""
"पेशा","","","","",""
"चुनना","","","","",""
"पड़ा।","","","","",""
"","","","","",""
"और","","","","",""
"मैंने","ने","Agent","Agent","",""
"हवाई","","","","",""
"जहाज","","","","",""
"चलाना","","","","",""
"सीख","","","","",""
"लिया","","","","",""
"।","","","","",""
"","","","","",""
"सारी","","","","",""
"दुनिया","","","","",""
"में","में","Path","Locus","",""
"उड़ता","","","","",""
"फिरा।","","","","",""
"","","","","",""
"भूगोल","","","","",""
"पढ़ना","","","","",""
"काफी","","","","",""
"काम","","","","",""
"आया","","","","",""
"।","","","","",""
"","","","","",""
"चीन","","","","",""
"हो","","","","",""
"या","","","","",""
"अरीजोना","","","","",""
",","","","","",""
"एक","","","","",""
"ही","","","","",""
"झलक","","","","",""
"में","में","Duration","Duration","","unsure if Manner"
"पहचान","","","","",""
"सकता","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"यदि","","","","",""
"हवाई","","","","",""
"जहाज","","","","",""
"भटक","","","","",""
"जाए","","","","",""
"तो","","","","",""
"भूगोल","","","","",""
"पढ़ना","","","","",""
"बहुत","","","","",""
"काम","","","","",""
"आता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"अपनी","का","Agent","Gestalt","",""
"उड़ानों","","","","",""
"के","के दौरान","Time","Time","1:1",""
"दौरान","के दौरान","","","1:2",""
"अनेक","","","","",""
"महत्वपूर्ण","","","","",""
"लोगों","","","","",""
"से","से","Agent","Ancillary","","both of theme are partaking"
"परिचय","","","","",""
"हुआ","","","","",""
"।","","","","",""
"","","","","",""
"मैंने","ने","Agent","Agent","",""
"उनके","के साथ","Ancillary","Ancillary","",""
"साथ","के साथ","","","",""
"काफी","","","","",""
"समय","","","","",""
"बिताया","","","","",""
"।","","","","",""
"","","","","",""
"उन्हें","को","Stimulus","Theme","",""
"करीब","","","","",""
"से","से","Locus","Source","",""
"देखा-समझा।","","","","",""
"","","","","",""
"पर","","","","",""
"मेरी","का","Experiencer","Gestalt","",""
"उनके","के बारे में","Topic","Topic","",""
"बारे","के बारे में","","","",""
"में","के बारे में","","","",""
"राय","","","","",""
"नहीं","","","","",""
"बदली","","","","",""
"।","","","","",""
"","","","","",""
"जब","","","","",""
"भी","","","","",""
"कोई","","","","",""
"महानुभाव","","","","",""
"मिलते","","","","",""
"जो","","","","",""
"थोड़े","","","","",""
"जागरूक","","","","",""
"लगते","","","","",""
"तो","","","","",""
"मैं","","","","",""
"उन्हें","को","Experiencer","Recipient","",""
"अपना","का","Originator","Gestalt","",""
"बनाया","","","","",""
"हुआ","","","","",""
"पहला","","","","",""
"चित्र","","","","",""
",","","","","",""
"जिसे","को","Theme","Theme","",""
"मैं","","","","",""
"हमेशा","","","","",""
"पास","","","","",""
"रखता","","","","",""
"था","","","","",""
",","","","","",""
"दिखाता।","","","","",""
"","","","","",""
"मैं","","","","",""
"देखना","","","","",""
"चाहता","","","","",""
"था","","","","",""
"कि","","","","",""
"वे","","","","",""
"इसे","को","Topic","Theme","","unsure what मैं is then"
"समझ","","","","",""
"पाते","","","","",""
"हैं","","","","",""
"या","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"हमेशा","","","","",""
"यही","","","","",""
"उत्तर","","","","",""
"मिलता","","","","",""
",","","","","",""
"""","","","","",""
"यह","","","","",""
"तो","","","","",""
"टोपी","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"फिर","","","","",""
"मैं","","","","",""
"न","","","","",""
"उनसे","से","Agent","Ancillary","",""
"अजगर","","","","",""
"की","का","Topic","Topic","",""
"बात","","","","",""
"करता","","","","",""
",","","","","",""
"न","","","","",""
"जंगल","","","","",""
"की","का","Topic","Topic","",""
",","","","","",""
"न","","","","",""
"सितारों","","","","",""
"की","का","Topic","Topic","",""
"।","","","","",""
"","","","","",""
"मैं","","","","",""
"उन्हीं","","","","",""
"की","की तरह","","","1:1",""
"तरह","की तरह","","","1:2",""
"मौसम","","","","",""
",","","","","",""
"राजनीति","","","","",""
"या","","","","",""
"फैशन","","","","",""
"की","का","Topic","Topic","",""
"बातें","","","","",""
"करने","","","","",""
"लगता","","","","",""
"और","","","","",""
"वे","","","","",""
"मुझ","","","","",""
"जैसे","जैसे","Identity","ComparisonRef","","an intelligent person like me"
"समझदार","","","","",""
"व्यक्ति","","","","",""
"से","से","Agent","Ancillary","",""
"मिल","","","","",""
"कर","","","","",""
"खुश","","","","",""
"होते","","","","",""
"।","","","","",""
