,Target,SS,SS2,MWE,Notes
सवाल,,,,,
का,का,Topic,Topic,,
जवाब,,,,,
नहीं,,,,,
मिला,,,,,
।,,,,,
,,,,,
वह,,,,,
बोला,,,,,
",",,,,,
"""",,,,,
खास,,,,,
बात,,,,,
दिखाई,,,,,
नहीं,,,,,
पड़ती,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
यह,,,,,
तो,,,,,
है,,,,,
...,,,,,
"""",,,,,
,,,,,
"""",,,,,
फूल,,,,,
की,का,Topic,Topic,,
बात,,,,,
लो,,,,,
।,,,,,
,,,,,
अगर,,,,,
तुझे,को,Experiencer,Recipient,,
किसी,,,,,
फूल,,,,,
से,से,Stimulus,Source,,
प्यार,,,,,
है,,,,,
",",,,,,
जो,,,,,
किसी,,,,,
दूर,,,,,
के,का,Characteristic,Identity,,
तारे,,,,,
पर,पर,Locus,Locus,,
खिला,,,,,
हो,,,,,
तो,,,,,
तुझे,को,Experiencer,Recipient,,
लगेगा,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,
सारे,,,,,
सितारे,,,,,
खिल,,,,,
उठे,,,,,
हों,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
लगेगा,,,,,
तो,,,,,
...,,,,,
!,,,,,
"""",,,,,
,,,,,
"""",,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,
पानी,,,,,
की,का,Topic,Topic,,
ही,,,,,
बात,,,,,
है,,,,,
।,,,,,
,,,,,
कल,,,,,
जो,,,,,
पानी,,,,,
तूने,ने,Originator,Agent,,
मुझे,को,Recipient,Recipient,,
पीने,,,,,
को,को,Purpose,Purpose,,
दिया,,,,,
वह,,,,,
घिरनी,,,,,
और,,,,,
रस्सी,,,,,
के,के कारण,Explanation,Explanation,1:1,
कारण,के कारण,,,1:2,
संगीत,,,,,
सा,,,,,
लगा,,,,,
...,,,,,
,,,,,
याद,,,,,
है,,,,,
न,,,,,
...,,,,,
,,,,,
बढ़िया,,,,,
था,,,,,
वह,,,,,
पानी,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
था,,,,,
तो!,,,,,
"""",,,,,
,,,,,
"""",,,,,
रातों,,,,,
को,को,Time,Time,,
सितारों,,,,,
की,की ओर,Stimulus,Direction,1:1,
ओर,की ओर,,,1:2,
देखना,,,,,
।,,,,,
,,,,,
मेरा,का,Gestalt,Gestalt,,
ग्रह,,,,,
इतना,,,,,
छोटा,,,,,
है,,,,,
कि,,,,,
यहां,,,,,
से,से,Locus,Source,,
दिखेगा,,,,,
भी,,,,,
नहीं,,,,,
।,,,,,
,,,,,
लेकिन,,,,,
यह,,,,,
अच्छा,,,,,
ही,,,,,
है,,,,,
।,,,,,
,,,,,
मेरा,का,Gestalt,Gestalt,,
तारा,,,,,
इन्हीं,,,,,
तारों,,,,,
में,में से,Whole,Whole,1:1,
से,में से,,,1:2,
एक,,,,,
होगा,,,,,
और,,,,,
तुझे,को,Experiencer,Recipient,,
इन,,,,,
सबको,को,Stimulus,Theme,,
देखना,,,,,
अच्छा,,,,,
लगेगा,,,,,
...,,,,,
,,,,,
ये,,,,,
सब,,,,,
तेरे,का,SocialRel,Gestalt,,
दोस्त,,,,,
रहेंगे,,,,,
और,,,,,
फिर,,,,,
मैं,,,,,
तुझे,को,Recipient,Recipient,,
एक,,,,,
उपहार,,,,,
भी,,,,,
दूंगा,,,,,
...,,,,,
!,,,,,
"""",,,,,
,,,,,
वह,,,,,
हंसने,,,,,
लगा,,,,,
।,,,,,
,,,,,
"""",,,,,
सच,,,,,
कितनी,,,,,
अच्छी,,,,,
लगती,,,,,
है,,,,,
तेरी,का,Originator,Gestalt,,
हंसी,,,,,
मेरे,का,`$,`$,,*Q*
नन्हे-मुन्ने,,,,,
!,,,,,
"""",,,,,
,,,,,
"""",,,,,
यही,,,,,
तो,,,,,
है,,,,,
मेरा,का,Originator,Gestalt,,
उपहार,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,*Q*
कि,,,,,
पानी,,,,,
...,,,,,
!,,,,,
"""",,,,,
,,,,,
"""",,,,,
क्या,,,,,
मतलब,,,,,
?,,,,,
"""",,,,,
,,,,,
"""",,,,,
हर,,,,,
कोई,,,,,
सितारों,,,,,
को,को,Stimulus,Theme,,
अपनी,का,Gestalt,Gestalt,,
तरह,,,,,
देखता,,,,,
है,,,,,
।,,,,,
,,,,,
किसी,,,,,
के,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,
ये,,,,,
मार्गदर्शक,,,,,
का,का,Gestalt,Gestalt,,
काम,,,,,
करते,,,,,
हैं,,,,,
।,,,,,
,,,,,
दूसरों,,,,,
के,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,
टिमटिमाते,,,,,
दीपों,,,,,
के,के अतिरिक्त,PartPortion,PartPortion,2:1,
अतिरिक्त,के अतिरिक्त,,,2:2,
कुछ,,,,,
नहीं,,,,,
।,,,,,
,,,,,
वैज्ञानिकों,,,,,
के,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,
वे,,,,,
समस्यायें,,,,,
हैं,,,,,
।,,,,,
,,,,,
जिस,,,,,
व्यवसायी,,,,,
से,से,Agent,Ancillary,,
मैं,,,,,
मिला,,,,,
था,,,,,
उसके,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,
वे,,,,,
धन,,,,,
हैं,,,,,
।,,,,,
,,,,,
लेकिन,,,,,
ये,,,,,
सारे,,,,,
सितारे,,,,,
चुप,,,,,
रहते,,,,,
हैं,,,,,
।,,,,,
,,,,,
तेरे,के पास,Possessor,Possessor,1:1,
पास,के पास,,,1:2,
ऐसे,,,,,
सितारे,,,,,
होंगे,,,,,
जैसे,जैसा,ComparisonRef,ComparisonRef,,
किसी,,,,,
के,का,Possessor,Possessor,,
नहीं,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
क्या,,,,,
मतलब,,,,,
?,,,,,
"""",,,,,
,,,,,
"""",,,,,
जब,,,,,
तू,,,,,
आसमान,,,,,
की,की ओर,Stimulus,Direction,1:1,
ओर,की ओर,,,1:2,
देखेगा,,,,,
रात,,,,,
को,को,Time,Time,,
चूंकि,,,,,
मैं,,,,,
भी,,,,,
उनमें,में से,Whole,Whole,2:1,
से,में से,,,2:2,
एक,,,,,
सितारे,,,,,
पर,पर,Locus,Locus,,
होऊँगा,,,,,
",",,,,,
तुझे,को,Experiencer,Recipient,,
लगेगा,,,,,
कि,,,,,
सारे,,,,,
सितारे,,,,,
हंस,,,,,
रहे,,,,,
हों,,,,,
।,,,,,
,,,,,
इस,,,,,
तरह,,,,,
सितारों,,,,,
को,को,Experiencer,Recipient,,
हंसना,,,,,
भी,,,,,
आएगा,,,,,
।,,,,,
"""",,,,,
और,,,,,
फिर,,,,,
वह,,,,,
हंसने,,,,,
लगा,,,,,
।,,,,,
,,,,,
"""",,,,,
और,,,,,
जब,,,,,
तुझे,को,Experiencer,Recipient,,
तसल्ली,,,,,
हो,,,,,
जाएगी,,,,,
(,,,,,
आदमी,,,,,
किसी,,,,,
तरह,,,,,
खुद,,,,,
को,को,Experiencer,Recipient,,
तसल्ली,,,,,
दे,,,,,
ही,,,,,
लेता,,,,,
है,,,,,
),,,,,
तो,,,,,
तुझे,को,Experiencer,Recipient,,
यह,,,,,
सोचकर,,,,,
अच्छा,,,,,
लगेगा,,,,,
कि,,,,,
तू,,,,,
मुझसे,से,Agent,Ancillary,,
मिला,,,,,
था,,,,,
।,,,,,
,,,,,
तू,,,,,
हमेशा-हमेशा,,,,,
के,के लिए,Duration,Duration,1:1,
लिए,के लिए,,,1:2,
मेरा,का,SocialRel,Gestalt,,
दोस्त,,,,,
बना,,,,,
रहेगा,,,,,
।,,,,,
,,,,,
तेरा,का,Experiencer,Gestalt,,
मेरे,के साथ,Ancillary,Ancillary,1:1,
साथ,के साथ,,,1:2,
हंसने,,,,,
को,को,`i,`i,,
जी,,,,,
चाहेगा,,,,,
और,,,,,
तू,,,,,
कभी-कभी,,,,,
ऐसे,,,,,
ही,,,,,
मजे,,,,,
के,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,
अपनी,का,,,,
खिड़की,,,,,
खोल,,,,,
देगा,,,,,
।,,,,,
,,,,,
तेरे,का,SocialRel,Gestalt,,
दोस्त,,,,,
आसमान,,,,,
की,की ओर,Stimulus,Direction,1:1,
ओर,की ओर,,,1:2,
देख,,,,,
कर,,,,,
तुझे,को,Stimulus,Direction,,
हंसते,,,,,
देख,,,,,
कर,,,,,
चकित,,,,,
रह,,,,,
जाएंगे,,,,,
।,,,,,
,,,,,
तब,,,,,
उनसे,से,Recipient,Ancillary,,
कहना,,,,,
",",,,,,
मुझे,को,Experiencer,Recipient,,
सितारों,,,,,
को,को,Stimulus,Theme,,
देख,,,,,
कर,,,,,
हंसने,,,,,
का,का,Stimulus,Gestalt,,*Q*
मन,,,,,
करता,,,,,
है,,,,,
।,,,,,
,,,,,
यह,,,,,
सुनकर,,,,,
वे,,,,,
तुझे,को,Experiencer,Recipient,,
पागल,,,,,
समझेंगे,,,,,
।,,,,,
,,,,,
अच्छा,,,,,
बेवकूफ,,,,,
बनाया,,,,,
मैंने,ने,Agent,Agent,,
तुझे,,,,,
!,,,,,
"""",,,,,
,,,,,
वह,,,,,
फिर,,,,,
हंसने,,,,,
लगा,,,,,
।,,,,,
,,,,,
"""",,,,,
जैसे,जैसे,Manner,ComparisonRef,,
मैंने,ने,Originator,Agent,,
तुझे,को,Recipient,Recipient,,
सितारों,,,,,
की,की जगह,ComparisonRef,ComparisonRef,1:1,
जगह,की जगह,,,1:2,
छोटी-छोटी,,,,,
घंटियां,,,,,
दे,,,,,
दी,,,,,
हों,,,,,
जिन्हें,को,Experiencer,Recipient,,
हंसना,,,,,
आता,,,,,
हो,,,,,
।,,,,,
"""",,,,,
,,,,,
वह,,,,,
फिर,,,,,
हंसा,,,,,
और,,,,,
गम्भीर,,,,,
हो,,,,,
गया,,,,,
",",,,,,
"""",,,,,
यह,,,,,
रात,,,,,
...,,,,,
जानते,,,,,
हो,,,,,
...,,,,,
आना,,,,,
मत,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
नहीं,,,,,
",",,,,,
मैं,,,,,
तुझे,को,Recipient,Theme,,
विदा,,,,,
करूंगा,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
तुझे,को,Experiencer,Recipient,,
लगेगा,,,,,
कि,,,,,
मुझे,को,Experiencer,Recipient,,
कष्ट,,,,,
हो,,,,,
रहा,,,,,
है,,,,,
...,,,,,
,,,,,
ऐसा,,,,,
लगेगा,,,,,
कि,,,,,
मेरी,का,Theme,Theme,,
मृत्यु,,,,,
हो,,,,,
रही,,,,,
है,,,,,
।,,,,,
,,,,,
यह,,,,,
मत,,,,,
देखना,,,,,
।,,,,,
,,,,,
क्या,,,,,
जरूरत,,,,,
है,,,,,
...,,,,,
,,,,,
मत,,,,,
देखना,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
मैं,,,,,
तुझे,को,Theme,Recipient,,*Q*
जाने,,,,,
नहीं,,,,,
दूंगा,,,,,
।,,,,,
"""",,,,,
,,,,,
वह,,,,,
चिन्तित,,,,,
था,,,,,
।,,,,,
,,,,,
"""",,,,,
यह,,,,,
मैं,,,,,
इसलिए,के लिए,Explanation,Explanation,,
कर,,,,,
रहा,,,,,
हूं,,,,,
...,,,,,
,,,,,
सांप,,,,,
की,की वजह से,Explanation,Explanation,1:1,
वजह,की वजह से,,,1:2,
से,की वजह से,,,1:3,
",",,,,,
ऐसा,,,,,
हो,,,,,
कि,,,,,
वह,,,,,
मुझे,को,Theme,Theme,,
काटे,,,,,
न,,,,,
-,,,,,
सांप,,,,,
होते,,,,,
हीे,,,,,
दुष्ट,,,,,
हैं,,,,,
।,,,,,
,,,,,
महज,,,,,
खुशी,,,,,
के,के लिए,Purpose,Purpose,1:1,
