,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
ताली,,,,,,,,,,,,,,
बजाई,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
अपना,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
टोप,,,,,,,,,,,,,,
नम्र,,,,,,,,,,,,,,
अभिवादन,,,,,,,,,,,,,,
में,में,Manner,Manner,,में,Manner,Manner,,*Q* or Characteristic~Locus?,में,Manner,Manner,,"Manner is the less complicated reading 
and also, the governor is a verb"
उठा,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पांच,,,,,,,,,,,,,,
मिनट,,,,,,,,,,,,,,
में,में,Duration,Duration,,में,Duration,Duration,,,में,Duration,Duration,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
इस,,,,,,,,,,,,,,
खेल,,,,,,,,,,,,,,
की,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,*Q*,का,Characteristic,Gestalt,,"what is रसता? hard to find a good translation
is it possibly 'flavour' i.e 
""bored by the single flavour of the game""
There's no equivalent in either eng or fr translation"
एक,,,,,,,,,,,,,,
रसता,,,,,,,,,,,,,,
से,से,Stimulus,Source,,से,Stimulus,Source,,,से,Stimulus,Causer,,
राजकुमार,,,,,,,,,,,,,,
ऊब,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
टोप,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
नीचे,,,,,,,,,,,,,,
लाने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
क्या,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
दम्भी,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,listening is an active agentive governor?
सुना,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
लोगों,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
अपनी,का,Topic,Topic,,,,,,,का,Topic,Theme,,
प्रशंसा,,,,,,,,,,,Topic,Topic,,
के,के अलावा,PartPortion,PartPortion,1:1,के अलावा,PartPortion,PartPortion,1:1,,के अलावा,PartPortion,PartPortion,1:1,
अलावा,के अलावा,,,1:2,के अलावा,,,1:2,,के अलावा,,,1:2,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सुनाई,,,,,,,,,,,,,,
पड़ता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
सचमुच,,,,,,,,,,,,,,
मेरी,का,Topic,Theme,,का,Topic,Theme,,*Q*,का,Topic,Theme,,
प्रशंसा,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
राजकुमार,,,,,,,,,,,,,,
से,से,Recipient,Source,,से,Recipient,Source,,,से,Recipient,Ancillary,,"Omkar Koul, se 'Association or Mutual Dealing' "
पूछा।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
प्रशंसा,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
अर्थ,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
इसके,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
प्रशंसा,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
अर्थ,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
मुझे,को,Topic,Theme,,को,Topic,Theme,,,को,Stimulus,Theme,,
इस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
का,का,Locus,Gestalt,,का,Locus,Gestalt,,*Q* could be Whole,का,Org,Gestalt,,
सबसे,से,ComparisonRef,ComparisonRef,,से,ComparisonRef,ComparisonRef,,,से,ComparisonRef,ComparisonRef,,
सुंदर,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
सबसे,से,ComparisonRef,ComparisonRef,,से,ComparisonRef,ComparisonRef,,,से,ComparisonRef,ComparisonRef,,
सुसज्जित,,,,,,,,,,,,,,
धनी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सबसे,से,ComparisonRef,ComparisonRef,,से,ComparisonRef,ComparisonRef,,,से,ComparisonRef,ComparisonRef,,
बुद्धिमान,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
समझते,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
इस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
के,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,Org,Gestalt,,
एकमात्र,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तब,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
मेरी,का,Topic,Theme,,का,Topic,Theme,,,का,Topic,Theme,,
प्रशंसा,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपने,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
कंधे,,,,,,,,,,,,,,
हिलाते,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तुम्हारी,का,Topic,Theme,,का,Topic,Theme,,,का,Topic,Theme,,
प्रशंसा,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
अपनी,का,Topic,Theme,,का,Topic,Theme,,,का,Topic,Theme,,
प्रशंसा,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
करवाना,,,,,,,,,,,,,,
चाहते,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
चला,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपने,का,Theme,Gestalt,,का,Agent,Gestalt,,,का,Gestalt,Gestalt,,eg 'my record of accomplishment' is not Agent scene
यात्रा,,,,,,,,,,,Theme,Gestalt,,
के,के दौरान,Time,Time,1:1,के दौरान,Time,Time,1:1,,के दौरान,Time,Time,1:1,
दौरान,के दौरान,,,1:2,के दौरान,,,1:2,,के दौरान,,,1:2,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,inerrnal action from en guidelines
सोचा,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
