,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
के,के बाद,Time,Interval,1:1,के बाद,Time,Interval,1:1,,के बाद,Time,Interval,1:1,
बाद,के बाद,,,1:2,के बाद,,,1:2,,के बाद,,,1:2,
नेपथ्य,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
चले,,,,,,,,,,,,,,
जाते,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
आते,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
रूस,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
भारत,,,,,,,,,,,,,,
के,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,Locus,Gestalt,,
बत्ती,,,,,,,,,,,,,,
वाले,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,??,??,,
",",,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
अफ़्रीका,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
यूरोप,,,,,,,,,,,,,,
के,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,Locus,Gestalt,,
",",,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
दक्षिणी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
उत्तरी,,,,,,,,,,,,,,
अमेरिका,,,,,,,,,,,,,,
वाले,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,??,??,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
भूलता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उन्हें,को,Agent,Recipient,,को,Agent,Agent,,,को,??,Theme,,
कब,,,,,,,,,,,Agent,Recipient,,
मंच,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Goal,Locus,,
आना,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
के,का,Identity,Identity,,का,Identity,Identity,,,का,Identity,Identity,,
जगमगाते,,,,,,,,,,,,,,
मंच,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
मशाल,,,,,,,,,,,,,,
नृत्य,,,,,,,,,,,,,,
चलता,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अद्भुत,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
दृश्य,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
केवल,,,,,,,,,,,,,,
उत्तरी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
दक्षिणी,,,,,,,,,,,,,,
ध्रुव,,,,,,,,,,,,,,
के,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,Locus,Gestalt,,
एकाकी,,,,,,,,,,,,,,
बत्ती,,,,,,,,,,,,,,
वाले,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,??,??,,
अपने,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
एक,,,,,,,,,,,,,,
मात्रा,,,,,,,,,,,,,,
लैम्पपोस्ट,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
जलाने-बुझाने,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
साल,,,,,,,,,,,,,,
में,में,Time,Time,,में,Duration,Duration,,,में,Frequency,Time,,difficult. en guidelines 64
दो,,,,,,,,,,,Time,Time,,
बार,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनके,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
जीवन,,,,,,,,,,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,"Omkar Koul, me as 'Duration'
but en guidelines, durations as 
unambiguous Time"
न,,,,,,,,,,,,,,
श्रम,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
चिंता,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
