,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
दो,,,,,,,,,,,,,,
जीवंत,,,,,,,,,,,,,,
ज्वालामुखी,,,,,,,,,,,,,,
चोटियों,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,"the original french treats the volcanoes as themes, not location"
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
झाड़ू,,,,,,,,,,,,,,
लगाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनकी,की वजह से,Explanation,Explanation,1:1,की वजह से,Explanation,Explanation,1:1,,की वजह से,Explanation,Explanation,1:1,
वजह,की वजह से,,,1:2,की वजह से,,,1:2,,की वजह से,,,1:2,
से,की वजह से,,,1:3,की वजह से,,,1:3,,की वजह से,,,1:3,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
सुबह,,,,,,,,,,,,,,
नाश्ता,,,,,,,,,,,,,,
गर्म,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,
बड़ी,,,,,,,,,,,,,,
सुविधा,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
सुप्त,,,,,,,,,,,,,,
ज्वालामुखी,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
था,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,coordinating conjunction
",",,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
कौन,,,,,,,,,,,,,,
जाने,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
उसे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,this is like 'too'
झाड़,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
ढंक,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ज्वालामुखी,,,,,,,,,,,,,,
चिमनी,,,,,,,,,,,,,,
की,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
आग,,,,,,,,,,,,,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
उन्हें,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
साफ,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
जाए,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
बिना,बिना,Manner,Manner,,बिना,Manner,Manner,,,बिना,Manner,Manner,,
भड़के,,,,,,,,,,,,,,
धीरे-धीरे,,,,,,,,,,,,,,
सुगलते,,,,,,,,,,,,,,
रहते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
इस,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
की,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,
बात,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनके,के सामने,ComparisonRef,Locus,1:1,के सामने,ComparisonRef,Locus,1:1,,के सामने,ComparisonRef,Locus,1:1,
सामने,के सामने,,,1:2,के सामने,,,1:2,,के सामने,,,1:2,
हम,,,,,,,,,,,,,,
इतने,,,,,,,,,,,,,,
छोटे,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उन्हें,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
साफ,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
ढंकना,,,,,,,,,,,,,,
संभव,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इसीलिए,के लिए,Explanation,Explanation,,के लिए,Explanation,Explanation,,,के लिए,Explanation,Explanation,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
कभी-कभी,,,,,,,,,,,,,,
इतना,,,,,,,,,,,,,,
उत्पात,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
रहते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
थोड़ा,,,,,,,,,,,,,,
दुख,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
बाओबाब,,,,,,,,,,,,,,
के,का,Whole,Whole,,का,Whole,Whole,,,का,Identity,Identity,,"not entirely convinced   of Whole
because removal of the branch here implies removal of the baobab"
आखिरी,,,,,,,,,,,,,,
झाड़,,,,,,,,,,,,,,
उखाड़े,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
कभी,,,,,,,,,,,,,,
लौटेगा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
ये,,,,,,,,,,,,,,
रोजमर्रा,,,,,,,,,,,,,,
काम,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बहुत,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
लगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपने,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
फूल,,,,,,,,,,,,,,
को,को,Goal,Theme,,को,Goal,Goal,,,को,Goal??,Theme,,"et se prépara à la mettre à l'abri sous son globe
la is the 'flower' here and it takes a thematic role from mettre or 'to place'
There may be no movement / goal like element here of the flower

* revisit* - converting argument to adjunct swaps governors, and scene role?"
ढंकने,,,,,,,,,,,,,,
से,से पहले,Time,Time,1:1,से पहले,Time,Time,1:1,,से पहले,Time,Time,1:1,cf. en guidelines 26
पहले,से पहले,,,1:2,से पहले,,,1:2,,से पहले,,,1:2,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Agent,Agent,,"he may not have originated the watering
**revisit**"
आखिरी,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
पानी,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
उसकी,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
आंखें,,,,,,,,,,,,,,
भर,,,,,,,,,,,,,,
आईं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अलविदा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,,,,,,ने,Originator,Agent,,
फूल,,,,,,,,,,,,,,
से,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जवाब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अलविदा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
दोहराया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
खांसा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
सर्दी,,,,,,,,,,,,,,
वाली,वाली,Characteristic,Characteristic,,वाला,Characteristic,Characteristic,,,वाली,Characteristic,Characteristic,,
खांसी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
बुद्धू,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
क्षमा,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
खुश,,,,,,,,,,,,,,
रहने,,,,,,,,,,,,,,
की,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
कोशिश,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
डांट,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
फटकार,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
उसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बड़ा,,,,,,,,,,,,,,
आश्चर्य,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ढक्कन,,,,,,,,,,,,,,
लिए,,,,,,,,,,,,,,
गुमसुम,,,,,,,,,,,,,,
खड़ा,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
शांत,,,,,,,,,,,,,,
मिठास,,,,,,,,,,,,,,
उसकी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
नहीं,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,"I loved you - following en guidelines p.45, scene is Agent if the individual is 
acting on their thoughts / emotions, even internally. 
the 'karna' provides this action."
तुझे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Theme,Theme,,Theme as no Experiencer for counterpart Stimulus
बहुत,,,,,,,,,,,,,,
प्यार,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरी,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Possessor,Possessor,,mistakes are alienable ?
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,this is my mistake 'only'
गलती,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
तूने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
समझा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
अब,,,,,,,,,,,,,,
उसे,को,Topic,Theme,,को,??,??,,*Q* no idea,को,Topic,Theme,,"the french analogous phrase is: Cela n'a aucune importance
(That has no importance).
Translate this hindi phrase to english may be, 'But what of that'?
French sentence is Theme but english and hindi may be Topic"
क्या,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
मेरी,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
मूर्ख,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
खुश,,,,,,,,,,,,,,
रहना,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
छोड़ो,,,,,,,,,,,,,,
ढक्कन,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
इसका,का,Theme,Theme,,का,Topic,Topic,,*Q* ???,का,Theme,Theme,,"Je n'en veux plus (original french)
What (use) will come of it (ad-hoc translation)
Pretty similar to 321, above, Theme in french but Topic~Theme here

dakkan (eska) is the globe"
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
हवा,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
इतनी,,,,,,,,,,,,,,
सर्दी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
लग,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
रात,,,,,,,,,,,,,,
की,का,Time,Gestalt,,का,Time,Gestalt,,,का,Gestalt,Gestalt,,"Time is related to a reference time or event - which are missing here 
The fresh breeze at night, or the fresh breeze of the night?
French is of: L'air frais de la nuit
English: The cool night air (?)
"
ताजा,,,,,,,,,,,,,,
हवा,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
मेरी,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
तबियत,,,,,,,,,,,,,,
ठीक,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जाएगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
न!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
जानवर,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
तितलियों,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Theme,Theme,,"नहीं तो कौन आएगा मेरे पास - (the flower says this later on)
This suggests that the flower wants to know the butterflies directly, and not just about them."
जानना,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
यह,,,,,,,,,,,,,,
जरूरी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
कीड़ों,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Theme,Theme,,"same argument as 394, above"
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
जानूं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
कौन,,,,,,,,,,,,,,
आएगा,,,,,,,,,,,,,,
मेरे,के पास,Goal,Locus,1:1,के पास,Goal,Locus,1:1,,के पास,Goal,Locus,1:1,
पास,के पास,,,1:2,के पास,,,1:2,,के पास,,,1:2,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
....,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
दूर,,,,,,,,,,,,,,
रहेगा,,,,,,,,,,,,,,
मुझसे,से,Locus,Source,,से,Locus,Source,,,से,Locus,Source,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जहां,जहां तक,`d,`d,1:1,,,,,,,,,1:1,
तक,जहां तक,,,1:2,तक,Extent,Extent,,,तक,Circumstance,Extent,1:2,"French: Quant a ('regarding')
English: as for 
both are circumstantial"
बड़े,,,,,,,,,,,`d,`d,,
जानवरों,,,,,,,,,,,,,,
का,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,
सवाल,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
कोई,,,,,,,,,,,,,,
डर,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
मेरे,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
कांटे,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
अल्हड़,,,,,,,,,,,,,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,*Q* as if she were a fool => Identity?,की तरह,ComparisonRef,ComparisonRef,,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,,
उसने,ने,Agent,Agent,,ने,Originator,Agent,,,ने,Agent,Agent,,nothiing is originated **coordination cases for governors**
अपने,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
चार,,,,,,,,,,,,,,
कांटे,,,,,,,,,,,,,,
दिखाए,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
खड़े,,,,,,,,,,,,,,
रहो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझसे,से,Experiencer,Agent,,से,Experiencer,Agent,,,से,Experiencer,Ancillary,,"c'est agaçant - original french
it is annoying (for me) 
Taking Omkar Koul's senses of se - association or mutual dealing which has 
Thematic or Ancillary qualities but no Agentive ones
(that will not fly well with me)
or is this an 'endured by me' phrase? 
"
सहा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
जा,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जाने,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
निश्चय,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
जाओ,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसकी,का,Whole,Whole,,,,,,,का,Whole,Whole,,
आंखों,,,,,,,,,,,,,,
के,का,Gestalt,Gestalt,,का,Locus,Gestalt,,,का,Whole,Whole,,"this feels weird. But the phrase does exist, to cry one's eyes out..."
आंसू,,,,,,,,,,,Gestalt,Gestalt,,
कोई,,,,,,,,,,,,,,
देखे,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
उसके,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
स्वाभिमान,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Theme,Recipient,,"experiencers must be animate? Hard to think of an english parallel.
Omkar Koul, In the subject + ko + complement + verb constructions, 
the verbs express the state of mind, physical experience, involuntarily actions, feelings, obligations, and emotions.

Therefore in 'She is sad' (copular use), 'she' fulfills a theta role for the adjective 'sad' 
This hindi construction is very similar, and i think the theta role is thematic
"
गवारा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
