,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
किताब,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
आप?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
भूगोलवेत्ता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
भूगोलवेत्ता,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
अर्थ?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
विद्वान,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
जिसे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
पता,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
सागर,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
नदियां,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
नगर,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पहाड़,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
रेगिस्तान,,,,,,,,,,,,,,
पाए,,,,,,,,,,,,,,
जाते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
मजेदार,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
हुई,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
एक,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
व्यवसाय,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
इस,,,,,,,,,,,,,,
भूगोलवेत्ता,,,,,,,,,,,,,,
के,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Stimulus,Theme,,पर,Stimulus,Topic,,,पर,Stimulus,Theme,,'object of verb'
नजर,,,,,,,,,,,,,,
दौड़ाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
अभी,,,,,,,,,,,,,,
तक,तक,EndTime,EndTime,,तक,EndTime,EndTime,,,तक,EndTime,EndTime,,
इतना,,,,,,,,,,,,,,
शानदार,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तुम्हारा,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,
ग्रह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
बहुत,,,,,,,,,,,,,,
सुंदर,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
समुद्र,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वाह,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
थोड़ा,,,,,,,,,,,,,,
हताश,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
पहाड़,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
कैसे,,,,,,,,,,,,,,
मालूम,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नगर,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
नदियां,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
रेगिस्तान,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इनके,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
नहीं,,,,,,,,,,,,,,
मालूम,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
भूगोलवेत्ता,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
लेकिन,,,,,,,,,,,,,,
खोज,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
करता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
प्रकृति,,,,,,,,,,,,,,
मुझ,,,,,,,,,,,,,,
में,में,Gestalt,Locus,,में,Gestalt,Locus,,,में,Gestalt,Locus,,
बिल्कुल,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
भूगोलवेत्ता,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
जाएगा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
नगरों,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
नदियों,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पहाड़ों,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
सागरों,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
महासागरों,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
रेगिस्तानों,,,,,,,,,,,,,,
की,का,Theme,Theme,,का,Stimulus,Gestalt,,,का,Theme,Theme,,**lookup old example**
गिनती,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इधर-उधर,,,,,,,,,,,,,,
घूमना,,,,,,,,,,,,,,
उसका,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
काम,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
काफ़ी,,,,,,,,,,,,,,
महत्वपूर्ण,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
अपनी,का,Possessor,Possessor,,का,Possessor,Possessor,,*Q*,का,Possessor,Possessor,,
कुर्सी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
छोड़,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहीं,,,,,,,,,,,,,,
उसे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Agent,Recipient,,
खोज,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
वाले,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,??,??,,
मिल,,,,,,,,,,,,,,
जाते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
उनसे,से,Recipient,Source,,से,Recipient,Source,,,से,Recipient,Ancillary,,Theme function? **lookup**
प्रश्न,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
खोजकर्ताओं,,,,,,,,,,,,,,
के,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Gestalt,Gestalt,,
अनुभवों,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Topic,Theme,,*Q*,को,Theme,Theme,,**corpus study**
नोट,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
खोजकर्ता,,,,,,,,,,,,,,
का,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
बयान,,,,,,,,,,,,,,
दिलचस्प,,,,,,,,,,,,,,
लगे,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
वह,,,,,,,,,,,,,,
पता,,,,,,,,,,,,,,
लगाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
कैसा,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
लिए,के लिए,Explanation,Explanation,,के लिए,Explanation,Explanation,,,के लिए,Explanation,Explanation,,"need to expand scene to previous
sentence"
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
ऐसा,ऐसा,PartPortion,ComparisonRef,,ऐसा,PartPortion,ComparisonRef,,,ऐसा,PartPortion,ComparisonRef,,
एक,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
झूठ,,,,,,,,,,,,,,
बोलता,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
भूगोल,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Identity,,
किताबों,,,,,,,,,,,,,,
की,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
मिट्टी,,,,,,,,,,,,,,
पलीद,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
देगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
जो,,,,,,,,,,,,,,
शराबी,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
शराबी,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
चीजें,,,,,,,,,,,,,,
दोहरी,,,,,,,,,,,,,,
दिखाई,,,,,,,,,,,,,,
पड़ती,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
भूगोलवेत्ता,,,,,,,,,,,,,,
उसके,उसके,Originator,Gestalt,,का,Originator,Gestalt,,,उसके,Originator,Gestalt,,
बयान,,,,,,,,,,,,,,
के,के अनुसार,`d,`d,1:1,के अनुसार,`d,`d,1:1,,के अनुसार,`d,`d,1:1,
अनुसार,के अनुसार,,,1:2,के अनुसार,,,1:2,,के अनुसार,,,1:2,
यहां,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
पहाड़,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
दो,,,,,,,,,,,,,,
पहाड़,,,,,,,,,,,,,,
लिख,,,,,,,,,,,,,,
देगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Stimulus,Theme,,,को,Theme,Theme,,cognition activity - not preception
जानता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
अच्छी,,,,,,,,,,,,,,
खोज,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
खोज,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
वाले,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,??,??,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
चरित्रा,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
उसके,का,Originator,Gestalt,,का,Experiencer,Gestalt,,,का,Originator,Gestalt,,
आविष्कार,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
छानबीन,,,,,,,,,,,,,,
की,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
जाकर,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
भाई,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जाना,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
मुश्किल,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
उससे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहा,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
अपनी,का,Originator,Gestalt,,का,Experiencer,Gestalt,,,का,Gestalt,Gestalt,,his discovery
खोज,,,,,,,,,,,Originator,Gestalt,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
सबूत,,,,,,,,,,,,,,
दे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उदाहरण,,,,,,,,,,,,,,
के,के लिए,`d,`d,1:1,के लिए,`d,`d,1:1,,के लिए,`d,`d,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
यदि,,,,,,,,,,,,,,
आविष्कार,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
पहाड़,,,,,,,,,,,,,,
से,से,Theme,Ancillary,,से,Topic,Ancillary,,*Q*,से,Theme,Ancillary,,en guidelines 227 - kind of..
संबंधित,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
उससे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहा,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
बड़ी-बड़ी,,,,,,,,,,,,,,
चट्टानें,,,,,,,,,,,,,,
लाए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अचानक,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
भूगोलवेत्ता,,,,,,,,,,,,,,
भावावेश,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,end state,में,Goal,Locus,,
आ,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
अन्वेषक,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
दूर,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
आ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
अपने,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,
ग्रह,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
बता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
विद्वान,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
अपना,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
रजिस्टर,,,,,,,,,,,,,,
खोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पेन्सिल,,,,,,,,,,,,,,
बनाई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
खोज,,,,,,,,,,,,,,
के,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,
विषय,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,"is this topic marker ke bare me
but shortened?"
पहले,,,,,,,,,,,,,,
पेन्सिल,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,
लिखा,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
साबित,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
तब,,,,,,,,,,,,,,
रोशनाई,,,,,,,,,,,,,,
से,से,Instrument,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Recipient,,
राजकुमार,,,,,,,,,,,,,,
से,से,Recipient,Source,,से,Recipient,Source,,,से,Recipient,Ancillary,,**lookup**
पूछा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
कोई,,,,,,,,,,,,,,
खास,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
छोटा,,,,,,,,,,,,,,
सा,सा,Extent,Extent,,,,,,,सा,Extent,Extent,,
