,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
एक,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फर,,,,,,,,,,,,,,"is this the 'ermine' from the 
original french petit prince?"
के,का,Stuff,Stuff,,का,Stuff,Stuff,,*Q*,का,Gestalt,Gestalt,,"This phrase is a bad translation of the original:
habillé de pourpre et d'hermine
Gestalt or Characteristic, but depends on what the governor is!"
गुलाबी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सफेद,,,,,,,,,,,,,,
राजसी,,,,,,,,,,,,,,
वस्त्रों,,,,,,,,,,,,,,
से,से,Characteristic,Instrument,,से,Possession,Instrument,,,से,Manner,Instrument,,clothed how?' - adds colour to the main scene
सुसज्जित,,,,,,,,,,,Characteristic,Instrument,,
वह,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
शानदार,,,,,,,,,,,,,,
सिंहासन,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
बैठा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वाह,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
मेरी,का,SocialRel,Gestalt,,का,SocialRel,Gestalt,,*Q* or OrgMember??,का,SocialRel,Gestalt,,subject for life!
प्रजा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नन्हे,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देखते,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
वह,,,,,,,,,,,,,,
चिल्लाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
सोचा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
मुझे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
पहले,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
कभी,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
कैसे,,,,,,,,,,,,,,
पहचान,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
जानता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
राजाओं,,,,,,,,,,,,,,
के,के लिए,Explanation,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Explanation,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
दुनिया,,,,,,,,,,,,,,
काफी,,,,,,,,,,,,,,
सरल,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनके,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
अपने,के अलावा,PartPortion,PartPortion,1:1,के अलावा,PartPortion,PartPortion,2:1,,के अलावा,PartPortion,PartPortion,1:1,
अलावा,के अलावा,,,1:2,के अलावा,,,2:2,,के अलावा,,,1:2,
सब,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
प्रजा,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
एकाकी,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
",",,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
के,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,*Q* perspective?,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
राजा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
गर्व,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नजदीक,,,,,,,,,,,,,,
आ,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
ताकि,,,,,,,,,,,,,,
तुझे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
देख,,,,,,,,,,,,,,
सकूं।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
चारों,,,,,,,,,,,,,,
ओर,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
कहां,,,,,,,,,,,,,,
बैठे,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
उस,,,,,,,,,,,,,,
छोटे,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
कहीं,,,,,,,,,,,,,,
जगह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हर,,,,,,,,,,,,,,
तरफ,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
के,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
राजसी,,,,,,,,,,,,,,
वस्त्र,,,,,,,,,,,,,,
फैले,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
खड़ा,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,'only'
रहा,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
चूंकि,,,,,,,,,,,,,,
थक,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
इसलिए,के लिए,Explanation,Explanation,,के लिए,Explanation,Experiencer,,,के लिए,Explanation,Explanation,,Experiencer in a function?
उसे,को,Recipient,Recipient,,,,,,,को,Recipient,Recipient,,
जम्हाई,,,,,,,,,,,,,,
आ,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
के,के सामने,Locus,Locus,1:1,के सामने,Locus,Locus,1:1,,के सामने,Locus,Locus,1:1,
सामने,के सामने,,,1:2,के सामने,,,1:2,,के सामने,,,1:2,
जम्हाई,,,,,,,,,,,,,,
लेना,,,,,,,,,,,,,,
सभ्यता,,,,,,,,,,,,,,
के,के विरुद्ध,Characteristic,Beneficiary,1:1,के विरुद्ध,Characteristic,Beneficiary,2:1,this is illegal (Characteristic-Identity) => this is against the law,के विरुद्ध,Characteristic,Beneficiary,1:1,en guidelines 406
विरुद्ध,के विरुद्ध,,,1:2,के विरुद्ध,,,2:2,,के विरुद्ध,,,1:2,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ऐसा,,,,,,,,,,,,,,
मत,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
बोला।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
की,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
नहीं,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कैसे,,,,,,,,,,,,,,
रोकूं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
दूर,,,,,,,,,,,,,,
की,का,Extent,Characteristic,,का,Extent,Identity,,*Q* a trip of great distance?,का,Extent,Characteristic,,"journey of a great distance -  
singles out the journey ?"
यात्रा,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
बिल्कुल,,,,,,,,,,,,,,
सो,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सका,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
तुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
जम्हाई,,,,,,,,,,,,,,
लेने,,,,,,,,,,,,,,
की,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,
आज्ञा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सालों,,,,,,,,,,,,,,
गुजर,,,,,,,,,,,,,,
गए,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Theme,Theme,,*Q*?,को,??,Theme,,The scene feels like Agency!
जम्हाई,,,,,,,,,,,,,,
लेते,,,,,,,,,,,,,,
देखे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,,
यह,,,,,,,,,,,,,,
देखना,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
सी,सा,Extent,Extent,,,,,,,सा,Extent,Extent,,
बात,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
ले,,,,,,,,,,,,,,
जम्हाई,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
आज्ञा,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
लाल,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
डर,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
आती,,,,,,,,,,,,,,
जम्हाई।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हूं!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
मैं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
आज्ञा,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
अभी,,,,,,,,,,,,,,
जम्हाई,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
अभी,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
शब्द,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
मिले,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
परेशान,,,,,,,,,,,,,,
दिखाई,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
होने,,,,,,,,,,,,,,
के,के नाते,Explanation,Explanation,1:1,के नाते,Explanation,Explanation,1:1,,के नाते,Explanation,Explanation,1:1,
नाते,के नाते,,,1:2,के नाते,,,1:2,,के नाते,,,1:2,
वह,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उसकी,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
सत्ता,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
सम्मान,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसको,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
अपनी,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
आज्ञा,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,similar to 377 above
उल्लंघन,,,,,,,,,,,,,,
बर्दाश्त,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
छत्र,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
चूंकि,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
नेक,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
तर्क-संगत,,,,,,,,,,,,,,
आज्ञा,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,'only'
देता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
कहता,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
सेनापति,,,,,,,,,,,,,,
से,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहूं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
मेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
बगुला,,,,,,,,,,,,,,
बन,,,,,,,,,,,,,,
जाए,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
मेरी,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
आज्ञा,,,,,,,,,,,,,,
माने,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
इसमें,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,pure topic marker 
मेरा,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
दोष,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसका,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
धीरे,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
बैठ,,,,,,,,,,,,,,
जाऊं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपने,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
वस्त्रों,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
सिकोड़,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
बैठने,,,,,,,,,,,,,,
की,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,
आज्ञा,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
अचम्भे,,,,,,,,,,,,,,
में,में,Characteristic,Locus,,में,Characteristic,Locus,,,में,Experiencer,Locus,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इतने,,,,,,,,,,,,,,
नन्हे,,,,,,,,,,,,,,
से,से,Extent,Extent,,,,,,,से,Extent,Extent,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Theme,Theme,,*Q* does this even need a Goal function,पर,Locus,Locus,,Constituent is in an adjunct clause
वह,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
आखिर,,,,,,,,,,,,,,
राज्य,,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,
करता,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
महाराज,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
क्षमा,,,,,,,,,,,,,,
कीजिएगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
से,से,Recipient,Ancillary,,से,Recipient,Source,,,से,Recipient,Ancillary,,is se being used here in a respectful manner
एक,,,,,,,,,,,,,,
प्रश्न,,,,,,,,,,,,,,
पूछू?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
प्रश्न,,,,,,,,,,,,,,
पूछने,,,,,,,,,,,,,,
की,का,Topic,Identity,,का,Topic,Identity,,,का,Topic,Identity,,
आज्ञा,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,
राज्य,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
चारों,,,,,,,,,,,,,,
तरफ,,,,,,,,,,,,,,
हाथ,,,,,,,,,,,,,,
घुमा,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
ग्रहों,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
की,की ओर,Direction,Direction,1:1,की ओर,Direction,Direction,1:1,,की ओर,Direction,Direction,1:1,
ओर,की ओर,,,1:2,की ओर,,,1:2,,की ओर,,,1:2,
इशारा,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इन,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इन,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
पर,पर,Theme,Theme,,पर,Theme,Theme,,,पर,Theme,Theme,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
छत्र,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
सार्वभौम,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
सितारे,,,,,,,,,,,,,,
आपकी,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
आज्ञा,,,,,,,,,,,,,,
मानते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हा,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजा,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
तुरंत,,,,,,,,,,,,,,
मेरी,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
आज्ञा,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
पालन,,,,,,,,,,,,,,
करते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
अनुशासनहीनता,,,,,,,,,,,,,,
पसंद,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
