,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
आओ,,,,,,,,,,,,,,
खेलें।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
बड़ा,,,,,,,,,,,,,,
उदास,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कैसे,,,,,,,,,,,,,,
खेलूं,,,,,,,,,,,,,,
तुम्हारे,के साथ,Agent,Ancillary,1:1,के साथ,Agent,Ancillary,1:1,,के साथ,Agent,Ancillary,1:1,
साथ,के साथ,,,1:2,के साथ,,,1:2,,के साथ,,,1:2,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तूने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
मुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
अपनाया,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
है,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
माफ़,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
थोड़ा,,,,,,,,,,,,,,
सोच,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अपनाने,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
मतलब,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
"""तू",,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
का,का,Locus,Gestalt,,का,Locus,Gestalt,,,का,??,??,,e.g a man of these parts  - how to annotate?
रहने,,,,,,,,,,,,,,
वाला,वाला,NONSNACS,NONSNACS,,वाला,NONSNACS,NONSNACS,,,वाला,NONSNACS,NONSNACS,,
नहीं,,,,,,,,,,,,,,
मालूम,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
आदमियों,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
ढूंढ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अपनाने,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
क्या,,,,,,,,,,,,,,
अर्थ,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उनके,के पास,Possessor,Locus,1:1,के पास,Possessor,Possessor,1:1,,के पास,Possessor,Locus,1:1,
पास,के पास,,,1:2,के पास,,,1:2,,के पास,,,1:2,
बंदूक,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
बस,,,,,,,,,,,,,,
शिकार,,,,,,,,,,,,,,
खेलते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बड़ी,,,,,,,,,,,,,,
मुश्किल,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
मुर्गियां,,,,,,,,,,,,,,
भी,भी,Focus,Focus,Focus,,,,,,भी,Focus,Focus,Focus,
पालते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उन्हें,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
और,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
मुर्गियां,,,,,,,,,,,,,,
खोज,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
दोस्त,,,,,,,,,,,,,,
ढूंढ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पालने,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
मतलब?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
पुरानी,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसका,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
मतलब,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
संबंध,,,,,,,,,,,,,,
स्थापित,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
संबंध,,,,,,,,,,,,,,
स्थापित,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
बोली,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
मेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,,"en guidelines 294 - scene doubtful 
(can an animate entity (tu)  be experienced?)"
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,,
हजारों,,,,,,,,,,,,,,
बच्चों,,,,,,,,,,,,,,
जैसा,जैसा,ComparisonRef,ComparisonRef,,जैसा,ComparisonRef,ComparisonRef,,,जैसा,PartPortion,ComparisonRef,,"मात्रा - from OHED - measure, part, 
constituent, syllable"
एक,,,,,,,,,,,,,,
बच्चा,,,,,,,,,,,,,,
मात्रा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
तेरी,का,Stimulus,Theme,,का,Stimulus,Topic,,,का,Topic,Theme,,"Function role Theme/Topic? 
'I have no need whatsoever of you'"
कोई,,,,,,,,,,,,,,
जरूरत,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,too'
तुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
मेरी,का,Stimulus,Theme,,का,Stimulus,Topic,,,का,Topic,Theme,,
जरूरत,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,"""main"" cannot be experienced?"
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
मैं,,,,,,,,,,,,,,
लाखों,,,,,,,,,,,,,,
लोमड़ियों,,,,,,,,,,,,,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,ComparisonRef,ComparisonRef,,,जैसे,PartPortion,ComparisonRef,,"'bhar' - amount, whold of, at most, just - 
suggesting PartPortion"
एक,,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
भर,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
मुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
अपना,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
हम,,,,,,,,,,,,,,
दोनों,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
एक-दूसरे,,,,,,,,,,,,,,
की,का,Stimulus,Theme,,का,Stimulus,Topic,,,का,Topic,Theme,,
जरूरत,,,,,,,,,,,,,,
रहेगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
मेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
और,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
तेरे,के लिए,Experiencer,Beneficiary,2:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,,
लिए,के लिए,,,2:2,के लिए,,,1:2,,के लिए,,,,
दुनिया,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Whole,Whole,,,में,Whole,Locus,,
बस,,,,,,,,,,,Locus,Locus,,
एक,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
अद्वितीय,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जाएंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
आ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कुछ-कुछ,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के ख़याल से,`d,`d,1:1,के ख़याल से,`d,`d,1:1,,के ख़याल से,`d,`d,1:1,
ख्याल,के ख़याल से,,,1:2,के ख़याल से,,,1:2,,के ख़याल से,,,1:2,
से,के ख़याल से,,,1:3,के ख़याल से,,,1:3,,के ख़याल से,,,1:3,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
मुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
अपना,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
यह,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
की,का,Topic,??,,का,Topic,Identity,,,का,Topic,Topic,,**revisit**
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
की,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
नहीं,,,,,,,,,,,,,,
आ,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हां,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
शिकारी,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
अच्छी,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मुर्गियां,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हर,,,,,,,,,,,,,,
जगह,,,,,,,,,,,,,,
कोई-न-कोई,,,,,,,,,,,,,,
कमी,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
अपनी,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
पर,पर,Goal,Locus,,पर,Goal,Locus,,,पर,Goal,Locus,,
आ,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
बड़ी,,,,,,,,,,,,,,
एकरसता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
जीवन,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Locus,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
मुर्गियों,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
शिकार,,,,,,,,,,,,,,
करती,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
मेरा,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सारी,,,,,,,,,,,,,,
मुर्गियां,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
सारी,,,,,,,,,,,,,,
लोमड़ियां,,,,,,,,,,,,,,
एक-जैसी,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बड़ी,,,,,,,,,,,,,,
उलझन,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
मुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
अपना,,,,,,,,,,,,,,
ले,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
मेरा,का,Theme,Gestalt,,का,Theme,Theme,,,का,Topic,Theme,,
जीवन,,,,,,,,,,,,,,
खिल,,,,,,,,,,,,,,
उठेगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
तेरे,का,Agent,Gestalt,,का,Agent,Gestalt,,,का,Gestalt,Gestalt,,
कदमों,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,*Q*,का,Topic,Topic,,Characteristic?
आवाज,,,,,,,,,,,,,,
दूसरी,,,,,,,,,,,,,,
आवाजों,,,,,,,,,,,,,,
से,से,ComparisonRef,Source,,से,ComparisonRef,Source,,,से,ComparisonRef,Ancillary,,can drop the 'dusri aawazon' without issue
भिन्न,,,,,,,,,,,,,,
लगेगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
के,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
आने,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,*Q*,का,Topic,Topic,,
आहट,,,,,,,,,,,,,,
सुनकर,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
अपनी,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
मांद,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
भाग,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
छिप,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तेरी,का,Originator,Gestalt,,का,Originator,Gestalt,,*Q*,का,Originator,Gestalt,,
आहट,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Topic,Topic,,,में,Circumstance,Locus,,"contextual adjunct 'aahat mein' 
(Topic would be sangeet?)"
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
संगीत,,,,,,,,,,,,,,
सुनाई,,,,,,,,,,,,,,
पड़ेगा,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
मांद,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
बाहर,,,,,,,,,,,,,,
आ,,,,,,,,,,,,,,
जाऊँगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
देख,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
गेहूं,,,,,,,,,,,,,,
के,का,Characteristic,Stuff,,का,Characteristic,Stuff,,*Q*,का,Identity,Identity,,Don't think this is Stuff (fields not made of wheat)
खेत,,,,,,,,,,,,,,
देख,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
रोटी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
खाती,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
गेहूं,,,,,,,,,,,,,,
बेकार,,,,,,,,,,,,,,
की,का,Characteristic,Characteristic,,का,Characteristic,Identity,,,का,Identity,Identity,,"Directly categorizing the cheez as bekaar. 
Nothing to characterize"
चीज,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
गेहूं,,,,,,,,,,,,,,
के,का,Characteristic,Stuff,,का,Characteristic,Stuff,,*Q*,का,Identity,Identity,,
खेत,,,,,,,,,,,,,,
देखकर,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
किसी,,,,,,,,,,,,,,
की,का,Topic,Theme,,का,Topic,Topic,,,का,Topic,Theme,,
याद,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
आती,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
अच्छी,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तेरी,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
आंखें,,,,,,,,,,,,,,
सुनहरी,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कितना,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
मुझे,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
अपना,,,,,,,,,,,,,,
लेगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सुनहरे,,,,,,,,,,,,,,
गेहूं,,,,,,,,,,,,,,
देखकर,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
तेरी,का,Topic,Theme,,का,Topic,Topic,,,का,Topic,Theme,,
याद,,,,,,,,,,,,,,
आएगी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
गेहूं,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
दुलारती,,,,,,,,,,,,,,
हवा,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
आहट,,,,,,,,,,,,,,
