,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
जानता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
अपने,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
घर,,,,,,,,,,,,,,
पहुंच,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
दूसरे,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
सुबह,,,,,,,,,,,,,,
मैंने,ने,Recipient,Agent,,ने,Recipient,Recipient,,,ने,Recipient,Agent,,
उसका,का,Whole,Whole,,का,Whole,Whole,,*Q*,का,Gestalt,Gestalt,,"complex possession, 
clearly displaceable, 
the body existing without the little Prince"
शरीर,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पाया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उतना,,,,,,,,,,,,,,
भारी,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
उसका,का,Whole,Whole,,का,Whole,Whole,,*Q*,का,Gestalt,Gestalt,,
शरीर,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
रात,,,,,,,,,,,,,,
को,को,Time,Time,,को,Time,Time,,,को,Time,Time,,
मैं,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
की,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,*Q* Sensory content,का,Gestalt,Gestalt,,
आवाज,,,,,,,,,,,,,,
सुनता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
मानों,,,,,,,,,,,,,,
करोड़ों,,,,,,,,,,,,,,
घंटियां,,,,,,,,,,,,,,
बज,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
हों,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
असाधरण,,,,,,,,,,,,,,
घट,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जो,,,,,,,,,,,,,,
‘जाबा’,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
उसकी,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
भेड़,,,,,,,,,,,,,,
के,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Recipient,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,,no transmission in the scene?
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,,
उनमें,में,Whole,Whole,,में,Whole,Whole,,,में,Whole,Whole,,
मैं,,,,,,,,,,,,,,
चमड़े,,,,,,,,,,,,,,
की,का,Stuff,Stuff,,का,Stuff,Stuff,,,का,Stuff,Stuff,,
पट्टी,,,,,,,,,,,,,,
लगाना,,,,,,,,,,,,,,
भूल,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,
क्या,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कहीं,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
उसका,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
फूल,,,,,,,,,,,,,,
चर,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
लिया,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कभी-कभी,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
ऐसा,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
रात,,,,,,,,,,,,,,
को,को,Time,Time,,को,Time,Time,,,को,Time,Time,,
अपने,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
फूल,,,,,,,,,,,,,,
को,को,Goal,Theme,,को,Goal,Theme,,*Q*,को,Theme,Theme,,
शीशे,,,,,,,,,,,,,,
से,से,Extent,Extent,,,,,,,से,Extent,Extent,,
ढंकने,,,,,,,,,,,,,,
से,से,Theme,Instrument,,से,Instrument,Instrument,,,से,Instrument,Instrument,,
ढक,,,,,,,,,,,,,,
देता,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
पर,पर,Topic,Theme,,पर,Beneficiary,Theme,,*Q*,पर,Topic,Theme,,"il surveille bien son mouton
he (keeps) his sheep (under) surveillance"
ख्याल,,,,,,,,,,,,,,
रखता,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तब,,,,,,,,,,,,,,
थोड़ी,,,,,,,,,,,,,,
खुशी,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सितारों,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Originator,Gestalt,,,का,Gestalt,Gestalt,,can happiness/laughter be transmitted / received
मृदहास,,,,,,,,,,,,,,
सुनाई,,,,,,,,,,,,,,
पड़ता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
सोचता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कभी-कभी,,,,,,,,,,,,,,
आदमी,,,,,,,,,,,,,,
भूल,,,,,,,,,,,,,,
जाता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
भूल,,,,,,,,,,,,,,
काफ़ी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
रात,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
को,को,Goal,Theme,,को,Goal,Theme,,*Q*,को,??,Theme,,
ढकना,,,,,,,,,,,,,,
भूल,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
चुपचाप,,,,,,,,,,,,,,
बक्से,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
निकल,,,,,,,,,,,,,,
पड़ी,,,,,,,,,,,,,,
होगी,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
तारों,,,,,,,,,,,,,,
की,का,Identity,Identity,,का,Originator,Gestalt,,,का,??,??,,"grelot, bell?"
घाटियां,,,,,,,,,,,,,,
आंसुओं,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,'into'
बदल,,,,,,,,,,,,,,
जाती,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कितना,,,,,,,,,,,,,,
अद्भुत,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
रहस्य,,,,,,,,,,,,,,
मेरे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
",",,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
आपके,के लिए,Experiencer,Beneficiary,2:1,के लिए,Experiencer,Beneficiary,2:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,2:2,के लिए,,,2:2,,के लिए,,,1:2,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
जो,,,,,,,,,,,,,,
मेरी,की तरह,ComparisonRef,ComparisonRef,3:1,की तरह,ComparisonRef,ComparisonRef,3:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
तरह,की तरह,,,3:2,की तरह,,,3:2,,की तरह,,,1:2,
नन्हे,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
से,से,Stimulus,Ancillary,,से,Stimulus,Ancillary,,,से,Agent,Ancillary,,
प्यार,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
लगे,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
हमारे,के लिए,Experiencer,Beneficiary,1:1,के लिए,Experiencer,Beneficiary,1:1,,के लिए,Experiencer,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
यह,,,,,,,,,,,,,,
जानने,,,,,,,,,,,,,,
से,से,ComparisonRef,ComparisonRef,,से,ComparisonRef,ComparisonRef,,,से,ComparisonRef,ComparisonRef,,
बढ़,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
जिसे,को,Topic,Theme,,को,Stimulus,Theme,,,को,Topic,Theme,,
हम,,,,,,,,,,,,,,
जानते,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
कहीं,,,,,,,,,,,,,,"on ne sait ou
also, ' a lonely place'"
एक,,,,,,,,,,,,,,
निराले,,,,,,,,,,,,,,
से,से,Extent,Extent,,,,,,,से,Locus,Source,,
गुलाब,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
चर,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
या,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
अभी,,,,,,,,,,,,,,
खिला,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
हमारे,का,SocialRel,Gestalt,,का,`$,`$,,,का,SocialRel,Gestalt,,"my dear, my love"
नन्हे-मुन्ने,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Theme,Theme,,,का,Gestalt,Gestalt,,Gestalt or Topic?
जीवन,,,,,,,,,,,,,,
संवारे,,,,,,,,,,,,,,
हुए,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आसमान,,,,,,,,,,,,,,
की,की ओर,Direction,Direction,1:1,की ओर,Stimulus,Direction,1:1,,की ओर,Direction,Direction,,
ओर,की ओर,,,1:2,की ओर,,,1:2,,की ओर,,,,
देखिए,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
पूछिए,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
भेड़,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
गुलाब,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
चर,,,,,,,,,,,,,,
गई,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
देखिएगा,,,,,,,,,,,,,,
कैसे,,,,,,,,,,,,,,
सब,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
बदल,,,,,,,,,,,,,,
जाएगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
बड़े-बूढ़े,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
समझेंगे,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
ऐसी,,,,,,,,,,,,,,
बातों,,,,,,,,,,,,,,
का,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
कोई,,,,,,,,,,,,,,
महत्व,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
मेरे,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,*Q*,का,Gestalt,Gestalt,,
संसार,,,,,,,,,,,,,,
का,का,Locus,Whole,,का,Whole,Whole,,,का,Gestalt,Gestalt,,"दृश्य - sight , scene?"
सुंदरतम,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सबसे,से,ComparisonRef,ComparisonRef,,,,,,,से,ComparisonRef,ComparisonRef,,
विषादपूर्ण,,,,,,,,,,,,,,
दृश्य,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
वही,,,,,,,,,,,,,,
दृश्य,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
जो,,,,,,,,,,,,,,
पहले,,,,,,,,,,,,,,
भी,भी,Focus,Focus,,,,,,,भी,Focus,Focus,,
देखा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
एक,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
इसलिए,के लिए,Explanation,Explanation,,के लिए,Explanation,Explanation,,,के लिए,Explanation,Explanation,,
बनाया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
आपको,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
ठीक,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
दिखा,,,,,,,,,,,,,,
सकूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहीं,,,,,,,,,,,,,,
जन्मा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
मेरा,का,SocialRel,Gestalt,,का,Gestalt,Gestalt,,,का,SocialRel,Gestalt,,similar to mera nanhe munne
नन्हा,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
यहीं,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Locus,Source,,
विलीन,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इसे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
ठीक,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
देख,,,,,,,,,,,,,,
लें,,,,,,,,,,,,,,
ताकि,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
अफ़्रीका,,,,,,,,,,,,,,
भ्रमण,,,,,,,,,,,,,,
पर,पर,Circumstance,Locus,,,,,,,पर,Goal,Locus,,
निकलें,,,,,,,,,,,,,,
हों,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
रेगिस्तान,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
ऐसा,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
कुछ,,,,,,,,,,,,,,
दिखाई,,,,,,,,,,,,,,
पड़े,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
आप,,,,,,,,,,,,,,
उसे,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
फौरन,,,,,,,,,,,,,,
पहचान,,,,,,,,,,,,,,
लेंगे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
को,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
उधर,,,,,,,,,,,,,,
से,से,Path,Path,,से,Path,Path,,,से,Locus,Locus,,roam there / roam 'over' there?
गुजरने,,,,,,,,,,,,,,
का,का,Purpose,Purpose,,का,`i,`i,,,का,Purpose,Purpose,,
अवसर,,,,,,,,,,,,,,
मिले,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
मैं,,,,,,,,,,,,,,
आपसे,से,Recipient,Source,,से,Recipient,Source,,,से,Ancillary,Ancillary,,'association or mutual dealing' Koul (2008)
हाथ,,,,,,,,,,,,,,
जोड़कर,,,,,,,,,,,,,,
विनती,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
वहां,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
यूं,,,,,,,,,,,,,,
ही,,,,,,,,,,,,,,
मन,,,,,,,,,,,,,,
जाइएगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
क्षण,,,,,,,,,,,,,,
को,को,Duration,Time,,को,Duration,Time,,,को,Duration,Time,,
तारे,,,,,,,,,,,,,,
के,के नीचे,Locus,Locus,1:1,के नीचे,Locus,Locus,1:1,,के नीचे,Locus,Locus,1:1,
नीचे,के नीचे,,,1:2,के नीचे,,,1:2,,के नीचे,,,1:2,
इंतजार,,,,,,,,,,,,,,
करिएगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
हंसता,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
बच्चा,,,,,,,,,,,,,,
आप,,,,,,,,,,,,,,
तक,तक,Goal,Extent,,तक,Goal,Goal,,,तक,Goal,Extent,,
आए,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसके,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
बाल,,,,,,,,,,,,,,
सुनहरे,,,,,,,,,,,,,,
हों,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
यदि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
आपके,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
प्रश्नों,,,,,,,,,,,,,,
के,का,Topic,Topic,,का,Topic,Topic,,,का,Ensemble,Ensemble,,
उत्तर,,,,,,,,,,,,,,
न,,,,,,,,,,,,,,
दे,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
आप,,,,,,,,,,,,,,
समझ,,,,,,,,,,,,,,
लीजिएगा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
कौन,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
मेहरबानी,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मेरी,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
उदासी,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Beneficiary,Theme,,*Q*,का,Theme,Theme,,
ख्याल,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मुझे,,,,,,,,,,,,,,
फौरन,,,,,,,,,,,,,,
लिखिएगा,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लौट,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
