,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
पूछा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
उसकी,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
हालत,,,,,,,,,,,,,,
पर,पर,Stimulus,Topic,,पर,Stimulus,Topic,,*Q*,पर,Topic,Theme,,"par has historically been annotated 
Topic~Theme in this scene"
दुखी,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
भूलने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
शर्मिन्दा,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
स्वीकार,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसका,का,Whole,Whole,,का,Whole,Whole,,,का,Whole,Whole,,
सिर,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
तरफ,,,,,,,,,,,,,,
झूल,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
की,का,Stimulus,Topic,,का,Stimulus,Topic,,,का,Topic,Theme,,
शर्म,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जोर,,,,,,,,,,,,,,
देकर,,,,,,,,,,,,,,
पूछा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
अपने,का,Agent,Gestalt,,का,Agent,Gestalt,,,का,Agent,Gestalt,,
पीने,,,,,,,,,,,,,,
पर,पर,Stimulus,Topic,,पर,Stimulus,Topic,,,पर,Topic,Theme,,
शर्म,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उस,,,,,,,,,,,,,,
पिअक्कड़,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
अपनी,का,Originator,Gestalt,,का,Originator,Gestalt,,,का,Originator,Gestalt,,
बात,,,,,,,,,,,,,,
खत्म,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
एकदम,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
चुप्पी,,,,,,,,,,,,,,
साध,,,,,,,,,,,,,,
ली,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
के,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
कुछ,,,,,,,,,,,,,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
नहीं,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
चल,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,internal action
सोचा,,,,,,,,,,,,,,
ये,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
लोग,,,,,,,,,,,,,,
सचमुच,,,,,,,,,,,,,,
बड़े,,,,,,,,,,,,,,
अजीब,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
