,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
जब,,,,,,,,,,,,,,
तूने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
मुझसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहा,,,,,,,,,,,,,,
:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
सूर्यास्त,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
आओ,,,,,,,,,,,,,,
चलें,,,,,,,,,,,,,,
देखें,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
उसके,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,1:1,en guidelines 'wait for the Purpose of..'
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
अभी,,,,,,,,,,,,,,
इंतजार,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
इंतजार,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
इंतजार,,,,,,,,,,,,,,
किस,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
का?,का,Purpose,Purpose,,का,Purpose,Purpose,,wait for what thing?,का,Purpose,Purpose,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
सूर्यास्त,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बड़ा,,,,,,,,,,,,,,
आश्चर्य,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
अपने,,,,,,,,,,,,,,
में,में,Manner,Manner,,में,Manner,Manner,,,में,Manner,Manner,,laughed to yourself - describes way of laughing
हंसता,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अरे,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
सोच,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
अपने,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
घर,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
वास्तव,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
जब,,,,,,,,,,,,,,
अमेरिका,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
दोपहर,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,'then'
फ्रांस,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
सूर्यास्त,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
अमरीका,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
तुरंत,,,,,,,,,,,,,,
फ्रांस,,,,,,,,,,,,,,
पहुंच,,,,,,,,,,,,,,
जाए,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
दोपहर,,,,,,,,,,,,,,
के,के बाद,Time,Time,1:1,के बाद,Time,Time,1:1,फौरन is an adverb not a length of time,के बाद,Time,Time,1:1,'dopahar' is a time reference ergo Time function
फौरन,,,,,,,,,,,,,,
बाद,के बाद,,,1:2,के बाद,,,1:2,,के बाद,,,1:2,
शाम,,,,,,,,,,,,,,
देख,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
दुर्भाग्यवश,,,,,,,,,,,,,,
दोनों,,,,,,,,,,,,,,
के,के बीच,Gestalt,Whole,1:1,के बीच,Locus,Whole,1:1,two objects? *Q*,के बीच,Whole,Whole,1:1,"No scene here - just the two NP set members as in
en guidelines . 

The scene is introduced by the next postposition
**revisit**"
बीच,के बीच,,,1:2,के बीच,,,1:2,,के बीच,,,1:2,
की,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,no idea *Q*,का,Gestalt,Gestalt,,as a property of the NP set
दूरी,,,,,,,,,,,,,,
काफी,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तेरी,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Org,Gestalt,,cf en guidelines 369 a. 'employees of the company'
छोटी,,,,,,,,,,,,,,
सी,सा,Extent,Extent,,,,,,,सा,Extent,Extent,,
धरती,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,पर,Locus,Locus,,,पर,Locus,Locus,,
तुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
बस,,,,,,,,,,,,,,
अपनी,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
कुर्सी,,,,,,,,,,,,,,
थोड़ी,,,,,,,,,,,,,,
इधर-उधर,,,,,,,,,,,,,,
खिसकाने,,,,,,,,,,,,,,
की,का,Theme,Theme,,का,Theme,Theme,,*Q*,का,Theme,Theme,,
जरूरत,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
होगी,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
जितनी,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
चाहे,,,,,,,,,,,,,,
सूरज,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,Theme as the governor is an infinitive verb
डूबना,,,,,,,,,,,,,,
देख,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
मैंने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
तैंतालिस,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
सूर्यास्त,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
जानते,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
जब,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
उदास,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
सूर्यास्त,,,,,,,,,,,,,,
बड़ा,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तो,तो,`d,`d,,,,,,,तो,`d,`d,,
जिस,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
तूने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
तैंतालिस,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
सूर्यास्त,,,,,,,,,,,,,,
देखा,,,,,,,,,,,,,,
तू,,,,,,,,,,,,,,
बड़ा,,,,,,,,,,,,,,
उदास,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
जवाब,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
